,bank_male,bank_female,tuple,of_male,of_female,new_male,new_female,york_male,york_female,mellon_male,mellon_female,average_male,average_female,female-male
66,2.071839,2.1528926,"('imaginative', 'unimaginative')",1.4762614,1.6686133,0.34587073,0.7209271,-1.3239542,-1.273867,0.5055337,0.75666696,0.6151101112365722,0.8050466537475586,0.18993654251098635
10,-1.9408758,-1.7969762,"('affectionate', 'unaffectionate')",1.0715139,1.2181033,0.7698784,0.8342984,-1.0872393,-0.857477,-2.2766457,-2.219736,-0.6926736831665039,-0.5643575191497803,0.12831616401672363
63,-1.8917965,-1.9390268,"('capable', 'incapable')",-1.8506088,-1.8009058,-0.33474922,-0.53823125,-0.89950484,-0.8812287,-0.63646704,-0.7727307,-1.1226252555847167,-1.1864246368408202,-0.06379938125610352
34,-1.8668888,-1.5986952,"('loyal', 'disloyal')",-2.238318,-2.126284,-1.179813,-0.9404594,-0.49818644,-0.49835628,-1.0993494,-0.72843575,-1.3765110969543457,-1.1784460067749023,0.1980650901794434
46,1.8555348,1.9435979,"('generous', 'stingy')",1.8448024,2.1951387,0.83456933,0.996935,0.009123266,0.3708302,-0.14929762,-0.096450806,0.8789463996887207,1.0820101737976073,0.20306377410888665
47,-1.852688,-1.72774,"('forgiving', 'unforgiving')",-0.78113353,-0.77857363,-0.45840046,-0.068962395,-1.2651312,-1.3636919,-1.5882125,-1.3881388,-1.1891131401062012,-1.0654213905334473,0.12369174957275386
74,-1.7838279,-1.7883239,"('insightful', 'unperceptive')",-1.7648724,-1.7891934,-0.31318325,-0.21756577,-0.6496744,-0.8347241,-0.85900915,-0.7966585,-1.0741134643554688,-1.0852931022644043,-0.011179637908935502
80,1.6989226,1.5847905,"('independent', 'dependent')",-0.16386591,-0.25098062,0.56695527,0.6444183,0.88369286,0.94244754,1.8076172,1.7112294,0.9586644172668457,0.9263810157775879,-0.03228340148925779
37,1.6318533,1.5781286,"('good', 'evil')",2.7222862,3.2358694,2.5303283,2.428041,0.4891491,0.6750931,0.38596708,0.03992468,1.5519167900085449,1.5914113998413086,0.03949460983276376
81,1.6023536,1.6110629,"('industrious', 'lazy')",2.435618,2.6282892,2.0022373,2.030965,0.34395683,0.26545045,0.21049261,-0.16080719,1.3189316749572755,1.274992084503174,-0.04393959045410156
78,1.5619781,1.2684833,"('active', 'inactive')",2.75943,2.5408607,1.6742909,1.1332293,0.7474508,0.75911677,1.2018104,0.7065348,1.5889920234680175,1.281644916534424,-0.3073471069335936
49,-1.5477035,-1.7175227,"('responsible', 'irresponsible')",-1.1333278,-1.5444881,-1.0568249,-1.0981494,-0.5938266,-0.9587468,0.4210754,0.52122647,-0.7821214675903321,-0.9595361709594726,-0.17741470336914056
29,-1.5172828,-1.4168208,"('honest', 'immoral')",-2.2298083,-2.3917658,-1.9729593,-2.176074,-0.56806153,-0.6937841,-0.27467364,-0.2556548,-1.3125571250915526,-1.3868199348449708,-0.07426280975341815
102,-1.5067894,-1.2522603,"('eminent', 'low')",-1.3235397,-0.890504,-0.2643765,-0.27766025,-0.103496075,-0.18084823,-0.6760406,-0.777834,-0.774848461151123,-0.6758213043212891,0.09902715682983398
44,-1.5047665,-1.611411,"('truthful', 'untruthful')",-1.1423291,-1.2009176,-0.44683415,-0.3493275,-0.47698992,-0.58209467,-0.79937255,-0.79631,-0.8740584373474121,-0.9080121994018555,-0.03395376205444345
103,1.4957626,1.5299618,"('traditional', 'modern')",0.5121502,0.31321925,0.68126935,0.61791956,1.780825,1.8435161,1.1274757,1.0849408,1.1194966316223145,1.0779115676879882,-0.04158506393432626
65,-1.4374557,-1.6050773,"('practical', 'impractical')",-2.2162693,-2.5371716,-1.6388373,-1.5554767,-0.5390277,-0.97708976,0.6100633,0.8345062,-1.044305419921875,-1.1680619239807128,-0.12375650405883776
28,-1.4344407,-1.4957844,"('honest', 'dishonest')",-0.47531837,-0.89338636,-1.27389,-0.99179226,-1.2802616,-1.2614026,-1.6166412,-1.4447145,-1.2161103248596192,-1.217416000366211,-0.0013056755065916636
99,-1.3817596,-1.2785866,"('prestigious', 'insignificant')",0.71365315,1.4585583,0.7842057,0.64763576,-0.8907889,-0.7043895,-1.9307117,-2.1073008,-0.5410802841186524,-0.3968165636062622,0.14426372051239017
101,-1.3645941,-1.1478422,"('successful', 'unsuccessful')",-1.7526677,-1.1667439,-0.6508886,-0.41667444,-0.38233888,-0.5485752,-0.8051274,-0.64606273,-0.9911233901977539,-0.7851797103881836,0.2059436798095703
41,1.3364859,1.4755075,"('incorrupt', 'corrupt')",2.122983,2.6758566,2.200282,2.1927314,-0.34898427,0.17484301,-0.10432893,-0.13611543,1.0412875175476075,1.276564598083496,0.23527708053588858
56,1.3250711,1.3251783,"('intelligent', 'dumb')",0.84162664,0.9887724,0.690233,1.0119772,-0.65339565,-0.6152724,0.8994147,0.8896079,0.6205899715423584,0.7200526237487793,0.09946265220642092
109,1.2485335,1.1277109,"('conservative', 'liberal')",-0.93804055,-1.3852466,-1.097023,-1.0688727,2.4337275,2.3510299,2.6632357,2.6314733,0.8620866775512696,0.731218957901001,-0.13086771965026855
108,1.2485335,1.1277109,"('conservative', 'liberal')",-0.93804055,-1.3852466,-1.097023,-1.0688727,2.4337275,2.3510299,2.6632357,2.6314733,0.8620866775512696,0.731218957901001,-0.13086771965026855
9,-1.2463638,-1.294332,"('sensitive', 'insensitive')",-1.1627636,-1.597467,-0.98445404,-0.92043555,-0.20726569,-0.4230608,-0.879073,-1.0024997,-0.8959839820861817,-1.0475589752197265,-0.15157499313354483
33,-1.2246298,-0.9139252,"('softhearted', 'hardhearted')",0.026945591,0.17342469,-0.62816787,-0.6920396,-1.0534623,-0.7759084,-1.3314226,-1.4554515,-0.8421474456787109,-0.7327799797058105,0.10936746597290037
4,-1.2206585,-1.3519752,"('likable', 'unlikable')",-0.45847192,-0.41318566,0.38617718,0.37986428,-0.3808345,-0.6935887,-0.88523436,-0.9109425,-0.5118043899536133,-0.5979655742645263,-0.08616118431091302
88,1.2176456,1.0282046,"('impulsive', 'meek')",0.75208074,1.0972788,1.563556,1.8192687,-1.1465976,-0.8660234,0.5118059,0.50242364,0.5796980857849121,0.7162304878234863,0.1365324020385742
84,-1.1634939,-1.2052357,"('self-confident', 'diffident')",-0.039767638,0.051313758,-0.24383731,-0.37390593,-0.9650667,-0.9691702,-0.7278396,-0.81083363,-0.6280010223388672,-0.6615663528442383,-0.03356533050537103
58,-1.1536431,-0.9180693,"('able', 'clumsy')",-2.5256405,-2.619266,-1.5659094,-1.5201012,-0.6274439,-0.7283557,-0.66209835,-0.26595488,-1.3069470405578614,-1.2103494644165038,0.09659757614135756
19,-1.1434157,-1.1230285,"('funny', 'boring')",0.6886611,0.9624149,-0.057115197,0.104435325,-1.2035339,-1.0872345,-0.99780434,-0.7557058,-0.5426415920257568,-0.3798237323760986,0.16281785964965817
104,-1.0964208,-0.7692596,"('conventional', 'unconventional')",1.4116184,1.6174091,0.09214801,-0.08103579,-0.661896,-0.16668156,-1.9773889,-1.93005,-0.44638786315917967,-0.2659235715866089,0.18046429157257077
20,-1.0855434,-1.036562,"('popular', 'unpopular')",-0.7227753,-0.123558015,1.8974743,1.6604376,0.9370508,1.0936446,0.78588676,0.6444723,0.36241865158081055,0.44768691062927246,0.08526825904846191
68,-1.0661206,-1.2047254,"('clever', 'inept')",-1.0088987,-0.9499019,-0.6454199,-0.8717228,-2.57651,-2.7562366,-1.2316868,-1.3551202,-1.305727195739746,-1.4275413513183595,-0.12181415557861341
30,-1.0619564,-1.2808414,"('honest', 'dishonest')",-0.5335771,-0.9255065,-0.46290857,-0.09674831,-0.48900908,-0.6971978,-0.0826028,0.054967523,-0.526010799407959,-0.5890653610229493,-0.06305456161499023
3,0.99540734,0.9754459,"('likable', 'unlikable')",1.2947001,1.3180472,1.4871099,1.6269121,1.4528835,0.9826089,0.8854783,0.9893404,1.223115825653076,1.1784708976745606,-0.04464492797851549
100,-0.96947515,-0.6294286,"('influential', 'uninfluential')",-0.58145726,-0.67427135,-0.52025104,-0.49207926,-1.1240687,-1.1492232,-0.6662732,-0.25794357,-0.7723050594329834,-0.6405892372131348,0.13171582221984868
73,-0.94216126,-1.2347225,"('brilliant', 'incompetent')",-1.6375875,-2.1111574,-1.3390191,-1.6772346,-0.17731017,-0.80127954,-0.42062703,-0.58945054,-0.903341007232666,-1.2827689170837402,-0.3794279098510742
105,-0.910257,-0.9735501,"('conventional', 'modern')",0.6400145,0.52574885,0.8306431,0.5736888,0.5435257,0.6472031,-0.44281116,-0.3834652,0.1322230577468872,0.07792509198188782,-0.05429796576499937
0,-0.8748734,-0.5332035,"('sociable', 'unsociable')",-1.429321,-1.1830841,-0.76800233,-0.5637635,0.4045335,0.34712246,0.21945125,0.6094221,-0.4896423816680908,-0.2647013425827026,0.2249410390853882
31,-0.85860926,-0.75512,"('altruistic', 'egoistic')",-0.045421958,0.15631402,0.63122517,0.40067068,-0.15951517,0.15755191,-0.9758022,-1.12621,-0.2816246747970581,-0.23335866928100585,0.04826600551605226
36,-0.8582554,-1.1389389,"('tolerant', 'intolerant')",-1.0160699,-1.6015654,-0.8488381,-0.593192,-0.6677977,-0.92067003,-0.65939677,-0.4369346,-0.8100715637207031,-0.9382601737976074,-0.1281886100769043
7,0.848757,0.5648303,"('outgoing', 'distant')",3.692065,3.5387454,0.8801502,0.5827791,-0.73530763,-0.43572903,-0.7957877,-1.1726668,0.7779753684997559,0.6155917644500732,-0.16238360404968266
98,-0.8366179,-0.8358189,"('prestigious', 'insignificant')",-0.42094755,0.023143232,0.27524158,0.15429056,-0.77127814,-0.70603466,-1.2104456,-1.4565125,-0.592809534072876,-0.564186429977417,0.028623104095458984
90,0.82544637,0.70523524,"('motivated', 'unmotivated')",-0.012258247,-0.33207163,-0.115985096,-0.5120882,1.2304136,0.706293,0.6277114,0.28667542,0.5110655784606933,0.1708087682723999,-0.34025681018829346
12,-0.81384826,-0.73566794,"('sympathetic', 'unsympathetic')",-1.7957861,-2.0757136,-1.2802973,-1.1208498,-0.3112418,-0.4917265,-1.0134323,-0.8893871,-1.0429210662841797,-1.0626689910888671,-0.019747924804687456
87,-0.80294055,-0.72572446,"('dedicated', 'undedicated')",-0.69018847,-0.6749634,-0.63571346,-0.37742674,-1.3837998,-1.3301206,-1.2094604,-0.9206514,-0.9444205284118652,-0.8057773590087891,0.13864316940307608
64,-0.7883435,-0.7087302,"('clever', 'incompetent')",-1.9099306,-2.2916229,-1.4687406,-1.580534,-0.12672967,-0.54814935,-0.18167943,-0.07694304,-0.8950846672058106,-1.041195774078369,-0.14611110687255846
55,-0.7882632,-0.7423042,"('intelligent', 'unintelligent')",-0.9239609,-0.9590181,-0.3138889,-0.4464134,-0.2850263,-0.39622414,-0.92133343,-0.9280549,-0.6464945793151855,-0.6944028854370117,-0.04790830612182617
72,-0.78347623,-0.564985,"('logical', 'illogical')",0.048489675,-0.12195806,-0.42463043,-0.11634571,-0.24824065,-0.1903753,-1.0802972,-0.8402431,-0.49763097763061526,-0.36678142547607423,0.13084955215454103
60,-0.7729676,-0.6470682,"('educated', 'uneducated')",-2.4405441,-2.1682537,-0.794942,-0.4889455,-0.06194687,-0.22835214,-0.3264759,0.083227426,-0.8793753623962403,-0.6898784160614013,0.18949694633483893
97,-0.7407543,-0.56127393,"('superior', 'inferior')",-0.3594606,-0.26091707,-0.99121296,-0.8188501,-0.6499326,-0.6797004,-0.72324705,-0.55735123,-0.692921495437622,-0.5756185531616211,0.11730294227600091
96,-0.7260391,-0.5410193,"('powerful', 'powerless')",-0.14554742,-0.08352503,-0.45298013,-0.42514718,-0.16149697,-0.4412241,-0.52559334,-0.30432597,-0.40233139991760253,-0.35904831886291505,0.04328308105468748
17,-0.64629066,-0.452768,"('social', 'antisocial')",-0.5559156,-0.43502775,-0.42820126,-0.10149157,0.13083139,0.11990085,0.09751062,0.32171765,-0.2804131269454956,-0.10953376293182374,0.17087936401367185
8,0.6325042,0.39335752,"('open', 'distant')",3.5491397,3.3526864,1.1676544,0.7915691,-0.72666925,-0.45964435,-1.5084921,-1.8904433,0.6228274345397949,0.43750505447387694,-0.185322380065918
22,0.6239582,0.5495408,"('welcoming', 'disagreeable')",1.2905605,1.2936609,0.5636344,0.47769773,0.4926617,0.49127412,0.39658958,0.20742801,0.6734808444976806,0.603920316696167,-0.06956052780151367
91,-0.61547697,-0.56252646,"('resilient', 'nonresilient')",-0.5761694,-0.40117717,0.2389951,-0.08850193,0.9171684,0.69469446,-0.29360217,-0.4337033,-0.06581701040267944,-0.15824288129806519,-0.09242587089538574
18,-0.6139584,-0.6335666,"('social', 'asocial')",-0.4305512,-0.6415019,-1.5692225,-1.306341,-0.8964422,-1.0076733,-0.772841,-0.4513272,-0.8566030502319336,-0.8080820083618164,0.04852104187011719
35,0.5910069,0.72550917,"('fair', 'unfair')",0.98786515,1.0611225,0.53877056,0.72886944,0.36864936,0.6044088,0.90884817,1.0769787,0.6790280342102051,0.8393776893615723,0.16034965515136723
94,0.5768788,0.37519017,"('aggressive', 'submissive')",-1.9207045,-1.8873972,-0.6174553,-0.32319823,0.9527254,0.6094268,1.2961509,1.3982677,0.057519054412841795,0.0344578742980957,-0.023061180114746095
51,-0.5443608,-0.5583076,"('competent', 'incompetent')",-0.962155,-0.8350454,0.07464939,0.2558064,-0.48039073,-0.68904185,0.1331116,0.3351245,-0.355829119682312,-0.2982927799224854,0.05753633975982664
2,-0.541995,-0.36424327,"('friendly', 'unfriendly')",-2.100016,-2.4854305,-1.6722184,-1.4798024,0.19459231,-0.13575116,0.008921206,0.24423969,-0.8221431732177734,-0.8441975593566895,-0.022054386138916082
25,-0.49530664,-0.5806774,"('moral', 'immoral')",-1.9678026,-2.2271457,-1.4564099,-1.4396524,0.48388258,0.02850461,0.024597526,-0.015898287,-0.6822077751159668,-0.8469738960266113,-0.16476612091064458
62,-0.4642677,-0.5730432,"('creative', 'uncreative')",0.69084424,0.38485438,-0.56264377,-0.6173538,-1.9640076,-1.7255275,-2.268645,-2.214991,-0.9137439727783203,-0.9492122650146484,-0.03546829223632808
70,0.4552096,0.5262711,"('wise', 'unwise')",1.446697,1.7241182,1.675778,1.6813757,-0.19522333,0.026821718,0.25848493,0.24852587,0.72818922996521,0.8414225578308105,0.11323332786560059
26,0.43039793,0.57674503,"('trustworthy', 'untrustworthy')",-0.0868521,-0.09066442,-0.7467338,-0.48269907,-0.9748442,-1.0553573,0.68410516,1.043807,-0.13878540992736815,-0.0016337394714355468,0.1371516704559326
106,-0.34723783,-0.35586837,"('conventional', 'unconventional')",0.24850762,0.13789031,1.2797227,0.963664,1.1543896,1.240008,-0.3062662,-0.16686189,0.4058231353759766,0.36376640796661375,-0.04205672740936284
61,0.34259707,0.45346916,"('rational', 'irrational')",1.899494,2.312925,1.4804657,1.715029,0.0245246,0.44344828,-0.74247646,-0.77883804,0.6009210109710693,0.8292066574096679,0.2282856464385986
23,-0.34101146,-0.4900394,"('hospitable', 'inhospitable')",1.4936224,1.8243041,1.1858441,1.118948,-0.5674363,-0.4193984,-0.24913716,-0.51490134,0.30437636375427246,0.30378260612487795,-0.000593757629394509
82,0.3326106,0.49027783,"('industrious', 'meek')",1.5142424,1.9349161,1.3513242,1.312031,-0.111354135,-0.08458192,-1.0459872,-1.208883,0.4081671714782715,0.48875203132629397,0.0805848598480225
43,0.3321312,0.37875625,"('genuine', 'fake')",-0.52038515,-0.4552034,0.3768835,0.38788807,0.25830913,0.24096997,-0.5303764,-0.58914036,-0.016687536239624025,-0.007345890998840332,0.009341645240783692
24,-0.32755798,-0.2656538,"('thoughtful', 'rough')",-0.8709766,-0.9383327,-0.80838597,-1.0449764,-0.09814742,-0.16743135,-0.841192,-0.85139966,-0.5892519950866699,-0.6535587787628174,-0.0643067836761475
57,-0.31991866,-0.42304537,"('able', 'unable')",-0.87786937,-1.0912533,-0.46497375,-0.62447196,-0.48412144,-0.68168086,-0.5975439,-0.6936698,-0.5488853931427002,-0.7028242588043213,-0.15393886566162107
39,-0.3139634,-0.045426533,"('right', 'wrong')",0.63288873,1.05129,0.26922962,0.41019645,-0.7776762,-0.6931399,-0.4963838,-0.5398443,-0.13718101978302003,0.03661515712738037,0.1737961769104004
45,-0.31059277,-0.4434331,"('cooperative', 'exploitative')",-0.9640352,-1.3550795,-1.0277846,-0.9165996,-0.38368738,-0.8691686,-1.0244786,-1.183049,-0.7421156883239746,-0.9534659385681152,-0.21135025024414067
16,-0.30811954,-0.14426723,"('social', 'antisocial')",-1.5442915,-1.5422196,-0.8021402,-0.50254613,0.6176881,0.13590655,0.47183082,0.8807264,-0.31300644874572753,-0.23448004722595214,0.07852640151977539
79,0.2932219,0.35794103,"('determined', 'doubtful')",-0.65683204,-0.31373417,0.31559122,0.37995023,0.5003739,0.32464993,0.7712488,0.9335301,0.2447207450866699,0.33646740913391116,0.09174666404724124
110,0.28884754,0.2161541,"('narrow-minded', 'open-minded')",-0.05617279,-0.012030959,-0.38863587,-0.16592145,0.01949352,-0.14623195,0.017368227,-0.010763481,-0.023819875717163087,-0.023758748173713685,6.112754344940116e-05
67,-0.28315523,-0.16553313,"('discriminating', 'undiscriminating')",-0.81478834,-0.45978957,0.70384866,0.7983501,-0.8882923,-0.87527084,-1.6533101,-1.3343965,-0.5871394634246826,-0.4073279857635498,0.1798114776611328
107,0.27283463,0.13954502,"('conventional', 'modern')",-0.9410662,-1.0043457,1.0958123,1.6039909,1.6028967,1.5699251,2.3206017,2.7672207,0.8702157974243164,1.0152671813964844,0.145051383972168
52,-0.2692684,-0.23727411,"('competitive', 'uncompetitive')",-1.3041501,-1.5537642,-0.82447207,-0.5201275,0.26486915,0.058073416,0.40928006,0.7705091,-0.34474825859069824,-0.2965166330337524,0.04823162555694582
93,0.26661545,0.431305,"('dominating', 'dominated')",-0.76793855,-0.910755,-1.2408098,-0.70492834,-0.7210316,-0.79701227,-0.08845228,0.15028214,-0.5103233814239502,-0.3662217140197754,0.1441016674041748
14,0.2447238,0.20284958,"('supportive', 'unsupportive')",0.90239584,1.0449787,-0.059206426,-0.05194989,-0.5758748,-0.7634007,0.16400406,0.10408217,0.13520851135253906,0.10731199979782105,-0.027896511554718006
76,0.22006476,0.16562438,"('secure', 'insecure')",-1.3050656,-1.4112895,-0.46814716,-0.3669712,0.86592263,0.694032,0.7684425,0.89935124,0.01624342203140259,-0.0038506150245666503,-0.02009403705596924
89,0.2142384,0.23418894,"('daring', 'anxious')",-1.353003,-1.6726717,-1.1694336,-1.3868266,0.40481597,0.27070877,-0.0049912035,0.11249852,-0.3816746950149536,-0.4884203910827637,-0.10674569606781009
15,-0.17434293,-0.07615057,"('polite', 'impolite')",-0.58324385,-0.8257849,-0.60293305,-0.018667951,1.1670277,0.9216734,0.9546714,1.2851298,0.15223584175109864,0.25723996162414553,0.10500411987304689
85,-0.16752934,-0.12484914,"('ambitious', 'unambitious')",-0.445782,-0.4578862,0.013987601,0.106343,-0.56764066,-0.61357576,-0.40412092,-0.33800027,-0.3142170667648315,-0.2855936765670776,0.028623390197753895
21,0.15966094,0.027445555,"('nice', 'nasty')",0.2911113,0.64639235,0.35453856,0.31382322,-0.032579303,-0.089538455,0.11416882,0.16722262,0.17738006114959717,0.21306905746459961,0.03568899631500244
92,-0.13866007,-0.1712456,"('unwavering', 'wavering')",0.42349207,0.9054537,1.0242958,0.81975317,-0.7044007,-0.35509208,-0.636343,-0.72084916,-0.006323182582855224,0.09560401439666748,0.1019271969795227
59,0.124093235,0.50772077,"('skillful', 'clumsy')",-0.78379714,-0.1866249,1.3879981,1.4707971,1.3247039,1.3244251,0.74758106,0.91428757,0.5601158142089844,0.8061211585998536,0.24600534439086919
77,0.07575631,0.2875064,"('active', 'inactive')",1.3338227,1.5621221,0.7132806,0.8810775,-0.81713974,-0.7533954,-1.1234369,-1.0489907,0.03645660877227783,0.18566398620605468,0.14920737743377685
83,-0.04845956,-0.1211656,"('energetic', 'lethargic')",-1.5280021,-1.6750474,-0.80170095,-0.6726756,-0.60780585,-0.73406875,0.21880278,0.436639,-0.5534331798553467,-0.5532637119293213,0.00016946792602534622
71,0.035087705,-0.16519606,"('efficient', 'inefficient')",-1.7126937,-2.4102073,-1.2771156,-1.4559102,1.5589598,1.0185351,0.79771173,0.7625849,-0.11960997581481933,-0.4500386714935303,-0.3304286956787109
5,-0.032917798,-0.06546727,"('pleasant', 'repellent')",-0.64793056,-0.9648947,-0.097297505,-0.30082503,1.3387406,1.0615149,1.1376503,0.98431563,0.33964900970458983,0.14292869567871094,-0.1967203140258789
42,-0.025236785,0.20992005,"('amicable', 'hostile')",2.1986177,2.7845435,1.8091202,1.8213055,-0.5140629,-0.20450434,-1.3707552,-1.3887393,0.4195365905761719,0.6445050716400147,0.22496848106384282
54,-0.025140524,-0.16766366,"('smart', 'stupid')",0.9762886,0.86290956,0.84912705,0.60384494,0.44322765,0.2641881,-0.50913,-0.8878739,0.3468745231628418,0.13508100509643556,-0.21179351806640623
69,-0.009742558,-0.050719798,"('wise', 'foolish')",0.7306978,1.1945775,0.5438058,0.65526724,-0.97424126,-0.850158,-0.3970902,-0.33339572,-0.021314096450805665,0.1231142520904541,0.14442834854125977
