,expeditors_male,expeditors_female,tuple,international_male,international_female,wa_male,wa_female,average_male,average_female,female-male
91,1.130613,1.2421,"('resilient', 'nonresilient')",-0.559612,-0.4650722,1.0602167,1.1032184,0.5437392393747965,0.6267487208048502,0.08300948143005371
93,-1.0858737,-0.52000254,"('dominating', 'dominated')",-0.5671986,-0.32848465,-0.1474002,-0.06709865,-0.6001574993133545,-0.30519529183705646,0.29496220747629803
79,-1.0676036,-0.9102456,"('determined', 'doubtful')",-0.31663656,-0.18557051,1.2456666,1.5084666,-0.04619117577870687,0.137550155321757,0.18374133110046387
36,-1.0168862,-0.63028264,"('tolerant', 'intolerant')",-1.4221469,-1.1436408,-0.6954168,-0.7862111,-1.0448166529337566,-0.8533781369527181,0.19143851598103845
25,-0.9955739,-0.29745084,"('moral', 'immoral')",-1.7042415,-1.387457,0.9595081,0.7984681,-0.5801023642222086,-0.2954799334208171,0.28462243080139155
14,0.95900744,0.6957507,"('supportive', 'unsupportive')",0.025962263,0.073874116,0.6318885,0.7237219,0.5389527479807535,0.49778223037719727,-0.04117051760355628
7,0.94464105,-0.17738707,"('outgoing', 'distant')",0.99279284,0.48027906,0.8595837,0.7887455,0.9323391914367676,0.36387916405995685,-0.5684600273768108
44,-0.9345696,-0.9478818,"('truthful', 'untruthful')",-0.91262245,-0.89397854,-0.58238256,-0.44723123,-0.8098581631978353,-0.7630305290222168,0.04682763417561853
101,-0.9048845,-0.5710656,"('successful', 'unsuccessful')",-1.7151933,-1.4365993,0.29019502,0.41337442,-0.7766276200612386,-0.531430164972941,0.2451974550882976
99,0.8708739,0.7799223,"('prestigious', 'insignificant')",-0.7292119,-1.0639325,-0.23686904,-0.4692525,-0.03173567851384481,-0.25108758608500165,-0.21935190757115683
94,-0.8337048,-0.18075225,"('aggressive', 'submissive')",-0.13143872,0.30075985,0.9664793,1.0398504,0.00044524669647216797,0.38661932945251465,0.3861740827560425
92,0.82099056,0.5264446,"('unwavering', 'wavering')",-0.2225452,-0.460274,0.11624481,0.08927044,0.23823004961013794,0.05181368192036947,-0.18641636768976846
103,0.70687973,0.970033,"('traditional', 'modern')",1.0115128,1.1095326,1.1539421,0.90818274,0.9574448267618815,0.9959160486857096,0.038471221923828125
90,0.7034756,0.6829349,"('motivated', 'unmotivated')",0.106437355,0.17302895,1.2811086,1.0207337,0.6970071792602539,0.6255658467610677,-0.07144133249918616
55,0.633455,0.9464106,"('intelligent', 'unintelligent')",-1.1294755,-0.8415381,0.11464292,0.11772013,-0.12712585926055908,0.07419755061467488,0.20132340987523395
15,-0.617939,-0.108867645,"('polite', 'impolite')",-0.56793356,-0.093961895,1.0899549,1.2997034,-0.03197256724039713,0.3656245867411296,0.39759715398152673
61,0.6104234,0.54367065,"('rational', 'irrational')",1.2416413,1.0383806,0.61315674,0.70121133,0.821740468343099,0.7610875765482584,-0.06065289179484057
52,0.60451865,0.99720633,"('competitive', 'uncompetitive')",-0.823648,-0.44145668,0.48357236,0.661512,0.08814767996470134,0.4057538906733195,0.31760621070861816
31,0.5951779,0.54466045,"('altruistic', 'egoistic')",0.18531752,0.2359178,0.060056165,0.08467245,0.2801838517189026,0.28841690222422284,0.00823305050532025
24,-0.5903345,-0.5218776,"('thoughtful', 'rough')",-1.3453565,-1.2281961,0.36629844,0.15392116,-0.5231308142344157,-0.5320508480072021,-0.008920033772786495
89,0.5902709,1.175878,"('daring', 'anxious')",-1.4468725,-1.3584311,0.3287611,0.067179814,-0.17594683170318604,-0.03845774630705515,0.1374890853961309
100,0.57122004,0.77553695,"('influential', 'uninfluential')",-0.82501674,-0.46806818,-0.14040601,0.22686142,-0.13140090306599936,0.1781100630760193,0.3095109661420187
97,-0.54834074,-0.5353211,"('superior', 'inferior')",-1.2022979,-0.99935764,0.05374232,0.20904839,-0.565632144610087,-0.44187676906585693,0.1237553755442301
41,0.5403442,-0.11888747,"('incorrupt', 'corrupt')",1.1222132,0.96130174,0.7582452,0.9757608,0.8069341977437338,0.6060583591461182,-0.2008758385976156
74,-0.5235944,-0.27452067,"('insightful', 'unperceptive')",-1.8090441,-1.6322012,-0.10727075,-0.050841928,-0.8133030732472738,-0.6525212526321411,0.1607818206151327
3,0.5231645,0.66813135,"('likable', 'unlikable')",0.81729734,0.89826584,1.1187783,1.1349522,0.819746732711792,0.9004497528076172,0.0807030200958252
84,0.5125519,0.09314008,"('self-confident', 'diffident')",-0.5107722,-0.52280045,-0.022218108,0.17945448,-0.0068128108978271484,-0.08340196808179219,-0.07658915718396504
102,-0.5093447,-0.16772021,"('eminent', 'low')",-1.8707274,-1.5728991,-0.089182496,-0.013709605,-0.823084831237793,-0.5847763220469157,0.23830850919087732
76,0.50040174,1.0765047,"('secure', 'insecure')",-1.1052368,-0.76828873,0.5629948,0.35481882,-0.013946751753489176,0.22101159890492758,0.23495835065841675
73,-0.4976133,-0.41207623,"('brilliant', 'incompetent')",-1.6141058,-1.5568221,-0.28661793,-0.670696,-0.7994457085927328,-0.879864772160848,-0.08041906356811523
28,-0.4549498,-0.6010165,"('honest', 'dishonest')",-1.0566263,-0.88033825,-0.8105011,-0.75079215,-0.7740257581075033,-0.7440489133199056,0.029976844787597656
30,-0.43964493,-0.45066845,"('honest', 'dishonest')",-1.0175533,-0.7693776,-0.3294713,-0.27793038,-0.5955564975738525,-0.4993254741032918,0.09623102347056073
16,-0.43652302,0.22585422,"('social', 'antisocial')",-0.59562755,-0.26417544,1.2397355,1.2996211,0.06919499238332112,0.42043328285217285,0.35123829046885174
72,-0.41874635,-0.38326204,"('logical', 'illogical')",-0.45527747,-0.2069935,0.14550644,0.21348515,-0.2428391178448995,-0.1255901356538137,0.11724898219108582
96,-0.41272438,-0.06718814,"('powerful', 'powerless')",-0.87530464,-0.73072636,0.024873435,0.09696396,-0.421051820119222,-0.23365018765131632,0.18740163246790567
82,0.4080633,0.16931866,"('industrious', 'meek')",0.40768737,0.374795,0.989967,1.0099028,0.601905902226766,0.5180054903030396,-0.08390041192372644
63,0.4040744,0.3547727,"('capable', 'incapable')",-1.3205578,-1.2962096,-0.80756915,-0.7011088,-0.5746841828028361,-0.5475152333577474,0.02716894944508863
59,-0.4000838,-0.18461159,"('skillful', 'clumsy')",-0.2745158,-0.1149542,0.39965394,0.5083641,-0.09164856870969136,0.06959942976633708,0.16124799847602844
26,-0.3944682,-0.21450782,"('trustworthy', 'untrustworthy')",-0.26996118,-0.11237903,0.5069841,0.5508131,-0.05248175064722697,0.07464208205540974,0.12712383270263672
32,-0.38477483,-0.010126382,"('benevolent', 'hardhearted')",-1.9611683,-1.8494701,-1.322953,-1.1659,-1.222965399424235,-1.0084988276163738,0.21446657180786133
49,-0.3640286,-0.07744309,"('responsible', 'irresponsible')",-1.7443471,-1.6050742,-0.24878478,-0.098322034,-0.7857201894124349,-0.5936131079991659,0.19210708141326904
98,0.35933235,0.19353464,"('prestigious', 'insignificant')",-0.04390247,-0.36697432,-0.0120576285,-0.25872317,0.10112407803535461,-0.14405428369839987,-0.24517836173375449
5,0.3537917,0.4569226,"('pleasant', 'repellent')",-0.11495739,-0.03350295,0.5085231,0.29632634,0.24911914269129434,0.23991533120473227,-0.009203811486562075
81,0.34825042,-0.23451275,"('industrious', 'lazy')",0.8034052,0.49967223,0.6823282,0.52718323,0.6113279660542806,0.26411424080530804,-0.3472137252489726
48,0.34659007,0.6091542,"('reliable', 'unreliable')",0.8652761,0.8853814,1.3515412,1.2316173,0.8544691403706869,0.9087176322937012,0.054248491923014286
33,0.3380903,-0.05686024,"('softhearted', 'hardhearted')",-0.67043316,-0.6018776,-1.1496022,-1.078861,-0.49398167928059894,-0.5791996320088705,-0.08521795272827154
18,-0.33647037,-0.24043036,"('social', 'asocial')",-0.7477702,-0.55296695,-0.16605866,0.019272834,-0.4167664051055908,-0.25804150104522705,0.15872490406036377
105,0.33155942,0.019009992,"('conventional', 'modern')",1.1424013,1.0702004,-0.6711258,-0.5532992,0.2676116426785787,0.17863706747690836,-0.08897457520167032
20,0.32313773,0.48039252,"('popular', 'unpopular')",-0.09411006,0.030417264,0.70147055,0.66020024,0.31016608079274494,0.39033667246500653,0.08017059167226159
12,0.30589068,0.8321365,"('sympathetic', 'unsympathetic')",-1.2716076,-0.97232556,-0.18887705,-0.0981172,-0.38486464818318683,-0.07943541804949443,0.3054292301336924
51,-0.293617,-0.07674846,"('competent', 'incompetent')",-0.8389757,-0.6886757,0.16615981,0.19421893,-0.3221442898114522,-0.19040173292160034,0.13174255688985187
57,-0.29360932,-0.46858323,"('able', 'unable')",-0.80721974,-0.8104011,0.01018858,-0.15469417,-0.36354684829711914,-0.47789283593495685,-0.11434598763783771
110,0.28904808,0.3529236,"('narrow-minded', 'open-minded')",0.9867214,0.7465326,-0.26888272,-0.45119542,0.3356289068857829,0.21608692407608032,-0.11954198280970257
50,-0.28863138,-0.28195462,"('unprejudiced', 'prejudiced')",1.0950942,0.84423494,1.504502,1.1233171,0.7703216075897217,0.5618658065795898,-0.20845580101013184
88,0.27391165,0.03773831,"('impulsive', 'meek')",0.86245847,0.6638564,0.37467596,0.51246315,0.5036820570627848,0.40468597412109375,-0.09899608294169104
17,-0.2679021,0.013847463,"('social', 'antisocial')",0.03538558,0.2455725,0.4486964,0.6785133,0.07205995917320251,0.31264442205429077,0.24058446288108826
64,0.24792635,0.653425,"('clever', 'incompetent')",-0.85765785,-0.55732083,0.42055494,0.3175354,-0.06305885314941406,0.1378798484802246,0.20093870162963867
19,0.24063031,0.42565727,"('funny', 'boring')",-0.052633524,0.0795832,-0.49135184,-0.207748,-0.10111834605534871,0.09916414817174275,0.20028249422709146
60,-0.21202424,0.14829071,"('educated', 'uneducated')",-1.350304,-0.994953,0.050427318,0.260087,-0.5039669672648112,-0.19552508989969888,0.3084418773651123
29,0.20945004,0.25490934,"('honest', 'immoral')",-1.0073829,-0.7803881,-0.12882212,-0.19586496,-0.3089183171590169,-0.2404479185740153,0.06847039858500162
35,0.20605752,-0.0530816,"('fair', 'unfair')",0.7962006,0.9641938,0.12254462,0.3678157,0.37493423620859784,0.4263093074162801,0.051375071207682255
56,-0.192132,-0.40801808,"('intelligent', 'dumb')",0.5737123,0.574834,0.6057569,0.74140906,0.3291123906771342,0.3027416467666626,-0.026370743910471617
39,0.19155651,-0.026014596,"('right', 'wrong')",0.21793544,0.28164324,-0.22089484,-0.12395716,0.06286570429801941,0.04389049609502157,-0.01897520820299784
47,-0.18769023,0.09197396,"('forgiving', 'unforgiving')",-0.67771614,-0.5561573,-0.647466,-0.5378119,-0.5042908191680908,-0.3339984019597371,0.1702924172083537
45,-0.18427704,-0.18181899,"('cooperative', 'exploitative')",-1.4416611,-1.3255475,-0.5848593,-0.96852493,-0.7369325160980225,-0.8252971172332764,-0.0883646011352539
107,0.16900606,0.5104502,"('conventional', 'modern')",1.7484398,2.117013,0.02735275,0.338416,0.6482662359873453,0.9886264006296793,0.340360164642334
106,-0.16629282,0.16615887,"('conventional', 'unconventional')",-0.23191574,-0.030936249,0.16550022,0.058042675,-0.0775694449742635,0.06442176302274068,0.14199120799700418
0,-0.13575749,0.26646486,"('sociable', 'unsociable')",-1.2653099,-0.813823,0.9908087,1.2829297,-0.13675288359324136,0.24519050121307373,0.38194338480631507
87,-0.12921456,0.107035115,"('dedicated', 'undedicated')",-1.5840076,-1.4616315,-0.52749634,-0.23891616,-0.7469061215718588,-0.5311708450317383,0.21573527654012048
69,0.09435108,-0.2822641,"('wise', 'foolish')",0.10337828,-0.035898,0.29519293,0.27151915,0.16430743535359701,-0.015547653039296469,-0.1798550883928935
68,-0.09251496,-0.07398629,"('clever', 'inept')",-1.4584932,-1.5369847,-0.029645935,-0.37010038,-0.5268847147623698,-0.6603571176528931,-0.1334724028905233
80,0.07611017,-0.12359627,"('independent', 'dependent')",-0.068887115,0.019133441,0.62531734,0.7702545,0.2108468015988668,0.22193054358164468,0.011083741982777895
43,0.07405993,-0.1555944,"('genuine', 'fake')",-0.114418864,-0.1124223,0.02031096,0.15858561,-0.006682656705379486,-0.03647702932357788,-0.029794372618198395
2,0.05877906,0.74808264,"('friendly', 'unfriendly')",-1.4845258,-1.0125425,0.6960948,0.7320064,-0.24321728944778442,0.1558488408724467,0.3990661303202311
21,0.057433352,-0.06874378,"('nice', 'nasty')",1.0501921,1.0101808,1.1056964,0.8565877,0.7377739747365316,0.5993415911992391,-0.13843238353729248
83,0.044690013,0.23148173,"('energetic', 'lethargic')",-0.89610374,-0.7211351,-0.077717155,-0.04928887,-0.3097103039423625,-0.1796474059422811,0.1300628980000814
4,-0.044508696,0.1560657,"('likable', 'unlikable')",-0.82478666,-0.8439507,-0.613132,-0.7008476,-0.49414245287577313,-0.46291089057922363,0.031231562296549498
67,0.0278738,0.2217446,"('discriminating', 'undiscriminating')",-0.9257226,-0.8969815,-0.7145573,-0.60970414,-0.537468671798706,-0.4283136526743571,0.10915501912434894
85,-0.017587632,0.21002638,"('ambitious', 'unambitious')",0.21648605,0.21595848,-0.7287675,-0.56468445,-0.1766230265299479,-0.04623319705327352,0.13038982947667438
104,0.016813174,-0.14963087,"('conventional', 'unconventional')",-0.39736626,-0.4205701,-0.53487295,-0.56158733,-0.30514200528462726,-0.37726275126139325,-0.07212074597676599
54,0.016546905,-0.46700904,"('smart', 'stupid')",0.86132634,0.65840745,1.6228726,1.3308022,0.8335819244384766,0.5074001948038737,-0.3261817296346029
34,-0.010252848,0.40643558,"('loyal', 'disloyal')",-1.3244035,-1.0854723,-1.282933,-0.9591574,-0.8725298245747884,-0.5460646947224935,0.3264651298522949
86,-0.008241132,-0.2782462,"('self-reliant', 'helpless')",1.4598708,1.3292016,2.016028,2.0700493,1.1558858553568523,1.0403348604838054,-0.11555099487304688
9,0.007290244,0.10951644,"('sensitive', 'insensitive')",-1.1136655,-0.8509408,0.1059978,-0.015342236,-0.33345913887023926,-0.2522555390993754,0.08120359977086383
