,centene_male,centene_female,tuple,corp_male,corp_female,del_male,del_female,average_male,average_female,female-male
38,-1.2074058,-0.7883202,"('kind', 'unkind')",-2.3757577,-1.9031388,-1.7790483,-1.3511465,-1.78740390141805,-1.3475351333618164,0.43986876805623365
37,1.1537681,0.9680599,"('good', 'evil')",1.9438914,2.0353565,1.6630695,1.2081,1.5869096120198567,1.4038387934366863,-0.18307081858317042
34,-1.149842,-0.81712127,"('loyal', 'disloyal')",-2.017921,-1.7827404,-1.4610924,-1.0968189,-1.5429517428080242,-1.232226848602295,0.31072489420572924
14,1.1061916,1.2323841,"('supportive', 'unsupportive')",1.4877679,1.4867378,1.467609,1.047945,1.3538562456766765,1.255688985188802,-0.0981672604878745
77,1.103666,1.1744643,"('active', 'inactive')",1.3215332,1.4822655,0.12736684,0.1752713,0.850855271021525,0.9440003236134847,0.09314505259195971
105,-0.9667162,-0.77586854,"('conventional', 'modern')",-0.48005888,-0.4712868,-1.1691519,-1.3631048,-0.8719756603240967,-0.870086669921875,0.0018889904022216797
81,0.94036406,0.5670283,"('industrious', 'lazy')",2.0935724,2.177915,1.2161646,0.9605578,1.4167003631591797,1.2351670265197754,-0.1815333366394043
23,0.8527391,0.94019717,"('hospitable', 'inhospitable')",0.7526314,0.81820834,0.112324476,-0.29610014,0.5725649992624918,0.48743510246276855,-0.08512989679972327
46,0.82675153,0.84930533,"('generous', 'stingy')",2.3762202,2.3003333,2.0386786,1.7997727,1.7472168604532878,1.6498037974039714,-0.0974130630493164
7,0.7975824,0.53574216,"('outgoing', 'distant')",1.2281502,1.04766,0.38042766,-0.25608027,0.8020533720652262,0.44244062900543213,-0.35961274305979407
50,0.7626796,0.42462432,"('unprejudiced', 'prejudiced')",2.2759738,2.2260273,2.0704317,1.9337612,1.7030283610026042,1.5281375249226887,-0.1748908360799155
33,-0.74081695,-0.7500106,"('softhearted', 'hardhearted')",-1.0268513,-0.9268272,-1.4020965,-1.3966267,-1.0565882523854573,-1.024488131205241,0.03210012118021632
104,-0.72370017,-0.6548594,"('conventional', 'unconventional')",-0.7870131,-0.6860226,-0.86320865,-0.94207835,-0.791307290395101,-0.7609868049621582,0.030320485432942745
24,-0.7116996,-0.746471,"('thoughtful', 'rough')",-1.4458349,-1.2531471,-0.5243951,-0.46464586,-0.8939765294392904,-0.8214213053385416,0.07255522410074877
3,0.7062521,0.9997791,"('likable', 'unlikable')",1.6233785,1.5548921,1.8515863,1.8225714,1.3937390645345051,1.4590808550516765,0.06534179051717137
22,0.70351696,0.71230066,"('welcoming', 'disagreeable')",1.6342537,1.9070294,0.68408823,0.5803343,1.0072863101959229,1.0665547053019206,0.059268395105997795
58,-0.70312184,-0.46905085,"('able', 'clumsy')",-2.2373161,-1.8838849,-1.6858051,-1.4452679,-1.5420810381571453,-1.266067902247111,0.2760131359100342
103,0.69304883,0.84190786,"('traditional', 'modern')",0.6515223,0.51988685,0.7143144,0.45518368,0.6862951914469401,0.6056594848632812,-0.08063570658365882
80,0.6813175,0.7840382,"('independent', 'dependent')",0.50642145,0.6569986,0.4665889,0.41219637,0.5514426231384277,0.6177443663279215,0.06630174318949378
16,0.67968374,0.75084376,"('social', 'antisocial')",-0.3652128,-0.106381685,0.3762023,0.5585479,0.23022441069285074,0.401003360748291,0.17077895005544028
32,-0.6781057,-0.5540285,"('benevolent', 'hardhearted')",-1.3220441,-0.75526094,-1.50141,-1.2020481,-1.1671865781148274,-0.8371125062306722,0.33007407188415516
11,-0.67442274,-0.29444462,"('caring', 'unaffectionate')",-1.484493,-1.4917997,-1.7392168,-1.8784575,-1.2993775208791096,-1.2215673128763835,0.07781020800272609
48,0.67060685,0.8842136,"('reliable', 'unreliable')",2.681928,2.5936308,3.16924,2.8619585,2.1739249229431152,2.1132675806681314,-0.06065734227498387
41,0.6666632,0.695938,"('incorrupt', 'corrupt')",1.3548378,1.374502,0.430507,0.41827613,0.8173360029856364,0.8295719623565674,0.012235959370931027
54,0.6596709,0.24153413,"('smart', 'stupid')",0.42693397,0.34929267,0.6535804,0.08247468,0.5800617535909017,0.22443381945292154,-0.3556279341379802
65,-0.6345641,-0.54783374,"('practical', 'impractical')",-0.9191679,-0.87139773,-0.45415926,-0.5255508,-0.6692970593770345,-0.648260752360026,0.021036307017008538
42,0.6219995,1.0188953,"('amicable', 'hostile')",1.0745797,1.3420484,0.14149004,0.18209028,0.612689733505249,0.847678025563558,0.23498829205830896
49,-0.6053103,-0.48837274,"('responsible', 'irresponsible')",-1.4365293,-1.2053922,-0.48114413,-0.56450534,-0.8409945964813232,-0.7527567545572916,0.08823784192403161
4,-0.5944189,-0.48385873,"('likable', 'unlikable')",-0.6973594,-0.49110615,-0.47209173,-0.3947039,-0.5879566669464111,-0.45655624071757,0.13140042622884113
63,-0.592329,-0.18229127,"('capable', 'incapable')",-1.1376256,-1.0196587,-1.5391624,-1.5432355,-1.0897056261698406,-0.9150617917378744,0.17464383443196618
86,0.5919884,0.5556209,"('self-reliant', 'helpless')",2.751844,2.6451762,3.1440098,2.8048546,2.162614027659098,2.0018838246663413,-0.16073020299275687
84,0.58533317,0.60480165,"('self-confident', 'diffident')",0.04052466,0.12735969,-0.23409595,-0.23753317,0.13058729966481528,0.16487606366475424,0.034288763999938965
91,0.57700527,0.53349924,"('resilient', 'nonresilient')",-0.1504333,-0.20740606,0.8524773,0.618477,0.4263497591018677,0.3148567279179891,-0.1114930311838786
43,-0.56582975,-0.5446786,"('genuine', 'fake')",-0.23435366,-0.21506564,-0.13382867,-0.26813,-0.31133735179901123,-0.3426247437795003,-0.03128739198048908
15,0.5645832,1.0213082,"('polite', 'impolite')",0.51423466,0.6083,1.1044207,1.3836783,0.7277461687723795,1.0044288635253906,0.2766826947530111
28,-0.56273794,-0.26248407,"('honest', 'dishonest')",-2.0855794,-2.0146995,-1.4470509,-1.3940513,-1.3651227951049805,-1.2237449487050374,0.1413778463999431
51,0.55631804,0.6024298,"('competent', 'incompetent')",-0.11847064,-0.098713234,0.90505624,0.74418926,0.4476345380147298,0.4159686168034871,-0.031665921211242676
82,0.54372483,0.18214875,"('industrious', 'meek')",1.0922787,1.2331986,0.5036836,0.35484797,0.7132290204366049,0.590065081914266,-0.12316393852233887
92,0.53476363,0.4088059,"('unwavering', 'wavering')",0.30593115,0.17524163,-0.13577169,-0.48559,0.2349743644396464,0.03281918168067932,-0.20215518275896707
10,-0.5308854,-0.23175013,"('affectionate', 'unaffectionate')",-0.05168128,0.14470398,-0.9928772,-0.9733261,-0.5251479546229044,-0.35345741113026935,0.17169054349263507
29,-0.5248118,-0.457592,"('honest', 'immoral')",-1.8260021,-1.7521313,-0.8395347,-0.97739387,-1.063449541727702,-1.0623724460601807,0.0010770956675212329
21,0.5244366,0.666789,"('nice', 'nasty')",0.38468748,0.27212715,1.0220215,1.0897925,0.6437152226765951,0.6762362321217855,0.03252100944519043
87,-0.5217208,-0.5922716,"('dedicated', 'undedicated')",-0.80255353,-0.59696186,-0.67758155,-0.5697291,-0.6672852834065756,-0.5863208770751953,0.08096440633138025
45,-0.5149379,-0.69625676,"('cooperative', 'exploitative')",-1.1704645,-0.9724724,-0.8046666,-1.0384748,-0.8300229708353678,-0.9024012883504232,-0.07237831751505541
8,0.5129945,0.3478071,"('open', 'distant')",1.4154859,1.2487043,-0.2796909,-0.7363653,0.5495965083440145,0.2867153485616048,-0.2628811597824097
52,0.46889752,0.5210889,"('competitive', 'uncompetitive')",-0.29315704,-0.43968332,1.1134022,1.2908449,0.42971424261728924,0.4574168523152669,0.027702609697977665
110,-0.4661735,-0.4292123,"('narrow-minded', 'open-minded')",0.15512341,0.24599168,-0.44505545,-0.32140687,-0.2520351807276408,-0.16820915540059408,0.08382602532704672
44,-0.44402248,-0.1606017,"('truthful', 'untruthful')",-0.6980455,-0.76625013,-0.7053901,-0.7327064,-0.6158193349838257,-0.5531860987345377,0.06263323624928796
47,-0.41232267,-0.09726919,"('forgiving', 'unforgiving')",-0.80979,-0.5174874,-0.82122976,-0.6898725,-0.681114117304484,-0.4348763624827067,0.2462377548217773
1,-0.39658326,-0.19502369,"('friendly', 'unfriendly')",-1.3676949,-1.0302336,-1.8669108,-1.8870823,-1.2103962898254395,-1.0374464988708496,0.17294979095458984
62,0.38100785,0.43468136,"('creative', 'uncreative')",-0.33273518,-0.144564,-0.66044986,-0.6273167,-0.20405906438827515,-0.11239978671073914,0.09165927767753601
68,-0.38032374,-0.4715677,"('clever', 'inept')",-0.914963,-0.89569235,-0.108133614,-0.6830248,-0.4678068161010742,-0.6834282875061035,-0.2156214714050293
98,0.3573824,0.3010855,"('prestigious', 'insignificant')",-0.5078856,-0.44825798,-0.82237536,-0.9792261,-0.3242928584416707,-0.37546618779500324,-0.05117332935333252
76,0.3517763,0.4343127,"('secure', 'insecure')",-0.27963996,-0.35239786,0.51748985,0.6342767,0.1965420643488566,0.23873051007588705,0.042188445727030455
100,0.34363788,0.53032833,"('influential', 'uninfluential')",-0.63892,-0.5221347,0.052683234,0.16256171,-0.08086629708607991,0.056918442249298096,0.137784739335378
56,0.33287755,0.49344844,"('intelligent', 'dumb')",1.6987584,1.7227203,1.1832035,1.248202,1.0716131528218586,1.1547902425130208,0.08317708969116211
94,0.33054593,0.45474294,"('aggressive', 'submissive')",-0.09218556,-0.26384047,0.77022994,0.97367835,0.33619678020477295,0.38819360733032227,0.051996827125549316
74,-0.32104188,-0.19695742,"('insightful', 'unperceptive')",-1.2442702,-1.3193259,0.33665007,0.112776324,-0.40955400466918945,-0.4678357044855754,-0.05828169981638592
36,-0.31874728,-0.33673325,"('tolerant', 'intolerant')",-1.3469197,-1.1648283,-0.4225944,-0.46506488,-0.696087121963501,-0.6555421352386475,0.040544986724853516
60,0.3136006,0.7710496,"('educated', 'uneducated')",-0.94098175,-0.8681323,-0.3562576,-0.062898576,-0.3278795878092448,-0.053327083587646484,0.2745525042215983
83,-0.30900168,-0.15038252,"('energetic', 'lethargic')",-0.38989562,-0.51259035,0.4206838,0.45711994,-0.09273783365885417,-0.06861764192581177,0.024120191733042404
67,-0.30662584,-0.19217473,"('discriminating', 'undiscriminating')",-0.98974335,-0.78308094,-0.1571461,-0.12794308,-0.48450509707132977,-0.3677329222361247,0.11677217483520508
31,-0.30336365,-0.33131176,"('altruistic', 'egoistic')",-0.277474,-0.047681987,-0.6065016,-0.5490996,-0.39577972888946533,-0.3093644579251607,0.08641527096430462
79,-0.2922909,-0.057921737,"('determined', 'doubtful')",0.44676286,0.76036924,0.2981455,0.5056771,0.1508724888165792,0.4027082125345866,0.25183572371800744
64,-0.2885894,-0.24276425,"('clever', 'incompetent')",-1.1046457,-1.0655162,-0.06739417,-0.039547265,-0.4868764082590739,-0.4492758909861247,0.03760051727294922
71,-0.28804785,-0.6123416,"('efficient', 'inefficient')",-1.1294833,-1.2358482,0.77104187,0.5426831,-0.21549646059672037,-0.43516890207926434,-0.21967244148254397
57,0.28616616,-0.022448495,"('able', 'unable')",-0.52577424,-0.47968864,-0.07108092,-0.24628007,-0.10356300075848897,-0.24947239955266318,-0.1459093987941742
61,0.27706653,0.38580966,"('rational', 'irrational')",1.1557636,1.3685138,-0.11614877,-0.0048944056,0.43889379501342773,0.5831430355707804,0.14424924055735266
25,-0.27155453,-0.12767932,"('moral', 'immoral')",-1.5206175,-1.3253146,0.07528889,0.053848907,-0.5722943544387817,-0.4663817087809245,0.10591264565785724
2,-0.25623196,-0.07018712,"('friendly', 'unfriendly')",-1.418464,-1.5280867,-0.35237134,-0.08654475,-0.6756890614827474,-0.5616061687469482,0.11408289273579919
99,0.23627925,0.36002555,"('prestigious', 'insignificant')",0.29116943,0.51564914,-1.1388874,-1.1288464,-0.20381291707356772,-0.08439056078592937,0.11942235628763835
101,0.21731901,0.19092564,"('successful', 'unsuccessful')",-1.2861463,-1.4652822,-0.75204945,-0.58481693,-0.6069589058558146,-0.6197245121002197,-0.012765606244405148
107,0.20717809,0.839085,"('conventional', 'modern')",0.41894037,0.40934473,0.5688279,0.8819592,0.3983154296875,0.7101296583811442,0.31181422869364417
89,-0.20715314,-0.38037032,"('daring', 'anxious')",-0.35680014,-0.5358988,0.1989139,0.29291052,-0.12167979280153911,-0.2077862024307251,-0.08610640962918599
97,-0.19993949,0.016173363,"('superior', 'inferior')",-1.0777923,-1.0853717,-0.77555466,-0.6088186,-0.684428850809733,-0.5593389670054117,0.1250898838043213
109,-0.18892986,-0.13365144,"('conservative', 'liberal')",-0.18954298,-0.3518635,0.9739914,1.1441712,0.19850619633992514,0.21955209970474243,0.021045903364817292
108,-0.18892986,-0.13365144,"('conservative', 'liberal')",-0.18954298,-0.3518635,0.9739914,1.1441712,0.19850619633992514,0.21955209970474243,0.021045903364817292
88,0.16749987,0.34579068,"('impulsive', 'meek')",1.447821,1.2792021,1.0254798,0.99979603,0.8802669048309326,0.8749295870463053,-0.005337317784627316
73,-0.16499493,-0.37473056,"('brilliant', 'incompetent')",-1.5508811,-1.81595,-0.081192225,-0.4750147,-0.5990227858225504,-0.8885650634765625,-0.2895422776540121
12,-0.15103455,0.29579324,"('sympathetic', 'unsympathetic')",-1.3533148,-1.4027944,-0.3935389,-0.41327703,-0.63262939453125,-0.5067593653996786,0.12587002913157141
59,-0.14891177,0.032349244,"('skillful', 'clumsy')",0.07095654,0.19477667,0.09516838,0.13729626,0.005737716952959697,0.12147405743598938,0.11573634048302968
102,0.1459848,0.007147029,"('eminent', 'low')",-0.53147554,-0.3426346,-0.47637042,-0.35145068,-0.28728705644607544,-0.22897940874099731,0.058307647705078125
55,0.14053589,-0.10264802,"('intelligent', 'unintelligent')",-1.5241168,-1.5656445,0.00784868,-0.21725017,-0.45857739448547363,-0.6285142103830973,-0.16993681589762366
93,0.13516524,0.3190428,"('dominating', 'dominated')",-0.022973418,-0.17457613,0.57005376,0.92895865,0.22741520404815674,0.3578084309895833,0.13039322694142658
69,0.12780628,0.29779994,"('wise', 'foolish')",0.44740218,0.6480955,-0.67034453,-0.887127,-0.0317120353380839,0.019589483737945557,0.05130151907602946
18,-0.12738541,0.2456609,"('social', 'asocial')",-0.15735155,-0.051664025,-0.3456481,-0.055454686,-0.21012834707895914,0.046180730064709984,0.25630907714366913
5,0.12201354,0.1552293,"('pleasant', 'repellent')",-1.2856472,-1.3148067,-0.15453148,-0.009829223,-0.43938835461934406,-0.3898022174835205,0.04958613713582355
39,-0.121632546,0.16282973,"('right', 'wrong')",0.6349007,0.8346789,-0.5814413,-0.5039663,-0.022724390029907227,0.16451412439346313,0.18723851442337036
26,-0.113558255,0.211582,"('trustworthy', 'untrustworthy')",0.38654366,0.5214009,1.0948598,1.1926491,0.4559484322865804,0.6418773333231608,0.18592890103658039
9,0.06828274,0.15353014,"('sensitive', 'insensitive')",-1.0999589,-1.0613891,-0.17328447,-0.47724673,-0.401653528213501,-0.4617019097010295,-0.0600483814875285
30,0.06189333,0.2708549,"('honest', 'dishonest')",-0.7890542,-0.85744035,0.058194548,0.1611962,-0.22298876444498697,-0.1417964200178782,0.08119234442710876
19,-0.06032455,0.034790397,"('funny', 'boring')",0.41201538,0.5815117,-0.23096144,-0.10849309,0.04024312893549601,0.16926966110865274,0.12902653217315674
17,0.05521962,0.26186207,"('social', 'antisocial')",-0.2864834,0.066805124,0.0036062598,0.2505982,-0.07588584224383037,0.19308845202128092,0.26897429426511127
20,0.043501675,0.31760752,"('popular', 'unpopular')",-0.1849665,-0.17244402,-0.21441647,-0.067153394,-0.11862710118293762,0.02600337068239848,0.1446304718653361
85,-0.03760737,0.20788494,"('ambitious', 'unambitious')",-0.31822163,-0.35626906,-0.028325468,-0.093636096,-0.1280514895915985,-0.0806734065214793,0.04737808307011922
96,0.033861443,-0.032013804,"('powerful', 'powerless')",-0.0942453,0.08052668,0.56333834,0.8235209,0.16765149434407553,0.29067792495091754,0.12302643060684201
0,-0.033490658,0.26555526,"('sociable', 'unsociable')",-0.78538966,-0.43198916,0.20546514,0.45278662,-0.2044717272122701,0.09545090794563293,0.2999226351579031
35,-0.022824854,0.37505764,"('fair', 'unfair')",0.6981856,0.740138,0.30642724,0.4801979,0.3272626797358195,0.5317978461583456,0.20453516642252606
72,-0.00595209,0.0758836,"('logical', 'illogical')",-1.4069908,-1.3363023,-0.70489573,-0.49297965,-0.7059462070465088,-0.5844660997390747,0.12148010730743408
