,dynegy_male,dynegy_female,tuple,inc_male,inc_female,new_male,new_female,del_male,del_female,average_male,average_female,female-male
8,-1.4620514,-1.8167036,"('open', 'distant')",0.60052794,0.34504873,1.1676544,0.7915691,-0.2796909,-0.7363653,0.006610013544559479,-0.35411277413368225,-0.36072278767824173
16,1.3650388,1.7200583,"('social', 'antisocial')",0.5543021,0.54720175,-0.8021402,-0.50254613,0.3762023,0.5585479,0.37335073947906494,0.5808154940605164,0.20746475458145142
7,-1.309281,-1.6451817,"('outgoing', 'distant')",0.7761355,0.5116445,0.8801502,0.5827791,0.38042766,-0.25608027,0.181858092546463,-0.20170958340168,-0.383567675948143
90,1.2830514,1.1765369,"('motivated', 'unmotivated')",0.5110009,0.47775382,-0.115985096,-0.5120882,1.6085019,1.0431734,0.821642279624939,0.546343982219696,-0.2752982974052429
51,1.2339382,1.1639857,"('competent', 'incompetent')",0.58854914,0.5889384,0.07464939,0.2558064,0.90505624,0.74418926,0.7005482316017151,0.6882299780845642,-0.012318253517150879
55,1.2274294,1.3507732,"('intelligent', 'unintelligent')",-1.2016937,-1.0485995,-0.3138889,-0.4464134,0.00784868,-0.21725017,-0.070076122879982,-0.09037245810031891,-0.020296335220336914
25,1.1993748,1.3527625,"('moral', 'immoral')",-0.35382932,-0.41679206,-1.4564099,-1.4396524,0.07528889,0.053848907,-0.13389389216899872,-0.11245827376842499,0.02143561840057373
52,1.1512427,1.3080314,"('competitive', 'uncompetitive')",0.38248724,0.41615582,-0.82447207,-0.5201275,1.1134022,1.2908449,0.45566505193710327,0.6237261891365051,0.16806113719940186
14,1.1352124,0.8489466,"('supportive', 'unsupportive')",1.4657954,1.3132231,-0.059206426,-0.05194989,1.467609,1.047945,1.0023525953292847,0.7895411849021912,-0.2128114104270935
5,1.1346252,1.1341102,"('pleasant', 'repellent')",-0.71238893,-0.63735604,-0.097297505,-0.30082503,-0.15453148,-0.009829223,0.042601823806762695,0.046524979174137115,0.00392315536737442
0,1.1323109,1.364924,"('sociable', 'unsociable')",0.068446994,0.23471743,-0.76800233,-0.5637635,0.20546514,0.45278662,0.15955516695976257,0.37216609716415405,0.21261093020439148
6,1.1275922,1.0088292,"('liked', 'disliked')",5.677591,5.5762877,3.2574773,3.5818095,6.341054,6.089474,4.10092830657959,4.06410026550293,-0.036828041076660156
103,1.1041234,1.3403091,"('traditional', 'modern')",0.54286605,0.60623926,0.68126935,0.61791956,0.7143144,0.45518368,0.7606433033943176,0.7549129128456116,-0.005730390548706055
29,1.0352306,1.0561938,"('honest', 'immoral')",-1.5445176,-1.4441774,-1.9729593,-2.176074,-0.8395347,-0.97739387,-0.8304452896118164,-0.8853628635406494,-0.05491757392883301
71,1.0040554,1.1151012,"('efficient', 'inefficient')",-0.70843303,-0.62070835,-1.2771156,-1.4559102,0.77104187,0.5426831,-0.05261284112930298,-0.10470855236053467,-0.05209571123123169
81,-0.975255,-1.1939664,"('industrious', 'lazy')",1.177786,1.0300014,2.0022373,2.030965,1.2161646,0.9605578,0.8552331924438477,0.7068895101547241,-0.14834368228912354
98,-0.93438673,-1.2023742,"('prestigious', 'insignificant')",-0.79852724,-0.9195298,0.27524158,0.15429056,-0.82237536,-0.9792261,-0.5700119137763977,-0.7367098331451416,-0.1666979193687439
109,0.9163528,1.1421573,"('conservative', 'liberal')",0.24487284,0.32331946,-1.097023,-1.0688727,0.9739914,1.1441712,0.25954851508140564,0.3851938247680664,0.12564530968666077
108,0.9163528,1.1421573,"('conservative', 'liberal')",0.24487284,0.32331946,-1.097023,-1.0688727,0.9739914,1.1441712,0.25954851508140564,0.3851938247680664,0.12564530968666077
100,0.89935815,1.0068717,"('influential', 'uninfluential')",-0.6577871,-0.44265532,-0.52025104,-0.49207926,0.052683234,0.16256171,-0.056499183177948,0.058674708008766174,0.11517389118671417
46,0.8944085,1.0436454,"('generous', 'stingy')",2.2414412,2.3022788,0.83456933,0.996935,2.0386786,1.7997727,1.5022743940353394,1.5356580018997192,0.03338360786437988
26,0.8941533,1.0608686,"('trustworthy', 'untrustworthy')",1.0786788,1.1523049,-0.7467338,-0.48269907,1.0948598,1.1926491,0.5802395343780518,0.730780839920044,0.1505413055419922
83,0.88452804,0.82995784,"('energetic', 'lethargic')",-0.19563791,-0.2720304,-0.80170095,-0.6726756,0.4206838,0.45711994,0.0769682377576828,0.08559294044971466,0.00862470269203186
48,0.87309086,0.59895366,"('reliable', 'unreliable')",2.8818831,2.660874,1.1541629,1.1235613,3.16924,2.8619585,2.019594192504883,1.811336874961853,-0.20825731754302979
70,0.82428783,0.65521955,"('wise', 'unwise')",-0.017931432,0.079595596,1.675778,1.6813757,1.2063642,0.9010212,0.9221246242523193,0.8293030261993408,-0.09282159805297852
69,-0.8237984,-0.9590597,"('wise', 'foolish')",0.12908188,-0.020111531,0.5438058,0.65526724,-0.67034453,-0.887127,-0.20531383156776428,-0.30275774002075195,-0.09744390845298767
19,-0.8235884,-0.8521079,"('funny', 'boring')",0.2134397,0.17407435,-0.057115197,0.104435325,-0.23096144,-0.10849309,-0.2245563268661499,-0.17052282392978668,0.05403350293636322
93,0.81498665,1.1176199,"('dominating', 'dominated')",1.0385966,1.0270972,-1.2408098,-0.70492834,0.57005376,0.92895865,0.2957068085670471,0.5921868681907654,0.29648005962371826
60,0.7948949,0.87026644,"('educated', 'uneducated')",-0.63778424,-0.54161096,-0.794942,-0.4889455,-0.3562576,-0.062898576,-0.24852225184440613,-0.05579715222120285,0.19272509962320328
64,0.7895795,0.9817461,"('clever', 'incompetent')",-0.21611145,-0.17537993,-1.4687406,-1.580534,-0.06739417,-0.039547265,-0.24066665768623352,-0.20342877507209778,0.03723788261413574
30,0.78871775,0.80330104,"('honest', 'dishonest')",-0.40042067,-0.40150172,-0.46290857,-0.09674831,0.058194548,0.1611962,-0.004104234278202057,0.11656180769205093,0.12066604197025299
89,0.75888884,0.8657361,"('daring', 'anxious')",-0.24680209,-0.25916708,-1.1694336,-1.3868266,0.1989139,0.29291052,-0.11460823565721512,-0.12183676660060883,-0.007228530943393707
85,0.7560777,0.7950453,"('ambitious', 'unambitious')",0.30843267,0.3568042,0.013987601,0.106343,-0.028325468,-0.093636096,0.26254311203956604,0.2911391258239746,0.02859601378440857
3,0.7487093,0.5771533,"('likable', 'unlikable')",2.201161,2.1894653,1.4871099,1.6269121,1.8515863,1.8225714,1.5721416473388672,1.5540255308151245,-0.018116116523742676
91,0.74221283,0.5836744,"('resilient', 'nonresilient')",0.16637044,0.10501,0.2389951,-0.08850193,0.8524773,0.618477,0.5000139474868774,0.30466485023498535,-0.1953490972518921
21,0.74143386,0.54411453,"('nice', 'nasty')",0.17558306,0.08738363,0.35453856,0.31382322,1.0220215,1.0897925,0.573394238948822,0.50877845287323,-0.06461578607559204
61,-0.73286337,-0.64100575,"('rational', 'irrational')",1.1500916,1.084322,1.4804657,1.715029,-0.11614877,-0.0048944056,0.44538629055023193,0.5383626818656921,0.0929763913154602
82,-0.7261108,-0.8037296,"('industrious', 'meek')",0.5020849,0.4451415,1.3513242,1.312031,0.5036836,0.35484797,0.40774548053741455,0.32707273960113525,-0.0806727409362793
53,-0.6799101,-0.6450198,"('smart', 'stupid')",-4.380875,-4.512508,-3.3546703,-3.2368484,-4.993374,-4.5022855,-3.3522074222564697,-3.224165439605713,0.12804198265075684
40,-0.6594784,-0.8298788,"('honorable', 'mean')",-6.058753,-6.130642,-2.9068136,-3.3330858,-4.404361,-4.638629,-3.5073513984680176,-3.7330589294433594,-0.2257075309753418
4,-0.6509819,-0.7459727,"('likable', 'unlikable')",-0.3510114,-0.3623963,0.38617718,0.37986428,-0.47209173,-0.3947039,-0.27197694778442383,-0.2808021605014801,-0.008825212717056274
101,-0.65047485,-0.5925803,"('successful', 'unsuccessful')",-0.73952127,-0.8850286,-0.6508886,-0.41667444,-0.75204945,-0.58481693,-0.6982335448265076,-0.6197750568389893,0.07845848798751831
23,-0.6382808,-1.1079954,"('hospitable', 'inhospitable')",0.045602858,-0.072576344,1.1858441,1.118948,0.112324476,-0.29610014,0.17637264728546143,-0.08943098783493042,-0.26580363512039185
34,0.6019622,0.7382739,"('loyal', 'disloyal')",-1.2905542,-1.1016616,-1.179813,-0.9404594,-1.4610924,-1.0968189,-0.8323743343353271,-0.6001664996147156,0.23220783472061157
72,0.59467566,0.7071637,"('logical', 'illogical')",-1.1190314,-0.995624,-0.42463043,-0.11634571,-0.70489573,-0.49297965,-0.41347047686576843,-0.22444641590118408,0.18902406096458435
47,0.58641416,0.6624843,"('forgiving', 'unforgiving')",-0.41558483,-0.35652748,-0.45840046,-0.068962395,-0.82122976,-0.6898725,-0.27720022201538086,-0.11321952193975449,0.16398070007562637
42,0.5687712,0.42230755,"('amicable', 'hostile')",0.31362426,0.4431113,1.8091202,1.8213055,0.14149004,0.18209028,0.708251416683197,0.717203676700592,0.00895226001739502
18,0.5529256,0.58974934,"('social', 'asocial')",0.6331429,0.62525755,-1.5692225,-1.306341,-0.3456481,-0.055454686,-0.18220050632953644,-0.036697227507829666,0.14550327882170677
59,-0.53681654,-0.78622425,"('skillful', 'clumsy')",0.36367232,0.41915435,1.3879981,1.4707971,0.09516838,0.13729626,0.32750555872917175,0.31025582551956177,-0.017249733209609985
80,0.51409256,0.49202618,"('independent', 'dependent')",0.4544888,0.5477525,0.56695527,0.6444183,0.4665889,0.41219637,0.5005313754081726,0.5240983366966248,0.02356696128845215
73,0.4942316,0.384311,"('brilliant', 'incompetent')",-1.2511837,-1.3133317,-1.3390191,-1.6772346,-0.081192225,-0.4750147,-0.5442908406257629,-0.770317554473877,-0.226026713848114
49,0.48116016,0.41311818,"('responsible', 'irresponsible')",-0.63123447,-0.66606617,-1.0568249,-1.0981494,-0.48114413,-0.56450534,-0.4220108389854431,-0.478900671005249,-0.05688983201980591
22,0.47661534,0.49918914,"('welcoming', 'disagreeable')",1.4761021,1.4044716,0.5636344,0.47769773,0.68408823,0.5803343,0.8001099824905396,0.7404232025146484,-0.05968677997589111
68,-0.46398807,-0.56101537,"('clever', 'inept')",-0.6262408,-0.85941315,-0.6454199,-0.8717228,-0.108133614,-0.6830248,-0.4609455466270447,-0.7437940835952759,-0.2828485369682312
41,-0.45896733,-0.5536576,"('incorrupt', 'corrupt')",0.44234085,0.5492189,2.200282,2.1927314,0.430507,0.41827613,0.6535406708717346,0.6516422033309937,-0.0018984675407409668
62,0.4507932,0.32710347,"('creative', 'uncreative')",-1.0346447,-0.8341708,-0.56264377,-0.6173538,-0.66044986,-0.6273167,-0.45173630118370056,-0.4379344582557678,0.01380184292793274
77,0.4465278,0.3408104,"('active', 'inactive')",0.7603774,0.78135514,0.7132806,0.8810775,0.12736684,0.1752713,0.5118881464004517,0.5446285605430603,0.03274041414260864
35,0.44469145,0.5298073,"('fair', 'unfair')",0.856666,0.95102876,0.53877056,0.72886944,0.30642724,0.4801979,0.5366388559341431,0.6724758744239807,0.13583701848983765
28,0.4378606,0.5156069,"('honest', 'dishonest')",-1.551497,-1.4535646,-1.27389,-0.99179226,-1.4470509,-1.3940513,-0.9586443901062012,-0.8309503197669983,0.12769407033920288
78,0.41906515,-0.077616364,"('active', 'inactive')",1.9014573,1.6172376,1.6742909,1.1332293,1.8898343,1.1030397,1.471161961555481,0.9439725875854492,-0.5271893739700317
20,-0.41594082,-0.70234704,"('popular', 'unpopular')",-0.43265462,-0.544796,1.8974743,1.6604376,-0.21441647,-0.067153394,0.20861560106277466,0.08653528988361359,-0.12208031117916107
17,0.41271657,0.67025614,"('social', 'antisocial')",0.18423264,0.27764946,-0.42820126,-0.10149157,0.0036062598,0.2505982,0.043088555335998535,0.27425307035446167,0.23116451501846313
92,-0.40635636,-0.6967261,"('unwavering', 'wavering')",-0.35777384,-0.49932325,1.0242958,0.81975317,-0.13577169,-0.48559,0.031098470091819763,-0.2154715359210968,-0.24657000601291656
43,0.4032349,0.32700074,"('genuine', 'fake')",-0.025788724,0.03263986,0.3768835,0.38788807,-0.13382867,-0.26813,0.15512526035308838,0.11984966695308685,-0.035275593400001526
104,-0.38609374,-0.27033117,"('conventional', 'unconventional')",-0.620734,-0.5084797,0.09214801,-0.08103579,-0.86320865,-0.94207835,-0.444472074508667,-0.45048123598098755,-0.006009161472320557
58,0.38022193,0.48083603,"('able', 'clumsy')",-1.8991308,-1.7031244,-1.5659094,-1.5201012,-1.6858051,-1.4452679,-1.1926558017730713,-1.0469143390655518,0.14574146270751953
44,0.36186475,0.11390796,"('truthful', 'untruthful')",-0.3925819,-0.30680344,-0.44683415,-0.3493275,-0.7053901,-0.7327064,-0.29573535919189453,-0.318732351064682,-0.022996991872787476
45,-0.3566659,-0.24947909,"('cooperative', 'exploitative')",-1.0656619,-1.0753219,-1.0277846,-0.9165996,-0.8046666,-1.0384748,-0.8136947154998779,-0.8199688196182251,-0.006274104118347168
56,0.35518602,0.25888845,"('intelligent', 'dumb')",1.8939482,1.6449747,0.690233,1.0119772,1.1832035,1.248202,1.0306427478790283,1.0410106182098389,0.010367870330810547
10,-0.3032505,-0.3425387,"('affectionate', 'unaffectionate')",-0.21670184,-0.17171527,0.7698784,0.8342984,-0.9928772,-0.9733261,-0.18573777377605438,-0.1633204221725464,0.022417351603507996
24,0.29349205,0.3060034,"('thoughtful', 'rough')",-1.4925218,-1.1946259,-0.80838597,-1.0449764,-0.5243951,-0.46464586,-0.6329526901245117,-0.5995611548423767,0.03339153528213501
32,-0.2831543,-0.09761435,"('benevolent', 'hardhearted')",-1.3800055,-1.1813879,-0.5565795,-0.20947967,-1.50141,-1.2020481,-0.9302873611450195,-0.6726324558258057,0.25765490531921387
86,-0.2611823,-0.46189612,"('self-reliant', 'helpless')",2.7533045,2.6512728,1.5905108,1.749958,3.1440098,2.8048546,1.8066606521606445,1.6860473155975342,-0.12061333656311035
36,0.26016814,0.53833115,"('tolerant', 'intolerant')",-1.2572566,-1.1976933,-0.8488381,-0.593192,-0.4225944,-0.46506488,-0.5671302080154419,-0.42940476536750793,0.13772544264793396
105,-0.2362992,-0.2066918,"('conventional', 'modern')",-0.64386576,-0.51640195,0.8306431,0.5736888,-1.1691519,-1.3631048,-0.3046684265136719,-0.37812745571136475,-0.07345902919769287
97,-0.19698775,-0.20862743,"('superior', 'inferior')",-0.8685728,-0.82522434,-0.99121296,-0.8188501,-0.77555466,-0.6088186,-0.7080820798873901,-0.6153801083564758,0.0927019715309143
54,0.19466995,0.05468496,"('smart', 'stupid')",0.24333084,0.120717674,0.84912705,0.60384494,0.6535804,0.08247468,0.48517706990242004,0.21543055772781372,-0.2697465121746063
11,0.17727534,0.059043765,"('caring', 'unaffectionate')",-1.2535963,-1.2632395,-0.39734697,-0.45263273,-1.7392168,-1.8784575,-0.8032212257385254,-0.8838214874267578,-0.08060026168823242
88,-0.16661373,-0.36785692,"('impulsive', 'meek')",0.5932521,0.52301854,1.563556,1.8192687,1.0254798,0.99979603,0.7539185285568237,0.7435566186904907,-0.010361909866333008
37,0.16578525,-0.13239264,"('good', 'evil')",1.6858269,1.5811448,2.5303283,2.428041,1.6630695,1.2081,1.5112524032592773,1.2712233066558838,-0.24002909660339355
65,0.16553038,0.14953431,"('practical', 'impractical')",-0.7121357,-0.70735514,-1.6388373,-1.5554767,-0.45415926,-0.5255508,-0.6599004864692688,-0.6597120761871338,0.00018841028213500977
63,-0.16536552,-0.38134676,"('capable', 'incapable')",-1.2111347,-1.1462419,-0.33474922,-0.53823125,-1.5391624,-1.5432355,-0.8126029372215271,-0.9022638201713562,-0.0896608829498291
27,-0.16104537,-0.06465536,"('sincere', 'insincere')",-5.9644923,-5.753437,-4.0693674,-4.2187166,-5.2800627,-5.020055,-3.868741989135742,-3.7642159461975098,0.10452604293823242
1,0.12379253,0.02562952,"('friendly', 'unfriendly')",-1.2462616,-1.0772927,0.03334117,0.025989413,-1.8669108,-1.8870823,-0.7390096783638,-0.7281889915466309,0.01082068681716919
106,0.11728545,0.16375592,"('conventional', 'unconventional')",-0.12009463,0.048060127,1.2797227,0.963664,-0.036371797,0.04663293,0.3101354241371155,0.3055282235145569,-0.004607200622558594
84,0.10368855,-0.10498977,"('self-confident', 'diffident')",0.060128868,0.018382862,-0.24383731,-0.37390593,-0.23409595,-0.23753317,-0.07852895557880402,-0.17451149225234985,-0.09598253667354584
33,-0.09643823,-0.119382024,"('softhearted', 'hardhearted')",-1.2179447,-1.1615895,-0.62816787,-0.6920396,-1.4020965,-1.3966267,-0.8361618518829346,-0.8424094915390015,-0.0062476396560668945
38,0.084929496,0.24713303,"('kind', 'unkind')",-2.0396976,-1.7484714,-1.1115729,-0.71509457,-1.7790483,-1.3511465,-1.2113473415374756,-0.8918948769569397,0.3194524645805359
87,-0.08305446,0.007685907,"('dedicated', 'undedicated')",-0.735895,-0.55872035,-0.63571346,-0.37742674,-0.67758155,-0.5697291,-0.533061146736145,-0.3745475709438324,0.15851357579231262
13,0.07689667,-0.021618694,"('helpful', 'unhelpful')",-2.6456947,-2.6768034,-2.575208,-2.4277782,-2.0741463,-1.9227133,-1.8045380115509033,-1.7622283697128296,0.04230964183807373
39,-0.073865,-0.24535957,"('right', 'wrong')",0.47954395,0.5493243,0.26922962,0.41019645,-0.5814413,-0.5039663,0.02336682379245758,0.05254872143268585,0.02918189764022827
67,-0.059460014,0.050183505,"('discriminating', 'undiscriminating')",-0.6435183,-0.44698924,0.70384866,0.7983501,-0.1571461,-0.12794308,-0.039068952202796936,0.0684003233909607,0.10746927559375763
102,-0.04989606,-0.022042781,"('eminent', 'low')",-0.9088626,-0.8886302,-0.2643765,-0.27766025,-0.47637042,-0.35145068,-0.4248763918876648,-0.38494598865509033,0.03993040323257446
79,-0.04086396,-0.109883845,"('determined', 'doubtful')",0.29388967,0.37061524,0.31559122,0.37995023,0.2981455,0.5056771,0.21669059991836548,0.28658968210220337,0.06989908218383789
57,-0.02115953,-0.06487188,"('able', 'unable')",-0.48905984,-0.4069753,-0.46497375,-0.62447196,-0.07108092,-0.24628007,-0.26156848669052124,-0.3356498181819916,-0.07408133149147034
74,-0.01998809,-0.17191964,"('insightful', 'unperceptive')",-0.87907934,-1.0284927,-0.31318325,-0.21756577,0.33665007,0.112776324,-0.2189001590013504,-0.3263004422187805,-0.10740028321743011
31,0.015962243,-0.009630978,"('altruistic', 'egoistic')",-0.93047774,-0.76679194,0.63122517,0.40067068,-0.6065016,-0.5490996,-0.2224479764699936,-0.23121297359466553,-0.008764997124671936
50,-0.01556313,-0.026309341,"('unprejudiced', 'prejudiced')",2.1868188,2.2143292,1.2686491,1.0383911,2.0704317,1.9337612,1.3775840997695923,1.2900431156158447,-0.08754098415374756
110,-0.012442708,0.05260259,"('narrow-minded', 'open-minded')",0.5399492,0.36804873,-0.38863587,-0.16592145,-0.44505545,-0.32140687,-0.07654621452093124,-0.016669251024723053,0.05987696349620819
96,0.00994502,0.11304705,"('powerful', 'powerless')",-0.10113749,0.006606996,-0.45298013,-0.42514718,0.56333834,0.8235209,0.004791438579559326,0.1295069456100464,0.12471550703048706
