,c_male,c_female,tuple,i_male,i_female,t_male,t_female,group_male,group_female,inc_male,inc_female,new_male,new_female,average_male,average_female,female-male
75,7.0056243,6.856675,"('confident', 'shy')",6.4735785,6.3836384,4.4224253,4.55454,4.939724,4.994638,7.114957,7.069081,4.247345,4.725128,5.700608571370442,5.763950347900391,0.06334177652994821
95,-5.479868,-5.6191688,"('rich', 'poor')",-5.8486958,-6.4298534,-4.1298313,-4.142749,-3.739601,-3.919509,-5.305249,-5.3836365,-2.7676091,-3.1545284,-4.545142491658528,-4.77490774790446,-0.22976525624593158
6,5.383968,5.969698,"('liked', 'disliked')",6.2822337,6.21384,4.3690333,4.0877643,5.14769,4.9535933,5.677591,5.5762877,3.2574773,3.5818095,5.019665400187175,5.0638322830200195,0.044166882832844756
40,-4.940078,-5.010788,"('honorable', 'mean')",-4.5637064,-5.105217,-3.1010299,-3.3796802,-3.7605674,-4.0388713,-6.058753,-6.130642,-2.9068136,-3.3330858,-4.221824645996094,-4.499714215596517,-0.2778895696004229
27,-4.7517776,-5.1137066,"('sincere', 'insincere')",-5.9702673,-6.4537077,-4.1903934,-4.1031184,-5.1970997,-5.0562353,-5.9644923,-5.753437,-4.0693674,-4.2187166,-5.0238997141520185,-5.11648686726888,-0.09258715311686139
53,-4.4754753,-4.5984755,"('smart', 'stupid')",-4.483699,-4.6093473,-3.0892472,-3.1213758,-3.3292239,-3.3949473,-4.380875,-4.512508,-3.3546703,-3.2368484,-3.852198282877604,-3.912250518798828,-0.060052235921224106
86,3.3260617,3.5815513,"('self-reliant', 'helpless')",3.2471948,3.108711,1.559459,1.4201622,2.2760673,2.1689343,2.7533045,2.6512728,1.5905108,1.749958,2.458766301472982,2.4467647870381675,-0.012001514434814453
48,2.6342964,2.4865189,"('reliable', 'unreliable')",3.1208107,2.845345,1.308791,1.3101138,1.9948481,1.8933095,2.8818831,2.660874,1.1541629,1.1235613,2.1824655532836914,2.0532870292663574,-0.12917852401733398
33,-2.417898,-2.2093263,"('softhearted', 'hardhearted')",-1.6441815,-1.5484862,-0.7533148,-0.7997752,-1.077182,-0.89437354,-1.2179447,-1.1615895,-0.62816787,-0.6920396,-1.2897814114888508,-1.2175983587900798,0.07218305269877101
50,2.399356,2.6354666,"('unprejudiced', 'prejudiced')",2.0401075,2.2501042,1.4901884,1.4975132,1.9148343,1.5773686,2.1868188,2.2143292,1.2686491,1.0383911,1.883325735727946,1.8688621520996094,-0.014463583628336663
1,-2.3322873,-1.8175201,"('friendly', 'unfriendly')",-0.9629215,-0.790341,-0.75970745,-0.72557914,-1.4762433,-1.2522011,-1.2462616,-1.0772927,0.03334117,0.025989413,-1.1240132649739583,-0.939490795135498,0.1845224698384602
66,2.1226792,2.0995133,"('imaginative', 'unimaginative')",2.8055136,2.777914,1.328779,1.4111757,1.5726814,1.6003358,2.4963121,2.4620016,0.34587073,0.7209271,1.7786394755045574,1.8453113238016765,0.06667184829711914
34,-1.9675052,-1.9153135,"('loyal', 'disloyal')",-1.9472473,-1.8298182,-1.674128,-1.4988801,-1.5511099,-1.3560905,-1.2905542,-1.1016616,-1.179813,-0.9404594,-1.6017263730367024,-1.4403705596923828,0.1613558133443196
32,-1.934588,-1.4184825,"('benevolent', 'hardhearted')",-0.4449282,0.26163232,-0.31091627,-0.19218935,-1.4164578,-1.2690787,-1.3800055,-1.1813879,-0.5565795,-0.20947967,-1.0072458585103352,-0.668164332707723,0.3390815258026122
64,-1.8047378,-1.9346783,"('clever', 'incompetent')",-1.1173604,-1.429536,-0.95449686,-0.62832415,-1.4463694,-1.316491,-0.21611145,-0.17537993,-1.4687406,-1.580534,-1.1679694652557373,-1.1774905522664387,-0.009521087010701423
21,1.7513738,1.5401767,"('nice', 'nasty')",1.217555,1.1682842,0.9682151,0.79212785,1.1140192,0.8075779,0.17558306,0.08738363,0.35453856,0.31382322,0.930214007695516,0.7848955790201823,-0.14531842867533373
31,-1.6616162,-1.1164116,"('altruistic', 'egoistic')",-0.29873058,-0.04515344,-0.1349701,-0.14599647,0.38379222,0.5512524,-0.93047774,-0.76679194,0.63122517,0.40067068,-0.3351295789082845,-0.18707174062728882,0.14805783828099567
58,-1.6440129,-1.6706612,"('able', 'clumsy')",-2.0484872,-1.7842664,-1.3728817,-1.0506482,-1.2572565,-1.2748418,-1.8991308,-1.7031244,-1.5659094,-1.5201012,-1.6312797864278157,-1.500607172648112,0.13067261377970363
3,1.5928342,1.8165653,"('likable', 'unlikable')",1.9295449,1.4676483,1.8078926,1.6926621,1.2558029,1.1621326,2.201161,2.1894653,1.4871099,1.6269121,1.7123908996582031,1.6592310269673665,-0.05315987269083666
28,-1.5845377,-1.61567,"('honest', 'dishonest')",-1.7685443,-1.9353775,-1.6146188,-1.6312857,-1.6285405,-1.560349,-1.551497,-1.4535646,-1.27389,-0.99179226,-1.5702714920043945,-1.531339963277181,0.038931528727213616
67,-1.5828335,-1.4993699,"('discriminating', 'undiscriminating')",-0.32843193,-0.18737577,-0.05200143,0.20077518,-1.3161902,-1.0050048,-0.6435183,-0.44698924,0.70384866,0.7983501,-0.5365211566289266,-0.35660243034362793,0.1799187262852987
51,-1.5719814,-1.7175635,"('competent', 'incompetent')",-0.733889,-1.0944335,-0.31995547,-0.33662492,-0.7016839,-0.645089,0.58854914,0.5889384,0.07464939,0.2558064,-0.44405190149943036,-0.4914942979812622,-0.04744239648183185
38,-1.4987268,-1.6090522,"('kind', 'unkind')",-1.7437999,-1.6080964,-1.6898909,-1.2481077,-1.9359932,-1.716505,-2.0396976,-1.7484714,-1.1115729,-0.71509457,-1.6699469884236653,-1.4408877690633137,0.22905921936035156
11,-1.4914222,-1.7377765,"('caring', 'unaffectionate')",-1.1096814,-1.2536726,-0.9687021,-1.2329826,-1.4942008,-1.4447865,-1.2535963,-1.2632395,-0.39734697,-0.45263273,-1.1191582679748535,-1.2308484713236492,-0.11169020334879565
60,-1.4678047,-1.0394053,"('educated', 'uneducated')",-1.1496443,-1.5299608,-0.7407649,-0.5373761,-0.32826266,-0.075572595,-0.63778424,-0.54161096,-0.794942,-0.4889455,-0.8532004356384277,-0.7021451791127523,0.15105525652567542
63,-1.4278337,-1.1676528,"('capable', 'incapable')",-1.3436737,-1.4897525,-1.5755888,-1.497909,-0.41913867,-0.4962123,-1.2111347,-1.1462419,-0.33474922,-0.53823125,-1.052019755045573,-1.055999994277954,-0.003980239232381111
29,-1.4141594,-1.5294719,"('honest', 'immoral')",-1.495821,-2.0686622,-0.9849595,-0.95856607,-1.5789661,-1.2909399,-1.5445176,-1.4441774,-1.9729593,-2.176074,-1.4985637664794922,-1.577981948852539,-0.07941818237304688
