,n_male,n_female,tuple,y_male,y_female,s_male,s_female,e_male,e_female,euronext_male,euronext_female,average_male,average_female,female-male
46,0.9647612,1.1075952,"('generous', 'stingy')",2.027145,2.2243142,1.4678637,1.7226073,1.7146709,1.9424766,-0.861433,-0.7871687,1.0626014709472655,1.2419650077819824,0.17936353683471684
65,-0.96435475,-0.9375031,"('practical', 'impractical')",-0.5357114,-0.5517188,-1.5140071,-1.4881842,-1.1366103,-1.1421132,1.1404399,1.1516018,-0.602048683166504,-0.5935834884643555,0.00846519470214846
101,-0.93858814,-0.7984945,"('successful', 'unsuccessful')",-0.78593403,-0.662913,-0.65530014,-0.5862003,-1.3597871,-1.0344529,1.0916755,0.91945815,-0.5295867443084716,-0.43252053260803225,0.09706621170043939
99,-0.91706413,-0.7277379,"('prestigious', 'insignificant')",-0.41633758,-0.41273272,-0.25963908,-0.07923794,-0.2850331,-0.26608208,-3.4664063,-3.5227695,-1.0688960075378418,-1.0017120361328125,0.0671839714050293
37,0.89304715,1.0426903,"('good', 'evil')",1.575216,1.632153,0.95270807,1.1125169,1.5384743,1.6174712,-2.4171057,-2.4961424,0.5084679603576661,0.5817378044128418,0.07326984405517578
62,-0.88692147,-0.6936374,"('creative', 'uncreative')",-0.22646028,-0.15236777,-1.100335,-0.774526,-0.15366316,0.017862082,-1.0494813,-1.0233198,-0.6833722114562988,-0.5251977920532227,0.15817441940307608
31,-0.8654307,-0.61623305,"('altruistic', 'egoistic')",-0.3371894,-0.34228823,-0.74065673,-0.30866084,-0.36974052,-0.17211366,-1.7700121,-1.6156225,-0.8166059494018555,-0.6109836578369141,0.20562229156494138
54,0.85720974,0.667572,"('smart', 'stupid')",1.0394374,0.71576643,1.0368693,0.82709134,0.47067285,0.22246695,0.5890847,0.49834734,0.7986547946929932,0.586248779296875,-0.21240601539611814
21,0.83838034,0.7558377,"('nice', 'nasty')",0.8930465,0.8050595,0.84449726,0.7686704,1.0221331,0.9895172,0.35042143,0.2579816,0.7896957397460938,0.715413236618042,-0.07428250312805174
10,-0.8301361,-0.75125027,"('affectionate', 'unaffectionate')",-0.40094596,-0.4783504,-0.80899763,-0.57405305,-0.10693437,-0.15497234,-0.86568284,-0.8152385,-0.602539348602295,-0.5547729015350342,0.04776644706726074
68,-0.8210219,-0.89266986,"('clever', 'inept')",-0.7407658,-0.94240963,-0.89377725,-1.1238291,-0.42223817,-0.61740005,-0.37761033,-0.46094647,-0.651082706451416,-0.8074510574340821,-0.1563683509826661
93,0.80891514,0.7223979,"('dominating', 'dominated')",-0.27522537,-0.27848858,0.20065835,0.16068792,0.054614663,0.34687802,2.0834823,2.100811,0.5744890213012696,0.6104572296142579,0.0359682083129883
49,-0.80208653,-0.74406934,"('responsible', 'irresponsible')",-1.0647485,-0.78987765,-1.0167278,-0.87323254,-1.155514,-1.1543107,1.8108262,1.723516,-0.4456501007080078,-0.36759486198425295,0.07805523872375486
74,-0.7814584,-0.7260854,"('insightful', 'unperceptive')",-0.8316105,-0.796435,-0.8453063,-0.88046503,-0.9337743,-0.9133437,1.2110492,1.2083254,-0.4362199783325195,-0.4216007709503174,0.014619207382202126
100,-0.7549783,-0.50628096,"('influential', 'uninfluential')",-0.4610374,-0.08702904,-1.1500468,-0.9076897,-1.2192688,-0.7696264,1.9366652,2.131413,-0.3297332525253296,-0.027842617034912108,0.3018906354904175
0,-0.7432878,-0.2869783,"('sociable', 'unsociable')",-0.53274286,-0.044466794,-0.8173182,-0.44191256,-0.25416508,0.25823593,1.957628,2.0708773,-0.07797722816467285,0.311151123046875,0.3891283512115478
73,-0.7371861,-0.98976564,"('brilliant', 'incompetent')",-1.1427723,-1.4697244,-0.83561385,-1.3831921,-1.069567,-1.4354624,1.9161521,1.8348188,-0.37379744052886965,-0.6886651039123535,-0.3148676633834838
64,-0.6910994,-0.62488294,"('clever', 'incompetent')",-0.9559466,-0.75448626,-1.2038223,-1.1148214,-1.0101856,-0.9008385,2.3747103,2.4830334,-0.2972687244415283,-0.18239912986755372,0.11486959457397458
98,-0.6809229,-0.60913306,"('prestigious', 'insignificant')",-0.62306553,-0.8335141,-0.16405134,-0.08335818,0.083364174,0.04847014,-1.5134187,-1.539489,-0.5796188354492188,-0.6034048557281494,-0.02378602027893062
80,0.667974,0.9138127,"('independent', 'dependent')",0.33965915,0.5724058,0.49290395,0.6838896,0.85384345,0.95775974,0.951012,1.1032476,0.6610785484313965,0.8462230682373046,0.18514451980590818
51,-0.64901394,-0.5623579,"('competent', 'incompetent')",-0.2883891,-0.2060385,-0.678311,-0.7913275,-0.45679873,-0.3924337,2.2549639,2.2844472,0.03649020195007324,0.06645793914794922,0.029967737197875974
22,0.63425064,0.65703046,"('welcoming', 'disagreeable')",0.51901555,0.7714906,0.13983181,0.39298332,1.2486498,1.4857547,-0.4962108,-0.5130863,0.4091073989868164,0.5588345527648926,0.14972715377807616
47,-0.6178186,-0.51344305,"('forgiving', 'unforgiving')",-0.72593427,-0.39095008,-1.2650491,-0.9534594,-0.14039028,0.0012286603,0.6603277,0.7395518,-0.417772912979126,-0.22341439723968506,0.19435851573944093
60,-0.6012199,-0.31006837,"('educated', 'uneducated')",0.0024190992,0.21249922,-1.1987791,-0.7531843,-0.93575925,-0.30958906,1.9900823,2.1499968,-0.1486513614654541,0.19793083667755126,0.3465821981430054
79,0.5926974,0.7414888,"('determined', 'doubtful')",0.41144818,0.6724199,-0.11051378,0.3272677,0.25246644,0.6551681,0.0024457872,-0.012055472,0.22970881462097167,0.4768578052520752,0.24714899063110354
109,0.5714135,0.7224387,"('conservative', 'liberal')",0.52482533,0.68566567,0.1587286,0.13655072,0.12050663,0.18566473,2.1207657,2.239529,0.699247932434082,0.7939697265625,0.09472179412841797
108,0.5714135,0.7224387,"('conservative', 'liberal')",0.52482533,0.68566567,0.1587286,0.13655072,0.12050663,0.18566473,2.1207657,2.239529,0.699247932434082,0.7939697265625,0.09472179412841797
9,-0.57083166,-0.6326216,"('sensitive', 'insensitive')",-0.577011,-0.4108914,-0.82455635,-0.83095413,-0.572955,-0.5603525,1.5478028,1.518856,-0.19951021671295166,-0.18319272994995117,0.01631748676300049
77,0.5397943,0.83773655,"('active', 'inactive')",1.2054836,1.3678012,0.47027308,0.9483801,0.9905505,1.3768481,-1.5099361,-1.5841885,0.3392330646514893,0.5893155097961426,0.2500824451446533
69,-0.5389605,-0.5332725,"('wise', 'foolish')",-0.24231598,-0.27180645,-0.23570237,0.032103956,0.16039333,0.35275012,-0.8337507,-0.9102338,-0.33806724548339845,-0.26609172821044924,0.07197551727294921
89,0.538207,0.48064768,"('daring', 'anxious')",0.16402586,0.16089374,0.06113401,0.06003347,-0.03978604,-0.1519059,1.1116742,1.0335853,0.3670509815216064,0.3166508674621582,-0.05040011405944822
24,-0.53078973,-0.29401034,"('thoughtful', 'rough')",-0.7004979,-0.4547224,-1.3829374,-1.0389155,-0.3316942,-0.4795007,0.44758648,0.42729968,-0.49966654777526853,-0.36796984672546384,0.1316967010498047
91,0.47751153,0.50012755,"('resilient', 'nonresilient')",0.53291595,0.3433205,0.008906066,-0.04220903,0.1305319,0.12744546,1.0256902,0.9189075,0.43511114120483396,0.3695183992385864,-0.06559274196624754
26,0.47620034,0.49948832,"('trustworthy', 'untrustworthy')",0.12871498,0.36196667,0.53648925,0.5513491,0.19413798,0.3949986,1.8273027,1.852872,0.6325690269470214,0.7321349143981933,0.0995658874511719
7,0.4721683,0.4263975,"('outgoing', 'distant')",0.8388165,0.48178992,0.5574417,0.43451837,1.207668,0.8537705,-2.4065528,-2.5049992,0.13390836715698243,-0.061704587936401364,-0.19561295509338378
84,-0.4528792,-0.40303075,"('self-confident', 'diffident')",0.053261697,0.028440833,0.38500398,0.30177113,0.033460826,0.17274392,-1.0927153,-1.1585647,-0.2147735834121704,-0.2117279052734375,0.00304567813873291
8,-0.4415834,-0.45765176,"('open', 'distant')",0.14196067,-0.0015076995,-0.22062325,-0.14158443,0.34971702,0.032984644,-2.8949668,-3.0119348,-0.6130991458892823,-0.7159388065338135,-0.1028396606445312
67,-0.4316334,-0.09701543,"('discriminating', 'undiscriminating')",-0.09029102,0.18268862,-0.5993761,-0.23447993,-0.77072096,-0.5224526,-0.3448354,-0.3567278,-0.4473713874816895,-0.2055974245071411,0.24177396297454837
2,-0.41891333,-0.22815096,"('friendly', 'unfriendly')",-0.5338295,-0.26484424,-0.81412303,-0.61274534,-0.74160546,-0.3899954,3.9272175,3.968264,0.28374924659729006,0.4945056438446045,0.21075639724731443
59,0.4118963,0.3834336,"('skillful', 'clumsy')",0.22979751,0.27737778,-0.031960517,-0.060613036,-0.10608032,0.058310866,-0.04246211,-0.073253155,0.09223818778991699,0.11705121994018555,0.02481303215026856
42,0.40117884,0.66867167,"('amicable', 'hostile')",0.76544696,1.0499182,0.46996683,0.7285613,0.2943442,0.5666796,-3.3101146,-3.3207726,-0.2758355617523193,-0.061388397216796876,0.21444716453552246
25,-0.34864232,-0.18432501,"('moral', 'immoral')",-0.3688577,-0.22625333,-1.5380639,-1.3879553,-1.0464435,-0.84522456,2.1102846,2.1484997,-0.23834457397460937,-0.09905171394348145,0.13929286003112792
110,-0.34737712,-0.61357,"('narrow-minded', 'open-minded')",0.03307596,-0.10487962,0.117494464,-0.2015568,0.20417017,0.16584536,0.6990535,0.68169093,0.14128339290618896,-0.014494013786315919,-0.1557774066925049
35,0.31933513,0.6377343,"('fair', 'unfair')",0.8702323,1.2549409,1.396543,1.6328251,1.0565133,1.3807638,-0.09686366,0.082148254,0.7091520309448243,0.9976824760437012,0.28853044509887693
30,-0.31252527,-0.12035388,"('honest', 'dishonest')",-0.662908,-0.3058685,-0.4211919,-0.2424391,-1.0304406,-0.70423937,1.6253815,1.6750071,-0.16033687591552734,0.06042125225067139,0.22075812816619872
20,-0.30489367,-0.026204497,"('popular', 'unpopular')",0.2401345,0.11390184,0.14811808,0.27692991,0.40009868,0.49394223,-0.76081127,-0.84876865,-0.05547073483467102,0.001960170269012451,0.05743090510368347
45,-0.29586214,-0.35812694,"('cooperative', 'exploitative')",-0.7745226,-0.8459219,-0.69450045,-0.7318275,-0.81985486,-0.88132906,0.21972023,0.14220391,-0.47300400733947756,-0.5350003242492676,-0.06199631690979002
16,0.28526917,0.34129095,"('social', 'antisocial')",0.26624113,0.4605016,-0.32052603,-0.18526554,-0.093696535,0.14279607,2.1596131,2.1731904,0.4593801975250244,0.5865026950836182,0.12712249755859378
107,-0.28328317,-0.30257583,"('conventional', 'modern')",0.18130124,0.051365107,0.09382111,-0.04821396,0.12997344,0.13000593,2.298656,2.369359,0.48409371376037597,0.4399880409240723,-0.04410567283630368
76,0.27645972,0.16707093,"('secure', 'insecure')",-0.19261605,-0.03253389,0.14434367,0.14524746,-0.17861357,-0.029656626,2.1908352,2.3339324,0.44808177947998046,0.5168120384216308,0.06873025894165036
18,-0.2653707,-0.24461125,"('social', 'asocial')",-0.86048216,-0.6926521,-0.35912144,-0.37318996,-0.8701274,-0.6494354,0.41124317,0.58514947,-0.38877167701721194,-0.2749478340148926,0.11382384300231935
17,-0.2542705,-0.0795843,"('social', 'antisocial')",0.16575298,0.54320675,-0.042440183,0.1966954,-0.07943356,0.30510688,0.90165055,1.0493119,0.1382518529891968,0.40294733047485354,0.26469547748565675
85,-0.23322535,-0.25190726,"('ambitious', 'unambitious')",-0.42140955,-0.38152906,-0.40471986,-0.3345522,-0.80836433,-0.7588979,0.3442925,0.32458633,-0.30468533039093015,-0.2804600238800049,0.02422530651092525
44,-0.23292196,-0.24472101,"('truthful', 'untruthful')",-0.5669737,-0.7730485,-0.06648056,-0.38682705,-0.38399684,-0.53792596,0.16890395,0.18711612,-0.2162938356399536,-0.35108127593994143,-0.13478744029998782
4,-0.22454652,-0.18274283,"('likable', 'unlikable')",-0.23925546,-0.41141462,-0.93390405,-0.8977578,-0.6572436,-0.6659491,-1.043468,-1.0684214,-0.6196835517883301,-0.6452571392059326,-0.025573587417602517
39,-0.19673279,0.022598028,"('right', 'wrong')",0.22535947,0.39677328,-0.02158305,0.16675487,-0.315285,0.04990089,-1.5353352,-1.4740168,-0.36871531009674074,-0.16759793758392333,0.20111737251281742
55,-0.19392505,-0.037784398,"('intelligent', 'unintelligent')",-0.1887595,-0.05128777,-0.98545027,-0.771705,-0.3375905,-0.33514547,1.7674892,1.8125257,0.012352776527404786,0.12332062721252442,0.11096785068511963
103,0.19083337,0.3384595,"('traditional', 'modern')",0.12773204,0.23639953,0.55123687,0.41182768,0.3154676,0.3218006,1.5474803,1.7686651,0.5465500354766846,0.6154304504394531,0.06888041496276853
23,0.16845459,0.06215155,"('hospitable', 'inhospitable')",0.71923417,0.4930059,0.2982089,0.076487124,0.83773285,0.70839983,-0.6321424,-0.6390564,0.2782975912094116,0.14019759893417358,-0.13809999227523803
19,-0.16570687,-0.11864668,"('funny', 'boring')",0.10949564,0.34929127,-0.49064285,-0.30788672,0.17515013,0.25993946,-1.5696883,-1.5156189,-0.3882784605026245,-0.26658432483673095,0.12169413566589354
57,0.16558108,0.04438296,"('able', 'unable')",-0.1698918,-0.25385743,-0.3830642,-0.5276557,-0.030570105,-0.13352081,0.80884695,0.7333809,0.07818038463592529,-0.027454018592834473,-0.10563440322875976
82,0.1582329,0.21645918,"('industrious', 'meek')",1.2622318,1.186176,1.1333029,1.2656841,0.36266106,0.42396438,-2.2064192,-2.2189264,0.14200191497802733,0.17467145919799804,0.0326695442199707
52,-0.1466785,0.040014148,"('competitive', 'uncompetitive')",-0.093721986,0.077531695,-0.16757125,-0.14376983,-0.6953666,-0.56856513,2.5162416,2.6390803,0.28258063793182375,0.4088582038879395,0.12627756595611572
102,-0.13914421,-0.1446411,"('eminent', 'low')",-0.032558978,-0.07532549,-0.6899647,-0.69344366,-0.18952435,-0.11270507,0.452021,0.4693172,-0.11983425617218017,-0.11135962009429931,0.008474636077880862
92,-0.11866778,-0.1744563,"('unwavering', 'wavering')",0.2141147,-0.13954997,-0.07373518,-0.2526112,-0.03983985,-0.02094774,-1.3608279,-1.4294893,-0.27579121589660643,-0.4034109115600586,-0.12761969566345216
106,-0.10856587,0.2827857,"('conventional', 'unconventional')",0.27981558,0.55159503,0.16194272,0.39784598,0.16434743,0.47212064,-0.061795264,-0.0902988,0.08714892268180847,0.3228097200393677,0.23566079735755924
43,0.10280892,0.09875609,"('genuine', 'fake')",0.18962035,0.30538848,-0.51376605,-0.3775317,-0.0065683573,0.0055872053,0.9603468,0.9755123,0.14648833274841308,0.20154247283935547,0.055054140090942394
61,0.039054103,0.26790458,"('rational', 'irrational')",0.09458548,0.25918266,0.39002776,0.57449454,1.2114283,1.3815913,-1.4933462,-1.4233707,0.04834988117218018,0.21196048259735106,0.1636106014251709
36,0.021776378,-0.14769857,"('tolerant', 'intolerant')",-0.30504552,-0.115600884,-0.8750172,-1.063412,-0.1260463,-0.15338662,2.087185,2.1330438,0.16057045459747316,0.13058915138244628,-0.029981303215026872
71,0.005706072,-0.17421842,"('efficient', 'inefficient')",-0.30693686,-0.40577197,-0.98342305,-1.1852483,-1.2161762,-1.4244823,2.6910658,2.8059928,0.03804712295532227,-0.07674565315246581,-0.11479277610778808
