,t_male,t_female,tuple,j_male,j_female,x_male,x_female,companies_male,companies_female,inc_male,inc_female,new_male,new_female,average_male,average_female,female-male
63,-1.5755888,-1.497909,"('capable', 'incapable')",-0.99209285,-0.93813276,-0.61656994,-0.7773782,-0.7436433,-0.79174185,-1.2111347,-1.1462419,-0.33474922,-0.53823125,-0.912296454111735,-0.9482724666595459,-0.03597601254781091
86,1.559459,1.4201622,"('self-reliant', 'helpless')",2.9992754,2.7886934,3.2277212,2.770676,2.2057858,2.0375462,2.7533045,2.6512728,1.5905108,1.749958,2.3893426259358725,2.236384709676107,-0.15295791625976562
73,-1.4909699,-1.9289253,"('brilliant', 'incompetent')",-1.4274187,-1.7631568,-0.5652242,-1.0794322,-2.075645,-2.2417266,-1.2511837,-1.3133317,-1.3390191,-1.6772346,-1.3582433064778645,-1.6673011779785156,-0.3090578715006511
50,1.4901884,1.4975132,"('unprejudiced', 'prejudiced')",2.4914675,2.2963696,1.6503252,1.3072838,1.4521645,1.2097474,2.1868188,2.2143292,1.2686491,1.0383911,1.7566022872924805,1.5939391454060872,-0.1626631418863933
87,-1.4378737,-1.0229564,"('dedicated', 'undedicated')",-1.2957903,-1.038101,-1.0409188,-0.9909767,-1.6310345,-1.6208038,-0.735895,-0.55872035,-0.63571346,-0.37742674,-1.1295376618703206,-0.9348307450612386,0.19470691680908192
58,-1.3728817,-1.0506482,"('able', 'clumsy')",-1.3677905,-1.3160226,-2.423501,-2.0605125,-1.6358559,-1.1913701,-1.8991308,-1.7031244,-1.5659094,-1.5201012,-1.7108448346455891,-1.4736297925313313,0.2372150421142578
68,-1.3417919,-1.5264856,"('clever', 'inept')",-0.4937332,-0.7336796,-0.71467113,-0.9112598,-0.96828294,-1.1299478,-0.6262408,-0.85941315,-0.6454199,-0.8717228,-0.7983566919962565,-1.005418062210083,-0.20706137021382653
66,1.328779,1.4111757,"('imaginative', 'unimaginative')",2.6886628,2.5307288,1.6186721,1.8315687,0.8877512,0.83477616,2.4963121,2.4620016,0.34587073,0.7209271,1.561008135477702,1.6318631172180176,0.07085498174031568
48,1.308791,1.3101138,"('reliable', 'unreliable')",2.5308049,2.2605925,2.0782485,1.7372714,2.1762204,2.0058253,2.8818831,2.660874,1.1541629,1.1235613,2.0216852823893228,1.8497061729431152,-0.17197910944620753
101,-1.2484803,-1.1541119,"('successful', 'unsuccessful')",-1.5585631,-1.462275,0.50992864,0.38245353,-2.2937799,-1.898639,-0.73952127,-0.8850286,-0.6508886,-0.41667444,-0.9968840281168619,-0.9057126045227051,0.09117142359415686
22,1.1911409,1.0818121,"('welcoming', 'disagreeable')",0.91822517,0.84933627,0.9085143,0.9595085,0.3622412,0.16622731,1.4761021,1.4044716,0.5636344,0.47769773,0.9033096631368002,0.8231756687164307,-0.0801339944203695
72,-1.1749583,-1.0535047,"('logical', 'illogical')",-1.6195141,-1.469713,-0.819782,-0.50337386,-0.6714085,-0.5292053,-1.1190314,-0.995624,-0.42463043,-0.11634571,-0.9715541998545328,-0.7779610951741537,0.19359310468037916
18,-1.17101,-1.0671283,"('social', 'asocial')",-0.7957493,-0.74457103,-0.29268396,-0.43257236,-0.45547962,-0.62014025,0.6331429,0.62525755,-1.5692225,-1.306341,-0.6085004011789957,-0.5909159183502197,0.017584482828776005
12,-1.1520935,-0.9901837,"('sympathetic', 'unsympathetic')",-1.6181797,-1.4670992,-1.76274,-1.2267808,-1.747654,-1.4923474,-0.5738509,-0.48446804,-1.2802973,-1.1208498,-1.3558025360107422,-1.1302881240844727,0.22551441192626953
77,1.1258986,1.1965033,"('active', 'inactive')",1.2726817,1.6313412,1.1556754,1.5309763,0.42441383,0.7453882,0.7603774,0.78135514,0.7132806,0.8810775,0.9087212880452474,1.127773602803548,0.21905231475830067
30,-1.0332708,-0.9231094,"('honest', 'dishonest')",-0.87165606,-0.7074395,-0.09477678,0.14285293,-0.38489413,-0.59767616,-0.40042067,-0.40150172,-0.46290857,-0.09674831,-0.5413211584091187,-0.43060370286305744,0.11071745554606122
71,-0.9906214,-0.8475668,"('efficient', 'inefficient')",-0.9456273,-1.0518491,-0.65831095,-0.75552094,-1.7930607,-2.193223,-0.70843303,-0.62070835,-1.2771156,-1.4559102,-1.06219482421875,-1.1541297435760498,-0.0919349193572998
29,-0.9849595,-0.95856607,"('honest', 'immoral')",-1.366729,-1.2559829,-0.50794774,-0.65854657,-0.8943114,-0.89353514,-1.5445176,-1.4441774,-1.9729593,-2.176074,-1.2119040489196777,-1.2311469713846843,-0.019242922465006584
45,-0.9780632,-0.89097697,"('cooperative', 'exploitative')",-0.6572871,-0.7797463,-0.02343645,-0.29953048,-0.48259264,-0.73472834,-1.0656619,-1.0753219,-1.0277846,-0.9165996,-0.7058043479919434,-0.7828172842661539,-0.07701293627421057
11,-0.9687021,-1.2329826,"('caring', 'unaffectionate')",-1.5025401,-1.397717,-1.0786828,-1.0567511,-1.7080817,-1.6065018,-1.2535963,-1.2632395,-0.39734697,-0.45263273,-1.151491641998291,-1.168304204940796,-0.016812562942504883
21,0.9682151,0.79212785,"('nice', 'nasty')",0.46618402,0.28125644,0.8022051,0.74746776,1.007873,0.8587312,0.17558306,0.08738363,0.35453856,0.31382322,0.6290998458862305,0.5134650071461996,-0.11563483874003089
64,-0.95449686,-0.62832415,"('clever', 'incompetent')",-0.8546387,-0.8584427,-1.1156876,-1.0067903,-1.5060871,-1.3263276,-0.21611145,-0.17537993,-1.4687406,-1.580534,-1.0192937056223552,-0.9292997519175211,0.0899939537048341
14,0.94190454,0.7015199,"('supportive', 'unsupportive')",1.0811955,0.76381737,1.4062856,1.42382,-0.16144538,-0.2203392,1.4657954,1.3132231,-0.059206426,-0.05194989,0.7790881792704264,0.6550151904424032,-0.1240729888280232
82,0.94043857,0.86977804,"('industrious', 'meek')",1.1905928,1.2586536,1.9244376,1.6935166,0.5076375,0.48797622,0.5020849,0.4451415,1.3513242,1.312031,1.069419225056966,1.0111827850341797,-0.058236440022786384
41,0.93150437,0.82599753,"('incorrupt', 'corrupt')",0.62209064,0.7594095,1.4288058,1.3800437,1.8567498,2.0567553,0.44234085,0.5492189,2.200282,2.1927314,1.2469622294108074,1.2940261363983154,0.047063906987508064
100,-0.909978,-0.7730433,"('influential', 'uninfluential')",-0.94136053,-0.7809183,-0.51345146,-0.20987342,-1.4327965,-1.1773496,-0.6577871,-0.44265532,-0.52025104,-0.49207926,-0.8292708396911621,-0.6459865172704061,0.18328432242075599
98,-0.8955928,-1.1412497,"('prestigious', 'insignificant')",-0.57486475,-0.6919712,0.41896278,0.058149904,0.43211168,0.4898855,-0.79852724,-0.9195298,0.27524158,0.15429056,-0.1904447873433431,-0.34173742930094403,-0.15129264195760092
42,0.86652136,0.7411064,"('amicable', 'hostile')",0.7251836,0.7589539,0.21175385,0.53102887,1.1502181,1.4005775,0.31362426,0.4431113,1.8091202,1.8213055,0.8460702101389567,0.9493473370869955,0.10327712694803881
88,0.83395,0.6901023,"('impulsive', 'meek')",1.7092361,1.6171185,0.5276884,0.4270188,1.1003683,0.98776245,0.5932521,0.52301854,1.563556,1.8192687,1.0546751022338867,1.010714848836263,-0.04396025339762377
70,0.8227627,0.7512733,"('wise', 'unwise')",0.79471135,0.8210784,0.56661767,0.92031574,0.4321947,0.4380237,-0.017931432,0.079595596,1.675778,1.6813757,0.7123555342356364,0.7819437980651855,0.06958826382954919
49,-0.79307574,-0.6009908,"('responsible', 'irresponsible')",-1.0309014,-0.889426,-0.9383334,-0.73413765,-1.6252186,-1.881235,-0.63123447,-0.66606617,-1.0568249,-1.0981494,-1.012598196665446,-0.9783341884613037,0.03426400820414233
44,-0.782361,-0.8949566,"('truthful', 'untruthful')",-0.975459,-1.0365434,-0.9517077,-1.0685024,-1.2079344,-1.1802293,-0.3925819,-0.30680344,-0.44683415,-0.3493275,-0.7928129831949869,-0.8060603936513265,-0.013247410456339592
1,-0.75970745,-0.72557914,"('friendly', 'unfriendly')",-1.0732529,-0.9685752,-0.8666202,-0.74090636,-1.8690416,-1.8572584,-1.2462616,-1.0772927,0.03334117,0.025989413,-0.9635904630025228,-0.8906037012736002,0.0729867617289226
33,-0.7533148,-0.7997752,"('softhearted', 'hardhearted')",-1.2080632,-1.055902,-0.9788099,-0.9187683,-0.80472785,-0.7898192,-1.2179447,-1.1615895,-0.62816787,-0.6920396,-0.9318380355834961,-0.9029823144276937,0.028855721155802372
60,-0.7407649,-0.5373761,"('educated', 'uneducated')",-0.5563817,-0.3994161,-0.029371023,0.25545302,-1.2835847,-0.8714112,-0.63778424,-0.54161096,-0.794942,-0.4889455,-0.673804759979248,-0.43055113156636554,0.2432536284128825
54,0.7205198,0.47311825,"('smart', 'stupid')",0.80816406,0.44386595,0.876506,0.75962603,0.4372229,0.2099596,0.24333084,0.120717674,0.84912705,0.60384494,0.6558118263880411,0.4351887305577596,-0.22062309583028156
80,0.6871059,0.9040037,"('independent', 'dependent')",0.70096046,0.8918854,0.5411847,0.6070365,0.5752865,0.5199741,0.4544888,0.5477525,0.56695527,0.6444183,0.5876636107762655,0.6858450571695963,0.09818144639333082
74,-0.6856621,-0.8225444,"('insightful', 'unperceptive')",-1.0752475,-1.2213883,-0.2747809,-0.07325789,-2.0056205,-2.0489693,-0.87907934,-1.0284927,-0.31318325,-0.21756577,-0.8722623189290365,-0.9020363489786783,-0.029774030049641853
99,-0.6839263,-0.7136677,"('prestigious', 'insignificant')",-0.22217318,-0.33459878,0.21282834,-0.19869381,-0.8109981,-0.47322863,-0.7684872,-0.946124,0.7842057,0.64763576,-0.2480917771657308,-0.33644620577494305,-0.08835442860921225
62,-0.6194534,-0.5781764,"('creative', 'uncreative')",-0.5868681,-0.62922364,-0.07323997,-0.15319735,-0.7666217,-0.9330493,-1.0346447,-0.8341708,-0.56264377,-0.6173538,-0.6072452465693156,-0.6241952578226725,-0.016950011253356934
56,0.61645514,0.51012015,"('intelligent', 'dumb')",1.9089203,1.9196136,1.8621676,2.1305764,0.5479897,0.70259017,1.8939482,1.6449747,0.690233,1.0119772,1.253285566965739,1.3199753761291504,0.06668980916341138
47,-0.6152328,-0.52464294,"('forgiving', 'unforgiving')",-0.6700586,-0.5564056,-0.41243115,-0.045719765,-0.7544094,-0.7443744,-0.41558483,-0.35652748,-0.45840046,-0.068962395,-0.554352879524231,-0.3827720880508423,0.17158079147338867
4,-0.6122709,-0.5219162,"('likable', 'unlikable')",-0.2063405,-0.36528745,0.27070445,-0.16109845,-1.4991102,-1.6988862,-0.3510114,-0.3623963,0.38617718,0.37986428,-0.3353085517883301,-0.4549533923467,-0.11964484055836994
0,-0.5978286,-0.18121815,"('sociable', 'unsociable')",-0.9923867,-0.66322047,-0.430398,0.11246574,-1.0006377,-0.8443105,0.068446994,0.23471743,-0.76800233,-0.5637635,-0.6201343139012655,-0.3175549308458964,0.3025793830553691
105,-0.57535547,-0.6899852,"('conventional', 'modern')",-1.1081593,-0.8112272,-0.66445774,-0.7024301,-0.30443126,-0.26645344,-0.64386576,-0.51640195,0.8306431,0.5736888,-0.41093774636586505,-0.40213485558827716,0.00880289077758789
2,-0.5706939,-0.35586816,"('friendly', 'unfriendly')",-0.5280374,-0.41137904,-0.57692504,-0.30249608,-1.1020427,-0.95887494,-0.308474,-0.26902443,-1.6722184,-1.4798024,-0.7930652300516764,-0.629574179649353,0.16349105040232337
15,0.56838,0.6144444,"('polite', 'impolite')",0.57068944,0.48743016,0.8477986,1.1593244,0.09462285,0.10699073,1.210203,1.3912718,-0.60293305,-0.018667951,0.4481268723805745,0.6234656174977621,0.17533874511718756
7,0.56086934,0.10840648,"('outgoing', 'distant')",0.4731989,0.38115656,1.7602589,1.197824,1.3669419,0.68346596,0.7761355,0.5116445,0.8801502,0.5827791,0.9695924917856852,0.5775460799535116,-0.3920464118321736
83,-0.5495069,-0.48587444,"('energetic', 'lethargic')",-0.8756627,-0.7579707,-0.4740972,-0.29172873,-0.80447984,-0.9008557,-0.19563791,-0.2720304,-0.80170095,-0.6726756,-0.6168475945790609,-0.5635225772857666,0.05332501729329431
92,-0.5302599,-0.87772465,"('unwavering', 'wavering')",-0.34890622,-0.3795511,-0.26012796,-0.31540817,0.45523694,0.65154624,-0.35777384,-0.49932325,1.0242958,0.81975317,-0.002922534942626953,-0.10011798143386841,-0.09719544649124146
24,-0.5075826,-0.268911,"('thoughtful', 'rough')",-0.61767215,-0.38478947,-0.6249975,-0.5652103,-0.42618737,-0.42669785,-1.4925218,-1.1946259,-0.80838597,-1.0449764,-0.746224562327067,-0.6475350856781006,0.09868947664896643
5,-0.48701322,-0.22781068,"('pleasant', 'repellent')",-0.78812224,-0.6737645,-0.43061963,-0.22934142,-0.3097512,-0.30376646,-0.71238893,-0.63735604,-0.097297505,-0.30082503,-0.4708654483159383,-0.3954773743947347,0.07538807392120361
102,-0.4731543,-0.2569437,"('eminent', 'low')",-0.052470088,-0.17696598,-0.38220257,-0.6432402,-2.521974,-1.9777968,-0.9088626,-0.8886302,-0.2643765,-0.27766025,-0.7671733697255453,-0.7035395304361979,0.0636338392893474
106,0.45692527,0.49035248,"('conventional', 'unconventional')",-0.2675382,0.022001445,0.2666818,0.5292794,0.3920014,0.63598347,-0.12009463,0.048060127,1.2797227,0.963664,0.3346163829167684,0.4482235113779704,0.11360712846120202
109,-0.4340374,-0.17609838,"('conservative', 'liberal')",0.23729813,0.19847897,0.2103185,0.4320817,0.39351907,0.1461236,0.24487284,0.32331946,-1.097023,-1.0688727,-0.07417530814806621,-0.024161219596862793,0.050014088551203414
108,-0.4340374,-0.17609838,"('conservative', 'liberal')",0.23729813,0.19847897,0.2103185,0.4320817,0.39351907,0.1461236,0.24487284,0.32331946,-1.097023,-1.0688727,-0.07417530814806621,-0.024161219596862793,0.050014088551203414
85,-0.41536543,-0.4461926,"('ambitious', 'unambitious')",-0.58072525,-0.6008816,-0.45690835,-0.3956106,-0.7073269,-0.58347565,0.30843267,0.3568042,0.013987601,0.106343,-0.30631760756174725,-0.2605022192001343,0.045815388361612974
20,0.401602,0.30703074,"('popular', 'unpopular')",-0.60950154,-0.6159937,1.0652848,0.6969518,-0.4361397,-0.100284785,-0.43265462,-0.544796,1.8974743,1.6604376,0.31434420744578045,0.23389095067977905,-0.0804532567660014
36,-0.40146607,-0.26368567,"('tolerant', 'intolerant')",0.30745906,0.21148391,-0.81184167,-0.95264506,-1.8896856,-1.9921865,-1.2572566,-1.1976933,-0.8488381,-0.593192,-0.8169382413228353,-0.7979865074157715,0.01895173390706384
104,-0.34881458,-0.5644236,"('conventional', 'unconventional')",-0.8831358,-0.592151,-0.6240351,-0.12618604,0.27920744,0.82302463,-0.620734,-0.5084797,0.09214801,-0.08103579,-0.3508940140406291,-0.17487525939941406,0.17601875464121503
51,-0.31995547,-0.33662492,"('competent', 'incompetent')",-0.97004414,-0.91669846,-0.11195695,0.0896907,-1.1305251,-0.95889175,0.58854914,0.5889384,0.07464939,0.2558064,-0.3115471998850505,-0.21296322345733643,0.09858397642771405
32,-0.31091627,-0.19218935,"('benevolent', 'hardhearted')",-0.3887757,-0.15572733,-1.3501076,-1.0976937,-1.9150465,-1.7390414,-1.3800055,-1.1813879,-0.5565795,-0.20947967,-0.9835718472798666,-0.7625865936279297,0.22098525365193689
43,-0.3011367,-0.19010487,"('genuine', 'fake')",-0.54297334,-0.38659817,-0.121711,0.18762648,-0.9088516,-0.6699612,-0.025788724,0.03263986,0.3768835,0.38788807,-0.2539296547571818,-0.10641831159591675,0.14751134316126507
57,-0.28619826,-0.25766432,"('able', 'unable')",0.09012309,-0.015129507,0.10939424,-0.14911444,-0.23168828,-0.42948362,-0.48905984,-0.4069753,-0.46497375,-0.62447196,-0.2120671272277832,-0.31380653381347656,-0.10173940658569336
79,0.28385216,0.4634462,"('determined', 'doubtful')",0.40430576,0.57237977,-0.05631414,0.34738788,0.2470729,0.34639227,0.29388967,0.37061524,0.31559122,0.37995023,0.24806626637776694,0.4133619467417399,0.165295680363973
91,0.2828595,0.14516887,"('resilient', 'nonresilient')",0.32876134,0.1702478,0.49794394,0.26931876,-0.013115555,-0.033597186,0.16637044,0.10501,0.2389951,-0.08850193,0.25030245383580524,0.09460771083831787,-0.15569474299748737
26,-0.26979437,-0.13594353,"('trustworthy', 'untrustworthy')",0.19190232,0.21247692,1.0952268,0.9886971,0.861714,0.6998559,1.0786788,1.1523049,-0.7467338,-0.48269907,0.368498961130778,0.4057820240656535,0.03728306293487549
17,0.2695119,0.6162485,"('social', 'antisocial')",-0.03647557,0.092258155,0.95811766,0.87700695,-1.2158452,-1.1179264,0.18423264,0.27764946,-0.42820126,-0.10149157,-0.0447766383488973,0.10729085405667622,0.15206749240557352
9,-0.25126427,-0.22644809,"('sensitive', 'insensitive')",-0.89169854,-0.9234469,-0.19593154,-0.11395055,-1.1560811,-1.1703067,-0.48028773,-0.4960956,-0.98445404,-0.92043555,-0.6599528789520264,-0.6417805353800455,0.01817234357198083
97,-0.2417072,-0.08365381,"('superior', 'inferior')",-0.47961745,-0.28274098,-0.86330295,-0.6141066,-0.16449952,-0.108189195,-0.8685728,-0.82522434,-0.99121296,-0.8188501,-0.6014854907989502,-0.4554608265558879,0.14602466424306232
19,-0.22507846,0.07765132,"('funny', 'boring')",0.3649938,0.4076658,0.6153425,0.506567,-0.2596261,-0.4000668,0.2134397,0.17407435,-0.057115197,0.104435325,0.10865937670071919,0.14505449930826822,0.03639512260754903
69,-0.20796841,-0.19066828,"('wise', 'foolish')",0.33686703,0.36789474,0.012608737,0.1513248,0.49077433,0.56031334,0.12908188,-0.020111531,0.5438058,0.65526724,0.21752822399139404,0.254003385702769,0.03647516171137494
110,-0.19858289,-0.14151296,"('narrow-minded', 'open-minded')",0.22467887,0.17949474,0.52537954,0.25966492,0.4472435,0.59294647,0.5399492,0.36804873,-0.38863587,-0.16592145,0.1916720469792684,0.18212008476257324,-0.009551962216695159
93,-0.19557089,-0.016532928,"('dominating', 'dominated')",0.048190713,0.175396,0.18103017,0.3376003,0.40024164,0.69197667,1.0385966,1.0270972,-1.2408098,-0.70492834,0.038613080978393555,0.25176815191904706,0.2131550709406535
96,0.19044304,0.4105524,"('powerful', 'powerless')",0.5886022,0.82131016,-0.6686467,-0.2849923,-0.7244328,-0.52800775,-0.10113749,0.006606996,-0.45298013,-0.42514718,-0.19469199577967325,5.3713719050089516e-05,0.19474570949872333
16,-0.1719428,0.16279423,"('social', 'antisocial')",0.31018537,0.41192698,0.6761025,0.71663696,-0.8428484,-0.6600411,0.5543021,0.54720175,-0.8021402,-0.50254613,-0.046056896448135376,0.11266212662061055,0.1587190230687459
59,0.15455997,0.22246234,"('skillful', 'clumsy')",0.7445065,0.64628327,0.053325653,-0.00036364794,-0.06647247,0.29702657,0.36367232,0.41915435,1.3879981,1.4707971,0.43959832191467285,0.5092266798019409,0.06962835788726807
94,-0.14778444,0.120951205,"('aggressive', 'submissive')",0.7046653,0.64178705,0.14127833,0.34136993,-1.0554881,-0.95187473,0.718829,0.68567276,-0.6174553,-0.32319823,-0.042659213145573936,0.08578465382258098,0.1284438669681549
31,-0.1349701,-0.14599647,"('altruistic', 'egoistic')",-0.79888344,-0.7853662,-0.4772846,-0.6463347,-0.6357213,-0.55588514,-0.93047774,-0.76679194,0.63122517,0.40067068,-0.3910186290740967,-0.4166172742843628,-0.025598645210266113
90,0.12256187,-0.16242635,"('motivated', 'unmotivated')",0.29616502,0.0697307,1.2492404,0.94873226,1.2236466,0.951725,0.5110009,0.47775382,-0.115985096,-0.5120882,0.5477716128031412,0.295571227868398,-0.2522003849347432
107,-0.113073505,0.020804659,"('conventional', 'modern')",-0.30173668,-0.22469789,0.04762873,-0.17511645,-0.050296307,-0.033728838,0.8527969,0.9750705,1.0958123,1.6039909,0.25518858432769775,0.36105382442474365,0.1058652400970459
52,0.111512184,0.357428,"('competitive', 'uncompetitive')",-0.61325645,-0.65377617,-0.5096517,-0.25597823,-1.5773197,-1.6375018,0.38248724,0.41615582,-0.82447207,-0.5201275,-0.5051167011260986,-0.3822999795277913,0.12281672159830731
89,-0.09697616,0.18861803,"('daring', 'anxious')",-0.013561934,0.026220828,-0.3637204,-0.45013544,-0.6632607,-0.60589045,-0.24680209,-0.25916708,-1.1694336,-1.3868266,-0.4256258010864258,-0.41453011830647785,0.011095682779947935
8,0.093143016,-0.19813046,"('open', 'distant')",-0.014424115,0.025948942,0.61565965,0.33191663,1.0816603,0.4858461,0.60052794,0.34504873,1.1676544,0.7915691,0.5907035668691,0.2970331907272339,-0.2936703761418661
10,0.05862753,-0.021052897,"('affectionate', 'unaffectionate')",-0.4762227,-0.6255503,-0.6978418,-0.7087215,-1.0142548,-0.8971834,-0.21670184,-0.17171527,0.7698784,0.8342984,-0.2627525329589844,-0.2649875084559123,-0.0022349754969279156
67,-0.05200143,0.20077518,"('discriminating', 'undiscriminating')",-0.6931894,-0.40511376,-0.88007206,-0.44955927,-1.337017,-1.335015,-0.6435183,-0.44698924,0.70384866,0.7983501,-0.48365827401479083,-0.27292533715566,0.21073293685913086
61,-0.05199176,0.046446323,"('rational', 'irrational')",0.6353286,0.7907096,0.63324165,0.99626374,0.41491827,0.52241087,1.1500916,1.084322,1.4804657,1.715029,0.7103424072265625,0.8591969807942709,0.14885457356770837
23,-0.051360577,-0.3027852,"('hospitable', 'inhospitable')",0.23384124,0.020419955,1.3387575,1.1724868,0.5250055,0.4777103,0.045602858,-0.072576344,1.1858441,1.118948,0.5462817351023356,0.4023672739664714,-0.1439144611358642
76,-0.034654245,0.32660824,"('secure', 'insecure')",0.33601618,0.4890862,-0.43008822,-0.12733755,0.19037598,0.11554772,0.83827037,0.84754825,-0.46814716,-0.3669712,0.0719621479511261,0.2140802542368571,0.142118106285731
35,0.026639104,0.30557287,"('fair', 'unfair')",0.67492706,0.99477226,1.4246361,1.5689967,1.6097727,1.6321084,0.856666,0.95102876,0.53877056,0.72886944,0.8552352587381998,1.0302248001098633,0.17498954137166345
103,0.009567589,0.023296274,"('traditional', 'modern')",-0.17776968,0.003079243,0.03246557,0.13159657,1.0460024,1.2218292,0.54286605,0.60623926,0.68126935,0.61791956,0.35573355356852215,0.4339933395385742,0.07825978597005206
39,-0.007981002,-0.13185456,"('right', 'wrong')",0.3536382,0.37615192,0.85898226,0.8857373,0.22698185,0.3433447,0.47954395,0.5493243,0.26922962,0.41019645,0.3633991479873657,0.4054833650588989,0.0420842170715332
55,0.006421119,-0.022477478,"('intelligent', 'unintelligent')",-0.2127519,-0.37715444,-0.7280334,-0.6150392,-1.4929405,-1.1463962,-1.2016937,-1.0485995,-0.3138889,-0.4464134,-0.6571478843688965,-0.6093467076619467,0.04780117670694983
84,7.3462725e-05,-0.1761387,"('self-confident', 'diffident')",0.0011095554,-0.13676065,0.3743606,0.19547477,-0.17217958,-0.28659266,0.060128868,0.018382862,-0.24383731,-0.37390593,0.0032759283979733786,-0.12659005324045816,-0.12986598163843155
