,united_male,united_female,tuple,states_male,states_female,steel_male,steel_female,corp_male,corp_female,new_male,new_female,average_male,average_female,female-male
3,1.4273889,1.9604537,"('likable', 'unlikable')",0.83034676,0.9197731,0.8212379,1.0089998,1.6233785,1.5548921,1.4871099,1.6269121,1.2378925323486327,1.4142061233520509,0.17631359100341815
34,-1.4094912,-1.6350596,"('loyal', 'disloyal')",-1.8384669,-1.5494254,-2.1905928,-1.9513576,-2.017921,-1.7827404,-1.179813,-0.9404594,-1.727256965637207,-1.571808433532715,0.15544853210449205
13,-1.4008019,-2.3223703,"('helpful', 'unhelpful')",-3.0002656,-3.0348597,-3.125708,-3.1572993,-3.0271235,-3.0961032,-2.575208,-2.4277782,-2.6258214950561523,-2.8076820373535156,-0.18186054229736337
30,-1.3589056,-0.9354254,"('honest', 'dishonest')",-0.421475,-0.580877,-1.0233188,-0.9750327,-0.7890542,-0.85744035,-0.46290857,-0.09674831,-0.8111324310302734,-0.6891047477722168,0.12202768325805669
11,-1.3401718,-1.6379187,"('caring', 'unaffectionate')",-0.8725518,-0.78453267,-1.6620395,-1.8211559,-1.484493,-1.4917997,-0.39734697,-0.45263273,-1.1513206481933593,-1.237608051300049,-0.08628740310668959
78,1.3088416,1.2633975,"('active', 'inactive')",2.6366498,2.3857694,2.281979,2.0482497,2.3321204,1.9112912,1.6742909,1.1332293,2.0467763900756837,1.748387336730957,-0.29838905334472665
29,-1.2742742,-1.8883584,"('honest', 'immoral')",-0.8564389,-1.0746379,-1.1752189,-1.2851524,-1.8260021,-1.7521313,-1.9729593,-2.176074,-1.4209787368774414,-1.635270881652832,-0.2142921447753907
109,1.1538858,0.69048226,"('conservative', 'liberal')",0.10966182,-0.014657795,0.4729247,0.6464925,-0.18954298,-0.3518635,-1.097023,-1.0688727,0.08998126983642578,-0.01968386173248291,-0.1096651315689087
108,1.1538858,0.69048226,"('conservative', 'liberal')",0.10966182,-0.014657795,0.4729247,0.6464925,-0.18954298,-0.3518635,-1.097023,-1.0688727,0.08998126983642578,-0.01968386173248291,-0.1096651315689087
18,-1.1344285,-1.0270673,"('social', 'asocial')",-1.0551091,-1.1821163,-1.0353253,-1.1199819,-0.15735155,-0.051664025,-1.5692225,-1.306341,-0.9902873992919922,-0.9374341011047364,0.052853298187255815
84,-1.0967894,-0.5623756,"('self-confident', 'diffident')",0.396056,0.44353956,-0.796835,-0.64186954,0.04052466,0.12735969,-0.24383731,-0.37390593,-0.3401762008666992,-0.20145037174224853,0.13872582912445067
10,-1.0708766,-0.81007516,"('affectionate', 'unaffectionate')",-0.33423558,-0.07264739,-1.0684757,-1.1694725,-0.05168128,0.14470398,0.7698784,0.8342984,-0.3510781764984131,-0.2146385431289673,0.1364396333694458
33,-1.0594859,-1.4408355,"('softhearted', 'hardhearted')",-0.6996851,-0.66373056,0.05043742,-0.13602751,-1.0268513,-0.9268272,-0.62816787,-0.6920396,-0.6727505207061768,-0.7718920707702637,-0.09914155006408687
48,1.0482167,1.7416432,"('reliable', 'unreliable')",0.50512594,0.35502848,2.347896,2.1695452,2.681928,2.5936308,1.1541629,1.1235613,1.5474658966064454,1.596681785583496,0.04921588897705065
77,1.0038981,0.8235993,"('active', 'inactive')",1.395083,1.4407717,0.73641574,1.0300277,1.3215332,1.4822655,0.7132806,0.8810775,1.0340421676635743,1.1315483093261718,0.09750614166259752
15,0.9993564,0.8850008,"('polite', 'impolite')",-1.1124598,-0.89877063,-0.28388435,-0.072712556,0.51423466,0.6083,-0.60293305,-0.018667951,-0.09713722467422485,0.10062993764877319,0.19776716232299804
44,-0.99894184,-1.2088099,"('truthful', 'untruthful')",-0.8595098,-0.9045284,-1.45906,-1.4193363,-0.6980455,-0.76625013,-0.44683415,-0.3493275,-0.8924782752990723,-0.9296504020690918,-0.037172126770019465
100,-0.9962696,-0.5194069,"('influential', 'uninfluential')",-1.015119,-0.67932,-1.3495114,-1.0207386,-0.63892,-0.5221347,-0.52025104,-0.49207926,-0.9040142059326172,-0.6467359066009521,0.257278299331665
58,-0.9889901,-1.559082,"('able', 'clumsy')",-2.823004,-2.6796103,-1.4588032,-1.490139,-2.2373161,-1.8838849,-1.5659094,-1.5201012,-1.814804458618164,-1.8265634536743165,-0.011758995056152521
60,0.97407305,0.13444668,"('educated', 'uneducated')",-1.7320027,-1.4766841,-0.8153349,-0.5307833,-0.94098175,-0.8681323,-0.794942,-0.4889455,-0.6618376731872558,-0.646019697189331,0.015817975997924782
46,0.9733812,1.6985078,"('generous', 'stingy')",1.394928,1.4890251,2.2956524,2.396629,2.3762202,2.3003333,0.83456933,0.996935,1.5749502182006836,1.7762859344482422,0.20133571624755864
74,-0.96844566,-1.2517792,"('insightful', 'unperceptive')",-1.7815926,-1.6853034,-1.2621939,-1.2421143,-1.2442702,-1.3193259,-0.31318325,-0.21756577,-1.1139370918273925,-1.1432178497314454,-0.029280757904052823
104,-0.96052444,-0.91257495,"('conventional', 'unconventional')",0.33409113,0.76602364,-0.5512461,-0.2669549,-0.7870131,-0.6860226,0.09214801,-0.08103579,-0.3745089054107666,-0.23611292839050294,0.13839597702026366
94,0.9412411,0.36061317,"('aggressive', 'submissive')",-1.1057392,-0.9355712,-0.34768674,-0.33012938,-0.09218556,-0.26384047,-0.6174553,-0.32319823,-0.24436514377593993,-0.2984252214431763,-0.05406007766723636
59,0.90059555,0.739215,"('skillful', 'clumsy')",0.018284753,0.14882928,-0.28188962,-0.010334924,0.07095654,0.19477667,1.3879981,1.4707971,0.4191890716552734,0.5086565971374511,0.08946752548217773
62,-0.8660953,-0.16834095,"('creative', 'uncreative')",0.14645597,0.30772424,-0.32209116,-0.5438179,-0.33273518,-0.144564,-0.56264377,-0.6173538,-0.38742187023162844,-0.2332704782485962,0.15415139198303224
87,-0.86153823,-0.8559501,"('dedicated', 'undedicated')",-1.4503343,-1.4045997,-0.7694777,-0.84875405,-0.80255353,-0.59696186,-0.63571346,-0.37742674,-0.903923511505127,-0.816738510131836,0.087185001373291
54,0.83044547,0.28481078,"('smart', 'stupid')",0.7109741,0.53718907,-0.06789686,-0.201389,0.42693397,0.34929267,0.84912705,0.60384494,0.5499167442321777,0.31474967002868653,-0.2351670742034912
47,-0.8257326,-0.7525064,"('forgiving', 'unforgiving')",-1.1446462,-0.7894348,-0.674993,-0.6742371,-0.80979,-0.5174874,-0.45840046,-0.068962395,-0.7827124118804931,-0.5605255603790283,0.22218685150146478
20,0.8237064,0.9565889,"('popular', 'unpopular')",0.5337338,0.6001832,-0.7708746,-0.26020986,-0.1849665,-0.17244402,1.8974743,1.6604376,0.4598146915435791,0.5569111824035644,0.09709649085998528
5,0.7774258,-0.02685222,"('pleasant', 'repellent')",-0.6666697,-0.7308928,0.04570487,0.024757743,-1.2856472,-1.3148067,-0.097297505,-0.30082503,-0.24529674053192138,-0.4697237968444824,-0.22442705631256102
97,-0.763486,-0.6413571,"('superior', 'inferior')",-0.2668162,0.050063193,-1.1011416,-1.0075116,-1.0777923,-1.0853717,-0.99121296,-0.8188501,-0.8400897979736328,-0.7006054878234863,0.1394843101501465
22,0.75511336,0.62976414,"('welcoming', 'disagreeable')",0.27256358,0.15220043,1.5690998,1.4603834,1.6342537,1.9070294,0.5636344,0.47769773,0.9589329719543457,0.9254150390625,-0.03351793289184568
66,0.7540587,1.827353,"('imaginative', 'unimaginative')",0.72868586,1.1022186,1.580212,1.7463553,3.0494213,3.0358052,0.34587073,0.7209271,1.2916498184204102,1.6865318298339844,0.39488201141357426
49,-0.75345826,-1.33187,"('responsible', 'irresponsible')",-1.42095,-1.6528996,-1.3307735,-1.6384892,-1.4365293,-1.2053922,-1.0568249,-1.0981494,-1.1997072219848632,-1.385360050201416,-0.18565282821655282
81,0.7388129,1.253426,"('industrious', 'lazy')",2.3558817,2.153519,1.5416036,1.6476169,2.0935724,2.177915,2.0022373,2.030965,1.7464216232299805,1.8526884078979493,0.1062667846679688
89,0.71752495,0.12994692,"('daring', 'anxious')",-0.72271794,-0.9174801,-0.2885484,-0.43018997,-0.35680014,-0.5358988,-1.1694336,-1.3868266,-0.36399502754211427,-0.628089714050293,-0.26409468650817874
105,-0.703093,-0.5894963,"('conventional', 'modern')",0.39446366,0.43664816,0.13693559,-0.11311561,-0.48005888,-0.4712868,0.8306431,0.5736888,0.03577810525894165,-0.032712352275848386,-0.06849045753479004
45,-0.68204755,-1.3516839,"('cooperative', 'exploitative')",-1.6381884,-1.8832905,0.12135431,-0.23000538,-1.1704645,-0.9724724,-1.0277846,-0.9165996,-0.8794261932373046,-1.0708104133605958,-0.19138422012329115
79,-0.67920184,-0.25666782,"('determined', 'doubtful')",-0.8331385,-0.5677022,-0.6858412,-0.4747677,0.44676286,0.76036924,0.31559122,0.37995023,-0.2871655225753784,-0.031763648986816405,0.25540187358856203
8,-0.6779039,-0.30017105,"('open', 'distant')",2.0239549,1.8633897,1.5414505,1.193922,1.4154859,1.2487043,1.1676544,0.7915691,1.0941283226013183,0.9594828605651855,-0.1346454620361328
61,0.6688411,0.9875416,"('rational', 'irrational')",1.6942036,1.9992961,0.53287077,0.7113914,1.1557636,1.3685138,1.4804657,1.715029,1.1064289093017579,1.356354331970215,0.24992542266845708
92,-0.61248004,-0.6301067,"('unwavering', 'wavering')",0.46476254,0.5187398,0.544602,0.52802366,0.30593115,0.17524163,1.0242958,0.81975317,0.3454222917556763,0.282330322265625,-0.0630919694900513
67,-0.6084215,-0.48080528,"('discriminating', 'undiscriminating')",-0.7637412,-0.574223,-0.47038513,-0.4920547,-0.98974335,-0.78308094,0.70384866,0.7983501,-0.4256885051727295,-0.30636277198791506,0.11932573318481443
82,0.58338046,1.0620099,"('industrious', 'meek')",1.5451605,1.6921289,0.62961835,0.93349874,1.0922787,1.2331986,1.3513242,1.312031,1.0403524398803712,1.2465734481811523,0.20622100830078116
80,0.5709416,0.18480545,"('independent', 'dependent')",0.7572509,0.74625576,1.0244415,1.0476727,0.50642145,0.6569986,0.56695527,0.6444183,0.685202169418335,0.6560301780700684,-0.029171991348266646
63,-0.55539703,-0.865241,"('capable', 'incapable')",-0.25908256,-0.27294874,-1.03182,-1.1183097,-1.1376256,-1.0196587,-0.33474922,-0.53823125,-0.6637349128723145,-0.7628779411315918,-0.09914302825927734
90,0.5517262,0.34982133,"('motivated', 'unmotivated')",0.89740247,0.8084966,0.9905888,0.8939215,0.5462045,0.32156423,-0.115985096,-0.5120882,0.573987340927124,0.3723430871963501,-0.20164425373077388
9,-0.5172319,-1.1657326,"('sensitive', 'insensitive')",-1.7861941,-1.7943206,-1.2933671,-1.3483928,-1.0999589,-1.0613891,-0.98445404,-0.92043555,-1.1362412452697754,-1.2580540657043457,-0.12181282043457031
37,0.4939,1.0374373,"('good', 'evil')",2.559431,2.524036,2.1017585,2.0439658,1.9438914,2.0353565,2.5303283,2.428041,1.9258617401123046,2.0137672424316406,0.08790550231933603
91,-0.4900274,-0.23853612,"('resilient', 'nonresilient')",0.81440747,0.75355923,0.09553766,0.23119928,-0.1504333,-0.20740606,0.2389951,-0.08850193,0.10169590711593628,0.09006288051605224,-0.011633026599884036
26,-0.47293258,0.041821405,"('trustworthy', 'untrustworthy')",-0.47980756,-0.49120876,0.5599079,0.40737695,0.38654366,0.5214009,-0.7467338,-0.48269907,-0.1506044626235962,-0.0006617128849029541,0.14994274973869323
35,-0.46134266,0.34142113,"('fair', 'unfair')",1.0708051,1.1715349,0.649089,0.75250113,0.6981856,0.740138,0.53877056,0.72886944,0.4991015434265137,0.7468929290771484,0.24779138565063474
55,-0.440538,-0.79865706,"('intelligent', 'unintelligent')",-1.1052055,-0.82345986,-1.3788534,-1.1715586,-1.5241168,-1.5656445,-0.3138889,-0.4464134,-0.9525204658508301,-0.9611466407775879,-0.008626174926757879
101,-0.43900707,-0.47538912,"('successful', 'unsuccessful')",-1.218946,-0.9610615,-1.9972727,-1.5916313,-1.2861463,-1.4652822,-0.6508886,-0.41667444,-1.1184520721435547,-0.9820077896118165,0.13644428253173824
88,0.4363254,1.2423536,"('impulsive', 'meek')",1.8085365,1.8555715,1.7041444,1.7675202,1.447821,1.2792021,1.563556,1.8192687,1.3920766830444335,1.5927831649780273,0.20070648193359375
43,-0.42553833,-0.73239434,"('genuine', 'fake')",-0.2368254,-0.2521375,-0.27891397,-0.34679866,-0.23435366,-0.21506564,0.3768835,0.38788807,-0.15974957942962648,-0.23170161247253418,-0.0719520330429077
85,-0.42227936,-0.3143345,"('ambitious', 'unambitious')",-0.28177553,-0.112725675,-0.49040198,-0.48770696,-0.31822163,-0.35626906,0.013987601,0.106343,-0.29973816871643066,-0.23293862342834473,0.06679954528808593
42,0.39928114,1.373059,"('amicable', 'hostile')",1.6759024,1.999233,1.2238551,1.3439448,1.0745797,1.3420484,1.8091202,1.8213055,1.2365476608276367,1.575918197631836,0.33937053680419926
24,-0.38695604,-0.59525836,"('thoughtful', 'rough')",-0.5427921,-0.5933431,-0.24163514,-0.48694617,-1.4458349,-1.2531471,-0.80838597,-1.0449764,-0.6851207733154296,-0.7947341918945312,-0.10961341857910156
38,-0.37169334,-0.79652166,"('kind', 'unkind')",-2.6190119,-2.333373,-2.3195262,-2.1045861,-2.3757577,-1.9031388,-1.1115729,-0.71509457,-1.7595123291015624,-1.570542812347412,0.1889695167541503
12,-0.3504669,-1.1632404,"('sympathetic', 'unsympathetic')",-1.6836132,-1.6043427,-1.1925218,-1.2215146,-1.3533148,-1.4027944,-1.2802973,-1.1208498,-1.1720427513122558,-1.3025484085083008,-0.130505657196045
7,-0.34575945,0.22535232,"('outgoing', 'distant')",2.3531451,2.1334836,1.7815539,1.4998249,1.2281502,1.04766,0.8801502,0.5827791,1.1794480323791503,1.0978199005126954,-0.0816281318664549
19,-0.3303384,0.17197812,"('funny', 'boring')",-0.4787068,-0.2167474,-0.5061301,-0.5364147,0.41201538,0.5815117,-0.057115197,0.104435325,-0.19205502271652222,0.020952606201171876,0.2130076289176941
72,-0.32092807,-0.3940947,"('logical', 'illogical')",-0.71234524,-0.5328712,-0.996388,-0.81744593,-1.4069908,-1.3363023,-0.42463043,-0.11634571,-0.7722565174102783,-0.6394119739532471,0.13284454345703123
57,-0.32011068,-0.44630367,"('able', 'unable')",0.011815518,-0.12866041,-0.41198084,-0.6668495,-0.52577424,-0.47968864,-0.46497375,-0.62447196,-0.3422048091888428,-0.4691948413848877,-0.12699003219604493
96,0.3164214,0.24414286,"('powerful', 'powerless')",-1.2048335,-0.98863834,-0.4350109,-0.2224722,-0.0942453,0.08052668,-0.45298013,-0.42514718,-0.37412970066070556,-0.2623176336288452,0.11181206703186036
39,-0.31238633,0.3097093,"('right', 'wrong')",0.03801781,0.3036546,-0.39200827,-0.07699457,0.6349007,0.8346789,0.26922962,0.41019645,0.047550696134567264,0.35624892711639405,0.3086982309818268
31,-0.27013502,0.077998504,"('altruistic', 'egoistic')",0.21248177,0.46634457,-0.69207525,-0.7027869,-0.277474,-0.047681987,0.63122517,0.40067068,-0.07919546365737914,0.03890896439552307,0.11810442805290222
69,0.26511365,0.3893541,"('wise', 'foolish')",0.38934243,0.34682715,-0.03762281,-0.018599436,0.44740218,0.6480955,0.5438058,0.65526724,0.3216082572937012,0.4041889190673828,0.08258066177368162
0,-0.25692156,-0.12806273,"('sociable', 'unsociable')",-1.6015663,-1.308603,-0.95687413,-0.61811215,-0.78538966,-0.43198916,-0.76800233,-0.5637635,-0.8737507820129394,-0.610106086730957,0.2636446952819824
16,0.25557014,0.120255634,"('social', 'antisocial')",-1.2747815,-1.3040257,-0.8956052,-0.6646923,-0.3652128,-0.106381685,-0.8021402,-0.50254613,-0.6164339065551758,-0.49147801399230956,0.12495589256286627
41,0.24609625,1.0999002,"('incorrupt', 'corrupt')",2.0617886,2.343712,1.7424899,1.879671,1.3548378,1.374502,2.200282,2.1927314,1.5210988998413086,1.7781032562255858,0.2570043563842772
36,0.2354954,-0.5192471,"('tolerant', 'intolerant')",-2.151947,-2.4002256,-0.805812,-1.0473006,-1.3469197,-1.1648283,-0.8488381,-0.593192,-0.9836042404174805,-1.1449586868286132,-0.16135444641113272
73,-0.23096037,-0.9725795,"('brilliant', 'incompetent')",-1.5150416,-1.9072134,-1.2889739,-1.5410587,-1.5508811,-1.81595,-1.3390191,-1.6772346,-1.1849752426147462,-1.5828072547912597,-0.39783201217651354
2,0.22827119,-0.43130136,"('friendly', 'unfriendly')",-1.463254,-1.4467142,-1.2493368,-1.0749326,-1.418464,-1.5280867,-1.6722184,-1.4798024,-1.1150004386901855,-1.1921674728393554,-0.07716703414916992
25,0.2172046,-0.51908946,"('moral', 'immoral')",-1.8754891,-1.8645957,-1.4289441,-1.4789128,-1.5206175,-1.3253146,-1.4564099,-1.4396524,-1.2128512382507324,-1.325512981414795,-0.11266174316406263
70,0.21521568,0.6367855,"('wise', 'unwise')",1.4329358,1.4185495,0.8809466,0.8808518,1.1597657,1.1573492,1.675778,1.6813757,1.0729283332824706,1.1549823760986329,0.08205404281616224
51,-0.18737647,-0.04267603,"('competent', 'incompetent')",-0.76229787,-0.8033619,-1.124022,-1.0250225,-0.11847064,-0.098713234,0.07464939,0.2558064,-0.42350354194641116,-0.34279346466064453,0.08071007728576662
52,-0.1755895,-0.24189061,"('competitive', 'uncompetitive')",-0.9965304,-1.1366613,-1.1757256,-1.0482569,-0.29315704,-0.43968332,-0.82447207,-0.5201275,-0.6930949211120605,-0.6773239612579346,0.01577095985412591
76,0.1556889,-0.29515558,"('secure', 'insecure')",-0.9063343,-1.1113806,-0.3310119,-0.5079179,-0.27963996,-0.35239786,-0.46814716,-0.3669712,-0.3658888816833496,-0.5267646312713623,-0.1608757495880127
17,-0.14320719,0.09545612,"('social', 'antisocial')",-0.817011,-0.5969114,-1.1564517,-0.85276663,-0.2864834,0.066805124,-0.42820126,-0.10149157,-0.5662709236145019,-0.27778165340423583,0.2884892702102661
64,0.1325134,-0.281673,"('clever', 'incompetent')",-1.5972648,-1.6966755,-1.4647824,-1.5363903,-1.1046457,-1.0655162,-1.4687406,-1.580534,-1.1005840301513672,-1.2321578025817872,-0.13157377243042
71,-0.12528253,-0.63559675,"('efficient', 'inefficient')",-1.2762707,-1.5984598,-0.66286045,-1.1143879,-1.1294833,-1.2358482,-1.2771156,-1.4559102,-0.8942026138305664,-1.2080405235290528,-0.31383790969848635
106,0.119790435,-0.15995687,"('conventional', 'unconventional')",-0.09981473,-0.05586897,-0.71492696,-0.5707865,-0.62033725,-0.33703667,1.2797227,0.963664,-0.007113170623779297,-0.03199700117111206,-0.02488383054733276
93,-0.11971423,-0.30701837,"('dominating', 'dominated')",-0.79012126,-0.8274241,-0.92212605,-0.74456465,-0.022973418,-0.17457613,-1.2408098,-0.70492834,-0.6191489219665527,-0.5517023086547852,0.06744661331176749
83,0.092602074,-0.49438176,"('energetic', 'lethargic')",-1.1608427,-1.3742064,-0.32011732,-0.5262369,-0.38989562,-0.51259035,-0.80170095,-0.6726756,-0.515990924835205,-0.7160181999206543,-0.20002727508544926
56,0.06087689,0.21383727,"('intelligent', 'dumb')",0.2900616,0.43141484,1.2382305,1.2435069,1.6987584,1.7227203,0.690233,1.0119772,0.7956320762634277,0.9246912956237793,0.12905921936035158
102,-0.054960728,-0.5063919,"('eminent', 'low')",-2.3391995,-1.8489966,-0.81009847,-0.62255335,-0.53147554,-0.3426346,-0.2643765,-0.27766025,-0.8000221252441406,-0.7196474075317383,0.08037471771240234
4,-0.052973524,-0.2781613,"('likable', 'unlikable')",-1.1309313,-1.2217107,-1.23155,-1.3328714,-0.6973594,-0.49110615,0.38617718,0.37986428,-0.5453273773193359,-0.5887970924377441,-0.04346971511840825
21,0.036139905,0.37301177,"('nice', 'nasty')",0.00346601,-0.25561464,0.66966474,0.69401115,0.38468748,0.27212715,0.35453856,0.31382322,0.2896993398666382,0.27947173118591306,-0.010227608680725142
110,0.035013556,-0.14708954,"('narrow-minded', 'open-minded')",0.24729383,0.015001714,0.12599996,0.06391621,0.15512341,0.24599168,-0.38863587,-0.16592145,0.03495898246765137,0.002379721403121948,-0.03257926106452942
23,-0.02922368,-0.0777618,"('hospitable', 'inhospitable')",0.8143611,0.76718336,0.69798386,0.69924456,0.7526314,0.81820834,1.1858441,1.118948,0.6843193054199219,0.6651644706726074,-0.019154834747314498
98,0.025436148,-0.075569004,"('prestigious', 'insignificant')",0.6643126,0.6998078,-0.018603459,0.04852058,-0.5078856,-0.44825798,0.27524158,0.15429056,0.08770026564598084,0.07575839757919312,-0.011941868066787723
99,0.020626545,0.06421234,"('prestigious', 'insignificant')",-0.05962211,0.20860219,-0.02389273,0.08671403,0.29116943,0.51564914,0.7842057,0.64763576,0.20249736309051514,0.30456268787384033,0.1020653247833252
14,-0.01078701,0.3394935,"('supportive', 'unsupportive')",0.21621305,0.20567176,0.08789718,0.17691964,1.4877679,1.4867378,-0.059206426,-0.05194989,0.3443769454956055,0.43137454986572266,0.08699760437011717
