,technipfmc_male,technipfmc_female,tuple,average_male,average_female,female-male
78,1.6640141,1.3567622,"('active', 'inactive')",1.6640141010284424,1.356762170791626,-0.3072519302368164
8,1.4795119,1.282368,"('open', 'distant')",1.4795118570327759,1.2823679447174072,-0.19714391231536865
37,1.3598304,1.1324724,"('good', 'evil')",1.359830379486084,1.1324723958969116,-0.22735798358917236
70,1.3566829,1.3179646,"('wise', 'unwise')",1.3566828966140747,1.3179645538330078,-0.038718342781066895
101,-1.3533164,-1.1949244,"('successful', 'unsuccessful')",-1.3533164262771606,-1.1949243545532227,0.158392071723938
53,-1.3307096,-1.4184982,"('smart', 'stupid')",-1.3307095766067505,-1.418498158454895,-0.08778858184814453
65,-1.2478335,-1.1693181,"('practical', 'impractical')",-1.247833490371704,-1.1693180799484253,0.07851541042327881
95,-1.1945641,-1.0289328,"('rich', 'poor')",-1.1945641040802002,-1.028932809829712,0.16563129425048828
27,-1.1738536,-0.924531,"('sincere', 'insincere')",-1.1738536357879639,-0.9245309829711914,0.24932265281677246
75,1.0881573,0.98791516,"('confident', 'shy')",1.088157296180725,0.9879151582717896,-0.10024213790893555
7,1.081266,0.9222748,"('outgoing', 'distant')",1.0812660455703735,0.9222748279571533,-0.15899121761322021
42,1.0152239,1.0910004,"('amicable', 'hostile')",1.0152238607406616,1.0910004377365112,0.07577657699584961
54,1.012414,0.7511834,"('smart', 'stupid')",1.0124139785766602,0.7511833906173706,-0.26123058795928955
10,1.0076312,1.0585815,"('affectionate', 'unaffectionate')",1.0076311826705933,1.0585814714431763,0.05095028877258301
77,1.0059541,0.9906071,"('active', 'inactive')",1.0059541463851929,0.9906070828437805,-0.015347063541412354
12,0.9958099,1.0890548,"('sympathetic', 'unsympathetic')",0.9958099126815796,1.089054822921753,0.09324491024017334
4,-0.9803317,-0.99658036,"('likable', 'unlikable')",-0.9803317189216614,-0.9965803623199463,-0.016248643398284912
22,0.94429576,0.8632999,"('welcoming', 'disagreeable')",0.9442957639694214,0.8632999062538147,-0.08099585771560669
41,0.9252141,0.94082,"('incorrupt', 'corrupt')",0.9252141118049622,0.9408199787139893,0.0156058669090271
38,-0.9251321,-0.703588,"('kind', 'unkind')",-0.9251320958137512,-0.7035880088806152,0.221544086933136
91,0.8971052,0.9159699,"('resilient', 'nonresilient')",0.8971052169799805,0.9159699082374573,0.018864691257476807
73,-0.88411677,-0.95079994,"('brilliant', 'incompetent')",-0.8841167688369751,-0.9507999420166016,-0.06668317317962646
104,0.8802752,1.011601,"('conventional', 'unconventional')",0.8802751898765564,1.0116009712219238,0.13132578134536743
46,0.87110704,0.86707336,"('generous', 'stingy')",0.8711070418357849,0.8670733571052551,-0.004033684730529785
40,-0.8708729,-0.99671924,"('honorable', 'mean')",-0.8708729147911072,-0.996719241142273,-0.12584632635116577
103,0.8476808,0.9890291,"('traditional', 'modern')",0.8476808071136475,0.9890291094779968,0.14134830236434937
105,0.84311295,0.92509705,"('conventional', 'modern')",0.8431129455566406,0.9250970482826233,0.08198410272598267
92,0.80724335,0.7840055,"('unwavering', 'wavering')",0.8072433471679688,0.7840055227279663,-0.02323782444000244
80,0.7890371,0.8318658,"('independent', 'dependent')",0.7890371084213257,0.8318657875061035,0.04282867908477783
13,-0.76797056,-0.67168504,"('helpful', 'unhelpful')",-0.7679705619812012,-0.6716850399971008,0.09628552198410034
11,0.74379545,0.84101546,"('caring', 'unaffectionate')",0.7437954545021057,0.8410154581069946,0.09722000360488892
23,0.7430241,0.71865076,"('hospitable', 'inhospitable')",0.7430241107940674,0.718650758266449,-0.024373352527618408
79,-0.73781174,-0.7026974,"('determined', 'doubtful')",-0.7378117442131042,-0.7026973962783813,0.0351143479347229
14,0.7251137,0.6203463,"('supportive', 'unsupportive')",0.7251136898994446,0.6203463077545166,-0.10476738214492798
6,0.708503,0.6320313,"('liked', 'disliked')",0.708503007888794,0.6320313215255737,-0.07647168636322021
59,-0.7003535,-0.6318521,"('skillful', 'clumsy')",-0.7003535032272339,-0.6318520903587341,0.06850141286849976
33,0.68919176,0.6980387,"('softhearted', 'hardhearted')",0.6891917586326599,0.6980386972427368,0.008846938610076904
45,-0.64814883,-0.79935884,"('cooperative', 'exploitative')",-0.6481488347053528,-0.7993588447570801,-0.1512100100517273
87,-0.6382548,-0.5998082,"('dedicated', 'undedicated')",-0.6382548213005066,-0.5998082160949707,0.03844660520553589
71,-0.61972713,-0.7120809,"('efficient', 'inefficient')",-0.6197271347045898,-0.7120808959007263,-0.09235376119613647
109,-0.588691,-0.5004903,"('conservative', 'liberal')",-0.588690996170044,-0.5004903078079224,0.08820068836212158
