,allergan_male,allergan_female,tuple,average_male,average_female,female-male
75,2.0147185,1.5785084,"('confident', 'shy')",2.014718532562256,1.5785083770751953,-0.43621015548706055
66,1.4137146,1.6261067,"('imaginative', 'unimaginative')",1.4137146472930908,1.6261067390441895,0.21239209175109863
15,1.380571,1.3055037,"('polite', 'impolite')",1.3805710077285767,1.3055037260055542,-0.07506728172302246
12,1.369168,1.2376802,"('sympathetic', 'unsympathetic')",1.3691680431365967,1.237680196762085,-0.13148784637451172
103,1.3486781,1.2763596,"('traditional', 'modern')",1.3486781120300293,1.2763595581054688,-0.07231855392456055
90,1.3305677,0.9585254,"('motivated', 'unmotivated')",1.330567717552185,0.9585254192352295,-0.37204229831695557
0,1.3023497,1.1597854,"('sociable', 'unsociable')",1.3023496866226196,1.1597853899002075,-0.1425642967224121
6,1.3021044,1.3016768,"('liked', 'disliked')",1.3021043539047241,1.3016767501831055,-0.00042760372161865234
100,1.2800981,1.3504722,"('influential', 'uninfluential')",1.2800980806350708,1.3504722118377686,0.07037413120269775
25,1.2195331,0.82948464,"('moral', 'immoral')",1.219533085823059,0.8294846415519714,-0.39004844427108765
52,1.1722906,0.9527543,"('competitive', 'uncompetitive')",1.172290563583374,0.9527543187141418,-0.21953624486923218
53,-1.1615136,-1.2132188,"('smart', 'stupid')",-1.1615135669708252,-1.2132188081741333,-0.051705241203308105
60,1.1540531,1.207756,"('educated', 'uneducated')",1.1540530920028687,1.2077560424804688,0.0537029504776001
94,1.0390049,0.72491056,"('aggressive', 'submissive')",1.039004921913147,0.72491055727005,-0.3140943646430969
55,1.0306308,0.82207584,"('intelligent', 'unintelligent')",1.0306308269500732,0.8220758438110352,-0.20855498313903809
70,0.99470437,1.0885953,"('wise', 'unwise')",0.9947043657302856,1.0885952711105347,0.09389090538024902
2,0.9874725,0.8124882,"('friendly', 'unfriendly')",0.9874724745750427,0.8124881982803345,-0.17498427629470825
109,0.9698462,0.7050055,"('conservative', 'liberal')",0.9698461890220642,0.7050055265426636,-0.26484066247940063
108,0.9698462,0.7050055,"('conservative', 'liberal')",0.9698461890220642,0.7050055265426636,-0.26484066247940063
43,-0.9572985,-0.9217709,"('genuine', 'fake')",-0.9572985172271729,-0.9217708706855774,0.03552764654159546
74,0.9410925,0.70199686,"('insightful', 'unperceptive')",0.9410924911499023,0.7019968628883362,-0.23909562826156616
91,0.9351114,0.8492247,"('resilient', 'nonresilient')",0.935111403465271,0.8492246866226196,-0.08588671684265137
14,0.89742035,0.7975706,"('supportive', 'unsupportive')",0.897420346736908,0.7975705862045288,-0.09984976053237915
107,0.87891984,1.0903976,"('conventional', 'modern')",0.8789198398590088,1.090397596359253,0.21147775650024414
95,-0.844219,-0.85018855,"('rich', 'poor')",-0.8442190289497375,-0.8501885533332825,-0.005969524383544922
72,0.82628375,0.84797347,"('logical', 'illogical')",0.8262837529182434,0.8479734659194946,0.02168971300125122
78,0.82000625,0.49394122,"('active', 'inactive')",0.820006251335144,0.49394121766090393,-0.3260650336742401
62,0.81891084,1.1650231,"('creative', 'uncreative')",0.8189108371734619,1.1650230884552002,0.3461122512817383
4,-0.8174354,-0.86696625,"('likable', 'unlikable')",-0.8174353837966919,-0.8669662475585938,-0.049530863761901855
101,0.8098271,0.61971295,"('successful', 'unsuccessful')",0.8098270893096924,0.6197129487991333,-0.19011414051055908
16,0.8058022,0.524873,"('social', 'antisocial')",0.8058022260665894,0.5248730182647705,-0.28092920780181885
41,-0.7797806,-0.50683093,"('incorrupt', 'corrupt')",-0.7797806262969971,-0.5068309307098389,0.2729496955871582
77,0.7739624,0.8992221,"('active', 'inactive')",0.7739623785018921,0.8992220759391785,0.12525969743728638
31,-0.7735552,-0.5906799,"('altruistic', 'egoistic')",-0.7735552191734314,-0.5906798839569092,0.18287533521652222
71,0.77293885,0.13612342,"('efficient', 'inefficient')",0.7729388475418091,0.1361234188079834,-0.6368154287338257
40,-0.77000475,-0.93011266,"('honorable', 'mean')",-0.7700047492980957,-0.9301126599311829,-0.16010791063308716
81,-0.7656746,-0.934675,"('industrious', 'lazy')",-0.7656745910644531,-0.9346749782562256,-0.16900038719177246
21,0.76195294,0.6766846,"('nice', 'nasty')",0.7619529366493225,0.6766846179962158,-0.08526831865310669
8,-0.74452895,-0.5240151,"('open', 'distant')",-0.7445289492607117,-0.5240151286125183,0.22051382064819336
27,-0.73367536,-0.5587771,"('sincere', 'insincere')",-0.7336753606796265,-0.5587770938873291,0.17489826679229736
104,-0.7136161,-0.559988,"('conventional', 'unconventional')",-0.7136160731315613,-0.5599880218505859,0.15362805128097534
54,0.7116341,0.21275756,"('smart', 'stupid')",0.71163409948349,0.21275755763053894,-0.49887654185295105
9,0.6871078,0.74552226,"('sensitive', 'insensitive')",0.6871078014373779,0.7455222606658936,0.058414459228515625
102,0.6663205,0.51213425,"('eminent', 'low')",0.6663205027580261,0.5121342539787292,-0.15418624877929688
23,0.66021645,0.7729316,"('hospitable', 'inhospitable')",0.6602164506912231,0.7729315757751465,0.11271512508392334
45,-0.6448153,-0.8895675,"('cooperative', 'exploitative')",-0.6448153257369995,-0.889567494392395,-0.2447521686553955
19,-0.6415317,-0.33035085,"('funny', 'boring')",-0.6415317058563232,-0.3303508460521698,0.31118085980415344
69,-0.63101184,-0.5164814,"('wise', 'foolish')",-0.6310118436813354,-0.5164813995361328,0.11453044414520264
5,0.6224843,0.6500534,"('pleasant', 'repellent')",0.6224843263626099,0.6500533819198608,0.027569055557250977
89,0.6192118,0.4053469,"('daring', 'anxious')",0.6192117929458618,0.40534690022468567,-0.21386489272117615
13,0.61601144,0.41579425,"('helpful', 'unhelpful')",0.6160114407539368,0.4157942533493042,-0.20021718740463257
110,-0.6152156,-0.47586477,"('narrow-minded', 'open-minded')",-0.6152155995368958,-0.4758647680282593,0.13935083150863647
10,-0.59887636,-0.08063258,"('affectionate', 'unaffectionate')",-0.5988763570785522,-0.08063258230686188,0.5182437747716904
68,-0.5881127,-0.788733,"('clever', 'inept')",-0.5881127119064331,-0.7887330055236816,-0.20062029361724854
50,-0.5803684,-0.88973933,"('unprejudiced', 'prejudiced')",-0.5803683996200562,-0.8897393345832825,-0.3093709349632263
92,-0.57751155,-0.33294606,"('unwavering', 'wavering')",-0.5775115489959717,-0.3329460620880127,0.24456548690795898
76,0.5582282,0.5155987,"('secure', 'insecure')",0.5582281947135925,0.515598714351654,-0.04262948036193848
85,0.5537167,0.65136266,"('ambitious', 'unambitious')",0.5537167191505432,0.6513626575469971,0.09764593839645386
63,-0.54715633,-0.1771593,"('capable', 'incapable')",-0.5471563339233398,-0.17715929448604584,0.369997039437294
80,0.5222244,0.5111161,"('independent', 'dependent')",0.5222244262695312,0.511116087436676,-0.011108338832855225
32,-0.5167397,-0.40522915,"('benevolent', 'hardhearted')",-0.5167397260665894,-0.4052291512489319,0.11151057481765747
64,0.5007045,0.2315476,"('clever', 'incompetent')",0.5007045269012451,0.23154759407043457,-0.26915693283081055
11,-0.4521395,-0.10954668,"('caring', 'unaffectionate')",-0.4521394968032837,-0.10954667627811432,0.3425928205251694
1,0.45024645,0.85686845,"('friendly', 'unfriendly')",0.4502464532852173,0.8568684458732605,0.4066219925880432
37,0.44073194,0.5568098,"('good', 'evil')",0.440731942653656,0.5568097829818726,0.11607784032821655
20,0.4334164,0.5163779,"('popular', 'unpopular')",0.4334163963794708,0.5163779258728027,0.08296152949333191
24,0.42302096,0.18860608,"('thoughtful', 'rough')",0.42302095890045166,0.18860608339309692,-0.23441487550735474
51,0.40769804,0.24320516,"('competent', 'incompetent')",0.40769803524017334,0.24320515990257263,-0.1644928753376007
42,0.38201308,0.83208865,"('amicable', 'hostile')",0.38201308250427246,0.8320886492729187,0.45007556676864624
7,-0.37890565,-0.19685581,"('outgoing', 'distant')",-0.37890565395355225,-0.1968558132648468,0.18204984068870544
29,0.37680718,0.3214351,"('honest', 'immoral')",0.37680718302726746,0.3214350938796997,-0.05537208914756775
61,-0.3657854,-0.16500387,"('rational', 'irrational')",-0.3657853901386261,-0.16500386595726013,0.20078152418136597
58,-0.36239725,-0.3558814,"('able', 'clumsy')",-0.3623972535133362,-0.35588139295578003,0.006515860557556152
22,0.36080325,0.34757218,"('welcoming', 'disagreeable')",0.3608032464981079,0.3475721776485443,-0.013231068849563599
59,-0.3476478,-0.22908172,"('skillful', 'clumsy')",-0.3476477861404419,-0.22908172011375427,0.11856606602668762
97,0.34177914,0.23450202,"('superior', 'inferior')",0.3417791426181793,0.23450201749801636,-0.10727712512016296
33,-0.3334664,-0.078042924,"('softhearted', 'hardhearted')",-0.33346641063690186,-0.07804292440414429,0.25542348623275757
84,0.33193457,0.45756155,"('self-confident', 'diffident')",0.3319345712661743,0.45756155252456665,0.12562698125839233
18,0.30422238,0.2819966,"('social', 'asocial')",0.30422237515449524,0.28199660778045654,-0.022225767374038696
39,-0.28693396,-0.11537215,"('right', 'wrong')",-0.286933958530426,-0.11537215113639832,0.1715618073940277
47,0.28607383,0.26965576,"('forgiving', 'unforgiving')",0.28607383370399475,0.2696557641029358,-0.01641806960105896
88,-0.28406912,0.08094315,"('impulsive', 'meek')",-0.28406912088394165,0.08094315230846405,0.3650122731924057
