,zions_male,zions_female,tuple,bancorporation_male,bancorporation_female,n_male,n_female,a_male,a_female,average_male,average_female,female-male
75,3.458836,3.5140986,"('confident', 'shy')",2.6529248,2.4704063,6.49354,6.315895,4.257983,4.094185,4.215821266174316,4.09864616394043,-0.11717510223388672
27,-3.3766773,-3.462799,"('sincere', 'insincere')",-2.0001564,-1.8402278,-4.8499517,-4.7563567,-4.7484765,-4.781503,-3.7438154220581055,-3.710221767425537,0.03359365463256836
104,-2.2323363,-2.0864367,"('conventional', 'unconventional')",-0.6938383,-0.63126403,-1.2167374,-0.8911365,0.4352287,0.7824341,-0.9269207715988159,-0.7066007852554321,0.2203199863433838
32,-2.2063985,-2.0471883,"('benevolent', 'hardhearted')",-1.2585915,-1.146153,-1.552381,-1.301105,-0.67500556,-0.47398028,-1.4230941534042358,-1.2421066761016846,0.18098747730255127
50,2.0631533,1.9661589,"('unprejudiced', 'prejudiced')",0.3215207,0.1440872,2.294519,2.0479226,2.1030297,1.9751623,1.6955556869506836,1.5333328247070312,-0.16222286224365234
40,-2.0199456,-2.3253546,"('honorable', 'mean')",-2.190157,-2.2996106,-4.5722113,-4.54722,-3.355069,-3.4942946,-3.034345865249634,-3.1666202545166016,-0.13227438926696777
95,-1.9500825,-1.9710952,"('rich', 'poor')",-1.9419873,-1.6204393,-4.800147,-4.837388,-5.54408,-5.660554,-3.5590741634368896,-3.522369146347046,0.03670501708984375
6,1.9326481,2.230813,"('liked', 'disliked')",1.2389228,1.1802454,5.4350767,5.3671246,4.255017,4.204914,3.2154159545898438,3.245774269104004,0.030358314514160156
66,1.7120376,1.8149095,"('imaginative', 'unimaginative')",1.5686036,1.6314324,2.108201,2.024732,1.0881232,1.0376737,1.6192413568496704,1.6271870136260986,0.007945656776428223
11,-1.5108942,-1.3966944,"('caring', 'unaffectionate')",-0.7090298,-0.89780486,-1.4886692,-1.4688109,-0.9271126,-0.9690563,-1.1589264869689941,-1.183091640472412,-0.02416515350341797
1,-1.4614092,-1.2588876,"('friendly', 'unfriendly')",-0.47426516,-0.66184026,-1.9972066,-1.6626236,-0.85035896,-0.7755853,-1.1958099603652954,-1.0897341966629028,0.10607576370239258
53,-1.396269,-1.3795605,"('smart', 'stupid')",-1.8208833,-1.902529,-4.2956867,-4.2566066,-4.3243756,-4.346325,-2.959303617477417,-2.971255302429199,-0.011951684951782227
15,1.3933785,1.3556643,"('polite', 'impolite')",0.4816048,0.5461814,1.1088549,1.2142751,-0.6995234,-0.77182984,0.5710786581039429,0.5860727429389954,0.01499408483505249
10,-1.3648422,-1.1538817,"('affectionate', 'unaffectionate')",-0.34557426,-0.41278794,-0.8301361,-0.75125027,0.19239253,0.20835593,-0.5870400071144104,-0.5273909568786621,0.05964905023574829
34,-1.3076705,-1.040306,"('loyal', 'disloyal')",-0.030308694,0.2637891,-2.338623,-2.1237693,-1.3204908,-1.1460375,-1.2492733001708984,-1.0115809440612793,0.23769235610961914
33,-1.3002915,-1.4523883,"('softhearted', 'hardhearted')",0.18375115,-0.14320245,-1.9520106,-1.6577922,-1.0274097,-0.9256936,-1.0239901542663574,-1.0447691679000854,-0.020779013633728027
3,1.2010685,1.1190348,"('likable', 'unlikable')",-0.55105317,-0.5253192,1.8589683,1.8696136,1.5100329,1.3276552,1.0047540664672852,0.9477461576461792,-0.05700790882110596
