,first_male,first_female,tuple,republic_male,republic_female,bank_male,bank_female,s_male,s_female,f_male,f_female,new_male,new_female,average_male,average_female,female-male
33,-2.299778,-2.1453865,"('softhearted', 'hardhearted')",0.048748553,0.05679792,-1.2246298,-0.9139252,-1.7062128,-1.4781152,-0.7266284,-0.7215935,-0.62816787,-0.6920396,-1.0894447962443035,-0.9823769728342692,0.10706782341003429
12,-2.2769296,-2.1380038,"('sympathetic', 'unsympathetic')",-1.4947122,-1.1786869,-0.81384826,-0.73566794,-1.6161723,-1.5258291,-1.3797414,-1.2478198,-1.2802973,-1.1208498,-1.4769501686096191,-1.3244762420654297,0.15247392654418945
41,2.2465408,2.4474564,"('incorrupt', 'corrupt')",1.8802078,1.7894741,1.3364859,1.4755075,0.9504521,1.31418,0.7694956,0.93762594,2.200282,2.1927314,1.5639108022054036,1.6928291320800781,0.12891832987467455
51,-2.2279663,-2.050774,"('competent', 'incompetent')",-0.5507949,-0.30733305,-0.5443608,-0.5583076,-0.678311,-0.7913275,-0.31023973,-0.41703594,0.07464939,0.2558064,-0.7061705589294434,-0.6448286374409994,0.06134192148844397
38,-2.1539512,-2.1497846,"('kind', 'unkind')",-3.446553,-3.0525844,-2.8988214,-2.5975816,-2.1178288,-1.7184348,-1.4007804,-1.0581887,-1.1115729,-0.71509457,-2.188251177469889,-1.8819446563720703,0.30630652109781886
105,-2.1375923,-1.9809257,"('conventional', 'modern')",-0.038849294,0.07393147,-0.910257,-0.9735501,-0.2416121,-0.26325893,-0.4616344,-0.5066285,0.8306431,0.5736888,-0.49321699142456055,-0.5127904812494913,-0.01957348982493079
9,-2.1064672,-2.2414727,"('sensitive', 'insensitive')",-1.0894568,-0.97094256,-1.2463638,-1.294332,-0.82455635,-0.83095413,-0.4813246,-0.5719662,-0.98445404,-0.92043555,-1.1221038500467937,-1.138350486755371,-0.0162466367085774
49,-2.0001607,-2.2094998,"('responsible', 'irresponsible')",-1.1661885,-1.0677149,-1.5477035,-1.7175227,-1.0167278,-0.87323254,-0.6525536,-0.71082497,-1.0568249,-1.0981494,-1.2400264739990234,-1.2794907093048096,-0.03946423530578613
58,-1.9307644,-1.9955413,"('able', 'clumsy')",-1.8099571,-1.5293651,-1.1536431,-0.9180693,-1.5277407,-1.234221,-2.0749729,-1.8382783,-1.5659094,-1.5201012,-1.6771647135416667,-1.5059293111165364,0.17123540242513036
81,1.8487161,1.8265294,"('industrious', 'lazy')",1.8778181,1.6784666,1.6023536,1.6110629,1.8059484,1.7236845,2.1455176,2.0101967,2.0022373,2.030965,1.8804318110148113,1.8134841918945312,-0.06694761912028002
34,-1.844079,-1.6112614,"('loyal', 'disloyal')",-2.3335595,-1.8189101,-1.8668888,-1.5986952,-1.95861,-1.5504031,-2.1880205,-1.8705204,-1.179813,-0.9404594,-1.8951619466145833,-1.5650415420532227,0.3301204045613606
64,-1.8142124,-1.7292492,"('clever', 'incompetent')",-1.3831757,-1.1917233,-0.7883435,-0.7087302,-1.2038223,-1.1148214,-0.8185034,-0.7446703,-1.4687406,-1.580534,-1.2461329301198323,-1.1782880624135335,0.06784486770629883
78,1.7842628,1.6102723,"('active', 'inactive')",2.810627,2.75462,1.5619781,1.2684833,1.9804981,1.9224925,2.269381,1.896018,1.6742909,1.1332293,2.0135064125061035,1.764185905456543,-0.24932050704956055
28,-1.7479856,-1.9629323,"('honest', 'dishonest')",-0.9449921,-0.7801592,-1.4344407,-1.4957844,-0.95714575,-0.6693777,-2.0267966,-1.9548106,-1.27389,-0.99179226,-1.3975416819254558,-1.3091427485148113,0.08839893341064453
98,1.7044699,1.6857978,"('prestigious', 'insignificant')",-0.40512246,-0.6198151,-0.8366179,-0.8358189,-0.16405134,-0.08335818,-0.7501015,-0.9209541,0.27524158,0.15429056,-0.029363627235094707,-0.10330965121587117,-0.07394602398077646
17,-1.6793181,-1.5798491,"('social', 'antisocial')",-0.2932998,-0.17897272,-0.64629066,-0.452768,-0.042440183,0.1966954,0.023970187,0.2758165,-0.42820126,-0.10149157,-0.5109299421310425,-0.30676160256067914,0.20416833957036334
106,-1.6751354,-1.3287265,"('conventional', 'unconventional')",0.5548735,0.61685085,-0.34723783,-0.35586837,0.16194272,0.39784598,0.29415843,0.50343764,1.2797227,0.963664,0.04472068945566813,0.13286726673444113,0.08814657727877301
70,1.6647702,1.6958638,"('wise', 'unwise')",0.046058908,0.19045852,0.4552096,0.5262711,0.4110885,0.39607215,1.4250469,1.2798738,1.675778,1.6813757,0.9463253815968832,0.9616524378458658,0.015327056248982673
50,1.6608584,1.5330505,"('unprejudiced', 'prejudiced')",1.9002341,1.6864243,2.2667234,2.121076,2.0029101,1.546516,2.1660395,1.9731851,1.2686491,1.0383911,1.877569039662679,1.6497739156087239,-0.22779512405395508
67,-1.6483644,-1.5457592,"('discriminating', 'undiscriminating')",-0.7657269,-0.6948648,-0.28315523,-0.16553313,-0.5993761,-0.23447993,-0.652033,-0.44847095,0.70384866,0.7983501,-0.5408011674880981,-0.38179298241933185,0.1590081850687663
13,-1.5889919,-1.8403122,"('helpful', 'unhelpful')",-3.002343,-2.8107805,-3.2540295,-3.2247953,-2.0524375,-2.435584,-2.3291416,-2.261805,-2.575208,-2.4277782,-2.4670252799987793,-2.5001757939656577,-0.0331505139668784
48,1.5865445,1.4017898,"('reliable', 'unreliable')",-0.3575223,-0.30488738,2.1090958,2.0938027,1.4944011,1.3647536,2.7379193,2.6114213,1.1541629,1.1235613,1.4541002909342449,1.3817400932312012,-0.0723601977030437
32,-1.5466222,-1.3395643,"('benevolent', 'hardhearted')",-2.2411792,-2.2245164,-2.258099,-2.0210447,-1.339325,-0.8827551,-1.22421,-0.9327705,-0.5565795,-0.20947967,-1.527669111887614,-1.268355131149292,0.259313980738322
43,-1.5294175,-1.6573291,"('genuine', 'fake')",-0.11552888,-0.011252433,0.3321312,0.37875625,-0.51376605,-0.3775317,-0.20692699,-0.2073636,0.3768835,0.38788807,-0.2761041323343913,-0.2478054165840149,0.028298715750376402
100,-1.5277946,-1.4658102,"('influential', 'uninfluential')",-0.7756537,-0.33553827,-0.96947515,-0.6294286,-1.1500468,-0.9076897,-0.7662113,-0.5350659,-0.52025104,-0.49207926,-0.9515721003214518,-0.7276020050048828,0.22397009531656897
0,-1.5193409,-1.1861337,"('sociable', 'unsociable')",-1.2430406,-0.81293523,-0.8748734,-0.5332035,-0.8173182,-0.44191256,-0.43077153,-0.087460786,-0.76800233,-0.5637635,-0.9422245025634766,-0.6042348543802897,0.3379896481831869
83,-1.42135,-1.7561164,"('energetic', 'lethargic')",-0.20940447,-0.13182831,-0.04845956,-0.1211656,-0.67661047,-0.59648156,-0.9190563,-0.86324966,-0.80170095,-0.6726756,-0.6794303258260092,-0.6902528603871664,-0.010822534561157227
69,1.4078472,1.2860075,"('wise', 'foolish')",-0.05222875,-0.086883545,-0.009742558,-0.050719798,-0.23570237,0.032103956,0.16147867,0.165748,0.5438058,0.65526724,0.30257634321848553,0.3335872491200765,0.031010905901590946
87,-1.3597465,-1.3849142,"('dedicated', 'undedicated')",-1.3590043,-1.4948119,-0.80294055,-0.72572446,-2.2072513,-1.851409,-1.2903706,-0.945307,-0.63571346,-0.37742674,-1.275837818781535,-1.129932165145874,0.14590565363566088
82,1.3563399,1.3453631,"('industrious', 'meek')",1.3777028,1.162488,0.3326106,0.49027783,1.1333029,1.2656841,0.93980664,0.89251125,1.3513242,1.312031,1.0818477471669514,1.078059196472168,-0.0037885506947834546
21,1.3092396,1.1405658,"('nice', 'nasty')",0.681111,0.448564,0.15966094,0.027445555,0.84449726,0.7686704,1.1061163,1.0824485,0.35453856,0.31382322,0.7425272464752197,0.6302528778711954,-0.11227436860402429
65,-1.285078,-1.4979538,"('practical', 'impractical')",-2.67029,-2.593711,-1.4374557,-1.6050773,-1.5140071,-1.4881842,-0.5923945,-0.51642007,-1.6388373,-1.5554767,-1.5230104128519695,-1.5428037643432617,-0.019793351491292244
37,1.2711245,1.1763427,"('good', 'evil')",2.5642717,2.393836,1.6318533,1.5781286,0.95270807,1.1125169,1.5870392,1.5928992,2.5303283,2.428041,1.756220817565918,1.7136274973551433,-0.042593320210774666
7,1.261153,0.9546225,"('outgoing', 'distant')",1.7725841,1.468917,0.848757,0.5648303,0.5574417,0.43451837,0.3666997,0.10629092,0.8801502,0.5827791,0.9477976163228353,0.685326337814331,-0.26247127850850427
1,-1.230298,-1.1996424,"('friendly', 'unfriendly')",-1.7472669,-1.4408557,-2.669364,-2.499082,-1.6254693,-1.2045774,-1.4483471,-1.3958213,0.03334117,0.025989413,-1.447900613149007,-1.2856648763020833,0.16223573684692383
4,-1.230056,-1.2996467,"('likable', 'unlikable')",-0.85437894,-0.9681667,-1.2206585,-1.3519752,-0.93390405,-0.8977578,-0.25630015,-0.24856773,0.38617718,0.37986428,-0.6848533948262533,-0.731041669845581,-0.04618827501932776
60,-1.2234647,-1.05905,"('educated', 'uneducated')",-1.3491801,-0.95830053,-0.7729676,-0.6470682,-1.1987791,-0.7531843,-0.467049,-0.19192454,-0.794942,-0.4889455,-0.967730442682902,-0.6830788453420004,0.2846515973409016
101,-1.2227174,-1.4702339,"('successful', 'unsuccessful')",-0.77065593,-0.48606074,-1.3645941,-1.1478422,-0.65530014,-0.5862003,-0.5818121,-0.69275427,-0.6508886,-0.41667444,-0.8743279774983724,-0.7999610106150309,0.07436696688334155
107,-1.1907703,-1.1264899,"('conventional', 'modern')",0.51666844,0.53598654,0.27283463,0.13954502,0.09382111,-0.04821396,0.43546045,0.4616273,1.0958123,1.6039909,0.2039711078008016,0.2610743244489034,0.05710321664810178
71,-1.184802,-1.6101937,"('efficient', 'inefficient')",-0.43981987,-0.26409647,0.035087705,-0.16519606,-0.98342305,-1.1852483,-0.5202291,-0.6790252,-1.2771156,-1.4559102,-0.7283837000528971,-0.8932783603668213,-0.1648946603139242
99,1.1776506,1.3237538,"('prestigious', 'insignificant')",-1.0695827,-1.435146,-1.3817596,-1.2785866,-0.25963908,-0.07923794,-0.8453338,-0.7466346,0.7842057,0.64763576,-0.2657431761423747,-0.261369268099467,0.004373908042907715
36,-1.1660068,-1.3816144,"('tolerant', 'intolerant')",-1.5235286,-1.7066,-0.8582554,-1.1389389,-0.8750172,-1.063412,-0.43433648,-0.48576182,-0.8488381,-0.593192,-0.9509971936543783,-1.0615865389506023,-0.110589345296224
55,-1.1500993,-0.9351387,"('intelligent', 'unintelligent')",-1.1398073,-0.84644496,-0.7882632,-0.7423042,-0.98545027,-0.771705,-0.15069902,-0.12524301,-0.3138889,-0.4464134,-0.7547013759613037,-0.6445415019989014,0.11015987396240234
11,-1.1327885,-1.2284952,"('caring', 'unaffectionate')",-1.2906559,-1.1591649,-2.3199444,-2.1738923,-1.4087851,-1.4143167,-1.3480446,-1.3127519,-0.39734697,-0.45263273,-1.3162608941396077,-1.29020889600118,0.026051998138427734
66,1.1099576,1.2886512,"('imaginative', 'unimaginative')",0.038780272,0.24113923,2.071839,2.1528926,1.1934769,1.1680977,2.6894672,2.630722,0.34587073,0.7209271,1.2415653864542644,1.3670716285705566,0.12550624211629224
47,-1.1059897,-0.9457637,"('forgiving', 'unforgiving')",-0.52354145,-0.39261535,-1.852688,-1.72774,-1.2650491,-0.9534594,-0.35576966,-0.19765541,-0.45840046,-0.068962395,-0.9269063472747803,-0.7143660386403402,0.21254030863444007
74,-1.0947254,-1.2233868,"('insightful', 'unperceptive')",-1.8443832,-1.5911573,-1.7838279,-1.7883239,-0.8453063,-0.88046503,-0.77762413,-0.9048928,-0.31318325,-0.21756577,-1.1098417441050212,-1.1009653409322102,0.00887640317281102
5,-1.090061,-1.0560141,"('pleasant', 'repellent')",-0.24367666,-0.19688173,-0.032917798,-0.06546727,-0.31704676,-0.58645505,-0.30792576,-0.3558881,-0.097297505,-0.30082503,-0.3481542269388835,-0.42692188421885174,-0.07876765727996826
92,1.0757124,1.0475023,"('unwavering', 'wavering')",-0.3016628,-0.31471717,-0.13866007,-0.1712456,-0.07373518,-0.2526112,-0.42143404,-0.5224946,1.0242958,0.81975317,0.19408603509267172,0.10103114446004231,-0.09305489063262941
73,-1.0732969,-1.5527686,"('brilliant', 'incompetent')",-0.8355528,-0.93917674,-0.94216126,-1.2347225,-0.83561385,-1.3831921,-1.1781181,-1.6473839,-1.3390191,-1.6772346,-1.0339603424072266,-1.4057464599609375,-0.37178611755371094
61,1.060027,1.244487,"('rational', 'irrational')",1.0211595,1.0259812,0.34259707,0.45346916,0.39002776,0.57449454,0.29145476,0.44195062,1.4804657,1.715029,0.764288584391276,0.9092353185017904,0.1449467341105144
88,1.0299209,1.03615,"('impulsive', 'meek')",1.4171243,1.1434823,1.2176456,1.0282046,1.1039596,0.9828484,0.85266435,0.8417104,1.563556,1.8192687,1.197478453318278,1.1419440905253093,-0.05553436279296875
24,-1.0283196,-1.0138727,"('thoughtful', 'rough')",-0.6509119,-0.5495883,-0.32755798,-0.2656538,-1.3829374,-1.0389155,-0.56735444,-0.46626413,-0.80838597,-1.0449764,-0.7942445278167725,-0.7298785050710043,0.06436602274576819
3,1.0239002,1.0647165,"('likable', 'unlikable')",1.0073453,1.0753062,0.99540734,0.9754459,1.7380717,1.5020833,1.9170214,1.9031427,1.4871099,1.6269121,1.361475944519043,1.3579344749450684,-0.0035414695739746094
16,-1.0015965,-0.8695284,"('social', 'antisocial')",-0.32778764,-0.18624681,-0.30811954,-0.14426723,-0.32052603,-0.18526554,0.09582292,0.15494804,-0.8021402,-0.50254613,-0.444057822227478,-0.28881768385569256,0.15524013837178546
2,-0.9889002,-1.2447867,"('friendly', 'unfriendly')",-1.1835337,-0.8270915,-0.541995,-0.36424327,-0.81412303,-0.61274534,-0.45148596,-0.33378634,-1.6722184,-1.4798024,-0.9420427481333414,-0.8104092280069987,0.13163352012634277
63,-0.9882023,-1.2105409,"('capable', 'incapable')",-1.0970752,-1.1070359,-1.8917965,-1.9390268,-1.3154932,-1.1027094,-1.8152499,-1.8160806,-0.33474922,-0.53823125,-1.2404277324676514,-1.2856041590372722,-0.04517642656962084
14,0.97207284,0.87783027,"('supportive', 'unsupportive')",-0.08787668,0.0418725,0.2447238,0.20284958,0.7374517,0.45162743,1.611462,1.6081278,-0.059206426,-0.05194989,0.5697712103525797,0.5217262903849283,-0.04804491996765137
42,0.91212404,1.1791652,"('amicable', 'hostile')",0.6827559,0.7358353,-0.025236785,0.20992005,0.46996683,0.7285613,0.39685905,0.72822165,1.8091202,1.8213055,0.7075982093811035,0.9005014896392822,0.1929032802581787
10,-0.88422465,-0.7683364,"('affectionate', 'unaffectionate')",-1.1760216,-1.2022814,-1.9408758,-1.7969762,-0.80899763,-0.57405305,-0.6439677,-0.52838254,0.7698784,0.8342984,-0.780701478322347,-0.6726218859354655,0.10807959238688158
93,0.84892035,0.7064172,"('dominating', 'dominated')",0.42358112,0.64869833,0.26661545,0.431305,0.20065835,0.16068792,0.15636665,0.24591953,-1.2408098,-0.70492834,0.10922199487686157,0.2480165958404541,0.13879460096359253
23,0.8429227,0.80535156,"('hospitable', 'inhospitable')",0.14375553,-0.06838709,-0.34101146,-0.4900394,0.2982089,0.076487124,0.7430757,0.62170386,1.1858441,1.118948,0.4787992636362712,0.3440106709798177,-0.1347885926564535
59,0.83066046,0.79150975,"('skillful', 'clumsy')",-0.48459098,-0.3540495,0.124093235,0.50772077,-0.031960517,-0.060613036,0.28694266,0.26732042,1.3879981,1.4707971,0.3521904945373535,0.43711423873901367,0.08492374420166016
72,-0.78675747,-0.75870144,"('logical', 'illogical')",0.15633869,0.39561096,-0.78347623,-0.564985,-0.80586207,-0.76219964,-0.82979757,-0.7119587,-0.42463043,-0.11634571,-0.5790308316548666,-0.4197632471720378,0.1592675844828288
103,-0.77567464,-0.4764857,"('traditional', 'modern')",1.2037275,1.2367371,1.4957626,1.5299618,0.55123687,0.41182768,0.38891417,0.37134245,0.68126935,0.61791956,0.5908726453781128,0.615217129389445,0.024344484011332157
96,0.749217,0.49149635,"('powerful', 'powerless')",-0.72584474,-0.6478095,-0.7260391,-0.5410193,0.43924114,0.5093158,0.19743405,0.5117907,-0.45298013,-0.42514718,-0.08649530013402303,-0.016895532608032227,0.0695997675259908
39,0.7488787,0.7741513,"('right', 'wrong')",-0.66339517,-0.5892732,-0.3139634,-0.045426533,-0.02158305,0.16675487,0.22804788,0.32616198,0.26922962,0.41019645,0.04120243092377981,0.17376081148783365,0.13255838056405383
104,-0.7217752,-0.39551806,"('conventional', 'unconventional')",0.15600008,0.56162906,-1.0964208,-0.7692596,-0.28433675,0.063726336,-0.4053217,-0.29798383,0.09214801,-0.08103579,-0.37661770979563397,-0.1530736486117045,0.22354406118392947
77,0.6989857,0.801697,"('active', 'inactive')",1.2719018,1.255899,0.07575631,0.2875064,0.47027308,0.9483801,1.1062475,1.1600574,0.7132806,0.8810775,0.7227408091227213,0.8891029357910156,0.1663621266682943
46,0.6684883,1.0740817,"('generous', 'stingy')",1.9513884,1.9591393,1.8555348,1.9435979,1.4678637,1.7226073,1.6648353,1.7605023,0.83456933,0.996935,1.4071132342020671,1.5761439005533855,0.16903066635131836
79,0.6563479,0.7044328,"('determined', 'doubtful')",0.23275803,0.38408753,0.2932219,0.35794103,-0.11051378,0.3272677,0.39178267,0.58413374,0.31559122,0.37995023,0.2965312997500102,0.4563022057215373,0.1597709059715271
68,-0.6474841,-0.75533754,"('clever', 'inept')",-1.1664777,-1.3199005,-1.0661206,-1.2047254,-0.89377725,-1.1238291,-0.62038165,-0.88139933,-0.6454199,-0.8717228,-0.8399435679117838,-1.0261523723602295,-0.18620880444844568
94,-0.62755084,-0.78863174,"('aggressive', 'submissive')",-0.5833739,-0.33044922,0.5768788,0.37519017,0.2491233,0.13059762,0.12648392,0.09389132,-0.6174553,-0.32319823,-0.14598234494527182,-0.14043337106704712,0.0055489738782247
90,0.61198074,0.41633436,"('motivated', 'unmotivated')",0.9592678,0.97857046,0.82544637,0.70523524,-0.0005043745,-0.19145304,0.20156026,0.019300312,-0.115985096,-0.5120882,0.41362762451171875,0.23598321278889975,-0.177644411722819
110,0.57794255,0.5238824,"('narrow-minded', 'open-minded')",-0.18442065,-0.5247757,0.28884754,0.2161541,0.117494464,-0.2015568,-0.07812616,-0.09180698,-0.38863587,-0.16592145,0.05551697810490926,-0.040670737624168396,-0.09618771572907767
31,-0.569687,-0.40660524,"('altruistic', 'egoistic')",-0.41918707,-0.34432447,-0.85860926,-0.75512,-0.74065673,-0.30866084,-0.5173396,-0.5285325,0.63122517,0.40067068,-0.4123757680257161,-0.32376207907994586,0.08861368894577026
109,-0.51158834,-0.41955966,"('conservative', 'liberal')",0.50420856,0.59797883,1.2485335,1.1277109,0.1587286,0.13655072,0.5738858,0.6104599,-1.097023,-1.0688727,0.14612418413162231,0.16404465834299722,0.01792047421137491
108,-0.51158834,-0.41955966,"('conservative', 'liberal')",0.50420856,0.59797883,1.2485335,1.1277109,0.1587286,0.13655072,0.5738858,0.6104599,-1.097023,-1.0688727,0.14612418413162231,0.16404465834299722,0.01792047421137491
22,-0.5109452,-0.38959414,"('welcoming', 'disagreeable')",0.13025719,0.07394901,0.6239582,0.5495408,0.13983181,0.39298332,0.90051436,0.98200595,0.5636344,0.47769773,0.307875116666158,0.3477637767791748,0.03988866011301678
15,-0.49268106,-0.41559547,"('polite', 'impolite')",-0.5221338,-0.33195347,-0.17434293,-0.07615057,0.61787915,0.6943095,0.83704555,0.88773847,-0.60293305,-0.018667951,-0.05619434515635172,0.12328008810679118,0.1794744332631429
26,-0.48954076,-0.55362606,"('trustworthy', 'untrustworthy')",-0.5427695,-0.26238596,0.43039793,0.57674503,0.53648925,0.5513491,0.046001248,0.08425525,-0.7467338,-0.48269907,-0.12769260009129843,-0.014393617709477743,0.11329898238182069
89,-0.45033264,-0.5325098,"('daring', 'anxious')",0.06302139,0.15047291,0.2142384,0.23418894,0.06113401,0.06003347,-0.117841125,-0.17796746,-1.1694336,-1.3868266,-0.23320225874582926,-0.27543477217356366,-0.0422325134277344
30,-0.4441864,-0.77551794,"('honest', 'dishonest')",0.34791398,0.49374992,-1.0619564,-1.2808414,-0.4211919,-0.2424391,-0.55142206,-0.5072607,-0.46290857,-0.09674831,-0.4322919050852458,-0.4015096028645833,0.030782302220662472
8,0.42924428,0.2628559,"('open', 'distant')",1.5899777,1.3025578,0.6325042,0.39335752,-0.22062325,-0.14158443,0.004786223,-0.12795387,1.1676544,0.7915691,0.6005906263987223,0.413467009862264,-0.18712361653645831
85,-0.4149963,-0.3188531,"('ambitious', 'unambitious')",-0.12815359,-0.14732102,-0.16752934,-0.12484914,-0.40471986,-0.3345522,-0.17872384,-0.28872842,0.013987601,0.106343,-0.2133558988571167,-0.18466015656789145,0.02869574228922525
97,-0.38509893,-0.39830434,"('superior', 'inferior')",-0.7538333,-0.6950122,-0.7407543,-0.56127393,-0.33527395,0.13363123,-0.4575253,-0.3751735,-0.99121296,-0.8188501,-0.6106164455413818,-0.45249712467193604,0.1581193208694458
57,-0.3575996,-0.6919911,"('able', 'unable')",-0.22153153,-0.06418216,-0.31991866,-0.42304537,-0.3830642,-0.5276557,-0.20440544,-0.37178376,-0.46497375,-0.62447196,-0.32524887720743817,-0.45052166779836017,-0.125272790590922
76,-0.34264904,-0.3080148,"('secure', 'insecure')",-0.9236913,-0.65622616,0.22006476,0.16562438,0.14434367,0.14524746,0.047311664,0.0069678426,-0.46814716,-0.3669712,-0.22046120961507162,-0.16889540354410806,0.05156580607096356
84,0.3353046,0.2741341,"('self-confident', 'diffident')",-0.5332,-0.35170966,-1.1634939,-1.2052357,0.38500398,0.30177113,0.84777564,0.83360124,-0.24383731,-0.37390593,-0.06207449237505595,-0.08689079682032268,-0.02481630444526673
44,0.32833165,0.036056817,"('truthful', 'untruthful')",-1.9127471,-1.9489787,-1.5047665,-1.611411,-0.06648056,-0.38682705,-0.53867453,-0.5499362,-0.44683415,-0.3493275,-0.6901952425638834,-0.8017373085021973,-0.11154206593831384
54,0.31451505,0.15423197,"('smart', 'stupid')",1.5258243,1.5015509,-0.025140524,-0.16766366,1.0368693,0.82709134,1.2140586,0.94737136,0.84912705,0.60384494,0.8192089398701986,0.6444044510523478,-0.17480448881785082
91,0.31161833,0.33214483,"('resilient', 'nonresilient')",0.50909954,0.6901002,-0.61547697,-0.56252646,0.008906066,-0.04220903,0.7405174,0.6603664,0.2389951,-0.08850193,0.1989432374636332,0.16489567359288534,-0.034047563870747866
80,-0.30108008,-0.19834238,"('independent', 'dependent')",0.19362807,0.25398237,1.6989226,1.5847905,0.49290395,0.6838896,0.8217244,0.7914429,0.56695527,0.6444183,0.5788423617680868,0.6266968647638956,0.047854502995808845
56,0.2850421,0.23648182,"('intelligent', 'dumb')",0.36081743,0.4895999,1.3250711,1.3251783,0.983101,1.2694297,1.1474149,1.2401252,0.690233,1.0119772,0.7986132303873698,0.9287986755371094,0.13018544514973962
35,0.24962111,0.48783818,"('fair', 'unfair')",0.8565435,1.0572006,0.5910069,0.72550917,1.396543,1.6328251,0.8136971,1.0154581,0.53877056,0.72886944,0.7410303751627604,0.941283384958903,0.20025300979614258
18,-0.2355633,-0.3740515,"('social', 'asocial')",-1.0746757,-1.147395,-0.6139584,-0.6335666,-0.35912144,-0.37318996,-0.97074354,-0.8327314,-1.5692225,-1.306341,-0.8038808504740397,-0.7778792381286621,0.026001612345377567
45,-0.16773283,-0.64598495,"('cooperative', 'exploitative')",-0.87490785,-1.1041093,-0.31059277,-0.4434331,-0.69450045,-0.7318275,-0.9036106,-1.0290002,-1.0277846,-0.9165996,-0.6631881793340048,-0.8118257522583008,-0.14863757292429602
19,-0.13405094,-0.19102925,"('funny', 'boring')",-1.0749648,-1.1365709,-1.1434157,-1.1230285,-0.49064285,-0.30788672,0.34058046,0.4425345,-0.057115197,0.104435325,-0.42660148938496906,-0.3685909112294515,0.05801057815551758
102,-0.09606193,-0.10996649,"('eminent', 'low')",-2.7232351,-2.466168,-1.5067894,-1.2522603,-0.6899647,-0.69344366,-0.50641096,-0.45455018,-0.2643765,-0.27766025,-0.9644731680552164,-0.8756748835245768,0.08879828453063965
62,-0.091681,-0.17078471,"('creative', 'uncreative')",-0.67677784,-0.43446055,-0.4642677,-0.5730432,-1.100335,-0.774526,-0.33317256,-0.4515459,-0.56264377,-0.6173538,-0.5381463368733724,-0.5036190350850424,0.03452730178833008
20,-0.08379787,0.057433605,"('popular', 'unpopular')",-0.81975377,-0.72754854,-1.0855434,-1.036562,0.14811808,0.27692991,0.0029391646,0.06251258,1.8974743,1.6604376,0.00990609327952067,0.04886718591054281,0.03896109263102214
