,cooper_male,cooper_female,tuple,companies_male,companies_female,average_male,average_female,female-male
27,-6.402506,-6.036723,"('sincere', 'insincere')",-5.2910194,-5.0430202,-5.846762657165527,-5.539871692657471,0.30689096450805664
75,6.317827,6.352805,"('confident', 'shy')",4.229027,4.048299,5.2734270095825195,5.200551986694336,-0.0728750228881836
6,5.429024,5.1048384,"('liked', 'disliked')",4.506893,4.3582764,4.967958450317383,4.731557369232178,-0.23640108108520508
95,-5.0198846,-4.8786182,"('rich', 'poor')",-5.4419737,-5.160557,-5.230929374694824,-5.019587516784668,0.21134185791015625
40,-4.483041,-4.678329,"('honorable', 'mean')",-4.339181,-4.565246,-4.411110877990723,-4.6217875480651855,-0.2106766700744629
53,-3.9498985,-3.6832843,"('smart', 'stupid')",-3.7487233,-3.918414,-3.849310874938965,-3.800849199295044,0.0484616756439209
13,-3.1432736,-2.866681,"('helpful', 'unhelpful')",-3.176093,-3.0256078,-3.1596832275390625,-2.9461445808410645,0.21353864669799805
86,3.047975,2.8197758,"('self-reliant', 'helpless')",2.2057858,2.0375462,2.626880407333374,2.4286608695983887,-0.19821953773498535
48,2.485092,2.237713,"('reliable', 'unreliable')",2.1762204,2.0058253,2.330656051635742,2.1217691898345947,-0.20888686180114746
78,2.4004788,1.8288314,"('active', 'inactive')",1.7530717,1.3856063,2.076775312423706,1.607218861579895,-0.46955645084381104
38,-2.3784652,-1.7048665,"('kind', 'unkind')",-2.7575254,-2.3663466,-2.567995309829712,-2.035606622695923,0.5323886871337891
34,-2.3775263,-1.8931031,"('loyal', 'disloyal')",-1.5066017,-1.0167723,-1.9420640468597412,-1.4549376964569092,0.48712635040283203
46,2.3108847,2.202251,"('generous', 'stingy')",1.0752039,1.0987561,1.6930443048477173,1.6505035161972046,-0.042540788650512695
37,2.3069954,1.8891647,"('good', 'evil')",1.6873653,1.5959294,1.9971803426742554,1.7425470352172852,-0.2546333074569702
66,2.2108302,2.2727804,"('imaginative', 'unimaginative')",0.8877512,0.83477616,1.549290657043457,1.5537782907485962,0.00448763370513916
58,-2.1200995,-1.8543867,"('able', 'clumsy')",-1.6358559,-1.1913701,-1.877977728843689,-1.5228784084320068,0.35509932041168213
28,-1.9320644,-1.753469,"('honest', 'dishonest')",-1.4038086,-1.4204441,-1.6679365634918213,-1.58695650100708,0.08098006248474121
11,-1.8933914,-1.9298372,"('caring', 'unaffectionate')",-1.7080817,-1.6065018,-1.8007365465164185,-1.7681695222854614,0.03256702423095703
32,-1.7243291,-1.3909504,"('benevolent', 'hardhearted')",-1.9150465,-1.7390414,-1.819687843322754,-1.5649960041046143,0.25469183921813965
81,1.6191342,1.2455735,"('industrious', 'lazy')",1.6700044,1.3421509,1.6445692777633667,1.293862223625183,-0.3507070541381836
1,-1.5161076,-1.3911903,"('friendly', 'unfriendly')",-1.8690416,-1.8572584,-1.6925745010375977,-1.6242244243621826,0.06835007667541504
44,-1.4597126,-1.5758644,"('truthful', 'untruthful')",-1.2079344,-1.1802293,-1.3338234424591064,-1.3780468702316284,-0.04422342777252197
3,1.4258467,1.262731,"('likable', 'unlikable')",0.90367615,0.88237834,1.1647614240646362,1.072554588317871,-0.09220683574676514
80,1.2850797,1.3027463,"('independent', 'dependent')",0.5752865,0.5199741,0.9301831126213074,0.9113602042198181,-0.018822908401489258
12,-1.2463509,-1.0101261,"('sympathetic', 'unsympathetic')",-1.747654,-1.4923474,-1.497002363204956,-1.2512366771697998,0.24576568603515625
56,1.2384026,1.2679213,"('intelligent', 'dumb')",0.5479897,0.70259017,0.893196165561676,0.9852557182312012,0.09205955266952515
7,1.2354746,0.54922175,"('outgoing', 'distant')",1.3669419,0.68346596,1.301208257675171,0.6163438558578491,-0.6848644018173218
102,-1.2216614,-0.9603461,"('eminent', 'low')",-2.521974,-1.9777968,-1.8718178272247314,-1.469071388244629,0.40274643898010254
50,1.2140965,1.0365541,"('unprejudiced', 'prejudiced')",1.4521645,1.2097474,1.3331305980682373,1.1231508255004883,-0.20997977256774902
88,1.1605389,0.8476728,"('impulsive', 'meek')",1.1003683,0.98776245,1.1304535865783691,0.9177176356315613,-0.21273595094680786
63,-1.1050829,-1.1408901,"('capable', 'incapable')",-0.7436433,-0.79174185,-0.9243630766868591,-0.9663159847259521,-0.04195290803909302
10,-1.0805383,-0.8564035,"('affectionate', 'unaffectionate')",-1.0142548,-0.8971834,-1.0473965406417847,-0.8767935037612915,0.17060303688049316
87,-1.0782291,-0.9450554,"('dedicated', 'undedicated')",-1.6310345,-1.6208038,-1.354631781578064,-1.2829296588897705,0.07170212268829346
54,1.052305,0.8109342,"('smart', 'stupid')",0.4372229,0.2099596,0.744763970375061,0.5104469060897827,-0.23431706428527832
109,1.0436064,1.3398832,"('conservative', 'liberal')",0.39351907,0.1461236,0.7185627222061157,0.7430034279823303,0.0244407057762146
108,1.0436064,1.3398832,"('conservative', 'liberal')",0.39351907,0.1461236,0.7185627222061157,0.7430034279823303,0.0244407057762146
14,1.0351766,0.91122997,"('supportive', 'unsupportive')",-0.16144538,-0.2203392,0.4368656277656555,0.3454453945159912,-0.0914202332496643
65,-1.0288242,-0.92755103,"('practical', 'impractical')",-2.0945446,-2.1312761,-1.5616843700408936,-1.5294135808944702,0.03227078914642334
41,0.99318564,1.0319449,"('incorrupt', 'corrupt')",1.8567498,2.0567553,1.4249677658081055,1.5443501472473145,0.11938238143920898
8,0.9907361,0.25585794,"('open', 'distant')",1.0816603,0.4858461,1.0361981391906738,0.3708520233631134,-0.6653461158275604
77,0.99038243,0.9362405,"('active', 'inactive')",0.42441383,0.7453882,0.7073981165885925,0.8408143520355225,0.13341623544692993
22,0.9745603,0.968398,"('welcoming', 'disagreeable')",0.3622412,0.16622731,0.668400764465332,0.5673126578330994,-0.10108810663223267
29,-0.9569919,-0.9057266,"('honest', 'immoral')",-0.8943114,-0.89353514,-0.9256516695022583,-0.8996309041976929,0.02602076530456543
9,-0.93201184,-0.9215654,"('sensitive', 'insensitive')",-1.1560811,-1.1703067,-1.044046401977539,-1.045936107635498,-0.0018897056579589844
45,-0.89897436,-0.89740646,"('cooperative', 'exploitative')",-0.48259264,-0.73472834,-0.6907835006713867,-0.8160673975944519,-0.12528389692306519
47,-0.88580006,-0.63045,"('forgiving', 'unforgiving')",-0.7544094,-0.7443744,-0.820104718208313,-0.6874122023582458,0.13269251585006714
49,-0.86403304,-0.8321606,"('responsible', 'irresponsible')",-1.6252186,-1.881235,-1.2446258068084717,-1.3566977977752686,-0.11207199096679688
26,0.86276007,1.029527,"('trustworthy', 'untrustworthy')",0.861714,0.6998559,0.8622370362281799,0.864691436290741,0.002454400062561035
103,0.8505075,0.72123325,"('traditional', 'modern')",1.0460024,1.2218292,0.9482549428939819,0.9715312123298645,0.02327626943588257
