,cooper_male,cooper_female,tuple,companies_male,companies_female,average_male,average_female,female-male
90,0.84009576,0.3202141,"('motivated', 'unmotivated')",1.2236466,0.951725,1.0318711996078491,0.6359695196151733,-0.3959016799926758
18,-0.83378524,-0.6829556,"('social', 'asocial')",-0.45547962,-0.62014025,-0.6446324586868286,-0.651547908782959,-0.006915450096130371
36,-0.8308104,-0.85772866,"('tolerant', 'intolerant')",-1.8896856,-1.9921865,-1.36024808883667,-1.4249576330184937,-0.06470954418182373
35,0.8259187,0.9534663,"('fair', 'unfair')",1.6097727,1.6321084,1.2178456783294678,1.2927873134613037,0.07494163513183594
60,-0.8249916,-0.2649667,"('educated', 'uneducated')",-1.2835847,-0.8714112,-1.0542881488800049,-0.5681889653205872,0.4860991835594177
43,-0.824756,-0.7999033,"('genuine', 'fake')",-0.9088516,-0.6699612,-0.8668038249015808,-0.7349322438240051,0.13187158107757568
55,-0.776869,-0.5585813,"('intelligent', 'unintelligent')",-1.4929405,-1.1463962,-1.1349047422409058,-0.8524887561798096,0.2824159860610962
2,-0.7305165,-0.23586038,"('friendly', 'unfriendly')",-1.1020427,-0.95887494,-0.9162795543670654,-0.5973676443099976,0.31891191005706787
25,-0.70808065,-0.7604083,"('moral', 'immoral')",-1.4705153,-1.4804506,-1.0892980098724365,-1.120429515838623,-0.031131505966186523
97,-0.6871465,-0.59393185,"('superior', 'inferior')",-0.16449952,-0.108189195,-0.42582300305366516,-0.35106050968170166,0.0747624933719635
104,-0.675795,-0.598897,"('conventional', 'unconventional')",0.27920744,0.82302463,-0.1982937902212143,0.11206382513046265,0.31035761535167694
33,-0.6581528,-0.23763075,"('softhearted', 'hardhearted')",-0.80472785,-0.7898192,-0.7314403057098389,-0.5137249827384949,0.217715322971344
19,-0.6553296,-0.5196837,"('funny', 'boring')",-0.2596261,-0.4000668,-0.4574778378009796,-0.4598752558231354,-0.0023974180221557617
105,-0.6468217,-0.8835813,"('conventional', 'modern')",-0.30443126,-0.26645344,-0.47562646865844727,-0.5750173330307007,-0.09939086437225342
24,-0.63284093,-0.6245668,"('thoughtful', 'rough')",-0.42618737,-0.42669785,-0.5295141339302063,-0.5256323218345642,0.00388181209564209
91,0.5785868,0.5941812,"('resilient', 'nonresilient')",-0.013115555,-0.033597186,0.2827356457710266,0.28029200434684753,-0.002443641424179077
83,-0.56763786,-0.4773256,"('energetic', 'lethargic')",-0.80447984,-0.9008557,-0.6860588788986206,-0.6890906691551208,-0.003031790256500244
61,0.5361293,0.5001208,"('rational', 'irrational')",0.41491827,0.52241087,0.47552376985549927,0.5112658739089966,0.035742104053497314
68,-0.51234955,-0.95974535,"('clever', 'inept')",-0.96828294,-1.1299478,-0.7403162717819214,-1.044846534729004,-0.3045302629470825
62,-0.5086383,-0.8478103,"('creative', 'uncreative')",-0.7666217,-0.9330493,-0.6376299858093262,-0.8904298543930054,-0.2527998685836792
30,-0.5037713,-0.25494608,"('honest', 'dishonest')",-0.38489413,-0.59767616,-0.44433271884918213,-0.4263111352920532,0.018021583557128906
31,-0.48779762,-0.46794724,"('altruistic', 'egoistic')",-0.6357213,-0.55588514,-0.5617594718933105,-0.5119161605834961,0.04984331130981445
82,0.483129,0.49533343,"('industrious', 'meek')",0.5076375,0.48797622,0.49538326263427734,0.49165481328964233,-0.0037284493446350098
92,-0.4763798,-0.6227032,"('unwavering', 'wavering')",0.45523694,0.65154624,-0.0105714350938797,0.014421522617340088,0.024992957711219788
101,-0.45919007,-0.037309512,"('successful', 'unsuccessful')",-2.2937799,-1.898639,-1.376484990119934,-0.9679742455482483,0.4085107445716858
4,-0.4584396,-0.6115659,"('likable', 'unlikable')",-1.4991102,-1.6988862,-0.978774905204773,-1.1552259922027588,-0.17645108699798584
99,-0.44368947,-0.77147806,"('prestigious', 'insignificant')",-0.8109981,-0.47322863,-0.6273437738418579,-0.6223533153533936,0.0049904584884643555
42,0.3991412,0.23306704,"('amicable', 'hostile')",1.1502181,1.4005775,0.7746796607971191,0.8168222904205322,0.042142629623413086
94,0.36398274,0.9248616,"('aggressive', 'submissive')",-1.0554881,-0.95187473,-0.34575268626213074,-0.013506561517715454,0.3322461247444153
71,0.35803413,0.28828883,"('efficient', 'inefficient')",-1.7930607,-2.193223,-0.7175132632255554,-0.9524670839309692,-0.23495382070541382
73,-0.328688,-0.60922027,"('brilliant', 'incompetent')",-2.075645,-2.2417266,-1.2021664381027222,-1.4254734516143799,-0.22330701351165771
15,0.32805407,0.77073497,"('polite', 'impolite')",0.09462285,0.10699073,0.21133846044540405,0.4388628602027893,0.22752439975738525
51,0.31463474,0.4753098,"('competent', 'incompetent')",-1.1305251,-0.95889175,-0.4079451858997345,-0.2417909801006317,0.16615420579910278
84,-0.29744676,-0.31946075,"('self-confident', 'diffident')",-0.17217958,-0.28659266,-0.2348131686449051,-0.3030267059803009,-0.06821353733539581
5,-0.27105993,-0.1597628,"('pleasant', 'repellent')",-0.3097512,-0.30376646,-0.2904055714607239,-0.23176462948322296,0.058640941977500916
21,0.2504397,0.36924124,"('nice', 'nasty')",1.007873,0.8587312,0.6291563510894775,0.6139862537384033,-0.015170097351074219
69,0.24471551,0.27586472,"('wise', 'foolish')",0.49077433,0.56031334,0.36774492263793945,0.41808903217315674,0.050344109535217285
72,0.24426925,0.6011199,"('logical', 'illogical')",-0.6714085,-0.5292053,-0.21356961131095886,0.035957276821136475,0.24952688813209534
100,-0.24260819,0.16940746,"('influential', 'uninfluential')",-1.4327965,-1.1773496,-0.8377023339271545,-0.5039710402488708,0.3337312936782837
70,0.21774673,0.10195345,"('wise', 'unwise')",0.4321947,0.4380237,0.32497072219848633,0.2699885666370392,-0.054982155561447144
0,-0.2128756,0.43883643,"('sociable', 'unsociable')",-1.0006377,-0.8443105,-0.6067566275596619,-0.20273704826831818,0.4040195792913437
79,0.19342741,0.24120107,"('determined', 'doubtful')",0.2470729,0.34639227,0.22025015950202942,0.2937966585159302,0.07354649901390076
20,0.18516588,0.4337071,"('popular', 'unpopular')",-0.4361397,-0.100284785,-0.12548691034317017,0.16671115159988403,0.2921980619430542
85,0.17543778,0.19363551,"('ambitious', 'unambitious')",-0.7073269,-0.58347565,-0.26594454050064087,-0.19492006301879883,0.07102447748184204
74,-0.17055246,-0.17811912,"('insightful', 'unperceptive')",-2.0056205,-2.0489693,-1.088086485862732,-1.113544225692749,-0.02545773983001709
107,0.16106579,0.5881621,"('conventional', 'modern')",-0.050296307,-0.033728838,0.055384740233421326,0.2772166430950165,0.22183190286159515
17,0.16076988,0.6251573,"('social', 'antisocial')",-1.2158452,-1.1179264,-0.5275377035140991,-0.24638453125953674,0.2811531722545624
59,-0.15248841,0.1480833,"('skillful', 'clumsy')",-0.06647247,0.29702657,-0.10948044061660767,0.22255493700504303,0.3320353776216507
110,-0.14555654,-0.049315393,"('narrow-minded', 'open-minded')",0.4472435,0.59294647,0.15084348618984222,0.27181553840637207,0.12097205221652985
57,-0.1435487,-0.24671635,"('able', 'unable')",-0.23168828,-0.42948362,-0.18761849403381348,-0.33809998631477356,-0.15048149228096008
52,0.13931698,0.3651688,"('competitive', 'uncompetitive')",-1.5773197,-1.6375018,-0.7190014123916626,-0.636166512966156,0.08283489942550659
64,-0.13209182,0.05680287,"('clever', 'incompetent')",-1.5060871,-1.3263276,-0.819089412689209,-0.6347623467445374,0.18432706594467163
39,0.1308794,0.18960209,"('right', 'wrong')",0.22698185,0.3433447,0.1789306253194809,0.2664733827114105,0.08754275739192963
93,0.1303485,0.48513752,"('dominating', 'dominated')",0.40024164,0.69197667,0.2652950882911682,0.5885571241378784,0.3232620358467102
23,0.0792259,-0.26299876,"('hospitable', 'inhospitable')",0.5250055,0.4777103,0.30211570858955383,0.10735577344894409,-0.19475993514060974
98,-0.0716556,-0.32786182,"('prestigious', 'insignificant')",0.43211168,0.4898855,0.18022803962230682,0.08101184666156769,-0.09921619296073914
67,0.046146244,-0.16885784,"('discriminating', 'undiscriminating')",-1.337017,-1.335015,-0.6454353928565979,-0.7519364356994629,-0.10650104284286499
96,0.03174399,0.27938905,"('powerful', 'powerless')",-0.7244328,-0.52800775,-0.3463444113731384,-0.12430934607982635,0.22203506529331207
16,0.025540471,0.47598994,"('social', 'antisocial')",-0.8428484,-0.6600411,-0.40865397453308105,-0.09202557802200317,0.3166283965110779
76,0.021164864,0.38209537,"('secure', 'insecure')",0.19037598,0.11554772,0.10577042400836945,0.24882154166698456,0.1430511176586151
106,0.00802049,0.053285837,"('conventional', 'unconventional')",0.3920014,0.63598347,0.20001094043254852,0.34463465213775635,0.14462371170520782
89,0.004494816,0.12713501,"('daring', 'anxious')",-0.6632607,-0.60589045,-0.3293829560279846,-0.2393777221441269,0.09000523388385773
