,devon_male,devon_female,tuple,energy_male,energy_female,corp_male,corp_female,new_male,new_female,average_male,average_female,female-male
42,-1.1139387,0.091624916,"('amicable', 'hostile')",0.94391453,1.2263803,1.0745797,1.3420484,1.8091202,1.8213055,0.6784189343452454,1.1203398704528809,0.4419209361076355
44,-1.0902803,-1.4640448,"('truthful', 'untruthful')",-1.2910852,-1.3307499,-0.6980455,-0.76625013,-0.44683415,-0.3493275,-0.881561279296875,-0.9775930643081665,-0.0960317850112915
3,1.0549309,0.96066153,"('likable', 'unlikable')",0.73056227,0.7470579,1.6233785,1.5548921,1.4871099,1.6269121,1.2239954471588135,1.2223808765411377,-0.0016145706176757812
2,1.021556,0.21668527,"('friendly', 'unfriendly')",-0.50260067,-0.3624283,-1.418464,-1.5280867,-1.6722184,-1.4798024,-0.6429317593574524,-0.7884080410003662,-0.14547628164291382
69,-0.9885456,-0.60362667,"('wise', 'foolish')",-0.658881,-0.558529,0.44740218,0.6480955,0.5438058,0.65526724,-0.16405464708805084,0.035301774740219116,0.19935642182826996
76,0.98365504,0.6518673,"('secure', 'insecure')",-0.26303387,-0.1019059,-0.27963996,-0.35239786,-0.46814716,-0.3669712,-0.0067914873361587524,-0.042351916432380676,-0.035560429096221924
22,0.9560089,0.90738344,"('welcoming', 'disagreeable')",1.2357355,1.2778991,1.6342537,1.9070294,0.5636344,0.47769773,1.0974080562591553,1.1425024271011353,0.04509437084197998
61,-0.944839,0.01757726,"('rational', 'irrational')",0.15952143,0.42030174,1.1557636,1.3685138,1.4804657,1.715029,0.46272793412208557,0.8803554773330688,0.4176275432109833
13,-0.93976444,-1.5485654,"('helpful', 'unhelpful')",-2.7398748,-2.762312,-3.0271235,-3.0961032,-2.575208,-2.4277782,-2.320492744445801,-2.4586896896362305,-0.1381969451904297
48,0.93319595,0.7631872,"('reliable', 'unreliable')",2.227078,2.157972,2.681928,2.5936308,1.1541629,1.1235613,1.7490912675857544,1.6595878601074219,-0.08950340747833252
77,-0.90691894,-0.32636127,"('active', 'inactive')",0.7957827,0.9051944,1.3215332,1.4822655,0.7132806,0.8810775,0.48091942071914673,0.7355440258979797,0.254624605178833
16,0.9054181,0.32434723,"('social', 'antisocial')",-0.8901634,-0.54829955,-0.3652128,-0.106381685,-0.8021402,-0.50254613,-0.28802457451820374,-0.20822003483772278,0.07980453968048096
25,0.8851272,0.20078295,"('moral', 'immoral')",-1.6574216,-1.4513371,-1.5206175,-1.3253146,-1.4564099,-1.4396524,-0.9373304843902588,-1.003880262374878,-0.06654977798461914
81,0.81270725,0.97929627,"('industrious', 'lazy')",0.8049395,0.81616807,2.0935724,2.177915,2.0022373,2.030965,1.4283640384674072,1.5010861158370972,0.07272207736968994
93,0.8073088,0.24878919,"('dominating', 'dominated')",0.13787365,0.3614059,-0.022973418,-0.17457613,-1.2408098,-0.70492834,-0.07965019345283508,-0.0673273429274559,0.012322850525379181
92,-0.77805436,-0.46484864,"('unwavering', 'wavering')",0.11890273,-0.021496236,0.30593115,0.17524163,1.0242958,0.81975317,0.16776883602142334,0.12716248631477356,-0.04060634970664978
105,-0.7761164,-0.7502634,"('conventional', 'modern')",-0.18929489,-0.3269417,-0.48005888,-0.4712868,0.8306431,0.5736888,-0.15370674431324005,-0.2437007576227188,-0.08999401330947876
5,0.7705262,0.61547995,"('pleasant', 'repellent')",0.10114539,0.122558266,-1.2856472,-1.3148067,-0.097297505,-0.30082503,-0.1278182715177536,-0.2193983793258667,-0.0915801078081131
9,-0.77033645,-0.9390434,"('sensitive', 'insensitive')",-1.2423394,-1.5221517,-1.0999589,-1.0613891,-0.98445404,-0.92043555,-1.0242722034454346,-1.1107548475265503,-0.08648264408111572
33,-0.66716605,-0.54445267,"('softhearted', 'hardhearted')",-0.9846002,-1.223373,-1.0268513,-0.9268272,-0.62816787,-0.6920396,-0.8266963362693787,-0.8466731309890747,-0.019976794719696045
85,-0.6524869,-0.7326562,"('ambitious', 'unambitious')",-0.98706454,-0.84022045,-0.31822163,-0.35626906,0.013987601,0.106343,-0.4859463572502136,-0.45570069551467896,0.030245661735534668
19,-0.6392236,-0.052693874,"('funny', 'boring')",0.16994846,0.32816315,0.41201538,0.5815117,-0.057115197,0.104435325,-0.02859373390674591,0.24035406112670898,0.2689477950334549
100,-0.60600066,-0.6926,"('influential', 'uninfluential')",-1.1249428,-0.9105959,-0.63892,-0.5221347,-0.52025104,-0.49207926,-0.7225286364555359,-0.6543524861335754,0.06817615032196045
39,-0.6002749,0.0539366,"('right', 'wrong')",-0.4186951,-0.26159558,0.6349007,0.8346789,0.26922962,0.41019645,-0.028709925711154938,0.25930407643318176,0.2880140021443367
73,-0.5978093,-1.3334272,"('brilliant', 'incompetent')",-1.1197927,-1.2840816,-1.5508811,-1.81595,-1.3390191,-1.6772346,-1.1518754959106445,-1.527673363685608,-0.3757978677749634
49,-0.5731631,-1.4060827,"('responsible', 'irresponsible')",-1.890225,-2.1345947,-1.4365293,-1.2053922,-1.0568249,-1.0981494,-1.2391855716705322,-1.461054801940918,-0.22186923027038574
30,-0.5446892,-1.0888615,"('honest', 'dishonest')",-0.778649,-0.8185479,-0.7890542,-0.85744035,-0.46290857,-0.09674831,-0.6438252329826355,-0.7153995037078857,-0.07157427072525024
4,-0.5402945,-0.4283691,"('likable', 'unlikable')",-1.5519984,-1.378438,-0.6973594,-0.49110615,0.38617718,0.37986428,-0.6008687019348145,-0.47951221466064453,0.12135648727416992
17,-0.52477896,-0.5630827,"('social', 'antisocial')",-0.6563835,-0.44496354,-0.2864834,0.066805124,-0.42820126,-0.10149157,-0.4739617705345154,-0.26068317890167236,0.21327859163284302
51,-0.510242,-1.0504272,"('competent', 'incompetent')",-0.09706029,-0.08046158,-0.11847064,-0.098713234,0.07464939,0.2558064,-0.16278089582920074,-0.24344892799854279,-0.08066803216934204
84,-0.4874821,-0.6136856,"('self-confident', 'diffident')",-1.3942723,-1.4147456,0.04052466,0.12735969,-0.24383731,-0.37390593,-0.521266758441925,-0.5687443614006042,-0.0474776029586792
101,-0.47947407,-0.41349584,"('successful', 'unsuccessful')",-1.3551031,-1.2933719,-1.2861463,-1.4652822,-0.6508886,-0.41667444,-0.9429030418395996,-0.8972060680389404,0.04569697380065918
82,0.46205592,0.9024248,"('industrious', 'meek')",0.16275325,0.31982812,1.0922787,1.2331986,1.3513242,1.312031,0.7671030163764954,0.9418706297874451,0.1747676134109497
74,-0.46107262,-0.9784115,"('insightful', 'unperceptive')",-1.1133182,-1.2003164,-1.2442702,-1.3193259,-0.31318325,-0.21756577,-0.7829611301422119,-0.9289048910140991,-0.1459437608718872
56,0.4536357,0.42730558,"('intelligent', 'dumb')",-0.0067700744,0.018054515,1.6987584,1.7227203,0.690233,1.0119772,0.7089642286300659,0.7950143814086914,0.08605015277862549
65,0.45195338,-0.5549886,"('practical', 'impractical')",-1.426974,-1.4531281,-0.9191679,-0.87139773,-1.6388373,-1.5554767,-0.8832564353942871,-1.1087477207183838,-0.22549128532409668
47,-0.4513278,-0.5923765,"('forgiving', 'unforgiving')",0.18629563,0.33839262,-0.80979,-0.5174874,-0.45840046,-0.068962395,-0.3833056688308716,-0.2101084142923355,0.17319725453853607
87,-0.44277287,-0.80475867,"('dedicated', 'undedicated')",-0.35249466,-0.43109983,-0.80255353,-0.59696186,-0.63571346,-0.37742674,-0.558383584022522,-0.5525617599487305,0.005821824073791504
18,-0.43960756,-1.0802717,"('social', 'asocial')",-1.2283826,-1.0912683,-0.15735155,-0.051664025,-1.5692225,-1.306341,-0.848641037940979,-0.882386326789856,-0.03374528884887695
89,0.43302834,0.15132132,"('daring', 'anxious')",0.13400085,0.16464601,-0.35680014,-0.5358988,-1.1694336,-1.3868266,-0.23980113863945007,-0.4016895294189453,-0.16188839077949524
91,-0.42465323,-0.4057428,"('resilient', 'nonresilient')",0.09876719,-0.06429429,-0.1504333,-0.20740606,0.2389951,-0.08850193,-0.05933105945587158,-0.19148626923561096,-0.13215520977973938
59,0.3830989,0.3686033,"('skillful', 'clumsy')",-0.053971574,0.05108726,0.07095654,0.19477667,1.3879981,1.4707971,0.4470204710960388,0.5213160514831543,0.07429558038711548
31,-0.36825982,0.12097746,"('altruistic', 'egoistic')",-0.83660614,-0.67219025,-0.277474,-0.047681987,0.63122517,0.40067068,-0.21277867257595062,-0.04955602437257767,0.16322264820337296
0,0.34952614,0.20079279,"('sociable', 'unsociable')",-0.38354656,-0.16079536,-0.78538966,-0.43198916,-0.76800233,-0.5637635,-0.39685308933258057,-0.2389388084411621,0.15791428089141846
52,0.3427378,0.06665856,"('competitive', 'uncompetitive')",-0.19016273,-0.13958667,-0.29315704,-0.43968332,-0.82447207,-0.5201275,-0.2412635087966919,-0.2581847310066223,-0.01692122220993042
110,0.33996364,0.17027459,"('narrow-minded', 'open-minded')",0.8593237,0.92003554,0.15512341,0.24599168,-0.38863587,-0.16592145,0.2414436936378479,0.2925950884819031,0.051151394844055176
80,0.3057382,0.048685327,"('independent', 'dependent')",0.44011948,0.3208071,0.50642145,0.6569986,0.56695527,0.6444183,0.4548085927963257,0.4177272915840149,-0.03708130121231079
35,-0.29387957,-0.11453761,"('fair', 'unfair')",0.523046,0.5529777,0.6981856,0.740138,0.53877056,0.72886944,0.3665306568145752,0.4768618941307068,0.11033123731613159
38,-0.28362685,-0.65363616,"('kind', 'unkind')",-1.888413,-1.6632476,-2.3757577,-1.9031388,-1.1115729,-0.71509457,-1.4148424863815308,-1.2337793111801147,0.18106317520141602
64,0.2672633,-0.25599873,"('clever', 'incompetent')",-0.7492933,-0.5758775,-1.1046457,-1.0655162,-1.4687406,-1.580534,-0.7638540863990784,-0.86948162317276,-0.10562753677368164
55,-0.26063073,-0.0785703,"('intelligent', 'unintelligent')",-1.4579399,-1.3499066,-1.5241168,-1.5656445,-0.3138889,-0.4464134,-0.8891440629959106,-0.8601336479187012,0.029010415077209473
14,0.25802818,-0.3508187,"('supportive', 'unsupportive')",0.29657727,0.117815405,1.4877679,1.4867378,-0.059206426,-0.05194989,0.4957917332649231,0.30044618248939514,-0.19534555077552795
57,-0.2567488,-0.4459534,"('able', 'unable')",-1.177836,-1.3267133,-0.52577424,-0.47968864,-0.46497375,-0.62447196,-0.6063331961631775,-0.7192068099975586,-0.1128736138343811
70,0.2535996,0.5566596,"('wise', 'unwise')",0.5034476,0.42497784,1.1597657,1.1573492,1.675778,1.6813757,0.898147702217102,0.9550905823707581,0.056942880153656006
66,-0.25208902,0.3367106,"('imaginative', 'unimaginative')",1.465295,1.4954926,3.0494213,3.0358052,0.34587073,0.7209271,1.1521244049072266,1.3972339630126953,0.24510955810546875
23,0.24532342,0.28130662,"('hospitable', 'inhospitable')",0.5184783,0.28793144,0.7526314,0.81820834,1.1858441,1.118948,0.6755692958831787,0.626598596572876,-0.048970699310302734
36,0.1900261,-0.17005673,"('tolerant', 'intolerant')",-1.3933492,-1.3336675,-1.3469197,-1.1648283,-0.8488381,-0.593192,-0.8497702479362488,-0.8154361248016357,0.03433412313461304
102,0.1897997,-0.053534284,"('eminent', 'low')",-0.76265794,-0.798442,-0.53147554,-0.3426346,-0.2643765,-0.27766025,-0.3421775698661804,-0.36806777119636536,-0.025890201330184937
43,-0.16810746,-0.17708492,"('genuine', 'fake')",-0.8335165,-0.92764646,-0.23435366,-0.21506564,0.3768835,0.38788807,-0.2147735357284546,-0.23297721147537231,-0.018203675746917725
83,-0.16726738,-0.73699605,"('energetic', 'lethargic')",-0.28009254,-0.43954524,-0.38989562,-0.51259035,-0.80170095,-0.6726756,-0.4097391366958618,-0.5904518365859985,-0.18071269989013672
41,-0.15616283,0.47292894,"('incorrupt', 'corrupt')",1.4368062,1.3471118,1.3548378,1.374502,2.200282,2.1927314,1.2089407444000244,1.346818447113037,0.1378777027130127
78,0.15274197,0.1377281,"('active', 'inactive')",0.79766953,0.32123488,2.3321204,1.9112912,1.6742909,1.1332293,1.2392057180404663,0.8758708834648132,-0.3633348345756531
26,-0.14653912,-0.32066357,"('trustworthy', 'untrustworthy')",0.9430556,1.1012136,0.38654366,0.5214009,-0.7467338,-0.48269907,0.10908159613609314,0.20481297373771667,0.09573137760162354
37,-0.11283177,0.39072657,"('good', 'evil')",2.0589266,1.8966541,1.9438914,2.0353565,2.5303283,2.428041,1.6050785779953003,1.6876945495605469,0.08261597156524658
96,0.111802995,-0.16249669,"('powerful', 'powerless')",-1.5990961,-1.1854222,-0.0942453,0.08052668,-0.45298013,-0.42514718,-0.5086296200752258,-0.42313483357429504,0.08549478650093079
46,0.10082531,0.36838102,"('generous', 'stingy')",1.5313028,1.6120057,2.3762202,2.3003333,0.83456933,0.996935,1.2107294797897339,1.319413661956787,0.10868418216705322
97,-0.096380144,-0.03854531,"('superior', 'inferior')",-0.63435173,-0.7680914,-1.0777923,-1.0853717,-0.99121296,-0.8188501,-0.6999342441558838,-0.6777146458625793,0.022219598293304443
12,0.07982105,-0.46995306,"('sympathetic', 'unsympathetic')",-0.9069904,-1.0467482,-1.3533148,-1.4027944,-1.2802973,-1.1208498,-0.8651953339576721,-1.0100862979888916,-0.14489096403121948
21,-0.07227266,0.0498479,"('nice', 'nasty')",0.40300232,0.26198947,0.38468748,0.27212715,0.35453856,0.31382322,0.26748892664909363,0.22444693744182587,-0.04304198920726776
60,0.07063994,0.07830641,"('educated', 'uneducated')",-0.2896396,0.049718708,-0.94098175,-0.8681323,-0.794942,-0.4889455,-0.48873084783554077,-0.30726316571235657,0.1814676821231842
45,0.06326263,-0.65883625,"('cooperative', 'exploitative')",-0.23946713,-0.34826183,-1.1704645,-0.9724724,-1.0277846,-0.9165996,-0.5936133861541748,-0.724042534828186,-0.13042914867401123
106,0.04493013,0.043929383,"('conventional', 'unconventional')",-0.0683441,0.13405475,-0.62033725,-0.33703667,1.2797227,0.963664,0.15899287164211273,0.20115286111831665,0.04215998947620392
54,0.04186043,-0.110576384,"('smart', 'stupid')",-0.9983467,-1.2118996,0.42693397,0.34929267,0.84912705,0.60384494,0.07989370822906494,-0.09233461320400238,-0.17222832143306732
88,0.026025653,0.3940546,"('impulsive', 'meek')",0.9253155,1.0487615,1.447821,1.2792021,1.563556,1.8192687,0.9906795620918274,1.1353217363357544,0.144642174243927
24,0.015000254,-0.2388919,"('thoughtful', 'rough')",-1.1865315,-1.0124934,-1.4458349,-1.2531471,-0.80838597,-1.0449764,-0.8564380407333374,-0.887377142906189,-0.030939102172851562
