,weatherford_male,weatherford_female,tuple,international_male,international_female,average_male,average_female,female-male
75,2.4320126,2.1909149,"('confident', 'shy')",4.4129763,4.6069536,3.422494411468506,3.3989343643188477,-0.023560047149658203
95,-1.9653909,-1.9595538,"('rich', 'poor')",-3.2731223,-3.2933433,-2.6192564964294434,-2.626448631286621,-0.007192134857177734
90,1.7319192,1.3984063,"('motivated', 'unmotivated')",0.106437355,0.17302895,0.9191782474517822,0.7857176065444946,-0.1334606409072876
27,-1.6751119,-1.6420884,"('sincere', 'insincere')",-4.67974,-4.495806,-3.1774258613586426,-3.0689473152160645,0.10847854614257812
40,-1.6482632,-1.6739432,"('honorable', 'mean')",-3.5743296,-3.7060323,-2.6112964153289795,-2.6899876594543457,-0.07869124412536621
22,1.5907681,1.4787785,"('welcoming', 'disagreeable')",-0.20588344,-0.2853104,0.6924422979354858,0.5967340469360352,-0.09570825099945068
53,-1.4908357,-1.446086,"('smart', 'stupid')",-2.8855224,-2.967436,-2.1881790161132812,-2.206761121749878,-0.01858210563659668
103,1.3161116,1.1938541,"('traditional', 'modern')",1.0115128,1.1095326,1.1638121604919434,1.151693344116211,-0.012118816375732422
68,-1.2891452,-1.4789946,"('clever', 'inept')",-1.4584932,-1.5369847,-1.3738192319869995,-1.5079896450042725,-0.13417041301727295
5,1.1921875,0.99577266,"('pleasant', 'repellent')",-0.11495739,-0.03350295,0.5386151075363159,0.4811348617076874,-0.05748024582862854
25,1.0449162,0.6150037,"('moral', 'immoral')",-1.7042415,-1.387457,-0.3296626806259155,-0.3862266540527344,-0.05656397342681885
78,1.0047891,0.85188115,"('active', 'inactive')",2.507505,2.1973464,1.756147027015686,1.524613857269287,-0.23153316974639893
109,0.9979241,0.6557599,"('conservative', 'liberal')",-0.34464288,-0.07558623,0.32664060592651367,0.2900868058204651,-0.036553800106048584
108,0.9979241,0.6557599,"('conservative', 'liberal')",-0.34464288,-0.07558623,0.32664060592651367,0.2900868058204651,-0.036553800106048584
16,0.9926089,0.58858126,"('social', 'antisocial')",-0.59562755,-0.26417544,0.1984906792640686,0.16220290958881378,-0.03628776967525482
6,0.92202806,0.96885955,"('liked', 'disliked')",3.815958,3.7379563,2.368993043899536,2.353407859802246,-0.015585184097290039
46,0.9192133,1.0174197,"('generous', 'stingy')",1.5035864,1.4246156,1.211399793624878,1.221017599105835,0.009617805480957031
76,0.87869215,0.86708623,"('secure', 'insecure')",-1.1052368,-0.76828873,-0.11327230930328369,0.0493987500667572,0.1626710593700409
71,0.84799194,0.3135814,"('efficient', 'inefficient')",-1.0418648,-0.70072407,-0.09693640470504761,-0.1935713291168213,-0.09663492441177368
3,0.8206476,0.7357215,"('likable', 'unlikable')",0.81729734,0.89826584,0.8189724683761597,0.8169937133789062,-0.001978754997253418
104,-0.80859566,-0.3740848,"('conventional', 'unconventional')",-0.39736626,-0.4205701,-0.6029809713363647,-0.3973274528980255,0.20565351843833923
102,0.77897817,0.7317584,"('eminent', 'low')",-1.8707274,-1.5728991,-0.5458745956420898,-0.42057034373283386,0.12530425190925598
66,0.7687094,0.89786136,"('imaginative', 'unimaginative')",1.235498,1.3372915,1.0021036863327026,1.1175763607025146,0.11547267436981201
28,-0.7610733,-0.68419236,"('honest', 'dishonest')",-1.0566263,-0.88033825,-0.908849835395813,-0.782265305519104,0.12658452987670898
63,-0.72601795,-0.65256745,"('capable', 'incapable')",-1.3205578,-1.2962096,-1.0232878923416138,-0.9743884801864624,0.04889941215515137
41,-0.719578,-0.3914789,"('incorrupt', 'corrupt')",1.1222132,0.96130174,0.20131760835647583,0.2849114239215851,0.08359381556510925
84,-0.7151499,-0.68149436,"('self-confident', 'diffident')",-0.5107722,-0.52280045,-0.6129610538482666,-0.6021474003791809,0.010813653469085693
82,0.7061916,0.63469946,"('industrious', 'meek')",0.40768737,0.374795,0.5569394826889038,0.504747211933136,-0.05219227075576782
51,-0.7055168,-0.647357,"('competent', 'incompetent')",-0.8389757,-0.6886757,-0.772246241569519,-0.6680163145065308,0.10422992706298828
80,0.67656714,0.60904807,"('independent', 'dependent')",-0.068887115,0.019133441,0.3038400113582611,0.314090758562088,0.010250747203826904
37,0.6600939,0.8275175,"('good', 'evil')",2.059823,1.710595,1.3599584102630615,1.2690563201904297,-0.09090209007263184
54,0.64666593,0.4779772,"('smart', 'stupid')",0.86132634,0.65840745,0.7539961338043213,0.5681923031806946,-0.1858038306236267
94,0.6416577,0.3782667,"('aggressive', 'submissive')",-0.13143872,0.30075985,0.2551094889640808,0.33951327204704285,0.08440378308296204
107,0.63897276,0.6786826,"('conventional', 'modern')",1.7484398,2.117013,1.1937062740325928,1.3978477716445923,0.2041414976119995
79,0.63279796,0.34400034,"('determined', 'doubtful')",-0.31663656,-0.18557051,0.15808069705963135,0.0792149156332016,-0.07886578142642975
101,-0.6267282,-0.6120101,"('successful', 'unsuccessful')",-1.7151933,-1.4365993,-1.1709606647491455,-1.0243046283721924,0.14665603637695312
50,0.61065245,0.58446217,"('unprejudiced', 'prejudiced')",1.0950942,0.84423494,0.8528733253479004,0.714348554611206,-0.13852477073669434
30,-0.5974409,-0.69221294,"('honest', 'dishonest')",-1.0175533,-0.7693776,-0.8074971437454224,-0.7307952642440796,0.07670187950134277
86,0.56987953,0.45428562,"('self-reliant', 'helpless')",1.4598708,1.3292016,1.0148751735687256,0.8917436003684998,-0.12313157320022583
70,0.55962753,0.9680006,"('wise', 'unwise')",1.1806103,1.0229962,0.8701189160346985,0.9954984188079834,0.1253795027732849
88,-0.5446006,-0.44862223,"('impulsive', 'meek')",0.86245847,0.6638564,0.15892893075942993,0.1076170802116394,-0.05131185054779053
35,-0.53545904,-0.40572906,"('fair', 'unfair')",0.7962006,0.9641938,0.13037076592445374,0.279232382774353,0.1488616168498993
1,-0.5317309,-0.16535705,"('friendly', 'unfriendly')",-1.1255764,-1.0788525,-0.8286536335945129,-0.6221047639846802,0.20654886960983276
58,-0.5288194,-0.36933318,"('able', 'clumsy')",-1.60957,-1.3727579,-1.0691946744918823,-0.8710455298423767,0.19814914464950562
15,0.51216066,0.5311857,"('polite', 'impolite')",-0.56793356,-0.093961895,-0.02788645029067993,0.21861189603805542,0.24649834632873535
13,-0.49641252,-0.48659223,"('helpful', 'unhelpful')",-2.80716,-2.5100725,-1.651786208152771,-1.4983323812484741,0.15345382690429688
14,0.4859013,0.35974714,"('supportive', 'unsupportive')",0.025962263,0.073874116,0.2559317946434021,0.21681062877178192,-0.03912116587162018
45,0.48462266,0.10930061,"('cooperative', 'exploitative')",-1.4416611,-1.3255475,-0.4785192310810089,-0.6081234216690063,-0.12960419058799744
60,0.47960478,0.37650535,"('educated', 'uneducated')",-1.350304,-0.994953,-0.43534961342811584,-0.30922383069992065,0.1261257827281952
65,-0.46939898,-0.7954025,"('practical', 'impractical')",-2.3834305,-2.0585659,-1.4264147281646729,-1.426984190940857,-0.000569462776184082
33,-0.43905467,-0.29254228,"('softhearted', 'hardhearted')",-0.67043316,-0.6018776,-0.5547438859939575,-0.4472099542617798,0.10753393173217773
0,0.42626277,0.56311774,"('sociable', 'unsociable')",-1.2653099,-0.813823,-0.41952359676361084,-0.1253526210784912,0.29417097568511963
48,0.42427644,0.377418,"('reliable', 'unreliable')",0.8652761,0.8853814,0.6447762846946716,0.6313996911048889,-0.013376593589782715
11,-0.42222515,-0.18531463,"('caring', 'unaffectionate')",-1.3934163,-1.3194525,-0.9078207015991211,-0.7523835897445679,0.15543711185455322
2,0.41208547,0.3313216,"('friendly', 'unfriendly')",-1.4845258,-1.0125425,-0.5362201929092407,-0.34061044454574585,0.19560974836349487
44,-0.4063746,-0.4728543,"('truthful', 'untruthful')",-0.91262245,-0.89397854,-0.6594985127449036,-0.6834164261817932,-0.02391791343688965
105,-0.40495402,-0.42945194,"('conventional', 'modern')",1.1424013,1.0702004,0.36872366070747375,0.3203742504119873,-0.04834941029548645
72,-0.40490508,-0.17079365,"('logical', 'illogical')",-0.45527747,-0.2069935,-0.4300912618637085,-0.18889358639717102,0.24119767546653748
99,-0.4029549,-0.10323617,"('prestigious', 'insignificant')",-0.7292119,-1.0639325,-0.5660834312438965,-0.5835843682289124,-0.01750093698501587
4,0.3916474,0.24238786,"('likable', 'unlikable')",-0.82478666,-0.8439507,-0.21656963229179382,-0.3007814288139343,-0.0842117965221405
34,-0.3905966,-0.17946583,"('loyal', 'disloyal')",-1.3244035,-1.0854723,-0.8575000762939453,-0.6324690580368042,0.2250310182571411
92,-0.36863664,-0.061492205,"('unwavering', 'wavering')",-0.2225452,-0.460274,-0.29559093713760376,-0.260883092880249,0.034707844257354736
93,-0.34948853,-0.33255756,"('dominating', 'dominated')",-0.5671986,-0.32848465,-0.4583435654640198,-0.3305211067199707,0.12782245874404907
69,-0.34024602,-0.15463874,"('wise', 'foolish')",0.10337828,-0.035898,-0.1184338703751564,-0.0952683687210083,0.023165501654148102
32,-0.33864358,-0.15713735,"('benevolent', 'hardhearted')",-1.9611683,-1.8494701,-1.1499059200286865,-1.0033037662506104,0.14660215377807617
98,-0.3383931,-0.27657837,"('prestigious', 'insignificant')",-0.04390247,-0.36697432,-0.19114777445793152,-0.3217763304710388,-0.1306285560131073
74,-0.32435128,-0.30656794,"('insightful', 'unperceptive')",-1.8090441,-1.6322012,-1.0666977167129517,-0.9693845510482788,0.09731316566467285
110,-0.31433904,-0.5276061,"('narrow-minded', 'open-minded')",0.9867214,0.7465326,0.33619117736816406,0.10946324467658997,-0.2267279326915741
89,0.3107377,0.14128304,"('daring', 'anxious')",-1.4468725,-1.3584311,-0.5680673718452454,-0.6085740327835083,-0.04050666093826294
81,0.310596,0.20244652,"('industrious', 'lazy')",0.8034052,0.49967223,0.5570006370544434,0.3510593771934509,-0.20594125986099243
64,0.3062864,0.0034760088,"('clever', 'incompetent')",-0.85765785,-0.55732083,-0.27568572759628296,-0.27692240476608276,-0.0012366771697998047
17,-0.30411753,-0.335093,"('social', 'antisocial')",0.03538558,0.2455725,-0.134365975856781,-0.044760242104530334,0.08960573375225067
67,-0.29939863,-0.2626853,"('discriminating', 'undiscriminating')",-0.9257226,-0.8969815,-0.6125606298446655,-0.5798333883285522,0.03272724151611328
91,-0.29527068,-0.20349257,"('resilient', 'nonresilient')",-0.559612,-0.4650722,-0.4274413287639618,-0.33428239822387695,0.09315893054008484
21,0.27565557,0.18602145,"('nice', 'nasty')",1.0501921,1.0101808,0.6629238128662109,0.5981011390686035,-0.06482267379760742
20,-0.24620129,0.105326645,"('popular', 'unpopular')",-0.09411006,0.030417264,-0.17015567421913147,0.06787195801734924,0.2380276322364807
23,0.24462664,0.37420017,"('hospitable', 'inhospitable')",0.6887044,0.4909879,0.46666550636291504,0.43259403109550476,-0.03407147526741028
77,0.22695021,0.36167914,"('active', 'inactive')",0.46500355,0.31371045,0.34597688913345337,0.33769479393959045,-0.008282095193862915
56,-0.21766728,-0.15262102,"('intelligent', 'dumb')",0.5737123,0.574834,0.17802250385284424,0.21110647916793823,0.033083975315093994
31,0.21566024,0.36433995,"('altruistic', 'egoistic')",0.18531752,0.2359178,0.20048888027668,0.30012887716293335,0.09963999688625336
43,-0.21461494,-0.2720361,"('genuine', 'fake')",-0.114418864,-0.1124223,-0.1645168960094452,-0.19222921133041382,-0.027712315320968628
57,0.21266225,0.10269511,"('able', 'unable')",-0.80721974,-0.8104011,-0.2972787618637085,-0.3538529872894287,-0.056574225425720215
39,-0.20521332,-0.07353398,"('right', 'wrong')",0.21793544,0.28164324,0.006361059844493866,0.10405462980270386,0.09769356995820999
97,-0.20504378,-0.04067807,"('superior', 'inferior')",-1.2022979,-0.99935764,-0.703670859336853,-0.5200178623199463,0.18365299701690674
10,-0.19295736,0.22343789,"('affectionate', 'unaffectionate')",-0.20973197,-0.30440617,-0.20134466886520386,-0.04048413783311844,0.16086053103208542
7,-0.19284682,-0.14242087,"('outgoing', 'distant')",0.99279284,0.48027906,0.3999730050563812,0.1689291000366211,-0.23104390501976013
62,0.1764052,0.3703276,"('creative', 'uncreative')",-0.098593056,-0.18771952,0.038906075060367584,0.09130403399467468,0.0523979589343071
18,-0.17207259,-0.26384297,"('social', 'asocial')",-0.7477702,-0.55296695,-0.45992138981819153,-0.4084049463272095,0.051516443490982056
29,-0.16555882,-0.33621648,"('honest', 'immoral')",-1.0073829,-0.7803881,-0.5864708423614502,-0.5583022832870483,0.028168559074401855
