,tellabs_male,tellabs_female,tuple,average_male,average_female,female-male
53,-2.287777,-2.4592068,"('smart', 'stupid')",-2.2877769470214844,-2.4592068195343018,-0.17142987251281738
6,2.2153177,2.2061148,"('liked', 'disliked')",2.215317726135254,2.2061147689819336,-0.009202957153320312
27,-2.065556,-2.0378997,"('sincere', 'insincere')",-2.065556049346924,-2.0378997325897217,0.02765631675720215
42,1.8091139,1.7737066,"('amicable', 'hostile')",1.80911386013031,1.7737065553665161,-0.035407304763793945
95,-1.7672844,-1.8398823,"('rich', 'poor')",-1.7672843933105469,-1.839882254600525,-0.07259786128997803
37,1.5858469,1.4605286,"('good', 'evil')",1.5858469009399414,1.4605286121368408,-0.12531828880310059
71,-1.5814574,-1.605629,"('efficient', 'inefficient')",-1.5814573764801025,-1.6056289672851562,-0.02417159080505371
70,1.5552268,1.515649,"('wise', 'unwise')",1.5552268028259277,1.5156489610671997,-0.03957784175872803
23,1.5386094,1.365518,"('hospitable', 'inhospitable')",1.5386093854904175,1.3655179738998413,-0.17309141159057617
75,1.5294123,1.5295444,"('confident', 'shy')",1.5294122695922852,1.5295443534851074,0.00013208389282226562
40,-1.5177372,-1.778827,"('honorable', 'mean')",-1.5177371501922607,-1.7788269519805908,-0.2610898017883301
38,-1.5019121,-1.3747299,"('kind', 'unkind')",-1.5019121170043945,-1.374729871749878,0.1271822452545166
65,-1.4308069,-1.2412364,"('practical', 'impractical')",-1.4308068752288818,-1.2412364482879639,0.18957042694091797
77,1.3922122,1.2659068,"('active', 'inactive')",1.392212152481079,1.265906810760498,-0.12630534172058105
78,1.3525147,0.9584205,"('active', 'inactive')",1.3525147438049316,0.9584205150604248,-0.39409422874450684
36,-1.3427136,-1.1755233,"('tolerant', 'intolerant')",-1.3427135944366455,-1.175523281097412,0.1671903133392334
25,-1.2061366,-1.081675,"('moral', 'immoral')",-1.2061365842819214,-1.0816750526428223,0.12446153163909912
88,1.1700357,1.0601813,"('impulsive', 'meek')",1.170035719871521,1.0601812601089478,-0.10985445976257324
92,1.1645637,1.1879557,"('unwavering', 'wavering')",1.1645636558532715,1.1879557371139526,0.023392081260681152
7,1.1142328,0.9787928,"('outgoing', 'distant')",1.1142327785491943,0.9787927865982056,-0.13543999195098877
41,1.0822004,1.0376713,"('incorrupt', 'corrupt')",1.0822004079818726,1.0376713275909424,-0.044529080390930176
4,-1.0812666,-0.9483901,"('likable', 'unlikable')",-1.0812666416168213,-0.9483901262283325,0.13287651538848877
8,1.0803384,0.92300475,"('open', 'distant')",1.0803383588790894,0.9230047464370728,-0.1573336124420166
66,1.0466992,1.2143583,"('imaginative', 'unimaginative')",1.0466991662979126,1.2143583297729492,0.16765916347503662
