,rowan_male,rowan_female,tuple,companies_male,companies_female,average_male,average_female,female-male
75,7.320253,7.153042,"('confident', 'shy')",4.229027,4.048299,5.774640083312988,5.600670337677002,-0.17396974563598633
6,5.7518487,5.924998,"('liked', 'disliked')",4.506893,4.3582764,5.12937068939209,5.141636848449707,0.012266159057617188
27,-5.3849716,-5.5006647,"('sincere', 'insincere')",-5.2910194,-5.0430202,-5.337995529174805,-5.2718424797058105,0.06615304946899414
95,-4.610057,-4.9981604,"('rich', 'poor')",-5.4419737,-5.160557,-5.026015281677246,-5.0793585777282715,-0.05334329605102539
53,-4.50967,-4.221394,"('smart', 'stupid')",-3.7487233,-3.918414,-4.129196643829346,-4.069904327392578,0.05929231643676758
40,-3.5971482,-3.883919,"('honorable', 'mean')",-4.339181,-4.565246,-3.9681644439697266,-4.224582672119141,-0.25641822814941406
48,3.265991,3.1345751,"('reliable', 'unreliable')",2.1762204,2.0058253,2.7211055755615234,2.570200204849243,-0.15090537071228027
3,3.2566843,3.1340995,"('likable', 'unlikable')",0.90367615,0.88237834,2.0801801681518555,2.0082387924194336,-0.07194137573242188
86,2.7509398,2.5591695,"('self-reliant', 'helpless')",2.2057858,2.0375462,2.478362798690796,2.2983579635620117,-0.18000483512878418
11,-2.4747443,-2.3928623,"('caring', 'unaffectionate')",-1.7080817,-1.6065018,-2.0914130210876465,-1.999682068824768,0.09173095226287842
32,-2.2300777,-1.6440411,"('benevolent', 'hardhearted')",-1.9150465,-1.7390414,-2.0725622177124023,-1.6915411949157715,0.38102102279663086
109,2.195457,1.376933,"('conservative', 'liberal')",0.39351907,0.1461236,1.2944880723953247,0.7615283131599426,-0.5329597592353821
108,2.195457,1.376933,"('conservative', 'liberal')",0.39351907,0.1461236,1.2944880723953247,0.7615283131599426,-0.5329597592353821
66,2.0851514,2.3952587,"('imaginative', 'unimaginative')",0.8877512,0.83477616,1.4864513874053955,1.6150174140930176,0.12856602668762207
1,-1.9939101,-1.301259,"('friendly', 'unfriendly')",-1.8690416,-1.8572584,-1.9314758777618408,-1.579258680343628,0.3522171974182129
107,1.9393997,1.6075002,"('conventional', 'modern')",-0.050296307,-0.033728838,0.9445517063140869,0.786885678768158,-0.15766602754592896
94,1.9344264,1.3214967,"('aggressive', 'submissive')",-1.0554881,-0.95187473,0.4394691586494446,0.18481099605560303,-0.25465816259384155
50,1.920151,2.0038714,"('unprejudiced', 'prejudiced')",1.4521645,1.2097474,1.6861577033996582,1.606809377670288,-0.07934832572937012
104,-1.7933124,-1.0203016,"('conventional', 'unconventional')",0.27920744,0.82302463,-0.757052481174469,-0.09863847494125366,0.6584140062332153
10,-1.7810053,-1.1963688,"('affectionate', 'unaffectionate')",-1.0142548,-0.8971834,-1.397629976272583,-1.0467760562896729,0.35085391998291016
34,-1.715421,-1.5146806,"('loyal', 'disloyal')",-1.5066017,-1.0167723,-1.611011266708374,-1.2657264471054077,0.3452848196029663
14,1.7056198,1.3411627,"('supportive', 'unsupportive')",-0.16144538,-0.2203392,0.7720872163772583,0.5604117512702942,-0.2116754651069641
78,1.6476024,1.4961085,"('active', 'inactive')",1.7530717,1.3856063,1.7003370523452759,1.4408574104309082,-0.2594796419143677
98,-1.5907236,-1.16662,"('prestigious', 'insignificant')",0.43211168,0.4898855,-0.5793060064315796,-0.3383672535419464,0.24093875288963318
90,1.5575767,1.2087355,"('motivated', 'unmotivated')",1.2236466,0.951725,1.3906116485595703,1.0802302360534668,-0.3103814125061035
15,1.5110615,1.3181279,"('polite', 'impolite')",0.09462285,0.10699073,0.8028421998023987,0.7125592827796936,-0.09028291702270508
28,-1.4901831,-1.7029314,"('honest', 'dishonest')",-1.4038086,-1.4204441,-1.4469958543777466,-1.561687707901001,-0.1146918535232544
46,1.4654598,1.530352,"('generous', 'stingy')",1.0752039,1.0987561,1.270331859588623,1.31455397605896,0.044222116470336914
99,-1.4613836,-0.80205905,"('prestigious', 'insignificant')",-0.8109981,-0.47322863,-1.1361908912658691,-0.6376438140869141,0.4985470771789551
13,-1.4612997,-1.7586998,"('helpful', 'unhelpful')",-3.176093,-3.0256078,-2.3186964988708496,-2.392153739929199,-0.07345724105834961
16,1.4558566,1.1159072,"('social', 'antisocial')",-0.8428484,-0.6600411,0.3065040707588196,0.22793304920196533,-0.07857102155685425
25,1.4286009,0.7374782,"('moral', 'immoral')",-1.4705153,-1.4804506,-0.02095717191696167,-0.37148621678352356,-0.3505290448665619
58,-1.4163706,-1.4886886,"('able', 'clumsy')",-1.6358559,-1.1913701,-1.5261132717132568,-1.3400293588638306,0.18608391284942627
71,1.3756468,0.4082321,"('efficient', 'inefficient')",-1.7930607,-2.193223,-0.20870691537857056,-0.8924954533576965,-0.683788537979126
105,-1.3655379,-1.0907347,"('conventional', 'modern')",-0.30443126,-0.26645344,-0.834984540939331,-0.6785941123962402,0.15639042854309082
52,1.3567677,1.0508693,"('competitive', 'uncompetitive')",-1.5773197,-1.6375018,-0.11027604341506958,-0.2933162450790405,-0.18304020166397095
76,1.3211209,0.8771316,"('secure', 'insecure')",0.19037598,0.11554772,0.7557483911514282,0.4963396489620209,-0.25940874218940735
62,-1.3010798,-0.6017911,"('creative', 'uncreative')",-0.7666217,-0.9330493,-1.0338506698608398,-0.7674201726913452,0.26643049716949463
97,-1.2780147,-1.1804255,"('superior', 'inferior')",-0.16449952,-0.108189195,-0.7212570905685425,-0.6443073749542236,0.07694971561431885
63,-1.213198,-1.2228392,"('capable', 'incapable')",-0.7436433,-0.79174185,-0.978420615196228,-1.0072906017303467,-0.028869986534118652
33,-1.1692824,-0.70790005,"('softhearted', 'hardhearted')",-0.80472785,-0.7898192,-0.9870051145553589,-0.7488596439361572,0.23814547061920166
92,-1.0658205,-0.8094729,"('unwavering', 'wavering')",0.45523694,0.65154624,-0.3052917718887329,-0.07896333932876587,0.22632843255996704
8,-1.0089898,-0.5798006,"('open', 'distant')",1.0816603,0.4858461,0.03633522987365723,-0.04697725176811218,-0.08331248164176941
69,-0.99992,-0.45935783,"('wise', 'foolish')",0.49077433,0.56031334,-0.2545728385448456,0.050477758049964905,0.3050505965948105
0,0.99872255,0.8155372,"('sociable', 'unsociable')",-1.0006377,-0.8443105,-0.0009575486183166504,-0.014386653900146484,-0.013429105281829834
56,0.979085,1.3611901,"('intelligent', 'dumb')",0.5479897,0.70259017,0.7635374069213867,1.0318901538848877,0.268352746963501
80,0.97373235,0.69935673,"('independent', 'dependent')",0.5752865,0.5199741,0.7745094299316406,0.6096653938293457,-0.16484403610229492
2,0.9732335,0.5458827,"('friendly', 'unfriendly')",-1.1020427,-0.95887494,-0.06440457701683044,-0.20649611949920654,-0.1420915424823761
31,-0.9185375,-0.6707128,"('altruistic', 'egoistic')",-0.6357213,-0.55588514,-0.7771294116973877,-0.6132990121841431,0.16383039951324463
5,0.87503874,0.9296817,"('pleasant', 'repellent')",-0.3097512,-0.30376646,0.28264376521110535,0.31295764446258545,0.030313879251480103
103,0.8676644,0.71338475,"('traditional', 'modern')",1.0460024,1.2218292,0.9568333625793457,0.9676069617271423,0.01077359914779663
68,-0.85416424,-0.91662836,"('clever', 'inept')",-0.96828294,-1.1299478,-0.9112235903739929,-1.0232880115509033,-0.1120644211769104
81,0.84682006,1.2255256,"('industrious', 'lazy')",1.6700044,1.3421509,1.25841224193573,1.2838382720947266,0.025426030158996582
26,0.84019166,0.77463484,"('trustworthy', 'untrustworthy')",0.861714,0.6998559,0.8509528636932373,0.7372453808784485,-0.11370748281478882
60,0.83457434,0.52548397,"('educated', 'uneducated')",-1.2835847,-0.8714112,-0.22450518608093262,-0.17296361923217773,0.05154156684875488
21,0.8026859,0.789456,"('nice', 'nasty')",1.007873,0.8587312,0.9052795171737671,0.8240935802459717,-0.08118593692779541
17,0.7417781,0.80187464,"('social', 'antisocial')",-1.2158452,-1.1179264,-0.23703357577323914,-0.158025860786438,0.07900771498680115
45,-0.7409387,-1.0514728,"('cooperative', 'exploitative')",-0.48259264,-0.73472834,-0.6117656826972961,-0.8931005597114563,-0.28133487701416016
35,0.73449063,1.3001056,"('fair', 'unfair')",1.6097727,1.6321084,1.1721316576004028,1.4661070108413696,0.2939753532409668
22,0.7317108,0.517421,"('welcoming', 'disagreeable')",0.3622412,0.16622731,0.5469759702682495,0.34182417392730713,-0.20515179634094238
65,0.7043895,-0.0014794469,"('practical', 'impractical')",-2.0945446,-2.1312761,-0.6950775384902954,-1.0663777589797974,-0.37130022048950195
89,0.7009953,0.37246814,"('daring', 'anxious')",-0.6632607,-0.60589045,0.018867313861846924,-0.11671115458011627,-0.1355784684419632
79,0.67729986,0.55265594,"('determined', 'doubtful')",0.2470729,0.34639227,0.46218639612197876,0.4495241045951843,-0.012662291526794434
37,0.6632268,1.0726578,"('good', 'evil')",1.6873653,1.5959294,1.1752960681915283,1.3342936038970947,0.1589975357055664
64,0.6444572,-0.014604449,"('clever', 'incompetent')",-1.5060871,-1.3263276,-0.4308149218559265,-0.6704660058021545,-0.23965108394622803
19,-0.6281576,-0.16537583,"('funny', 'boring')",-0.2596261,-0.4000668,-0.44389185309410095,-0.28272131085395813,0.16117054224014282
38,-0.62216806,-0.7274879,"('kind', 'unkind')",-2.7575254,-2.3663466,-1.6898467540740967,-1.546917200088501,0.1429295539855957
39,-0.60967743,-0.39556193,"('right', 'wrong')",0.22698185,0.3433447,-0.19134779274463654,-0.026108622550964355,0.16523917019367218
4,0.60466063,0.54995173,"('likable', 'unlikable')",-1.4991102,-1.6988862,-0.44722479581832886,-0.5744671821594238,-0.12724238634109497
84,-0.5899301,-0.29369032,"('self-confident', 'diffident')",-0.17217958,-0.28659266,-0.3810548484325409,-0.2901414930820465,0.09091335535049438
42,-0.5804726,0.09932816,"('amicable', 'hostile')",1.1502181,1.4005775,0.28487277030944824,0.7499528527259827,0.4650800824165344
93,0.5599575,0.59226966,"('dominating', 'dominated')",0.40024164,0.69197667,0.48009955883026123,0.6421231627464294,0.1620236039161682
29,-0.54604465,-1.0293511,"('honest', 'immoral')",-0.8943114,-0.89353514,-0.7201780080795288,-0.9614431262016296,-0.24126511812210083
61,-0.5454814,0.041443475,"('rational', 'irrational')",0.41491827,0.52241087,-0.06528155505657196,0.2819271683692932,0.3472087234258652
72,-0.5287714,-0.15036261,"('logical', 'illogical')",-0.6714085,-0.5292053,-0.6000899076461792,-0.3397839665412903,0.2603059411048889
20,0.5237614,0.57542175,"('popular', 'unpopular')",-0.4361397,-0.100284785,0.04381084442138672,0.23756848275661469,0.19375763833522797
54,0.5216758,0.2542555,"('smart', 'stupid')",0.4372229,0.2099596,0.4794493615627289,0.23210754990577698,-0.2473418116569519
7,-0.51838225,-0.17242914,"('outgoing', 'distant')",1.3669419,0.68346596,0.4242798388004303,0.2555184066295624,-0.16876143217086792
18,-0.49813452,-0.7847922,"('social', 'asocial')",-0.45547962,-0.62014025,-0.4768070578575134,-0.7024662494659424,-0.22565919160842896
24,-0.39647347,-0.2685879,"('thoughtful', 'rough')",-0.42618737,-0.42669785,-0.4113304018974304,-0.3476428687572479,0.0636875331401825
41,-0.39197576,0.20902479,"('incorrupt', 'corrupt')",1.8567498,2.0567553,0.7323870062828064,1.132889986038208,0.4005029797554016
106,0.35894144,0.46633717,"('conventional', 'unconventional')",0.3920014,0.63598347,0.37547141313552856,0.5511603355407715,0.17568892240524292
36,-0.35701793,-0.5807622,"('tolerant', 'intolerant')",-1.8896856,-1.9921865,-1.123351812362671,-1.286474347114563,-0.1631225347518921
88,0.35683286,0.6581659,"('impulsive', 'meek')",1.1003683,0.98776245,0.7286005616188049,0.8229641914367676,0.09436362981796265
30,0.3524407,0.270499,"('honest', 'dishonest')",-0.38489413,-0.59767616,-0.01622670888900757,-0.16358858346939087,-0.1473618745803833
101,0.35206562,0.14201665,"('successful', 'unsuccessful')",-2.2937799,-1.898639,-0.9708571434020996,-0.8783111572265625,0.09254598617553711
67,-0.34157258,-0.19222435,"('discriminating', 'undiscriminating')",-1.337017,-1.335015,-0.8392947912216187,-0.7636197209358215,0.07567507028579712
77,0.33382618,0.96300066,"('active', 'inactive')",0.42441383,0.7453882,0.37911999225616455,0.8541944026947021,0.4750744104385376
100,-0.3294533,-0.14959455,"('influential', 'uninfluential')",-1.4327965,-1.1773496,-0.8811248540878296,-0.663472056388855,0.2176527976989746
110,-0.30670282,-0.09602006,"('narrow-minded', 'open-minded')",0.4472435,0.59294647,0.0702703446149826,0.2484632134437561,0.1781928688287735
91,0.30410647,0.19831795,"('resilient', 'nonresilient')",-0.013115555,-0.033597186,0.1454954594373703,0.08236037939786911,-0.06313508003950119
44,-0.30245596,-0.4581068,"('truthful', 'untruthful')",-1.2079344,-1.1802293,-0.755195140838623,-0.8191680312156677,-0.06397289037704468
96,-0.29555804,-0.23293695,"('powerful', 'powerless')",-0.7244328,-0.52800775,-0.5099954605102539,-0.3804723620414734,0.12952309846878052
12,0.294576,-0.018259764,"('sympathetic', 'unsympathetic')",-1.747654,-1.4923474,-0.7265390157699585,-0.7553035616874695,-0.028764545917510986
51,0.29227647,0.28199923,"('competent', 'incompetent')",-1.1305251,-0.95889175,-0.4191243052482605,-0.3384462594985962,0.0806780457496643
85,-0.24358568,-0.64797217,"('ambitious', 'unambitious')",-0.7073269,-0.58347565,-0.4754562973976135,-0.6157239079475403,-0.14026761054992676
59,0.23474841,0.44205856,"('skillful', 'clumsy')",-0.06647247,0.29702657,0.08413796871900558,0.36954256892204285,0.28540460020303726
70,0.22354308,0.8168026,"('wise', 'unwise')",0.4321947,0.4380237,0.32786887884140015,0.6274131536483765,0.2995442748069763
87,-0.20170557,-0.13999099,"('dedicated', 'undedicated')",-1.6310345,-1.6208038,-0.9163700342178345,-0.8803974390029907,0.03597259521484375
74,0.19221117,-0.08322075,"('insightful', 'unperceptive')",-2.0056205,-2.0489693,-0.9067046642303467,-1.066094994544983,-0.15939033031463623
102,-0.17816633,-0.2782205,"('eminent', 'low')",-2.521974,-1.9777968,-1.3500702381134033,-1.1280086040496826,0.2220616340637207
73,-0.17759717,-0.93074906,"('brilliant', 'incompetent')",-2.075645,-2.2417266,-1.1266210079193115,-1.586237907409668,-0.45961689949035645
82,-0.1466229,0.006161213,"('industrious', 'meek')",0.5076375,0.48797622,0.18050730228424072,0.24706871807575226,0.06656141579151154
47,-0.14277337,-0.09084235,"('forgiving', 'unforgiving')",-0.7544094,-0.7443744,-0.4485913813114166,-0.417608380317688,0.030983000993728638
43,-0.09119156,0.06601848,"('genuine', 'fake')",-0.9088516,-0.6699612,-0.5000215768814087,-0.3019713759422302,0.19805020093917847
83,0.09118211,0.033484437,"('energetic', 'lethargic')",-0.80447984,-0.9008557,-0.35664886236190796,-0.43368563055992126,-0.0770367681980133
49,-0.083735585,-0.12080681,"('responsible', 'irresponsible')",-1.6252186,-1.881235,-0.8544771075248718,-1.001020908355713,-0.14654380083084106
9,0.04635629,-0.14816329,"('sensitive', 'insensitive')",-1.1560811,-1.1703067,-0.554862380027771,-0.6592350006103516,-0.10437262058258057
23,-0.037227392,0.12782288,"('hospitable', 'inhospitable')",0.5250055,0.4777103,0.24388906359672546,0.3027665913105011,0.058877527713775635
55,-0.03575605,-0.3109424,"('intelligent', 'unintelligent')",-1.4929405,-1.1463962,-0.7643482685089111,-0.728669285774231,0.035678982734680176
57,-0.009279445,0.05056639,"('able', 'unable')",-0.23168828,-0.42948362,-0.12048386037349701,-0.18945860862731934,-0.06897474825382233
