,fedex_male,fedex_female,tuple,average_male,average_female,female-male
75,3.2937212,3.283155,"('confident', 'shy')",3.2937211990356445,3.2831549644470215,-0.010566234588623047
66,2.5398169,2.4940703,"('imaginative', 'unimaginative')",2.5398168563842773,2.494070291519165,-0.045746564865112305
53,-2.4418416,-2.3416753,"('smart', 'stupid')",-2.4418416023254395,-2.341675281524658,0.10016632080078125
6,2.3277426,1.9177287,"('liked', 'disliked')",2.327742576599121,1.9177286624908447,-0.41001391410827637
27,-2.3155828,-1.9342542,"('sincere', 'insincere')",-2.315582752227783,-1.9342541694641113,0.3813285827636719
40,-2.1329293,-2.1464727,"('honorable', 'mean')",-2.1329293251037598,-2.146472692489624,-0.013543367385864258
95,-2.0849993,-2.1154165,"('rich', 'poor')",-2.0849993228912354,-2.1154165267944336,-0.030417203903198242
94,1.7343109,1.7095385,"('aggressive', 'submissive')",1.7343108654022217,1.709538459777832,-0.02477240562438965
16,1.6418717,1.7912086,"('social', 'antisocial')",1.641871690750122,1.7912086248397827,0.14933693408966064
103,1.5686277,1.8388462,"('traditional', 'modern')",1.5686277151107788,1.838846206665039,0.27021849155426025
104,-1.5422845,-1.5015452,"('conventional', 'unconventional')",-1.5422844886779785,-1.5015451908111572,0.04073929786682129
83,1.5147401,1.6599467,"('energetic', 'lethargic')",1.5147401094436646,1.6599466800689697,0.14520657062530518
3,1.4423734,1.3371518,"('likable', 'unlikable')",1.4423733949661255,1.3371517658233643,-0.10522162914276123
48,1.4389828,1.3469837,"('reliable', 'unreliable')",1.4389828443527222,1.3469836711883545,-0.09199917316436768
109,1.3279879,1.4633782,"('conservative', 'liberal')",1.3279879093170166,1.4633781909942627,0.1353902816772461
108,1.3279879,1.4633782,"('conservative', 'liberal')",1.3279879093170166,1.4633781909942627,0.1353902816772461
15,1.2558179,1.385582,"('polite', 'impolite')",1.2558178901672363,1.3855819702148438,0.12976408004760742
2,1.2227463,1.2576674,"('friendly', 'unfriendly')",1.2227462530136108,1.2576674222946167,0.03492116928100586
107,1.2192602,1.237545,"('conventional', 'modern')",1.2192602157592773,1.2375450134277344,0.01828479766845703
76,1.2101638,1.4965215,"('secure', 'insecure')",1.2101638317108154,1.4965214729309082,0.2863576412200928
51,1.1851547,1.1138477,"('competent', 'incompetent')",1.185154676437378,1.1138477325439453,-0.07130694389343262
52,1.145313,1.2006385,"('competitive', 'uncompetitive')",1.145313024520874,1.2006385326385498,0.05532550811767578
12,1.14367,1.2435362,"('sympathetic', 'unsympathetic')",1.1436699628829956,1.2435362339019775,0.09986627101898193
26,1.1421423,1.2603683,"('trustworthy', 'untrustworthy')",1.1421422958374023,1.2603683471679688,0.1182260513305664
25,1.0277168,1.1164378,"('moral', 'immoral')",1.0277167558670044,1.1164377927780151,0.08872103691101074
98,-1.02103,-1.094275,"('prestigious', 'insignificant')",-1.0210299491882324,-1.0942749977111816,-0.07324504852294922
38,-1.0009645,-0.9528409,"('kind', 'unkind')",-1.0009645223617554,-0.9528409242630005,0.04812359809875488
50,0.9906447,1.0090103,"('unprejudiced', 'prejudiced')",0.9906446933746338,1.0090103149414062,0.01836562156677246
99,-0.98929477,-1.0277541,"('prestigious', 'insignificant')",-0.9892947673797607,-1.0277540683746338,-0.03845930099487305
17,0.96095085,1.0161792,"('social', 'antisocial')",0.9609508514404297,1.0161792039871216,0.055228352546691895
86,0.9563411,0.804282,"('self-reliant', 'helpless')",0.9563410878181458,0.804282009601593,-0.15205907821655273
80,0.9473392,0.88485026,"('independent', 'dependent')",0.9473391771316528,0.884850263595581,-0.06248891353607178
92,-0.9417784,-1.0277913,"('unwavering', 'wavering')",-0.9417784214019775,-1.0277912616729736,-0.0860128402709961
11,-0.93930095,-0.97393084,"('caring', 'unaffectionate')",-0.9393009543418884,-0.973930835723877,-0.034629881381988525
46,0.9348235,0.91714156,"('generous', 'stingy')",0.9348235130310059,0.9171415567398071,-0.01768195629119873
71,0.9327813,1.0537323,"('efficient', 'inefficient')",0.9327812790870667,1.0537322759628296,0.12095099687576294
63,-0.9301564,-0.9771195,"('capable', 'incapable')",-0.930156409740448,-0.977119505405426,-0.04696309566497803
89,0.9147265,1.0581356,"('daring', 'anxious')",0.9147264957427979,1.0581356287002563,0.1434091329574585
93,0.89107275,0.93535125,"('dominating', 'dominated')",0.8910727500915527,0.9353512525558472,0.044278502464294434
5,0.8848617,0.9777582,"('pleasant', 'repellent')",0.8848617076873779,0.9777582287788391,0.09289652109146118
69,-0.8701112,-0.9239946,"('wise', 'foolish')",-0.8701112270355225,-0.9239946007728577,-0.053883373737335205
8,-0.86975753,-1.0923691,"('open', 'distant')",-0.8697575330734253,-1.0923690795898438,-0.22261154651641846
105,-0.845236,-0.74396473,"('conventional', 'modern')",-0.8452360033988953,-0.7439647316932678,0.10127127170562744
64,0.837152,0.98485386,"('clever', 'incompetent')",0.8371520042419434,0.9848538637161255,0.14770185947418213
39,-0.8160329,-0.74174356,"('right', 'wrong')",-0.816032886505127,-0.7417435646057129,0.07428932189941406
29,-0.79112023,-0.77613026,"('honest', 'immoral')",-0.7911202311515808,-0.7761302590370178,0.014989972114562988
90,0.78574115,0.8136227,"('motivated', 'unmotivated')",0.7857411503791809,0.8136227130889893,0.02788156270980835
31,-0.7614981,-0.7678915,"('altruistic', 'egoistic')",-0.7614980936050415,-0.767891526222229,-0.0063934326171875
1,-0.74649376,-0.7132781,"('friendly', 'unfriendly')",-0.7464937567710876,-0.7132781147956848,0.03321564197540283
56,0.7338513,0.5101294,"('intelligent', 'dumb')",0.7338513135910034,0.5101293921470642,-0.2237219214439392
60,0.7143628,0.77728844,"('educated', 'uneducated')",0.7143628001213074,0.7772884368896484,0.06292563676834106
84,-0.69985616,-0.8776611,"('self-confident', 'diffident')",-0.699856162071228,-0.8776611089706421,-0.17780494689941406
9,0.6925281,0.70586026,"('sensitive', 'insensitive')",0.6925281286239624,0.7058602571487427,0.013332128524780273
73,0.68193644,0.6230224,"('brilliant', 'incompetent')",0.6819364428520203,0.6230223774909973,-0.05891406536102295
22,0.65881765,0.75345546,"('welcoming', 'disagreeable')",0.6588176488876343,0.7534554600715637,0.09463781118392944
32,-0.6549,-0.54306716,"('benevolent', 'hardhearted')",-0.6549000144004822,-0.5430671572685242,0.11183285713195801
33,-0.6494415,-0.767889,"('softhearted', 'hardhearted')",-0.6494414806365967,-0.7678890228271484,-0.11844754219055176
97,-0.6349735,-0.62006736,"('superior', 'inferior')",-0.6349735260009766,-0.6200673580169678,0.014906167984008789
82,-0.6185653,-0.74012476,"('industrious', 'meek')",-0.6185653209686279,-0.7401247620582581,-0.12155944108963013
100,0.61828434,0.8362767,"('influential', 'uninfluential')",0.6182843446731567,0.8362767100334167,0.21799236536026
0,0.6088189,0.7592211,"('sociable', 'unsociable')",0.6088188886642456,0.759221076965332,0.15040218830108643
14,0.6042043,0.47685057,"('supportive', 'unsupportive')",0.6042042970657349,0.47685056924819946,-0.1273537278175354
