,perrigo_male,perrigo_female,tuple,average_male,average_female,female-male
75,2.2261355,1.7479749,"('confident', 'shy')",2.226135492324829,1.7479748725891113,-0.4781606197357178
100,1.5762489,1.7450491,"('influential', 'uninfluential')",1.5762488842010498,1.7450491189956665,0.1688002347946167
66,1.3270907,1.5366752,"('imaginative', 'unimaginative')",1.3270907402038574,1.536675214767456,0.20958447456359863
41,-1.1713859,-0.70895076,"('incorrupt', 'corrupt')",-1.1713858842849731,-0.7089507579803467,0.46243512630462646
53,-1.1005428,-1.2112632,"('smart', 'stupid')",-1.1005427837371826,-1.2112631797790527,-0.11072039604187012
90,1.0440317,0.84037846,"('motivated', 'unmotivated')",1.0440317392349243,0.84037846326828,-0.2036532759666443
69,-1.0378383,-1.0349839,"('wise', 'foolish')",-1.037838339805603,-1.0349838733673096,0.002854466438293457
70,0.9911959,1.2779814,"('wise', 'unwise')",0.9911959171295166,1.2779814004898071,0.2867854833602905
31,-0.9777235,-0.93049866,"('altruistic', 'egoistic')",-0.9777234792709351,-0.9304986596107483,0.04722481966018677
71,0.96667457,0.4222206,"('efficient', 'inefficient')",0.9666745662689209,0.4222205877304077,-0.5444539785385132
6,0.9350328,1.0912503,"('liked', 'disliked')",0.9350327849388123,1.0912503004074097,0.1562175154685974
14,0.92953014,1.0883034,"('supportive', 'unsupportive')",0.929530143737793,1.0883034467697144,0.1587733030319214
55,0.9233149,1.1294017,"('intelligent', 'unintelligent')",0.9233149290084839,1.129401683807373,0.20608675479888916
5,0.92222965,0.7145329,"('pleasant', 'repellent')",0.9222296476364136,0.7145329117774963,-0.20769673585891724
16,0.9207566,0.4796288,"('social', 'antisocial')",0.9207565784454346,0.4796288013458252,-0.4411277770996094
76,0.91878414,0.6632852,"('secure', 'insecure')",0.9187841415405273,0.6632851958274841,-0.2554989457130432
97,-0.87745017,-0.34006,"('superior', 'inferior')",-0.877450168132782,-0.3400599956512451,0.5373901724815369
9,0.8690422,0.79959804,"('sensitive', 'insensitive')",0.8690422177314758,0.7995980381965637,-0.06944417953491211
94,0.868844,0.5735052,"('aggressive', 'submissive')",0.8688439726829529,0.5735052227973938,-0.2953387498855591
95,-0.8468665,-0.88024163,"('rich', 'poor')",-0.8468664884567261,-0.8802416324615479,-0.03337514400482178
60,0.83760643,0.96397924,"('educated', 'uneducated')",0.8376064300537109,0.9639792442321777,0.1263728141784668
15,0.8049915,0.46947792,"('polite', 'impolite')",0.8049914836883545,0.46947792172431946,-0.33551356196403503
20,-0.78405356,-0.5120478,"('popular', 'unpopular')",-0.7840535640716553,-0.5120478272438049,0.27200573682785034
61,-0.78300303,-0.44471118,"('rational', 'irrational')",-0.783003032207489,-0.44471117854118347,0.33829185366630554
62,0.67221224,0.81771016,"('creative', 'uncreative')",0.6722122430801392,0.8177101612091064,0.14549791812896729
2,0.66962147,0.59220237,"('friendly', 'unfriendly')",0.669621467590332,0.592202365398407,-0.07741910219192505
103,0.66779613,0.64947283,"('traditional', 'modern')",0.6677961349487305,0.6494728326797485,-0.018323302268981934
109,0.65641236,0.25234663,"('conservative', 'liberal')",0.6564123630523682,0.25234663486480713,-0.40406572818756104
108,0.65641236,0.25234663,"('conservative', 'liberal')",0.6564123630523682,0.25234663486480713,-0.40406572818756104
34,-0.61652803,0.20272993,"('loyal', 'disloyal')",-0.6165280342102051,0.20272992551326752,0.8192579597234726
45,0.61550415,-0.10793309,"('cooperative', 'exploitative')",0.6155041456222534,-0.10793308913707733,-0.7234372347593307
85,0.6150895,0.67404133,"('ambitious', 'unambitious')",0.615089476108551,0.6740413308143616,0.05895185470581055
110,-0.6108595,-0.7357239,"('narrow-minded', 'open-minded')",-0.6108595132827759,-0.7357239127159119,-0.12486439943313599
74,0.60749835,0.8378755,"('insightful', 'unperceptive')",0.6074983477592468,0.837875485420227,0.23037713766098022
83,0.58145475,0.5701829,"('energetic', 'lethargic')",0.5814547538757324,0.5701829195022583,-0.011271834373474121
104,-0.5722015,-0.12484588,"('conventional', 'unconventional')",-0.5722014904022217,-0.12484587728977203,0.44735561311244965
12,0.5700005,0.9295311,"('sympathetic', 'unsympathetic')",0.5700005292892456,0.9295310974121094,0.35953056812286377
77,0.5677326,0.7404506,"('active', 'inactive')",0.567732572555542,0.7404506206512451,0.17271804809570312
4,-0.5627098,-0.78660595,"('likable', 'unlikable')",-0.5627098083496094,-0.786605954170227,-0.22389614582061768
0,0.5593448,0.46672928,"('sociable', 'unsociable')",0.5593448281288147,0.4667292833328247,-0.09261554479598999
42,-0.5580226,0.12265889,"('amicable', 'hostile')",-0.5580226182937622,0.12265889346599579,0.680681511759758
80,0.5544364,0.5904943,"('independent', 'dependent')",0.5544363856315613,0.5904942750930786,0.036057889461517334
32,-0.55143154,-0.45968378,"('benevolent', 'hardhearted')",-0.5514315366744995,-0.45968377590179443,0.09174776077270508
51,0.55079556,0.6020089,"('competent', 'incompetent')",0.5507955551147461,0.6020088791847229,0.05121332406997681
39,-0.5411142,-0.43958765,"('right', 'wrong')",-0.5411142110824585,-0.43958765268325806,0.10152655839920044
29,0.5225972,0.55582505,"('honest', 'immoral')",0.5225971937179565,0.5558250546455383,0.03322786092758179
38,-0.5054104,-0.4089002,"('kind', 'unkind')",-0.505410373210907,-0.4089002013206482,0.09651017189025879
52,0.4800911,0.7544481,"('competitive', 'uncompetitive')",0.4800910949707031,0.7544481158256531,0.27435702085494995
46,0.47482672,0.5132394,"('generous', 'stingy')",0.47482672333717346,0.5132393836975098,0.038412660360336304
88,-0.46749976,-0.22231172,"('impulsive', 'meek')",-0.4674997627735138,-0.22231172025203705,0.24518804252147675
82,-0.46046513,-0.5684618,"('industrious', 'meek')",-0.46046513319015503,-0.5684617757797241,-0.10799664258956909
86,-0.4598371,-0.5272314,"('self-reliant', 'helpless')",-0.4598371088504791,-0.5272313952445984,-0.06739428639411926
58,-0.43241122,-0.24573034,"('able', 'clumsy')",-0.43241122364997864,-0.24573034048080444,0.1866808831691742
40,-0.42790172,-0.29173154,"('honorable', 'mean')",-0.4279017150402069,-0.2917315363883972,0.1361701786518097
106,-0.42239842,-0.3480266,"('conventional', 'unconventional')",-0.4223984181880951,-0.3480266034603119,0.0743718147277832
57,0.41687614,0.38607067,"('able', 'unable')",0.4168761372566223,0.3860706686973572,-0.030805468559265137
11,-0.4163866,0.057957947,"('caring', 'unaffectionate')",-0.41638660430908203,0.05795794725418091,0.47434455156326294
30,0.41522187,0.5230895,"('honest', 'dishonest')",0.4152218699455261,0.5230895280838013,0.10786765813827515
17,0.4023316,0.39778233,"('social', 'antisocial')",0.4023315906524658,0.3977823257446289,-0.004549264907836914
72,0.39583156,0.59666795,"('logical', 'illogical')",0.39583155512809753,0.5966679453849792,0.2008363902568817
8,-0.3851458,-0.20175481,"('open', 'distant')",-0.38514581322669983,-0.20175480842590332,0.1833910048007965
78,0.38322264,0.263792,"('active', 'inactive')",0.38322263956069946,0.2637920081615448,-0.11943063139915466
73,0.37524197,0.058032356,"('brilliant', 'incompetent')",0.3752419650554657,0.058032356202602386,-0.3172096088528633
107,0.3737986,0.18282647,"('conventional', 'modern')",0.3737986087799072,0.1828264743089676,-0.19097213447093964
18,0.36082384,0.23010358,"('social', 'asocial')",0.3608238399028778,0.23010358214378357,-0.13072025775909424
99,-0.35775685,-0.01760313,"('prestigious', 'insignificant')",-0.3577568531036377,-0.017603129148483276,0.3401537239551544
10,-0.34620628,0.24009964,"('affectionate', 'unaffectionate')",-0.34620627760887146,0.24009963870048523,0.5863059163093567
21,0.34225798,0.23952433,"('nice', 'nasty')",0.3422579765319824,0.23952433466911316,-0.10273364186286926
44,-0.3355999,-0.078893274,"('truthful', 'untruthful')",-0.3355998992919922,-0.0788932740688324,0.2567066252231598
105,-0.3208608,-0.19952238,"('conventional', 'modern')",-0.3208608031272888,-0.19952237606048584,0.12133842706680298
93,0.32011074,0.30407667,"('dominating', 'dominated')",0.3201107382774353,0.3040766716003418,-0.016034066677093506
23,0.3166927,0.553583,"('hospitable', 'inhospitable')",0.3166927099227905,0.553583025932312,0.23689031600952148
3,0.31664687,0.17339706,"('likable', 'unlikable')",0.31664687395095825,0.17339706420898438,-0.14324980974197388
26,-0.31106752,-0.12516224,"('trustworthy', 'untrustworthy')",-0.31106752157211304,-0.1251622438430786,0.18590527772903442
19,-0.30762142,-0.092523515,"('funny', 'boring')",-0.30762141942977905,-0.09252351522445679,0.21509790420532227
59,-0.30448857,-0.122067735,"('skillful', 'clumsy')",-0.30448856949806213,-0.12206773459911346,0.18242083489894867
22,0.30367875,-0.14355841,"('welcoming', 'disagreeable')",0.3036787509918213,-0.14355841279029846,-0.44723716378211975
102,0.3007762,0.51143324,"('eminent', 'low')",0.3007762134075165,0.5114332437515259,0.2106570303440094
37,0.28421354,0.44050503,"('good', 'evil')",0.2842135429382324,0.4405050277709961,0.15629148483276367
98,-0.28272954,-0.2250533,"('prestigious', 'insignificant')",-0.28272953629493713,-0.22505329549312592,0.05767624080181122
84,0.25736707,0.27760288,"('self-confident', 'diffident')",0.2573670744895935,0.277602881193161,0.020235806703567505
91,0.25637925,0.38654554,"('resilient', 'nonresilient')",0.25637924671173096,0.3865455389022827,0.13016629219055176
64,0.24049264,0.11459244,"('clever', 'incompetent')",0.24049264192581177,0.11459244042634964,-0.12590020149946213
54,0.23669226,-0.0008328259,"('smart', 'stupid')",0.23669226467609406,-0.0008328258991241455,-0.2375250905752182
25,-0.23276871,-0.21993789,"('moral', 'immoral')",-0.232768714427948,-0.21993789076805115,0.01283082365989685
49,0.22218463,0.14527059,"('responsible', 'irresponsible')",0.22218462824821472,0.14527058601379395,-0.07691404223442078
65,0.2184346,-0.04965672,"('practical', 'impractical')",0.21843460202217102,-0.04965671896934509,-0.2680913209915161
33,-0.21697766,-0.17439306,"('softhearted', 'hardhearted')",-0.21697765588760376,-0.17439305782318115,0.04258459806442261
43,-0.17836767,0.10007854,"('genuine', 'fake')",-0.17836767435073853,0.1000785380601883,0.2784462124109268
56,0.17524529,0.35938874,"('intelligent', 'dumb')",0.1752452850341797,0.3593887388706207,0.18414345383644104
81,-0.17191608,-0.56309414,"('industrious', 'lazy')",-0.17191608250141144,-0.5630941390991211,-0.39117805659770966
96,-0.16897666,-0.014397398,"('powerful', 'powerless')",-0.16897666454315186,-0.014397397637367249,0.1545792669057846
1,0.14225557,0.5023323,"('friendly', 'unfriendly')",0.14225557446479797,0.502332329750061,0.36007675528526306
36,0.13853076,-0.16715364,"('tolerant', 'intolerant')",0.13853076100349426,-0.16715364158153534,-0.3056844025850296
67,0.1320292,0.44391054,"('discriminating', 'undiscriminating')",0.1320292055606842,0.44391053915023804,0.31188133358955383
101,0.12697005,-0.053271018,"('successful', 'unsuccessful')",0.1269700527191162,-0.05327101796865463,-0.18024107068777084
28,-0.12418717,0.2468872,"('honest', 'dishonest')",-0.124187171459198,0.24688720703125,0.371074378490448
48,0.122199476,0.11088522,"('reliable', 'unreliable')",0.12219947576522827,0.11088521778583527,-0.011314257979393005
24,0.120562,0.20910648,"('thoughtful', 'rough')",0.12056200206279755,0.2091064751148224,0.08854447305202484
35,-0.1179912,0.073343575,"('fair', 'unfair')",-0.11799120157957077,0.07334357500076294,0.1913347765803337
47,-0.0965808,0.06963968,"('forgiving', 'unforgiving')",-0.09658080339431763,0.06963968276977539,0.16622048616409302
89,-0.09137046,-0.1988895,"('daring', 'anxious')",-0.09137046337127686,-0.19888949394226074,-0.10751903057098389
27,-0.08988857,0.07490116,"('sincere', 'insincere')",-0.0898885726928711,0.07490116357803345,0.16478973627090454
79,0.088423535,-0.11400205,"('determined', 'doubtful')",0.08842353522777557,-0.1140020489692688,-0.20242558419704437
7,-0.079987675,-0.020908132,"('outgoing', 'distant')",-0.07998767495155334,-0.020908132195472717,0.05907954275608063
50,-0.06512889,-0.40379494,"('unprejudiced', 'prejudiced')",-0.06512889266014099,-0.40379494428634644,-0.33866605162620544
92,-0.03050609,0.17386374,"('unwavering', 'wavering')",-0.030506089329719543,0.1738637387752533,0.20436982810497284
87,0.02556239,-0.11506283,"('dedicated', 'undedicated')",0.025562390685081482,-0.11506283283233643,-0.1406252235174179
63,-0.01867311,0.23664653,"('capable', 'incapable')",-0.018673110753297806,0.23664653301239014,0.25531964376568794
68,0.012275668,0.034709916,"('clever', 'inept')",0.012275667861104012,0.03470991551876068,0.02243424765765667
13,-0.0011158437,0.19608855,"('helpful', 'unhelpful')",-0.001115843653678894,0.19608855247497559,0.19720439612865448
