,four_male,four_female,tuple,corners_male,corners_female,property_male,property_female,trust_male,trust_female,average_male,average_female,female-male
75,4.7502203,4.9384136,"('confident', 'shy')",4.6197214,4.839319,2.4829965,2.2376924,4.824384,5.177867,4.169330596923828,4.298322677612305,0.12899208068847656
6,4.701049,4.323151,"('liked', 'disliked')",4.6329675,5.0493693,2.0756145,2.3314934,5.0205545,5.221775,4.107546806335449,4.231447219848633,0.1239004135131836
27,-4.4575367,-4.445796,"('sincere', 'insincere')",-4.800393,-5.2495527,-3.3034675,-3.0335543,-6.696682,-6.789373,-4.814519882202148,-4.879569053649902,-0.0650491714477539
95,-4.4229574,-4.732887,"('rich', 'poor')",-3.5168204,-4.2240615,-3.004667,-2.9878206,-4.8073254,-5.2371306,-3.9379425048828125,-4.295475006103516,-0.3575325012207031
53,-3.9792526,-4.22174,"('smart', 'stupid')",-3.4419103,-4.1443954,-2.1423366,-2.3254828,-4.201164,-4.5351424,-3.4411659240722656,-3.806690216064453,-0.3655242919921875
40,-3.5087042,-3.817546,"('honorable', 'mean')",-3.915326,-4.373273,-2.7028933,-2.8952417,-4.675951,-5.339075,-3.700718641281128,-4.106284141540527,-0.4055655002593994
86,2.8275516,2.581676,"('self-reliant', 'helpless')",3.4475856,3.4368515,1.1278833,0.9855915,2.9980896,3.205356,2.6002774238586426,2.552368640899658,-0.047908782958984375
12,-2.5874684,-2.412487,"('sympathetic', 'unsympathetic')",-2.6704345,-2.6022334,-0.9820043,-0.8703796,-1.7442684,-1.7470715,-1.9960439205169678,-1.9080429077148438,0.08800101280212402
81,2.5785713,2.454111,"('industrious', 'lazy')",1.9788507,2.1006265,0.67493767,0.66303194,2.3272347,2.149067,1.889898657798767,1.8417091369628906,-0.048189520835876465
52,-2.56337,-2.608007,"('competitive', 'uncompetitive')",-1.2351037,-1.4107676,-0.8451113,-0.7249553,-1.2440869,-1.094659,-1.471917986869812,-1.459597110748291,0.012320876121520996
37,2.4706593,2.3112292,"('good', 'evil')",1.8954303,2.071537,2.2916255,2.1848788,2.3214662,2.1617284,2.244795322418213,2.1823434829711914,-0.062451839447021484
58,-2.4126093,-2.279516,"('able', 'clumsy')",-1.1553023,-1.1422801,-1.2178831,-0.98258287,-2.7100356,-2.3115778,-1.873957633972168,-1.6789891719818115,0.19496846199035645
64,-2.4025898,-2.272112,"('clever', 'incompetent')",-1.119599,-1.4947195,-0.35611516,-0.40880156,-0.5972442,-0.6213489,-1.118886947631836,-1.1992454528808594,-0.08035850524902344
13,-2.321288,-2.3703027,"('helpful', 'unhelpful')",-3.1366577,-3.3445988,-2.0480156,-1.9668775,-3.799532,-3.728816,-2.826373338699341,-2.8526487350463867,-0.0262753963470459
51,-2.313854,-2.3190584,"('competent', 'incompetent')",-1.1522629,-1.3304092,-0.7986537,-0.6693399,-0.7735517,-0.7397206,-1.2595806121826172,-1.264631986618042,-0.005051374435424805
73,-2.177541,-2.4933457,"('brilliant', 'incompetent')",-0.6308969,-1.1612259,-0.6935969,-0.8445338,-1.3202217,-1.5501876,-1.205564022064209,-1.512323260307312,-0.306759238243103
87,-2.0734248,-1.7368791,"('dedicated', 'undedicated')",-0.871413,-1.1229746,-0.1910049,0.07514086,-1.4428157,-1.0766137,-1.1446646451950073,-0.9653316140174866,0.17933303117752075
67,-1.9579632,-1.6697345,"('discriminating', 'undiscriminating')",-1.463902,-1.2749807,-1.4363921,-1.3551593,-0.3017516,-0.24841295,-1.2900022268295288,-1.1370718479156494,0.1529303789138794
50,1.955507,2.0658665,"('unprejudiced', 'prejudiced')",1.731924,1.8935168,1.3588132,1.1759462,2.0271802,2.0901492,1.7683560848236084,1.8063695430755615,0.038013458251953125
82,1.9432411,1.8573611,"('industrious', 'meek')",1.8043753,1.8635976,0.021403044,0.21888863,0.96975195,1.0533319,1.1846928596496582,1.2482948303222656,0.06360197067260742
83,-1.9215828,-1.7345676,"('energetic', 'lethargic')",-1.1212139,-1.1980383,-0.4218341,-0.47084016,-0.565789,-0.6128303,-1.0076048374176025,-1.0040690898895264,0.003535747528076172
38,-1.9163327,-1.73352,"('kind', 'unkind')",-1.8359698,-2.134905,-1.0558254,-0.63625336,-3.0332627,-2.6642156,-1.9603476524353027,-1.792223572731018,0.16812407970428467
65,-1.9140359,-1.7560382,"('practical', 'impractical')",-2.2244468,-2.385475,-1.3724298,-1.4863219,-2.262109,-1.9942425,-1.9432554244995117,-1.9055193662643433,0.03773605823516846
2,-1.9119267,-1.6198193,"('friendly', 'unfriendly')",-0.89563787,-1.1013556,0.20037991,0.3277799,-1.639309,-1.4703574,-1.061623454093933,-0.9659380912780762,0.09568536281585693
0,-1.8846507,-1.3943756,"('sociable', 'unsociable')",-1.5735507,-1.7305441,-0.43999553,-0.13314983,-0.7828243,-0.54790825,-1.1702553033828735,-0.9514944553375244,0.21876084804534912
3,1.8774058,1.6719406,"('likable', 'unlikable')",0.9160912,0.975718,-0.75883293,-0.7921754,0.6833558,0.69964457,0.6795049905776978,0.6387819051742554,-0.04072308540344238
71,-1.8531647,-2.0324397,"('efficient', 'inefficient')",-1.1489589,-2.0014586,0.180637,-0.22973517,-1.450049,-1.5531485,-1.067883849143982,-1.454195499420166,-0.3863116502761841
25,-1.8425169,-1.9193382,"('moral', 'immoral')",-1.0189086,-1.0809803,-0.86214465,-0.938221,-1.466924,-1.4205536,-1.2976235151290894,-1.3397732973098755,-0.04214978218078613
29,-1.8289964,-2.0339432,"('honest', 'immoral')",-0.76673424,-1.0663285,0.07050371,0.035328925,-2.1007414,-2.0412295,-1.1564921140670776,-1.276543140411377,-0.12005102634429932
49,-1.7539394,-1.860956,"('responsible', 'irresponsible')",-1.9663293,-2.3242092,-0.69425017,-0.9786365,-2.303323,-2.3325622,-1.6794605255126953,-1.8740911483764648,-0.19463062286376953
33,-1.7505699,-1.6931654,"('softhearted', 'hardhearted')",-1.0031507,-1.0796885,0.43284792,0.5271052,-1.2740151,-1.184066,-0.8987219333648682,-0.8574536442756653,0.04126828908920288
9,-1.7439669,-2.1091695,"('sensitive', 'insensitive')",-0.8954494,-1.319942,-0.95638496,-1.1490409,-2.2622957,-2.173204,-1.464524269104004,-1.687839150428772,-0.22331488132476807
21,1.6966664,1.4360914,"('nice', 'nasty')",0.90993875,1.0110238,0.4156894,0.2414906,-0.6630926,-0.62480295,0.5898004770278931,0.5159506797790527,-0.07384979724884033
28,-1.672474,-1.578228,"('honest', 'dishonest')",-1.8259486,-2.1644752,0.23958415,0.023405507,-2.1345701,-1.9137113,-1.3483521938323975,-1.408252239227295,-0.05990004539489746
41,1.6590712,2.040394,"('incorrupt', 'corrupt')",1.1553872,1.5101798,1.3899274,1.5108553,1.7730309,2.0024762,1.4943541288375854,1.7659763097763062,0.2716221809387207
34,-1.6342342,-1.2844625,"('loyal', 'disloyal')",-1.2561355,-1.1728824,-1.334641,-0.9380443,-1.9356959,-1.6583393,-1.5401766300201416,-1.2634321451187134,0.2767444849014282
101,-1.6100923,-1.6992371,"('successful', 'unsuccessful')",-0.5275737,-0.7986156,-1.8366776,-1.6250812,-1.9753673,-1.7175827,-1.4874277114868164,-1.4601291418075562,0.027298569679260254
72,-1.6080027,-1.2472887,"('logical', 'illogical')",-1.2958496,-1.2098502,-0.17063744,-0.087918825,-1.622306,-1.4651054,-1.174198865890503,-1.0025408267974854,0.17165803909301758
7,1.5965407,1.3208867,"('outgoing', 'distant')",1.3607224,1.099212,1.1124382,0.77665424,0.9292138,0.33780006,1.249728798866272,0.8836382627487183,-0.3660905361175537
88,1.5167418,1.3511095,"('impulsive', 'meek')",1.5607672,1.8815787,0.6973114,0.621194,1.4436892,1.3121424,1.3046274185180664,1.2915061712265015,-0.013121247291564941
74,-1.4567518,-1.6098387,"('insightful', 'unperceptive')",-2.1164212,-2.1215053,-1.346544,-1.182566,-1.5847024,-1.8292942,-1.6261048316955566,-1.6858010292053223,-0.059696197509765625
100,-1.4465861,-1.3082615,"('influential', 'uninfluential')",-1.2378869,-1.2663972,-0.26352194,0.12565607,-0.8355136,-0.6411437,-0.9458771347999573,-0.7725366353988647,0.17334049940109253
36,-1.4118309,-1.2307286,"('tolerant', 'intolerant')",-1.4648099,-1.765063,-0.5549746,-0.76007885,-1.3230798,-1.3076122,-1.188673734664917,-1.2658706903457642,-0.07719695568084717
68,-1.4104905,-1.6262807,"('clever', 'inept')",-0.51537097,-0.57446796,-0.084753424,-0.23465326,-1.685072,-2.028103,-0.9239217042922974,-1.1158761978149414,-0.19195449352264404
24,-1.4071766,-1.3469007,"('thoughtful', 'rough')",0.09451868,0.113389775,0.22280578,0.15479986,-0.7640831,-0.73085123,-0.4634838104248047,-0.4523906111717224,0.011093199253082275
60,-1.3622683,-1.006468,"('educated', 'uneducated')",-0.43084705,-0.3390528,-0.10819332,0.30185568,-0.974865,-0.70892084,-0.7190434336662292,-0.4381465017795563,0.280896931886673
47,-1.3538117,-1.1908975,"('forgiving', 'unforgiving')",-1.7219791,-1.6837572,0.36688697,0.49545023,-1.3944213,-1.2766061,-1.0258312225341797,-0.913952648639679,0.11187857389450073
32,-1.3186622,-0.98051745,"('benevolent', 'hardhearted')",-0.903523,-1.0775167,-0.67336285,-0.59137946,-1.7652135,-1.6045856,-1.16519033908844,-1.0634998083114624,0.10169053077697754
89,-1.3022702,-0.83805156,"('daring', 'anxious')",-0.5565063,-0.63514745,0.21926004,0.10239658,-0.27039033,-0.1475879,-0.47747665643692017,-0.37959757447242737,0.0978790819644928
78,1.2548649,0.73136705,"('active', 'inactive')",2.1046667,1.5723604,1.3379686,1.0504652,1.7500788,1.3348005,1.6118947267532349,1.172248363494873,-0.4396463632583618
16,-1.2362716,-0.9391839,"('social', 'antisocial')",0.0034712553,-0.25255346,-0.73029196,-0.8756206,-0.6232622,-0.3687763,-0.6465886235237122,-0.6090335845947266,0.037555038928985596
97,-1.1990738,-0.89007515,"('superior', 'inferior')",-0.31586537,-0.16965318,-0.47216138,-0.54081917,-0.87982607,-0.9351317,-0.7167316675186157,-0.6339198350906372,0.08281183242797852
11,-1.1966363,-1.5440265,"('caring', 'unaffectionate')",-1.6491611,-2.0188496,-0.95920146,-0.90599835,-2.1090918,-2.3492014,-1.4785226583480835,-1.7045190334320068,-0.22599637508392334
99,1.1937454,1.2602346,"('prestigious', 'insignificant')",0.6506639,1.226014,-0.6377777,-0.32998312,0.61608076,0.3769318,0.4556780755519867,0.6332992315292358,0.17762115597724915
76,-1.1410346,-0.9001167,"('secure', 'insecure')",0.041534998,-0.14374022,0.5960936,0.31460148,-1.371274,-1.1300025,-0.4686700105667114,-0.4648144841194153,0.0038555264472961426
20,1.0967058,0.690829,"('popular', 'unpopular')",0.45586357,0.601364,-0.4171141,0.087767124,0.43045545,0.2752369,0.39147767424583435,0.4137992262840271,0.02232155203819275
48,1.0738168,1.0351036,"('reliable', 'unreliable')",1.5910872,1.5362456,0.39293873,0.35787493,1.412683,1.5976961,1.117631435394287,1.131730079650879,0.014098644256591797
105,-1.0169114,-1.0702156,"('conventional', 'modern')",-1.0698395,-1.2052691,-0.24691375,-0.17799434,-0.7142648,-0.75695145,-0.7619823813438416,-0.802607536315918,-0.040625154972076416
107,-1.0105357,-1.1073887,"('conventional', 'modern')",-0.94132483,-0.91492885,-0.29776815,-0.03385091,0.16754246,0.27495515,-0.5205215811729431,-0.445303350687027,0.07521823048591614
43,-1.0056448,-0.92934024,"('genuine', 'fake')",-0.87147737,-0.8448996,-0.82242453,-0.5687289,0.1587486,0.30040365,-0.6351995468139648,-0.5106412768363953,0.12455826997756958
45,-1.002248,-0.93229,"('cooperative', 'exploitative')",-0.06906375,-0.31603542,0.93502116,0.5315366,-1.5696155,-1.3864726,-0.42647653818130493,-0.5258153676986694,-0.0993388295173645
61,0.96761405,0.90653694,"('rational', 'irrational')",0.9711919,1.1722753,1.2448945,1.4923204,1.2425095,1.3962811,1.1065524816513062,1.2418534755706787,0.13530099391937256
85,-0.9387699,-1.0520332,"('ambitious', 'unambitious')",0.056375027,0.15364373,-0.96168673,-0.9410318,-1.1256115,-1.0333418,-0.7424232959747314,-0.7181907892227173,0.02423250675201416
42,0.92596316,0.9534072,"('amicable', 'hostile')",0.76607573,1.2025356,0.98861027,1.2943693,0.7088443,0.78492427,0.847373366355896,1.0588090419769287,0.21143567562103271
92,0.921663,0.92241246,"('unwavering', 'wavering')",0.13594207,0.49307835,-0.18028387,0.15763,-0.4307176,-0.60685265,0.11165088415145874,0.24156704545021057,0.12991616129875183
35,0.8502959,1.2083049,"('fair', 'unfair')",0.6093326,0.6366653,1.355655,1.2104404,0.13965395,0.49668804,0.7387343645095825,0.8880246877670288,0.1492903232574463
8,0.83649564,0.62871027,"('open', 'distant')",0.5547254,0.2933696,1.0094023,0.81982934,0.030927598,-0.37074202,0.6078877449035645,0.3427917957305908,-0.26509594917297363
69,0.8149109,0.6478412,"('wise', 'foolish')",0.18115439,0.24250656,0.44865343,0.46481383,0.00017994642,0.11335412,0.3612246513366699,0.3671289384365082,0.005904287099838257
