,schwab_male,schwab_female,tuple,charles_male,charles_female,corp_male,corp_female,new_male,new_female,average_male,average_female,female-male
75,2.246196,2.263886,"('confident', 'shy')",6.7869673,6.849746,6.66473,6.5372887,4.247345,4.725128,4.98630952835083,5.094012260437012,0.10770273208618164
15,1.7563367,2.0234456,"('polite', 'impolite')",0.5698901,0.88832426,0.51423466,0.6083,-0.60293305,-0.018667951,0.5593820810317993,0.8753504753112793,0.31596839427948
71,1.7017585,1.617348,"('efficient', 'inefficient')",0.25874782,0.31194937,-1.1294833,-1.2358482,-1.2771156,-1.4559102,-0.11152315139770508,-0.19061526656150818,-0.0790921151638031
21,1.6789272,1.4411819,"('nice', 'nasty')",0.21804535,0.20271742,0.38468748,0.27212715,0.35453856,0.31382322,0.6590496301651001,0.5574624538421631,-0.10158717632293701
76,1.65874,1.6732216,"('secure', 'insecure')",0.52239716,0.7701771,-0.27963996,-0.35239786,-0.46814716,-0.3669712,0.35833749175071716,0.43100738525390625,0.07266989350318909
16,1.5694133,1.5905997,"('social', 'antisocial')",0.80404556,1.0610244,-0.3652128,-0.106381685,-0.8021402,-0.50254613,0.30152642726898193,0.5106741189956665,0.20914769172668457
2,1.5512396,1.6981896,"('friendly', 'unfriendly')",-0.51735735,-0.036165178,-1.418464,-1.5280867,-1.6722184,-1.4798024,-0.5142000317573547,-0.33646613359451294,0.1777338981628418
99,-1.5235392,-1.8355947,"('prestigious', 'insignificant')",-0.309642,-0.41122344,0.29116943,0.51564914,0.7842057,0.64763576,-0.18945151567459106,-0.27088332176208496,-0.0814318060874939
66,1.4628191,1.7008286,"('imaginative', 'unimaginative')",2.328301,2.440617,3.0494213,3.0358052,0.34587073,0.7209271,1.7966029644012451,1.9745445251464844,0.17794156074523926
69,-1.4507204,-1.3896537,"('wise', 'foolish')",-0.5427029,-0.6309798,0.44740218,0.6480955,0.5438058,0.65526724,-0.25055384635925293,-0.1793176829814911,0.07123616337776184
41,-1.4390799,-1.531393,"('incorrupt', 'corrupt')",0.42127395,0.33185154,1.3548378,1.374502,2.200282,2.1927314,0.6343284845352173,0.5919229388237,-0.042405545711517334
107,1.3466343,1.6980233,"('conventional', 'modern')",0.22113714,0.47944558,0.41894037,0.40934473,1.0958123,1.6039909,0.7706310153007507,1.047701120376587,0.2770701050758362
89,1.3108066,1.2873404,"('daring', 'anxious')",-0.018195271,0.1649049,-0.35680014,-0.5358988,-1.1694336,-1.3868266,-0.058405593037605286,-0.11762002110481262,-0.059214428067207336
94,1.2917138,1.4108813,"('aggressive', 'submissive')",0.5616418,0.9005465,-0.09218556,-0.26384047,-0.6174553,-0.32319823,0.28592872619628906,0.4310972988605499,0.14516857266426086
109,1.2700107,1.4795214,"('conservative', 'liberal')",0.54552567,0.8148714,-0.18954298,-0.3518635,-1.097023,-1.0688727,0.1322425901889801,0.21841415762901306,0.08617156744003296
108,1.2700107,1.4795214,"('conservative', 'liberal')",0.54552567,0.8148714,-0.18954298,-0.3518635,-1.097023,-1.0688727,0.1322425901889801,0.21841415762901306,0.08617156744003296
98,-1.2012001,-1.4511642,"('prestigious', 'insignificant')",-0.7948387,-1.1121744,-0.5078856,-0.44825798,0.27524158,0.15429056,-0.5571706891059875,-0.7143265008926392,-0.1571558117866516
0,1.1961071,1.3275535,"('sociable', 'unsociable')",-0.41254795,0.09070709,-0.78538966,-0.43198916,-0.76800233,-0.5637635,-0.19245819747447968,0.10562697052955627,0.29808516800403595
12,1.1866671,1.4882646,"('sympathetic', 'unsympathetic')",-1.0575176,-0.844956,-1.3533148,-1.4027944,-1.2802973,-1.1208498,-0.6261156797409058,-0.47008389234542847,0.1560317873954773
70,1.1824229,1.3186466,"('wise', 'unwise')",0.8901304,0.86205053,1.1597657,1.1573492,1.675778,1.6813757,1.2270241975784302,1.2548553943634033,0.027831196784973145
64,1.1122497,1.145617,"('clever', 'incompetent')",-0.3780813,-0.19693726,-1.1046457,-1.0655162,-1.4687406,-1.580534,-0.4598044753074646,-0.42434263229370117,0.03546184301376343
5,1.0835185,1.0925145,"('pleasant', 'repellent')",0.2573163,0.30200958,-1.2856472,-1.3148067,-0.097297505,-0.30082503,-0.01052745059132576,-0.05527690798044205,-0.04474945738911629
104,-1.0570947,-1.0542861,"('conventional', 'unconventional')",-0.8751131,-0.8558326,-0.7870131,-0.6860226,0.09214801,-0.08103579,-0.6567682027816772,-0.6692942976951599,-0.012526094913482666
9,1.014901,1.1943643,"('sensitive', 'insensitive')",-0.73984766,-0.661956,-1.0999589,-1.0613891,-0.98445404,-0.92043555,-0.45233988761901855,-0.3623540997505188,0.08998578786849976
42,-0.9711425,-1.0238585,"('amicable', 'hostile')",0.40172315,0.16580707,1.0745797,1.3420484,1.8091202,1.8213055,0.5785701274871826,0.5763255953788757,-0.0022445321083068848
8,-0.9520147,-1.1525503,"('open', 'distant')",0.12158194,-0.25837964,1.4154859,1.2487043,1.1676544,0.7915691,0.43817687034606934,0.15733587741851807,-0.28084099292755127
55,0.92332524,0.9628453,"('intelligent', 'unintelligent')",-0.47112727,-0.49626878,-1.5241168,-1.5656445,-0.3138889,-0.4464134,-0.34645190834999084,-0.38637033104896545,-0.03991842269897461
52,0.9114636,1.1428188,"('competitive', 'uncompetitive')",0.92481875,1.1837757,-0.29315704,-0.43968332,-0.82447207,-0.5201275,0.17966333031654358,0.3416959047317505,0.1620325744152069
67,-0.9108324,-0.82225895,"('discriminating', 'undiscriminating')",-0.42892176,-0.35146183,-0.98974335,-0.78308094,0.70384866,0.7983501,-0.40641218423843384,-0.28961291909217834,0.1167992651462555
50,0.90022165,0.61144835,"('unprejudiced', 'prejudiced')",1.6643987,1.5209254,2.2759738,2.2260273,1.2686491,1.0383911,1.527310848236084,1.3491981029510498,-0.17811274528503418
57,0.8966107,0.671734,"('able', 'unable')",-0.00078479946,0.00024539232,-0.52577424,-0.47968864,-0.46497375,-0.62447196,-0.023730531334877014,-0.1080453097820282,-0.08431477844715118
40,-0.8861939,-1.1406054,"('honorable', 'mean')",-4.596813,-4.7449217,-5.858739,-5.9650583,-2.9068136,-3.3330858,-3.5621397495269775,-3.7959179878234863,-0.2337782382965088
51,0.85884696,0.9068497,"('competent', 'incompetent')",0.016913086,0.052129984,-0.11847064,-0.098713234,0.07464939,0.2558064,0.20798470079898834,0.27901822328567505,0.0710335224866867
82,-0.8484137,-1.0704798,"('industrious', 'meek')",0.41337198,0.2934725,1.0922787,1.2331986,1.3513242,1.312031,0.5021402835845947,0.4420556128025055,-0.06008467078208923
61,-0.8441847,-0.86123085,"('rational', 'irrational')",0.2583274,0.26456937,1.1557636,1.3685138,1.4804657,1.715029,0.5125930309295654,0.6217203140258789,0.10912728309631348
14,0.83887994,0.9860326,"('supportive', 'unsupportive')",1.4524788,1.4498191,1.4877679,1.4867378,-0.059206426,-0.05194989,0.9299800395965576,0.9676598310470581,0.03767979145050049
25,0.8259635,0.8526835,"('moral', 'immoral')",-0.5879724,-0.30600768,-1.5206175,-1.3253146,-1.4564099,-1.4396524,-0.6847590804100037,-0.5545728206634521,0.1301862597465515
19,-0.81101644,-0.69111603,"('funny', 'boring')",-0.03699255,0.07513356,0.41201538,0.5815117,-0.057115197,0.104435325,-0.1232772022485733,0.017491132020950317,0.14076833426952362
7,-0.783671,-0.94992006,"('outgoing', 'distant')",0.46232194,0.07676232,1.2281502,1.04766,0.8801502,0.5827791,0.4467378258705139,0.18932034075260162,-0.2574174851179123
78,0.77263016,0.5194289,"('active', 'inactive')",1.8846278,1.3044559,2.3321204,1.9112912,1.6742909,1.1332293,1.6659173965454102,1.2171013355255127,-0.44881606101989746
49,0.76047623,0.8163868,"('responsible', 'irresponsible')",-1.0068814,-0.9491786,-1.4365293,-1.2053922,-1.0568249,-1.0981494,-0.6849398612976074,-0.609083354473114,0.07585650682449341
39,-0.7179729,-0.66084963,"('right', 'wrong')",-0.102311924,-0.052546546,0.6349007,0.8346789,0.26922962,0.41019645,0.020961381494998932,0.13286978006362915,0.11190839856863022
81,-0.7049322,-1.0569909,"('industrious', 'lazy')",1.4026619,1.219202,2.0935724,2.177915,2.0022373,2.030965,1.1983848810195923,1.0927728414535522,-0.10561203956604004
13,0.669321,0.91276705,"('helpful', 'unhelpful')",-1.9537764,-1.6440241,-3.0271235,-3.0961032,-2.575208,-2.4277782,-1.7216966152191162,-1.5637845993041992,0.157912015914917
3,0.626133,0.59106374,"('likable', 'unlikable')",2.5206304,2.6148782,1.6233785,1.5548921,1.4871099,1.6269121,1.5643129348754883,1.5969364643096924,0.0326235294342041
100,0.62597203,0.83609426,"('influential', 'uninfluential')",-0.49177262,-0.08610222,-0.63892,-0.5221347,-0.52025104,-0.49207926,-0.25624290108680725,-0.06605549156665802,0.19018740952014923
26,0.6242862,0.84485275,"('trustworthy', 'untrustworthy')",0.8474926,1.0101461,0.38654366,0.5214009,-0.7467338,-0.48269907,0.2778971493244171,0.4734251797199249,0.1955280303955078
80,0.6055293,0.599648,"('independent', 'dependent')",0.397779,0.4981832,0.50642145,0.6569986,0.56695527,0.6444183,0.5191712379455566,0.5998120307922363,0.08064079284667969
53,-0.6017537,-0.7074406,"('smart', 'stupid')",-4.7808437,-4.9060526,-4.4504747,-4.3025694,-3.3546703,-3.2368484,-3.296935796737671,-3.2882275581359863,0.00870823860168457
31,-0.60061824,-0.79056513,"('altruistic', 'egoistic')",-0.17626816,-0.41187295,-0.277474,-0.047681987,0.63122517,0.40067068,-0.10578380525112152,-0.2123623788356781,-0.10657857358455658
63,-0.5738727,-0.585277,"('capable', 'incapable')",-1.4951525,-1.5247068,-1.1376256,-1.0196587,-0.33474922,-0.53823125,-0.8853499889373779,-0.9169684648513794,-0.031618475914001465
96,-0.57153165,-0.49489123,"('powerful', 'powerless')",-0.03225085,0.111357264,-0.0942453,0.08052668,-0.45298013,-0.42514718,-0.2877520024776459,-0.18203860521316528,0.10571339726448059
106,0.542211,0.39560384,"('conventional', 'unconventional')",-0.4803083,-0.4293313,-0.62033725,-0.33703667,1.2797227,0.963664,0.18032203614711761,0.14822496473789215,-0.032097071409225464
85,0.54199994,0.74515814,"('ambitious', 'unambitious')",-0.23213696,-0.15332988,-0.31822163,-0.35626906,0.013987601,0.106343,0.001407235860824585,0.08547554165124893,0.08406830579042435
87,-0.53463274,-0.53988916,"('dedicated', 'undedicated')",-1.282432,-0.8470303,-0.80255353,-0.59696186,-0.63571346,-0.37742674,-0.8138329982757568,-0.5903270244598389,0.22350597381591797
90,0.5225595,0.4533854,"('motivated', 'unmotivated')",1.1973433,1.0457727,0.5462045,0.32156423,-0.115985096,-0.5120882,0.5375305414199829,0.32715854048728943,-0.21037200093269348
11,-0.5075996,-0.27188388,"('caring', 'unaffectionate')",-1.7118372,-1.7224005,-1.484493,-1.4917997,-0.39734697,-0.45263273,-1.0253190994262695,-0.9846791625022888,0.04063993692398071
32,-0.5066545,-0.5837583,"('benevolent', 'hardhearted')",-1.75525,-1.679985,-1.3220441,-0.75526094,-0.5565795,-0.20947967,-1.0351320505142212,-0.8071209788322449,0.22801107168197632
