,costco_male,costco_female,tuple,wholesale_male,wholesale_female,corp_male,corp_female,new_male,new_female,average_male,average_female,female-male
78,0.34064955,-0.3284812,"('active', 'inactive')",2.4942987,1.980334,2.3321204,1.9112912,1.6742909,1.1332293,1.7103397846221924,1.1740933656692505,-0.5362464189529419
91,-0.33893684,-0.26837927,"('resilient', 'nonresilient')",-0.075112045,0.015823781,-0.1504333,-0.20740606,0.2389951,-0.08850193,-0.08137177675962448,-0.13711586594581604,-0.05574408918619156
83,0.29844576,0.38903344,"('energetic', 'lethargic')",-0.7436519,-0.93477076,-0.38989562,-0.51259035,-0.80170095,-0.6726756,-0.40920066833496094,-0.4327508211135864,-0.02355015277862549
99,-0.29664,-0.3807609,"('prestigious', 'insignificant')",0.45124018,0.6640688,0.29116943,0.51564914,0.7842057,0.64763576,0.30749380588531494,0.36164820194244385,0.054154396057128906
93,-0.28433955,-0.09263022,"('dominating', 'dominated')",-0.61673677,-0.84333456,-0.022973418,-0.17457613,-1.2408098,-0.70492834,-0.5412148833274841,-0.4538673162460327,0.08734756708145142
39,-0.2607978,-0.38903326,"('right', 'wrong')",0.047183126,0.35034624,0.6349007,0.8346789,0.26922962,0.41019645,0.17262890934944153,0.3015470802783966,0.12891817092895508
18,-0.25574738,-0.26680094,"('social', 'asocial')",-0.35430345,-0.6138595,-0.15735155,-0.051664025,-1.5692225,-1.306341,-0.5841562151908875,-0.5596663951873779,0.02448982000350952
44,-0.25288573,-0.16839063,"('truthful', 'untruthful')",-1.3545808,-1.437941,-0.6980455,-0.76625013,-0.44683415,-0.3493275,-0.6880865097045898,-0.6804773211479187,0.007609188556671143
65,0.23775944,0.498035,"('practical', 'impractical')",-1.8003497,-2.1365175,-0.9191679,-0.87139773,-1.6388373,-1.5554767,-1.0301488637924194,-1.0163393020629883,0.013809561729431152
0,0.22656271,0.44464642,"('sociable', 'unsociable')",-1.1952301,-1.0631334,-0.78538966,-0.43198916,-0.76800233,-0.5637635,-0.6305148601531982,-0.4035598933696747,0.22695496678352356
29,-0.21671954,-0.2077505,"('honest', 'immoral')",-0.87241256,-1.0371609,-1.8260021,-1.7521313,-1.9729593,-2.176074,-1.222023367881775,-1.2932791709899902,-0.07125580310821533
90,-0.21652322,-0.27477694,"('motivated', 'unmotivated')",0.63720393,0.41007736,0.5462045,0.32156423,-0.115985096,-0.5120882,0.21272502839565277,-0.013805881142616272,-0.22653090953826904
41,0.21633905,0.13179588,"('incorrupt', 'corrupt')",2.388218,2.6470597,1.3548378,1.374502,2.200282,2.1927314,1.5399192571640015,1.5865222215652466,0.04660296440124512
58,0.20156282,0.50849545,"('able', 'clumsy')",-2.3310137,-2.1033258,-2.2373161,-1.8838849,-1.5659094,-1.5201012,-1.4831690788269043,-1.249704122543335,0.23346495628356934
79,0.17466873,0.2718486,"('determined', 'doubtful')",-0.9807125,-0.9328017,0.44676286,0.76036924,0.31559122,0.37995023,-0.010922417044639587,0.1198415756225586,0.13076399266719818
98,0.17229472,0.042847395,"('prestigious', 'insignificant')",0.37720433,0.6717524,-0.5078856,-0.44825798,0.27524158,0.15429056,0.07921376079320908,0.10515809059143066,0.025944329798221588
61,-0.17113796,-0.120613754,"('rational', 'irrational')",0.76925045,1.3552443,1.1557636,1.3685138,1.4804657,1.715029,0.8085854053497314,1.0795433521270752,0.27095794677734375
102,-0.16685888,0.22740747,"('eminent', 'low')",-1.1437774,-0.98861015,-0.53147554,-0.3426346,-0.2643765,-0.27766025,-0.5266220569610596,-0.34537437558174133,0.18124768137931824
30,-0.16272798,-0.034120932,"('honest', 'dishonest')",-0.6507235,-0.89425874,-0.7890542,-0.85744035,-0.46290857,-0.09674831,-0.5163535475730896,-0.47064208984375,0.0457114577293396
59,-0.15111952,0.0630328,"('skillful', 'clumsy')",-0.8582433,-0.55893016,0.07095654,0.19477667,1.3879981,1.4707971,0.11239795386791229,0.29241907596588135,0.18002112209796906
47,0.13885666,0.25768173,"('forgiving', 'unforgiving')",-1.4444165,-1.365849,-0.80979,-0.5174874,-0.45840046,-0.068962395,-0.6434375643730164,-0.4236542582511902,0.21978330612182617
45,-0.1366194,-0.29524058,"('cooperative', 'exploitative')",-0.4124502,-0.68888766,-1.1704645,-0.9724724,-1.0277846,-0.9165996,-0.686829686164856,-0.7183000445365906,-0.03147035837173462
81,-0.1266818,-0.4831003,"('industrious', 'lazy')",1.5145259,1.4282179,2.0935724,2.177915,2.0022373,2.030965,1.3709135055541992,1.288499355316162,-0.08241415023803711
109,-0.11797019,-0.14662918,"('conservative', 'liberal')",0.24884507,0.061070174,-0.18954298,-0.3518635,-1.097023,-1.0688727,-0.2889227867126465,-0.3765738010406494,-0.08765101432800293
108,-0.11797019,-0.14662918,"('conservative', 'liberal')",0.24884507,0.061070174,-0.18954298,-0.3518635,-1.097023,-1.0688727,-0.2889227867126465,-0.3765738010406494,-0.08765101432800293
72,-0.11639622,-0.11643033,"('logical', 'illogical')",-0.42414328,-0.31122103,-1.4069908,-1.3363023,-0.42463043,-0.11634571,-0.5930401682853699,-0.470074862241745,0.12296530604362488
49,0.113422394,0.2118181,"('responsible', 'irresponsible')",-1.6903961,-2.1340532,-1.4365293,-1.2053922,-1.0568249,-1.0981494,-1.0175819396972656,-1.0564441680908203,-0.03886222839355469
94,-0.10565847,-0.066431925,"('aggressive', 'submissive')",-0.40524778,-0.5124078,-0.09218556,-0.26384047,-0.6174553,-0.32319823,-0.3051367700099945,-0.29146960377693176,0.013667166233062744
21,-0.09921268,-0.31318808,"('nice', 'nasty')",0.55246687,0.5030324,0.38468748,0.27212715,0.35453856,0.31382322,0.29812005162239075,0.1939486712217331,-0.10417138040065765
77,0.09880388,-0.11048928,"('active', 'inactive')",0.6793148,1.0247902,1.3215332,1.4822655,0.7132806,0.8810775,0.7032331228256226,0.8194109797477722,0.11617785692214966
88,-0.077240735,-0.1172858,"('impulsive', 'meek')",1.421644,1.4336451,1.447821,1.2792021,1.563556,1.8192687,1.0889451503753662,1.1037075519561768,0.014762401580810547
84,0.07600659,-0.049337275,"('self-confident', 'diffident')",-0.87311476,-0.70227903,0.04052466,0.12735969,-0.24383731,-0.37390593,-0.25010520219802856,-0.24954062700271606,0.0005645751953125
12,-0.07311371,0.17858526,"('sympathetic', 'unsympathetic')",-1.4461756,-1.4148955,-1.3533148,-1.4027944,-1.2802973,-1.1208498,-1.0382252931594849,-0.9399886131286621,0.09823668003082275
104,0.07100164,-0.03195992,"('conventional', 'unconventional')",-0.4726404,-0.08498901,-0.7870131,-0.6860226,0.09214801,-0.08103579,-0.27412593364715576,-0.22100181877613068,0.053124114871025085
71,-0.06387484,-0.027558893,"('efficient', 'inefficient')",-1.3332224,-2.4357634,-1.1294833,-1.2358482,-1.2771156,-1.4559102,-0.9509240388870239,-1.2887701988220215,-0.33784615993499756
17,0.05842495,-0.0062451363,"('social', 'antisocial')",-0.29835242,0.1374298,-0.2864834,0.066805124,-0.42820126,-0.10149157,-0.2386530339717865,0.02412455528974533,0.26277758926153183
54,0.03379795,-0.35053396,"('smart', 'stupid')",1.0967362,0.73851526,0.42693397,0.34929267,0.84912705,0.60384494,0.6016488075256348,0.3352797031402588,-0.266369104385376
64,-0.029374838,0.211452,"('clever', 'incompetent')",-1.3959585,-1.6154327,-1.1046457,-1.0655162,-1.4687406,-1.580534,-0.9996799230575562,-1.012507677078247,-0.012827754020690918
74,-0.023741826,-0.013467684,"('insightful', 'unperceptive')",-1.6210814,-1.5243342,-1.2442702,-1.3193259,-0.31318325,-0.21756577,-0.8005691766738892,-0.7686733603477478,0.03189581632614136
57,-0.01818198,0.0207614,"('able', 'unable')",0.0058271214,-0.29705864,-0.52577424,-0.47968864,-0.46497375,-0.62447196,-0.25077569484710693,-0.34511446952819824,-0.09433877468109131
85,-0.009378672,0.14122614,"('ambitious', 'unambitious')",-0.86781013,-0.6642872,-0.31822163,-0.35626906,0.013987601,0.106343,-0.29535573720932007,-0.1932467818260193,0.10210895538330078
62,-0.008422747,0.007049393,"('creative', 'uncreative')",0.31262594,0.21651128,-0.33273518,-0.144564,-0.56264377,-0.6173538,-0.1477939337491989,-0.134589284658432,0.013204649090766907
69,0.006445542,-0.05577308,"('wise', 'foolish')",0.40067098,0.765669,0.44740218,0.6480955,0.5438058,0.65526724,0.34958112239837646,0.5033146739006042,0.15373355150222778
42,0.005171418,0.25723347,"('amicable', 'hostile')",0.49567693,1.2048117,1.0745797,1.3420484,1.8091202,1.8213055,0.8461370468139648,1.156349778175354,0.31021273136138916
