,costco_male,costco_female,tuple,wholesale_male,wholesale_female,corp_male,corp_female,new_male,new_female,average_male,average_female,female-male
75,2.4270263,2.1706111,"('confident', 'shy')",6.0612803,5.871711,6.66473,6.5372887,4.247345,4.725128,4.850095272064209,4.8261847496032715,-0.0239105224609375
6,1.9317558,1.7888687,"('liked', 'disliked')",4.9027524,5.218116,6.684802,6.6123395,3.2574773,3.5818095,4.194196701049805,4.300283432006836,0.10608673095703125
70,1.7402244,1.7342031,"('wise', 'unwise')",0.7150726,0.96602273,1.1597657,1.1573492,1.675778,1.6813757,1.3227101564407349,1.3847377300262451,0.062027573585510254
48,1.6579868,1.5090826,"('reliable', 'unreliable')",1.9186722,1.6909657,2.681928,2.5936308,1.1541629,1.1235613,1.8531874418258667,1.729310154914856,-0.12387728691101074
27,-1.5824926,-1.0883708,"('sincere', 'insincere')",-6.278011,-6.42174,-6.6364894,-6.431673,-4.0693674,-4.2187166,-4.641590118408203,-4.540124893188477,0.10146522521972656
80,1.5033679,1.4136,"('independent', 'dependent')",1.7838736,1.8262498,0.50642145,0.6569986,0.56695527,0.6444183,1.0901545286178589,1.1353167295455933,0.045162200927734375
4,-1.3761154,-1.3223488,"('likable', 'unlikable')",-0.9191197,-1.0254118,-0.6973594,-0.49110615,0.38617718,0.37986428,-0.6516042947769165,-0.6147506237030029,0.036853671073913574
40,-1.3443035,-1.3821566,"('honorable', 'mean')",-4.273883,-4.6426997,-5.858739,-5.9650583,-2.9068136,-3.3330858,-3.5959346294403076,-3.8307502269744873,-0.2348155975341797
53,-1.3353354,-1.205684,"('smart', 'stupid')",-4.2078195,-4.5172453,-4.4504747,-4.3025694,-3.3546703,-3.2368484,-3.3370749950408936,-3.315586566925049,0.021488428115844727
107,1.3304496,1.5943785,"('conventional', 'modern')",-0.6477912,-0.54384637,0.41894037,0.40934473,1.0958123,1.6039909,0.549352765083313,0.7659668922424316,0.21661412715911865
22,1.2056761,1.220202,"('welcoming', 'disagreeable')",1.1646479,1.0542299,1.6342537,1.9070294,0.5636344,0.47769773,1.1420530080795288,1.1647897958755493,0.022736787796020508
103,1.1879399,1.3708818,"('traditional', 'modern')",1.3223996,1.3046832,0.6515223,0.51988685,0.68126935,0.61791956,0.9607828259468079,0.9533427953720093,-0.007440030574798584
32,-1.1563711,-0.904071,"('benevolent', 'hardhearted')",-2.4549167,-2.2933567,-1.3220441,-0.75526094,-0.5565795,-0.20947967,-1.3724778890609741,-1.0405421257019043,0.3319357633590698
35,1.152309,0.97250205,"('fair', 'unfair')",1.3092066,1.5322692,0.6981856,0.740138,0.53877056,0.72886944,0.9246178865432739,0.9934446811676025,0.06882679462432861
101,-1.1402109,-0.90007555,"('successful', 'unsuccessful')",-2.0742865,-1.78193,-1.2861463,-1.4652822,-0.6508886,-0.41667444,-1.2878830432891846,-1.1409904956817627,0.14689254760742188
11,-1.0889169,-0.8364069,"('caring', 'unaffectionate')",-1.0400937,-1.1641263,-1.484493,-1.4917997,-0.39734697,-0.45263273,-1.0027127265930176,-0.9862414002418518,0.01647132635116577
31,-1.0029486,-1.1435403,"('altruistic', 'egoistic')",-0.82089484,-0.6537886,-0.277474,-0.047681987,0.63122517,0.40067068,-0.36752307415008545,-0.36108508706092834,0.0064379870891571045
37,0.99943453,0.5102491,"('good', 'evil')",2.822564,2.976428,1.9438914,2.0353565,2.5303283,2.428041,2.074054479598999,1.9875186681747437,-0.08653581142425537
82,-0.98270893,-1.1763142,"('industrious', 'meek')",0.60459447,0.53273857,1.0922787,1.2331986,1.3513242,1.312031,0.5163720846176147,0.4754135012626648,-0.04095858335494995
34,-0.8629197,-0.2580325,"('loyal', 'disloyal')",-2.762516,-2.2505908,-2.017921,-1.7827404,-1.179813,-0.9404594,-1.7057924270629883,-1.3079557418823242,0.39783668518066406
51,0.8277832,0.9767348,"('competent', 'incompetent')",-2.018053,-1.8862333,-0.11847064,-0.098713234,0.07464939,0.2558064,-0.3085227608680725,-0.18810133635997772,0.12042142450809479
87,-0.81824964,-0.48417193,"('dedicated', 'undedicated')",-0.8677379,-1.0933816,-0.80255353,-0.59696186,-0.63571346,-0.37742674,-0.7810636758804321,-0.6379854679107666,0.14307820796966553
25,-0.8042847,-0.5596066,"('moral', 'immoral')",-1.0919162,-1.2716174,-1.5206175,-1.3253146,-1.4564099,-1.4396524,-1.2183070182800293,-1.1490477323532104,0.06925928592681885
76,0.7793125,0.9687822,"('secure', 'insecure')",-0.6693369,-0.86078715,-0.27963996,-0.35239786,-0.46814716,-0.3669712,-0.159452885389328,-0.15284350514411926,0.00660938024520874
38,-0.76930046,-0.2536835,"('kind', 'unkind')",-2.8359852,-2.5929885,-2.3757577,-1.9031388,-1.1115729,-0.71509457,-1.7731540203094482,-1.366226315498352,0.4069277048110962
105,0.7327016,0.808558,"('conventional', 'modern')",-0.21094488,-0.15920912,-0.48005888,-0.4712868,0.8306431,0.5736888,0.21808522939682007,0.18793770670890808,-0.030147522687911987
68,-0.7255344,-0.6694889,"('clever', 'inept')",-0.5506017,-0.81373715,-0.914963,-0.89569235,-0.6454199,-0.8717228,-0.7091297507286072,-0.8126603364944458,-0.10353058576583862
15,0.7107756,0.77988863,"('polite', 'impolite')",-0.6432332,-0.6404261,0.51423466,0.6083,-0.60293305,-0.018667951,-0.005288988351821899,0.18227364122867584,0.18756262958049774
8,0.6839442,0.37771535,"('open', 'distant')",1.9608644,1.4882537,1.4154859,1.2487043,1.1676544,0.7915691,1.3069872856140137,0.9765605926513672,-0.3304266929626465
19,-0.67846537,-0.44451123,"('funny', 'boring')",-0.54669815,-0.62609804,0.41201538,0.5815117,-0.057115197,0.104435325,-0.21756581962108612,-0.09616558253765106,0.12140023708343506
60,0.6778277,0.94895303,"('educated', 'uneducated')",-0.94212973,-0.6975062,-0.94098175,-0.8681323,-0.794942,-0.4889455,-0.5000564455986023,-0.27640774846076965,0.22364869713783264
92,0.67526317,0.55568296,"('unwavering', 'wavering')",0.50483656,0.71086586,0.30593115,0.17524163,1.0242958,0.81975317,0.6275816559791565,0.5653859376907349,-0.06219571828842163
26,0.64908695,0.8223125,"('trustworthy', 'untrustworthy')",0.5887975,0.5137269,0.38654366,0.5214009,-0.7467338,-0.48269907,0.2194235920906067,0.3436852991580963,0.12426170706748962
28,-0.64874446,-0.4793607,"('honest', 'dishonest')",-1.464909,-1.5920386,-2.0855794,-2.0146995,-1.27389,-0.99179226,-1.3682807683944702,-1.2694727182388306,0.09880805015563965
95,-0.64758134,-0.41268596,"('rich', 'poor')",-4.8565044,-4.8354473,-6.034153,-6.116641,-2.7676091,-3.1545284,-3.5764617919921875,-3.6298258304595947,-0.05336403846740723
66,0.63557124,0.7205907,"('imaginative', 'unimaginative')",2.0455399,2.1419072,3.0494213,3.0358052,0.34587073,0.7209271,1.5191009044647217,1.6548075675964355,0.13570666313171387
10,-0.6135935,-0.28769666,"('affectionate', 'unaffectionate')",-0.5109513,-0.33552656,-0.05168128,0.14470398,0.7698784,0.8342984,-0.10158693790435791,0.08894479274749756,0.19053173065185547
1,-0.6072678,-0.5173298,"('friendly', 'unfriendly')",-1.0164981,-0.89815265,-1.3676949,-1.0302336,0.03334117,0.025989413,-0.7395299077033997,-0.6049317121505737,0.13459819555282593
97,-0.6018351,-0.3976678,"('superior', 'inferior')",-0.49009177,-0.42873687,-1.0777923,-1.0853717,-0.99121296,-0.8188501,-0.7902330160140991,-0.6826566457748413,0.10757637023925781
23,0.5885873,0.46445274,"('hospitable', 'inhospitable')",0.3894083,0.44432816,0.7526314,0.81820834,1.1858441,1.118948,0.729117751121521,0.7114843130111694,-0.017633438110351562
52,-0.58318484,-0.36153197,"('competitive', 'uncompetitive')",-1.1006374,-1.2030026,-0.29315704,-0.43968332,-0.82447207,-0.5201275,-0.7003628015518188,-0.6310863494873047,0.06927645206451416
63,-0.55974984,-0.5822082,"('capable', 'incapable')",-1.2042961,-1.1873813,-1.1376256,-1.0196587,-0.33474922,-0.53823125,-0.8091051578521729,-0.8318698406219482,-0.02276468276977539
43,-0.55552286,-0.4057094,"('genuine', 'fake')",-0.7284595,-0.8228091,-0.23435366,-0.21506564,0.3768835,0.38788807,-0.285363107919693,-0.2639240026473999,0.02143910527229309
33,-0.53747874,-0.6204932,"('softhearted', 'hardhearted')",-0.9164169,-0.6448015,-1.0268513,-0.9268272,-0.62816787,-0.6920396,-0.7772286534309387,-0.7210403680801392,0.05618828535079956
56,0.5317662,0.33602798,"('intelligent', 'dumb')",1.4500462,1.1084746,1.6987584,1.7227203,0.690233,1.0119772,1.0927009582519531,1.044800043106079,-0.04790091514587402
9,0.5293545,0.5019073,"('sensitive', 'insensitive')",-1.5397785,-1.6116238,-1.0999589,-1.0613891,-0.98445404,-0.92043555,-0.7737091779708862,-0.7728852033615112,0.000823974609375
50,0.5270865,0.28785324,"('unprejudiced', 'prejudiced')",1.7010262,1.4180491,2.2759738,2.2260273,1.2686491,1.0383911,1.4431838989257812,1.2425801753997803,-0.20060372352600098
13,-0.52034193,-0.17760044,"('helpful', 'unhelpful')",-3.4237428,-3.567315,-3.0271235,-3.0961032,-2.575208,-2.4277782,-2.386604070663452,-2.317199230194092,0.06940484046936035
24,-0.5171217,-0.20755407,"('thoughtful', 'rough')",-0.9816511,-1.2114881,-1.4458349,-1.2531471,-0.80838597,-1.0449764,-0.9382483959197998,-0.9292913675308228,0.00895702838897705
14,0.5133687,0.4660408,"('supportive', 'unsupportive')",0.74404895,0.65011215,1.4877679,1.4867378,-0.059206426,-0.05194989,0.6714947819709778,0.6377352476119995,-0.03375953435897827
2,-0.5096755,-0.2858346,"('friendly', 'unfriendly')",-1.0965068,-1.1881113,-1.418464,-1.5280867,-1.6722184,-1.4798024,-1.1742161512374878,-1.120458722114563,0.053757429122924805
96,-0.50509596,-0.07841599,"('powerful', 'powerless')",-0.79517937,-0.7912057,-0.0942453,0.08052668,-0.45298013,-0.42514718,-0.46187520027160645,-0.3035605549812317,0.15831464529037476
46,0.4634257,0.3457467,"('generous', 'stingy')",2.0459723,2.273552,2.3762202,2.3003333,0.83456933,0.996935,1.4300469160079956,1.4791417121887207,0.0490947961807251
36,-0.46284327,-0.27372754,"('tolerant', 'intolerant')",-0.5297418,-1.2208304,-1.3469197,-1.1648283,-0.8488381,-0.593192,-0.797085702419281,-0.8131445646286011,-0.01605886220932007
3,0.44522,0.4076666,"('likable', 'unlikable')",1.0755515,1.2184207,1.6233785,1.5548921,1.4871099,1.6269121,1.1578149795532227,1.2019728422164917,0.04415786266326904
106,-0.4446028,-0.30012852,"('conventional', 'unconventional')",-0.9840022,-0.89881814,-0.62033725,-0.33703667,1.2797227,0.963664,-0.1923048496246338,-0.14307983219623566,0.04922501742839813
7,0.43163446,0.14602464,"('outgoing', 'distant')",2.204982,1.7837505,1.2281502,1.04766,0.8801502,0.5827791,1.1862292289733887,0.8900535702705383,-0.29617565870285034
5,0.40724832,0.6100961,"('pleasant', 'repellent')",0.02780649,0.106138915,-1.2856472,-1.3148067,-0.097297505,-0.30082503,-0.23697246611118317,-0.2248491644859314,0.01212330162525177
110,-0.39300165,-0.38092333,"('narrow-minded', 'open-minded')",0.0047954917,0.022716552,0.15512341,0.24599168,-0.38863587,-0.16592145,-0.1554296612739563,-0.06953413784503937,0.08589552342891693
89,-0.3784526,-0.30528584,"('daring', 'anxious')",-0.72738904,-1.1465654,-0.35680014,-0.5358988,-1.1694336,-1.3868266,-0.6580188274383545,-0.8436441421508789,-0.18562531471252441
100,0.3713498,0.59882706,"('influential', 'uninfluential')",-1.1408896,-0.9350281,-0.63892,-0.5221347,-0.52025104,-0.49207926,-0.482177734375,-0.33760374784469604,0.14457398653030396
55,-0.36878037,-0.3513248,"('intelligent', 'unintelligent')",-1.1484818,-1.0428426,-1.5241168,-1.5656445,-0.3138889,-0.4464134,-0.8388170003890991,-0.8515563011169434,-0.012739300727844238
73,-0.36607498,-0.2927084,"('brilliant', 'incompetent')",-1.1369799,-1.5965362,-1.5508811,-1.81595,-1.3390191,-1.6772346,-1.0982387065887451,-1.3456072807312012,-0.24736857414245605
67,-0.36037886,-0.15499097,"('discriminating', 'undiscriminating')",-0.88686836,-0.9539818,-0.98974335,-0.78308094,0.70384866,0.7983501,-0.3832854628562927,-0.2734259068965912,0.10985955595970154
20,0.35533983,0.3641,"('popular', 'unpopular')",-0.76101625,-0.14886671,-0.1849665,-0.17244402,1.8974743,1.6604376,0.3267078399658203,0.4258067011833191,0.09909886121749878
86,0.34811515,0.2486524,"('self-reliant', 'helpless')",3.188272,3.0867424,2.751844,2.6451762,1.5905108,1.749958,1.969685435295105,1.9326322078704834,-0.03705322742462158
16,0.34650558,0.56448025,"('social', 'antisocial')",-0.91402483,-0.8580636,-0.3652128,-0.106381685,-0.8021402,-0.50254613,-0.4337180554866791,-0.22562777996063232,0.20809027552604675
