,exxon_male,exxon_female,tuple,mobil_male,mobil_female,average_male,average_female,female-male
16,2.426597,2.34278,"('social', 'antisocial')",1.1510949,1.2531391,1.7888460159301758,1.797959566116333,0.009113550186157227
83,2.2576802,2.0909905,"('energetic', 'lethargic')",0.69703627,0.8229121,1.4773582220077515,1.456951379776001,-0.02040684223175049
98,-2.1040316,-1.8822598,"('prestigious', 'insignificant')",-0.943071,-0.99313766,-1.5235512256622314,-1.4376987218856812,0.08585250377655029
107,2.0751197,1.6965286,"('conventional', 'modern')",1.5618188,1.625433,1.8184692859649658,1.6609807014465332,-0.15748858451843262
64,1.9831315,1.8678893,"('clever', 'incompetent')",0.88833386,1.0736214,1.4357327222824097,1.4707553386688232,0.035022616386413574
66,1.9780381,2.14045,"('imaginative', 'unimaginative')",1.8936522,2.0590072,1.935845136642456,2.099728584289551,0.16388344764709473
94,1.969956,1.7934767,"('aggressive', 'submissive')",0.43739033,0.57029897,1.2036731243133545,1.1818878650665283,-0.021785259246826172
76,1.9324095,1.9433552,"('secure', 'insecure')",0.91157585,0.9600985,1.4219926595687866,1.4517269134521484,0.029734253883361816
71,1.8593137,1.5791196,"('efficient', 'inefficient')",0.8577141,0.85936666,1.3585139513015747,1.219243049621582,-0.13927090167999268
0,1.8088938,1.8473465,"('sociable', 'unsociable')",0.7015569,0.93668425,1.255225419998169,1.3920154571533203,0.13679003715515137
52,1.7806866,1.6522881,"('competitive', 'uncompetitive')",0.9142171,1.1093261,1.34745192527771,1.3808071613311768,0.0333552360534668
15,1.7578111,1.6425455,"('polite', 'impolite')",1.4567138,1.5317346,1.607262372970581,1.5871400833129883,-0.020122289657592773
12,1.7132007,1.7829084,"('sympathetic', 'unsympathetic')",1.1589868,1.3538309,1.436093807220459,1.5683696269989014,0.13227581977844238
81,-1.711684,-1.7058889,"('industrious', 'lazy')",-1.3860343,-1.6298289,-1.5488591194152832,-1.6678588390350342,-0.11899971961975098
109,1.6542932,1.3996083,"('conservative', 'liberal')",0.6980694,0.752385,1.1761813163757324,1.0759966373443604,-0.10018467903137207
108,1.6542932,1.3996083,"('conservative', 'liberal')",0.6980694,0.752385,1.1761813163757324,1.0759966373443604,-0.10018467903137207
99,-1.5986512,-1.356968,"('prestigious', 'insignificant')",-1.3046798,-1.3290242,-1.4516654014587402,-1.3429961204528809,0.10866928100585938
89,1.5885015,1.4424739,"('daring', 'anxious')",0.12405194,0.2092348,0.8562766909599304,0.8258543610572815,-0.030422329902648926
2,1.5847332,1.5238882,"('friendly', 'unfriendly')",1.1098434,1.243762,1.3472883701324463,1.3838250637054443,0.03653669357299805
36,1.5702951,1.4589484,"('tolerant', 'intolerant')",0.0720247,0.14938197,0.8211598992347717,0.8041651844978333,-0.016994714736938477
