,simon_male,simon_female,tuple,property_male,property_female,group_male,group_female,inc_male,inc_female,new_male,new_female,average_male,average_female,female-male
75,7.3018737,7.150474,"('confident', 'shy')",2.4829965,2.2376924,4.939724,4.994638,7.114957,7.069081,4.247345,4.725128,5.217378997802735,5.235402679443359,0.01802368164062429
27,-6.825205,-6.625278,"('sincere', 'insincere')",-3.3034675,-3.0335543,-5.1970997,-5.0562353,-5.9644923,-5.753437,-4.0693674,-4.2187166,-5.071926116943359,-4.9374443054199215,0.13448181152343786
6,6.1123734,5.9905753,"('liked', 'disliked')",2.0756145,2.3314934,5.14769,4.9535933,5.677591,5.5762877,3.2574773,3.5818095,4.45414924621582,4.486751937866211,0.03260269165039098
95,-5.292493,-5.481123,"('rich', 'poor')",-3.004667,-2.9878206,-3.739601,-3.919509,-5.305249,-5.3836365,-2.7676091,-3.1545284,-4.021923828125,-4.185323333740234,-0.1633995056152342
40,-4.7706585,-4.9504566,"('honorable', 'mean')",-2.7028933,-2.8952417,-3.7605674,-4.0388713,-6.058753,-6.130642,-2.9068136,-3.3330858,-4.039937591552734,-4.269659423828125,-0.22972183227539134
53,-4.453473,-4.4612226,"('smart', 'stupid')",-2.1423366,-2.3254828,-3.3292239,-3.3949473,-4.380875,-4.512508,-3.3546703,-3.2368484,-3.5321155548095704,-3.586201858520508,-0.05408630371093759
86,3.257813,3.1194549,"('self-reliant', 'helpless')",1.1278833,0.9855915,2.2760673,2.1689343,2.7533045,2.6512728,1.5905108,1.749958,2.2011157989501955,2.135042190551758,-0.06607360839843768
66,3.0848455,2.89125,"('imaginative', 'unimaginative')",0.702456,0.69284284,1.5726814,1.6003358,2.4963121,2.4620016,0.34587073,0.7209271,1.640433120727539,1.673471450805664,0.033038330078124956
48,3.045194,2.8145065,"('reliable', 'unreliable')",0.39293873,0.35787493,1.9948481,1.8933095,2.8818831,2.660874,1.1541629,1.1235613,1.8938053131103516,1.7700252532958984,-0.12378005981445317
81,2.572052,2.539305,"('industrious', 'lazy')",0.67493767,0.66303194,1.9114699,1.8021244,1.177786,1.0300014,2.0022373,2.030965,1.6676965713500977,1.6130855560302735,-0.05461101531982426
13,-2.5601082,-2.3863842,"('helpful', 'unhelpful')",-2.0480156,-1.9668775,-2.1762795,-2.3006935,-2.6456947,-2.6768034,-2.575208,-2.4277782,-2.4010610580444336,-2.3517074584960938,0.049353599548339844
3,2.152323,1.882266,"('likable', 'unlikable')",-0.75883293,-0.7921754,1.2558029,1.1621326,2.201161,2.1894653,1.4871099,1.6269121,1.2675127029418944,1.2137201309204102,-0.05379257202148424
11,-2.1182327,-1.9999031,"('caring', 'unaffectionate')",-0.95920146,-0.90599835,-1.4942008,-1.4447865,-1.2535963,-1.2632395,-0.39734697,-0.45263273,-1.244515609741211,-1.2133120536804198,0.03120355606079106
37,2.095871,2.0422983,"('good', 'evil')",2.2916255,2.1848788,1.7279257,1.7371286,1.6858269,1.5811448,2.5303283,2.428041,2.066315460205078,1.9946983337402344,-0.07161712646484353
88,2.082007,2.067565,"('impulsive', 'meek')",0.6973114,0.621194,2.2571058,2.0581946,0.5932521,0.52301854,1.563556,1.8192687,1.4386465072631835,1.4178481101989746,-0.02079839706420894
29,-2.0606668,-2.04557,"('honest', 'immoral')",0.07050371,0.035328925,-1.5789661,-1.2909399,-1.5445176,-1.4441774,-1.9729593,-2.176074,-1.4173212051391602,-1.3842864990234376,0.03303470611572257
38,-2.0416975,-1.4291526,"('kind', 'unkind')",-1.0558254,-0.63625336,-1.9359932,-1.716505,-2.0396976,-1.7484714,-1.1115729,-0.71509457,-1.6369573593139648,-1.249095344543457,0.38786201477050786
78,1.896249,1.3341655,"('active', 'inactive')",1.3379686,1.0504652,2.1415029,1.8283441,1.9014573,1.6172376,1.6742909,1.1332293,1.7902936935424805,1.392688274383545,-0.39760541915893555
50,1.891401,1.8235288,"('unprejudiced', 'prejudiced')",1.3588132,1.1759462,1.9148343,1.5773686,2.1868188,2.2143292,1.2686491,1.0383911,1.7241033554077148,1.5659128189086915,-0.15819053649902326
46,1.8448799,1.855916,"('generous', 'stingy')",1.3709017,1.3425668,1.3247952,1.3744605,2.2414412,2.3022788,0.83456933,0.996935,1.523317527770996,1.5744314193725586,0.051113891601562544
28,-1.7666245,-1.6437392,"('honest', 'dishonest')",0.23958415,0.023405507,-1.6285405,-1.560349,-1.551497,-1.4535646,-1.27389,-0.99179226,-1.1961935997009276,-1.1252079010009766,0.07098569869995108
34,-1.6585578,-1.4768394,"('loyal', 'disloyal')",-1.334641,-0.9380443,-1.5511099,-1.3560905,-1.2905542,-1.1016616,-1.179813,-0.9404594,-1.4029351234436036,-1.1626190185546874,0.2403161048889162
58,-1.6163175,-1.4439139,"('able', 'clumsy')",-1.2178831,-0.98258287,-1.2572565,-1.2748418,-1.8991308,-1.7031244,-1.5659094,-1.5201012,-1.5112995147705077,-1.3849127769470215,0.1263867378234862
104,-1.5784367,-1.4572861,"('conventional', 'unconventional')",0.41119033,0.78242964,-0.20041429,0.0846716,-0.620734,-0.5084797,0.09214801,-0.08103579,-0.3792493104934692,-0.2359400749206543,0.1433092355728149
