,johnson_male,johnson_female,tuple,controls_male,controls_female,intl_male,intl_female,average_male,average_female,female-male
75,6.2867413,6.3956127,"('confident', 'shy')",6.1065874,6.0522785,4.7334223,4.718852,5.708916982014974,5.722248077392578,0.013331095377604463
27,-5.391103,-5.444478,"('sincere', 'insincere')",-5.299879,-5.3722982,-2.0892222,-1.8426467,-4.260067939758301,-4.2198076248168945,0.04026031494140625
53,-4.89485,-4.8179927,"('smart', 'stupid')",-3.799046,-3.8516874,-2.268868,-2.125273,-3.6542542775472007,-3.5983174641927085,0.05593681335449219
6,4.789844,5.0383263,"('liked', 'disliked')",5.732485,6.00455,2.762006,2.6580708,4.428111712137858,4.566982269287109,0.138870557149251
95,-4.3716974,-4.3238487,"('rich', 'poor')",-4.846011,-4.996255,-3.263465,-3.2528734,-4.160391171773274,-4.19099235534668,-0.030601183573405244
40,-4.1126733,-4.483255,"('honorable', 'mean')",-4.3591394,-4.721819,-3.0077095,-3.0984375,-3.826507568359375,-4.101170539855957,-0.27466297149658203
86,3.178655,3.112265,"('self-reliant', 'helpless')",3.0940986,3.2996414,1.4739473,1.3433073,2.582233746846517,2.585071245829264,0.0028374989827470998
13,-2.3631463,-2.2010155,"('helpful', 'unhelpful')",-2.719349,-2.9149146,-0.38611156,-0.09573203,-1.8228689829508464,-1.7372207641601562,0.08564821879069018
48,2.323975,2.2178388,"('reliable', 'unreliable')",3.2365165,3.296073,1.2997459,1.3493757,2.28674586613973,2.287762482961019,0.0010166168212890625
28,-2.0305622,-1.973824,"('honest', 'dishonest')",-1.2597029,-1.1724504,-0.5950117,-0.42793107,-1.295092264811198,-1.1914018789927165,0.10369038581848145
3,1.9835719,1.8360033,"('likable', 'unlikable')",1.7208718,1.6994722,1.0364754,1.0312948,1.5803063710530598,1.522256851196289,-0.05804951985677076
50,1.9573756,1.7796315,"('unprejudiced', 'prejudiced')",2.627933,2.5565958,0.98303276,0.84635925,1.8561137517293294,1.7275288899739583,-0.1285848617553711
58,-1.9274477,-1.9064739,"('able', 'clumsy')",-0.9910514,-0.90454066,-0.18721762,0.075292334,-1.0352389017740886,-0.911907434463501,0.12333146731058764
1,-1.8155016,-1.7390565,"('friendly', 'unfriendly')",-2.4497182,-2.2480502,-0.4788951,-0.39500797,-1.5813716252644856,-1.4607049624125164,0.12066666285196925
34,-1.7023526,-1.3662946,"('loyal', 'disloyal')",-1.4659823,-1.2811809,-0.18328357,0.12278307,-1.1172061761220295,-0.8415640989939371,0.2756420771280924
12,-1.5651042,-1.4440483,"('sympathetic', 'unsympathetic')",-1.0929766,-1.2129413,0.81053245,1.100534,-0.6158494551976522,-0.5188185373942057,0.09703091780344653
33,-1.531388,-1.5516655,"('softhearted', 'hardhearted')",-1.684977,-1.6236022,-0.46822774,-0.47974464,-1.2281975746154785,-1.2183374563852947,0.009860118230183845
32,-1.5261636,-1.1999187,"('benevolent', 'hardhearted')",-1.700973,-1.3211987,-1.1466358,-0.9004085,-1.457924207051595,-1.1405086517333984,0.31741555531819654
78,1.4995143,1.1456487,"('active', 'inactive')",1.64095,1.3597378,1.0169973,0.6015024,1.3858205477396648,1.0356295903523762,-0.35019095738728856
