,manitowoc_male,manitowoc_female,tuple,average_male,average_female,female-male
16,3.6252582,3.5619814,"('social', 'antisocial')",3.625258207321167,3.561981439590454,-0.06327676773071289
64,3.248409,3.0649998,"('clever', 'incompetent')",3.2484090328216553,3.06499981880188,-0.1834092140197754
94,3.0738816,3.1573172,"('aggressive', 'submissive')",3.0738816261291504,3.1573171615600586,0.0834355354309082
71,2.9247165,2.7431922,"('efficient', 'inefficient')",2.9247164726257324,2.743192195892334,-0.18152427673339844
2,2.920387,2.9158332,"('friendly', 'unfriendly')",2.920387029647827,2.9158332347869873,-0.004553794860839844
76,2.8777838,2.8861113,"('secure', 'insecure')",2.87778377532959,2.886111259460449,0.008327484130859375
52,2.7660604,2.666772,"('competitive', 'uncompetitive')",2.7660603523254395,2.66677188873291,-0.0992884635925293
81,-2.6162615,-2.6335692,"('industrious', 'lazy')",-2.6162614822387695,-2.6335692405700684,-0.017307758331298828
12,2.509898,2.5012798,"('sympathetic', 'unsympathetic')",2.5098979473114014,2.501279830932617,-0.00861811637878418
0,2.4986773,2.4949565,"('sociable', 'unsociable')",2.4986772537231445,2.4949564933776855,-0.0037207603454589844
61,-2.4032345,-2.2532134,"('rational', 'irrational')",-2.4032344818115234,-2.253213405609131,0.15002107620239258
25,2.2970612,2.1199741,"('moral', 'immoral')",2.2970612049102783,2.119974136352539,-0.17708706855773926
90,2.284022,2.15126,"('motivated', 'unmotivated')",2.284022092819214,2.1512598991394043,-0.13276219367980957
15,2.2522576,2.3995543,"('polite', 'impolite')",2.2522575855255127,2.3995542526245117,0.14729666709899902
107,2.2263794,2.1667967,"('conventional', 'modern')",2.22637939453125,2.1667966842651367,-0.05958271026611328
109,2.2250435,2.3448975,"('conservative', 'liberal')",2.225043535232544,2.344897508621216,0.11985397338867188
108,2.2250435,2.3448975,"('conservative', 'liberal')",2.225043535232544,2.344897508621216,0.11985397338867188
41,-2.2028728,-2.0569263,"('incorrupt', 'corrupt')",-2.2028727531433105,-2.0569262504577637,0.14594650268554688
75,2.1798196,2.045219,"('confident', 'shy')",2.1798195838928223,2.0452189445495605,-0.13460063934326172
7,-2.0789413,-2.1905417,"('outgoing', 'distant')",-2.0789413452148438,-2.1905417442321777,-0.11160039901733398
51,2.049686,1.8365953,"('competent', 'incompetent')",2.0496859550476074,1.8365952968597412,-0.2130906581878662
99,-2.0127218,-2.054678,"('prestigious', 'insignificant')",-2.0127217769622803,-2.054677963256836,-0.041956186294555664
69,-2.0115006,-2.1455185,"('wise', 'foolish')",-2.011500597000122,-2.1455185413360596,-0.1340179443359375
73,1.9681784,1.6080666,"('brilliant', 'incompetent')",1.968178391456604,1.6080665588378906,-0.3601118326187134
34,1.9283477,2.0811436,"('loyal', 'disloyal')",1.9283477067947388,2.081143617630005,0.1527959108352661
8,-1.9107386,-2.0701017,"('open', 'distant')",-1.9107385873794556,-2.070101737976074,-0.15936315059661865
9,1.8324438,1.6735544,"('sensitive', 'insensitive')",1.8324438333511353,1.6735544204711914,-0.15888941287994385
100,1.7946162,1.8927811,"('influential', 'uninfluential')",1.7946162223815918,1.892781138420105,0.09816491603851318
82,-1.6910318,-1.7084073,"('industrious', 'meek')",-1.691031813621521,-1.7084072828292847,-0.017375469207763672
18,1.6444376,1.600909,"('social', 'asocial')",1.644437551498413,1.6009089946746826,-0.04352855682373047
17,1.625438,1.7043747,"('social', 'antisocial')",1.6254379749298096,1.7043746709823608,0.07893669605255127
37,-1.5969044,-1.6681345,"('good', 'evil')",-1.5969043970108032,-1.6681344509124756,-0.07123005390167236
92,-1.592473,-1.62431,"('unwavering', 'wavering')",-1.592473030090332,-1.62431001663208,-0.03183698654174805
19,-1.5536809,-1.3549103,"('funny', 'boring')",-1.5536808967590332,-1.3549102544784546,0.1987706422805786
83,1.5387776,1.3171353,"('energetic', 'lethargic')",1.5387775897979736,1.3171353340148926,-0.22164225578308105
24,1.5348864,1.4160068,"('thoughtful', 'rough')",1.534886360168457,1.4160068035125732,-0.11887955665588379
88,-1.521495,-1.5888863,"('impulsive', 'meek')",-1.52149498462677,-1.5888862609863281,-0.0673912763595581
89,1.4659935,1.4171406,"('daring', 'anxious')",1.4659935235977173,1.4171406030654907,-0.04885292053222656
30,1.4617728,1.3004985,"('honest', 'dishonest')",1.4617727994918823,1.3004984855651855,-0.16127431392669678
60,1.4601622,1.741482,"('educated', 'uneducated')",1.4601621627807617,1.7414820194244385,0.28131985664367676
65,1.3832862,1.1992544,"('practical', 'impractical')",1.3832862377166748,1.1992543935775757,-0.18403184413909912
26,1.3792355,1.3433584,"('trustworthy', 'untrustworthy')",1.3792355060577393,1.3433583974838257,-0.035877108573913574
33,-1.3708543,-1.400384,"('softhearted', 'hardhearted')",-1.3708542585372925,-1.4003839492797852,-0.029529690742492676
42,-1.3518689,-1.3966744,"('amicable', 'hostile')",-1.3518688678741455,-1.396674394607544,-0.04480552673339844
5,1.3157928,1.1787114,"('pleasant', 'repellent')",1.3157927989959717,1.1787114143371582,-0.13708138465881348
104,-1.2522069,-1.0513817,"('conventional', 'unconventional')",-1.2522069215774536,-1.0513817071914673,0.20082521438598633
47,1.251306,1.2734746,"('forgiving', 'unforgiving')",1.2513060569763184,1.2734745740890503,0.022168517112731934
72,1.242418,1.2970741,"('logical', 'illogical')",1.2424180507659912,1.2970740795135498,0.054656028747558594
39,-1.1974325,-1.2299215,"('right', 'wrong')",-1.197432518005371,-1.2299214601516724,-0.03248894214630127
93,1.1961298,1.2580054,"('dominating', 'dominated')",1.1961297988891602,1.2580053806304932,0.06187558174133301
66,1.1786118,1.003882,"('imaginative', 'unimaginative')",1.1786117553710938,1.0038820505142212,-0.17472970485687256
49,1.1441921,0.8710792,"('responsible', 'irresponsible')",1.144192099571228,0.8710792064666748,-0.2731128931045532
27,1.1339133,1.1413265,"('sincere', 'insincere')",1.133913278579712,1.1413265466690063,0.007413268089294434
91,1.1092986,1.0707858,"('resilient', 'nonresilient')",1.109298586845398,1.0707857608795166,-0.03851282596588135
29,1.0590892,0.99189854,"('honest', 'immoral')",1.059089183807373,0.9918985366821289,-0.06719064712524414
55,1.0363703,1.0538385,"('intelligent', 'unintelligent')",1.0363702774047852,1.0538384914398193,0.01746821403503418
98,-1.0312877,-1.1377337,"('prestigious', 'insignificant')",-1.031287670135498,-1.1377336978912354,-0.1064460277557373
85,0.9934113,0.9731991,"('ambitious', 'unambitious')",0.9934113025665283,0.9731991291046143,-0.020212173461914062
67,0.98521024,0.97977173,"('discriminating', 'undiscriminating')",0.9852102398872375,0.9797717332839966,-0.005438506603240967
103,0.9772541,0.9722313,"('traditional', 'modern')",0.9772540926933289,0.9722313284873962,-0.005022764205932617
38,0.9745827,1.0270454,"('kind', 'unkind')",0.9745826721191406,1.0270453691482544,0.05246269702911377
13,0.9670308,0.8631705,"('helpful', 'unhelpful')",0.9670308232307434,0.8631705045700073,-0.10386031866073608
87,0.9565346,0.79696673,"('dedicated', 'undedicated')",0.9565346240997314,0.7969667315483093,-0.15956789255142212
84,-0.9206168,-0.9921409,"('self-confident', 'diffident')",-0.9206168055534363,-0.9921408891677856,-0.07152408361434937
36,0.9193232,0.91329414,"('tolerant', 'intolerant')",0.919323205947876,0.9132941365242004,-0.006029069423675537
31,-0.9089552,-0.8610116,"('altruistic', 'egoistic')",-0.9089552164077759,-0.8610116243362427,0.0479435920715332
28,0.89297414,0.8346453,"('honest', 'dishonest')",0.8929741382598877,0.8346452713012695,-0.058328866958618164
74,0.86304855,0.76118976,"('insightful', 'unperceptive')",0.8630485534667969,0.7611897587776184,-0.10185879468917847
54,0.8371885,0.6313636,"('smart', 'stupid')",0.8371884822845459,0.631363570690155,-0.20582491159439087
11,-0.8342967,-1.0094198,"('caring', 'unaffectionate')",-0.834296703338623,-1.0094197988510132,-0.17512309551239014
96,0.79232025,0.6677305,"('powerful', 'powerless')",0.7923202514648438,0.6677305102348328,-0.12458974123001099
