,sun_male,sun_female,tuple,microsystems_male,microsystems_female,average_male,average_female,female-male
63,-1.42161,-1.375467,"('capable', 'incapable')",-0.5743611,-0.58197445,-0.9979855418205261,-0.9787206649780273,0.01926487684249878
24,-1.3907341,-1.4215598,"('thoughtful', 'rough')",-1.0685639,-1.0802848,-1.2296490669250488,-1.2509223222732544,-0.021273255348205566
41,1.3881145,1.3511212,"('incorrupt', 'corrupt')",-1.2610846,-1.0988524,0.06351494789123535,0.12613439559936523,0.06261944770812988
28,-1.3521495,-1.1670321,"('honest', 'dishonest')",1.0292099,0.9061982,-0.16146981716156006,-0.13041695952415466,0.031052857637405396
87,-1.3483083,-1.0257514,"('dedicated', 'undedicated')",0.104135916,0.14708787,-0.622086226940155,-0.4393317401409149,0.1827544867992401
99,-1.31867,-1.4740429,"('prestigious', 'insignificant')",-2.1551197,-1.9081074,-1.7368948459625244,-1.691075086593628,0.045819759368896484
1,-1.3077418,-1.1169195,"('friendly', 'unfriendly')",-1.4274299,-1.1754323,-1.3675858974456787,-1.1461758613586426,0.22141003608703613
18,-1.2831459,-1.0998354,"('social', 'asocial')",0.9844204,0.940843,-0.1493627429008484,-0.07949620485305786,0.06986653804779053
61,1.2827069,1.4410543,"('rational', 'irrational')",-1.0849029,-0.7534838,0.09890198707580566,0.34378528594970703,0.24488329887390137
36,-1.2807539,-1.1129881,"('tolerant', 'intolerant')",0.4725104,0.44016004,-0.4041217267513275,-0.33641403913497925,0.06770768761634827
25,-1.2607107,-1.2273283,"('moral', 'immoral')",1.3857365,1.3645657,0.06251287460327148,0.06861871480941772,0.00610584020614624
65,-1.2531347,-1.1142552,"('practical', 'impractical')",1.2776865,1.1561022,0.012275874614715576,0.020923495292663574,0.008647620677947998
100,-1.2517279,-0.901916,"('influential', 'uninfluential')",0.48978132,0.79270196,-0.38097330927848816,-0.05460703372955322,0.32636627554893494
12,-1.2032878,-1.0841953,"('sympathetic', 'unsympathetic')",2.197297,2.0619771,0.4970046281814575,0.48889094591140747,-0.008113682270050049
8,1.1956716,1.0376453,"('open', 'distant')",-0.6259667,-0.60978657,0.28485241532325745,0.21392938494682312,-0.07092303037643433
0,-1.18279,-0.81822735,"('sociable', 'unsociable')",1.230471,1.3925089,0.023840487003326416,0.28714075684547424,0.2633002698421478
60,-1.1601286,-0.95048124,"('educated', 'uneducated')",0.8109675,0.92838526,-0.17458054423332214,-0.011047989130020142,0.163532555103302
80,1.1014678,1.2540011,"('independent', 'dependent')",0.951152,1.0045437,1.0263099670410156,1.1292724609375,0.10296249389648438
47,-1.0796478,-0.9246327,"('forgiving', 'unforgiving')",0.26133883,0.3864218,-0.40915447473526,-0.269105464220047,0.140049010515213
73,-1.0246437,-1.2213389,"('brilliant', 'incompetent')",1.392992,1.1557333,0.18417418003082275,-0.0328027606010437,-0.21697694063186646
70,1.0206783,0.87469864,"('wise', 'unwise')",0.042475075,0.1958946,0.5315766930580139,0.535296618938446,0.003719925880432129
35,0.9953842,1.0827084,"('fair', 'unfair')",0.03042885,0.19578172,0.512906551361084,0.6392450332641602,0.12633848190307617
82,0.9888042,0.8338454,"('industrious', 'meek')",-1.7910258,-1.7538775,-0.40111076831817627,-0.46001607179641724,-0.05890530347824097
44,-0.95059633,-0.8315189,"('truthful', 'untruthful')",0.3196065,0.21207727,-0.3154948949813843,-0.30972081422805786,0.005774080753326416
33,-0.89822847,-0.81270957,"('softhearted', 'hardhearted')",-0.7736619,-0.7271982,-0.835945188999176,-0.7699538469314575,0.0659913420677185
96,-0.8774557,-0.51408327,"('powerful', 'powerless')",-0.5153327,-0.51384056,-0.6963942050933838,-0.513961911201477,0.18243229389190674
97,-0.877319,-0.5972195,"('superior', 'inferior')",-0.9540776,-0.87322927,-0.9156982898712158,-0.7352243661880493,0.1804739236831665
45,-0.8674644,-0.9935785,"('cooperative', 'exploitative')",-1.0267096,-1.0263287,-0.9470869898796082,-1.0099536180496216,-0.06286662817001343
64,-0.85849804,-0.6561194,"('clever', 'incompetent')",1.2326074,1.1510861,0.18705466389656067,0.24748334288597107,0.0604286789894104
2,-0.8489326,-0.6750826,"('friendly', 'unfriendly')",1.5502458,1.3751342,0.35065656900405884,0.35002580285072327,-0.0006307661533355713
98,-0.8432674,-1.1246068,"('prestigious', 'insignificant')",-0.92593974,-0.80195177,-0.8846035599708557,-0.9632793068885803,-0.07867574691772461
42,0.83910453,0.73433924,"('amicable', 'hostile')",-1.6386701,-1.1870377,-0.39978277683258057,-0.22634923458099365,0.17343354225158691
68,-0.8321004,-0.9151361,"('clever', 'inept')",-0.008793071,-0.105822325,-0.4204467236995697,-0.510479211807251,-0.09003248810768127
26,0.8150046,1.1198336,"('trustworthy', 'untrustworthy')",1.1732712,1.2174888,0.9941378831863403,1.168661117553711,0.1745232343673706
49,-0.80182874,-0.55830455,"('responsible', 'irresponsible')",1.634269,1.4112543,0.41622012853622437,0.4264748692512512,0.010254740715026855
71,-0.745854,-0.8028434,"('efficient', 'inefficient')",1.3980613,1.1515031,0.3261036276817322,0.17432984709739685,-0.15177378058433533
74,-0.714626,-0.6699717,"('insightful', 'unperceptive')",1.2988799,1.1893513,0.29212692379951477,0.2596898078918457,-0.03243711590766907
104,-0.7080007,-0.62376124,"('conventional', 'unconventional')",-1.7357745,-1.4442027,-1.2218875885009766,-1.0339819192886353,0.1879056692123413
23,0.6235924,0.5476606,"('hospitable', 'inhospitable')",-0.094086945,0.010650396,0.26475271582603455,0.2791554927825928,0.014402776956558228
10,-0.6171689,-0.3372412,"('affectionate', 'unaffectionate')",-0.6599728,-0.47636294,-0.6385708451271057,-0.40680205821990967,0.23176878690719604
101,-0.59217834,-0.41766784,"('successful', 'unsuccessful')",0.0793159,0.09563926,-0.2564312219619751,-0.16101428866386414,0.09541693329811096
103,0.54315686,0.304287,"('traditional', 'modern')",1.355109,1.4913331,0.9491329193115234,0.8978100419044495,-0.051322877407073975
57,-0.5420519,-0.7283368,"('able', 'unable')",-0.35006848,-0.33826202,-0.4460601806640625,-0.533299446105957,-0.08723926544189453
4,-0.5316069,-0.52241516,"('likable', 'unlikable')",-0.76480865,-0.78117496,-0.6482077836990356,-0.6517950296401978,-0.0035872459411621094
105,-0.48031697,-0.6681514,"('conventional', 'modern')",-0.16267696,-0.021831036,-0.32149696350097656,-0.34499120712280273,-0.023494243621826172
20,-0.47336543,-0.55937225,"('popular', 'unpopular')",-0.2726135,-0.16883191,-0.3729894757270813,-0.3641020655632019,0.008887410163879395
39,0.4117841,0.5746778,"('right', 'wrong')",-0.88246924,-0.6304874,-0.23534256219863892,-0.027904778718948364,0.20743778347969055
83,-0.3979483,-0.15633066,"('energetic', 'lethargic')",1.7551445,1.5980299,0.6785981059074402,0.7208495736122131,0.04225146770477295
31,-0.39168757,-0.33688146,"('altruistic', 'egoistic')",-1.4173295,-1.2688255,-0.9045085906982422,-0.8028534650802612,0.10165512561798096
54,0.38691723,0.31603587,"('smart', 'stupid')",-0.12938726,-0.33602482,0.12876498699188232,-0.009994477033615112,-0.13875946402549744
14,0.37546518,0.3808612,"('supportive', 'unsupportive')",1.3015397,1.284785,0.8385024070739746,0.8328230977058411,-0.005679309368133545
22,0.3474339,0.41859093,"('welcoming', 'disagreeable')",0.2268854,0.2785015,0.28715965151786804,0.34854620695114136,0.061386555433273315
67,0.34561133,0.59585094,"('discriminating', 'undiscriminating')",-0.12364812,0.02271825,0.11098160594701767,0.30928459763526917,0.1983029916882515
15,0.30688936,0.550981,"('polite', 'impolite')",1.5825317,1.6301174,0.9447104930877686,1.0905492305755615,0.14583873748779297
84,-0.28468072,-0.23253566,"('self-confident', 'diffident')",-0.9658252,-0.9870423,-0.6252529621124268,-0.6097890138626099,0.015463948249816895
79,0.27959192,0.6178797,"('determined', 'doubtful')",0.14343786,0.12605397,0.2115148901939392,0.3719668388366699,0.1604519486427307
30,-0.26622474,-0.21926999,"('honest', 'dishonest')",1.3450198,1.3423632,0.5393975377082825,0.5615466237068176,0.022149085998535156
5,-0.2626589,-0.40979323,"('pleasant', 'repellent')",1.2895396,1.1743904,0.5134403705596924,0.3822985887527466,-0.1311417818069458
43,-0.2540371,-0.13903219,"('genuine', 'fake')",-0.05170937,-0.11245969,-0.15287324786186218,-0.12574593722820282,0.027127310633659363
59,0.24269691,0.42219943,"('skillful', 'clumsy')",-0.6268636,-0.5613222,-0.19208334386348724,-0.06956139206886292,0.12252195179462433
92,-0.22080228,-0.58127713,"('unwavering', 'wavering')",-0.29326725,-0.1958378,-0.2570347785949707,-0.38855746388435364,-0.13152268528938293
51,0.21939725,0.34487715,"('competent', 'incompetent')",1.9321004,1.8795846,1.0757488012313843,1.112230896949768,0.03648209571838379
72,-0.19874741,-0.121323615,"('logical', 'illogical')",-0.059058905,0.16410568,-0.12890315055847168,0.02139103412628174,0.15029418468475342
62,-0.17503929,-0.035484314,"('creative', 'uncreative')",-0.89241755,-0.70681727,-0.5337284207344055,-0.37115079164505005,0.16257762908935547
93,0.16732198,0.39235842,"('dominating', 'dominated')",1.0809543,0.93119925,0.6241381168365479,0.6617788076400757,0.03764069080352783
94,-0.16730458,-0.1239447,"('aggressive', 'submissive')",2.693162,2.5413835,1.2629287242889404,1.2087193727493286,-0.054209351539611816
110,0.15256423,4.3094158e-05,"('narrow-minded', 'open-minded')",-0.35061577,-0.41683197,-0.09902577102184296,-0.20839443802833557,-0.10936866700649261
16,0.13686065,0.2712017,"('social', 'antisocial')",1.1938174,1.1341615,0.6653389930725098,0.7026816010475159,0.037342607975006104
85,-0.13337684,-0.020091891,"('ambitious', 'unambitious')",0.9693545,0.86466545,0.4179888367652893,0.4222867786884308,0.0042979419231414795
109,0.13040978,0.26414704,"('conservative', 'liberal')",0.5174327,0.50770146,0.32392123341560364,0.38592424988746643,0.06200301647186279
108,0.13040978,0.26414704,"('conservative', 'liberal')",0.5174327,0.50770146,0.32392123341560364,0.38592424988746643,0.06200301647186279
91,0.12609622,-0.1572274,"('resilient', 'nonresilient')",-0.41437128,-0.4902605,-0.14413753151893616,-0.32374393939971924,-0.17960640788078308
89,-0.12053664,-0.2728718,"('daring', 'anxious')",1.5601906,1.378758,0.7198269367218018,0.5529431104660034,-0.16688382625579834
90,-0.11588544,-0.3891294,"('motivated', 'unmotivated')",1.1395528,1.100571,0.511833667755127,0.3557208180427551,-0.15611284971237183
107,-0.112689674,-0.20648885,"('conventional', 'modern')",3.0103085,2.975934,1.4488093852996826,1.3847225904464722,-0.06408679485321045
17,0.1008029,0.40109766,"('social', 'antisocial')",-0.0023612678,0.068110526,0.04922081530094147,0.2346040904521942,0.18538327515125275
76,0.094679415,0.08822811,"('secure', 'insecure')",1.1589888,1.1480644,0.6268341541290283,0.6181462407112122,-0.008687913417816162
19,-0.087650776,0.20488429,"('funny', 'boring')",-0.23714066,-0.04920405,-0.16239571571350098,0.07784011960029602,0.240235835313797
69,0.06891769,0.13786727,"('wise', 'foolish')",-0.3264146,-0.1731298,-0.12874844670295715,-0.01763126254081726,0.11111718416213989
106,0.066276714,0.012380779,"('conventional', 'unconventional')",-0.40827328,-0.28301036,-0.17099827527999878,-0.13531479239463806,0.03568348288536072
52,0.038554966,0.2293312,"('competitive', 'uncompetitive')",1.9884762,1.9132125,1.013515591621399,1.0712718963623047,0.05775630474090576
21,0.023727417,-0.27811027,"('nice', 'nasty')",-0.31250995,-0.26378405,-0.144391268491745,-0.2709471583366394,-0.1265558898448944
