,firstenergy_male,firstenergy_female,tuple,average_male,average_female,female-male
66,2.5028577,2.504773,"('imaginative', 'unimaginative')",2.5028576850891113,2.504772901535034,0.0019152164459228516
75,2.4688456,2.564769,"('confident', 'shy')",2.4688456058502197,2.5647690296173096,0.09592342376708984
2,2.098523,2.2667654,"('friendly', 'unfriendly')",2.098522901535034,2.2667653560638428,0.1682424545288086
16,2.0501013,2.2430453,"('social', 'antisocial')",2.0501012802124023,2.2430453300476074,0.19294404983520508
8,-2.0470722,-2.3810925,"('open', 'distant')",-2.047072172164917,-2.3810925483703613,-0.33402037620544434
7,-2.0054145,-2.2497687,"('outgoing', 'distant')",-2.0054144859313965,-2.2497687339782715,-0.244354248046875
0,1.9047384,1.9643747,"('sociable', 'unsociable')",1.904738426208496,1.9643746614456177,0.05963623523712158
64,1.8589141,1.8746883,"('clever', 'incompetent')",1.8589141368865967,1.8746882677078247,0.015774130821228027
76,1.8539729,2.1840425,"('secure', 'insecure')",1.8539729118347168,2.184042453765869,0.33006954193115234
12,1.8141559,1.7611837,"('sympathetic', 'unsympathetic')",1.81415593624115,1.761183738708496,-0.05297219753265381
52,1.7605681,1.7518009,"('competitive', 'uncompetitive')",1.7605681419372559,1.7518008947372437,-0.008767247200012207
15,1.6145703,1.7361641,"('polite', 'impolite')",1.6145702600479126,1.7361640930175781,0.12159383296966553
26,1.5770178,1.6565369,"('trustworthy', 'untrustworthy')",1.5770177841186523,1.6565369367599487,0.07951915264129639
94,1.5246834,1.8869932,"('aggressive', 'submissive')",1.5246833562850952,1.886993169784546,0.3623098134994507
40,-1.483915,-1.7380149,"('honorable', 'mean')",-1.4839149713516235,-1.7380149364471436,-0.25409996509552
81,-1.437679,-1.6287677,"('industrious', 'lazy')",-1.4376790523529053,-1.628767728805542,-0.19108867645263672
51,1.419356,1.2171664,"('competent', 'incompetent')",1.4193559885025024,1.2171664237976074,-0.20218956470489502
103,1.4080539,1.4022189,"('traditional', 'modern')",1.4080538749694824,1.4022189378738403,-0.00583493709564209
55,1.3268389,1.2741264,"('intelligent', 'unintelligent')",1.3268388509750366,1.274126410484314,-0.052712440490722656
84,-1.2889354,-1.543404,"('self-confident', 'diffident')",-1.2889354228973389,-1.54340398311615,-0.25446856021881104
17,1.2264626,1.4050237,"('social', 'antisocial')",1.2264626026153564,1.4050236940383911,0.17856109142303467
109,1.2229176,1.496489,"('conservative', 'liberal')",1.2229175567626953,1.4964890480041504,0.2735714912414551
108,1.2229176,1.496489,"('conservative', 'liberal')",1.2229175567626953,1.4964890480041504,0.2735714912414551
38,-1.2120063,-1.0615267,"('kind', 'unkind')",-1.2120063304901123,-1.0615266561508179,0.15047967433929443
67,1.2080429,1.1650764,"('discriminating', 'undiscriminating')",1.208042860031128,1.1650763750076294,-0.042966485023498535
53,-1.2023495,-1.1361859,"('smart', 'stupid')",-1.2023495435714722,-1.136185884475708,0.06616365909576416
99,-1.1952789,-1.399451,"('prestigious', 'insignificant')",-1.1952788829803467,-1.3994510173797607,-0.20417213439941406
80,1.165081,1.2443595,"('independent', 'dependent')",1.1650810241699219,1.2443594932556152,0.07927846908569336
92,-1.1362245,-1.3019042,"('unwavering', 'wavering')",-1.1362245082855225,-1.3019042015075684,-0.1656796932220459
107,1.135603,1.1063225,"('conventional', 'modern')",1.1356029510498047,1.1063225269317627,-0.029280424118041992
82,-1.1308067,-1.0875354,"('industrious', 'meek')",-1.1308066844940186,-1.0875353813171387,0.04327130317687988
100,1.1185672,1.0457095,"('influential', 'uninfluential')",1.1185672283172607,1.045709490776062,-0.07285773754119873
60,1.1091754,1.2455363,"('educated', 'uneducated')",1.109175443649292,1.2455363273620605,0.13636088371276855
27,-1.0818996,-1.0941966,"('sincere', 'insincere')",-1.081899642944336,-1.0941965579986572,-0.012296915054321289
31,-1.074322,-1.1565874,"('altruistic', 'egoistic')",-1.074321985244751,-1.1565873622894287,-0.08226537704467773
95,-1.067769,-1.118319,"('rich', 'poor')",-1.0677690505981445,-1.118319034576416,-0.050549983978271484
6,1.0522268,0.962494,"('liked', 'disliked')",1.0522267818450928,0.9624940156936646,-0.08973276615142822
19,-1.0281861,-0.92560935,"('funny', 'boring')",-1.0281860828399658,-0.9256093502044678,0.10257673263549805
83,1.0153604,0.9089763,"('energetic', 'lethargic')",1.0153603553771973,0.9089763164520264,-0.1063840389251709
89,0.99663234,1.1074612,"('daring', 'anxious')",0.9966323375701904,1.1074612140655518,0.11082887649536133
69,-0.97020596,-0.9620493,"('wise', 'foolish')",-0.9702059626579285,-0.9620493054389954,0.008156657218933105
25,0.97016716,1.072252,"('moral', 'immoral')",0.9701671600341797,1.0722520351409912,0.10208487510681152
11,-0.910924,-1.1125712,"('caring', 'unaffectionate')",-0.9109240174293518,-1.1125712394714355,-0.20164722204208374
73,0.90674376,0.809468,"('brilliant', 'incompetent')",0.9067437648773193,0.8094679713249207,-0.09727579355239868
18,0.8533722,0.94032544,"('social', 'asocial')",0.8533722162246704,0.9403254389762878,0.08695322275161743
90,0.8295901,0.7156194,"('motivated', 'unmotivated')",0.8295900821685791,0.7156193852424622,-0.11397069692611694
36,0.829222,0.87016845,"('tolerant', 'intolerant')",0.8292220234870911,0.8701684474945068,0.04094642400741577
5,0.8281455,0.7475141,"('pleasant', 'repellent')",0.8281455039978027,0.7475141286849976,-0.08063137531280518
106,0.81565976,0.6314904,"('conventional', 'unconventional')",0.815659761428833,0.6314904093742371,-0.18416935205459595
23,-0.79985,-1.085424,"('hospitable', 'inhospitable')",-0.7998499870300293,-1.0854239463806152,-0.28557395935058594
29,0.7989222,0.64292175,"('honest', 'immoral')",0.7989221811294556,0.6429217457771301,-0.15600043535232544
41,-0.7496483,-0.76648605,"('incorrupt', 'corrupt')",-0.7496482729911804,-0.7664860486984253,-0.016837775707244873
104,-0.73917377,-0.84728205,"('conventional', 'unconventional')",-0.7391737699508667,-0.8472820520401001,-0.1081082820892334
63,-0.7362327,-0.77411985,"('capable', 'incapable')",-0.7362326979637146,-0.7741198539733887,-0.03788715600967407
59,-0.73239493,-0.7775643,"('skillful', 'clumsy')",-0.7323949337005615,-0.777564287185669,-0.04516935348510742
47,0.7098588,0.62714356,"('forgiving', 'unforgiving')",0.709858775138855,0.6271435618400574,-0.08271521329879761
85,0.7064251,0.8457887,"('ambitious', 'unambitious')",0.7064250707626343,0.8457887172698975,0.13936364650726318
39,-0.7013188,-0.8138163,"('right', 'wrong')",-0.7013188004493713,-0.8138163089752197,-0.11249750852584839
4,-0.69093585,-0.6044037,"('likable', 'unlikable')",-0.6909358501434326,-0.6044036746025085,0.08653217554092407
72,0.6624596,0.76852334,"('logical', 'illogical')",0.6624596118927002,0.7685233354568481,0.10606372356414795
98,-0.65405846,-0.7341894,"('prestigious', 'insignificant')",-0.6540584564208984,-0.7341893911361694,-0.080130934715271
10,-0.6529599,-0.8042033,"('affectionate', 'unaffectionate')",-0.6529598832130432,-0.8042032718658447,-0.1512433886528015
32,-0.6492137,-0.6705608,"('benevolent', 'hardhearted')",-0.6492136716842651,-0.6705607771873474,-0.021347105503082275
71,0.63981783,0.7163942,"('efficient', 'inefficient')",0.6398178339004517,0.7163941860198975,0.0765763521194458
14,0.5817158,0.24224259,"('supportive', 'unsupportive')",0.5817158222198486,0.24224258959293365,-0.339473232626915
33,-0.5745031,-0.8639534,"('softhearted', 'hardhearted')",-0.5745031237602234,-0.8639534115791321,-0.2894502878189087
46,0.55807793,0.41092235,"('generous', 'stingy')",0.5580779314041138,0.4109223484992981,-0.14715558290481567
93,0.5570747,0.7589037,"('dominating', 'dominated')",0.5570747256278992,0.7589036822319031,0.2018289566040039
50,-0.54799545,-0.4287601,"('unprejudiced', 'prejudiced')",-0.5479954481124878,-0.4287601113319397,0.1192353367805481
30,0.4977886,0.4410414,"('honest', 'dishonest')",0.49778860807418823,0.44104140996932983,-0.0567471981048584
9,0.4807144,0.38608953,"('sensitive', 'insensitive')",0.4807144105434418,0.3860895335674286,-0.09462487697601318
44,-0.4495748,-0.5624335,"('truthful', 'untruthful')",-0.4495747983455658,-0.5624334812164307,-0.11285868287086487
91,0.44300613,0.11273262,"('resilient', 'nonresilient')",0.44300612807273865,0.11273261904716492,-0.33027350902557373
78,-0.4372977,-0.93135935,"('active', 'inactive')",-0.4372977018356323,-0.9313593506813049,-0.4940616488456726
48,0.40491393,0.21320802,"('reliable', 'unreliable')",0.40491393208503723,0.21320801973342896,-0.19170591235160828
35,0.39546663,0.39255053,"('fair', 'unfair')",0.3954666256904602,0.392550528049469,-0.002916097640991211
1,-0.39271092,-0.688499,"('friendly', 'unfriendly')",-0.39271092414855957,-0.6884989738464355,-0.295788049697876
22,0.38210908,0.22883809,"('welcoming', 'disagreeable')",0.3821090757846832,0.22883808612823486,-0.15327098965644836
58,0.37253308,0.4389889,"('able', 'clumsy')",0.37253308296203613,0.43898889422416687,0.06645581126213074
20,0.36662966,0.24715044,"('popular', 'unpopular')",0.3666296601295471,0.24715043604373932,-0.1194792240858078
43,-0.36358693,-0.38022125,"('genuine', 'fake')",-0.3635869324207306,-0.38022124767303467,-0.016634315252304077
3,0.33484662,0.29541528,"('likable', 'unlikable')",0.3348466157913208,0.2954152822494507,-0.03943133354187012
24,0.3229831,0.34014696,"('thoughtful', 'rough')",0.3229830861091614,0.3401469588279724,0.017163872718811035
74,0.32257515,0.20675227,"('insightful', 'unperceptive')",0.3225751519203186,0.20675227046012878,-0.11582288146018982
86,-0.3120232,-0.26440662,"('self-reliant', 'helpless')",-0.31202319264411926,-0.26440662145614624,0.04761657118797302
105,-0.29862767,-0.46300745,"('conventional', 'modern')",-0.29862767457962036,-0.46300745010375977,-0.1643797755241394
21,0.29454368,0.08553189,"('nice', 'nasty')",0.29454368352890015,0.08553189039230347,-0.20901179313659668
101,-0.2731801,-0.1646758,"('successful', 'unsuccessful')",-0.2731800973415375,-0.16467580199241638,0.1085042953491211
88,-0.2637284,-0.22840479,"('impulsive', 'meek')",-0.26372841000556946,-0.22840479016304016,0.0353236198425293
62,-0.25242633,-0.31833005,"('creative', 'uncreative')",-0.2524263262748718,-0.3183300495147705,-0.06590372323989868
61,-0.24577247,-0.16083819,"('rational', 'irrational')",-0.24577246606349945,-0.16083818674087524,0.0849342793226242
49,0.21810943,0.14556849,"('responsible', 'irresponsible')",0.21810942888259888,0.14556849002838135,-0.07254093885421753
79,-0.20448609,-0.07075104,"('determined', 'doubtful')",-0.20448608696460724,-0.07075104117393494,0.1337350457906723
65,-0.18746454,-0.11639035,"('practical', 'impractical')",-0.18746453523635864,-0.11639034748077393,0.07107418775558472
68,-0.18524851,-0.40381637,"('clever', 'inept')",-0.1852485090494156,-0.4038163721561432,-0.2185678631067276
37,-0.17133307,-0.52509654,"('good', 'evil')",-0.17133307456970215,-0.5250965356826782,-0.3537634611129761
70,0.16325203,0.07407254,"('wise', 'unwise')",0.16325202584266663,0.07407253980636597,-0.08917948603630066
54,0.1616088,-0.006996557,"('smart', 'stupid')",0.16160880029201508,-0.006996557116508484,-0.16860535740852356
77,-0.1613545,-0.22225448,"('active', 'inactive')",-0.16135449707508087,-0.22225448489189148,-0.06089998781681061
87,-0.15189856,-0.2023947,"('dedicated', 'undedicated')",-0.1518985629081726,-0.20239469408988953,-0.05049613118171692
42,-0.15170676,-0.37000751,"('amicable', 'hostile')",-0.1517067551612854,-0.3700075149536133,-0.21830075979232788
45,-0.15135436,0.028847441,"('cooperative', 'exploitative')",-0.1513543576002121,0.02884744107723236,0.18020179867744446
110,-0.14907864,-0.12949954,"('narrow-minded', 'open-minded')",-0.1490786373615265,-0.12949953973293304,0.019579097628593445
34,0.12984222,0.16421673,"('loyal', 'disloyal')",0.12984222173690796,0.16421672701835632,0.034374505281448364
28,0.12551808,0.13406986,"('honest', 'dishonest')",0.1255180835723877,0.13406985998153687,0.00855177640914917
13,-0.11662763,-0.05171275,"('helpful', 'unhelpful')",-0.11662763357162476,-0.051712751388549805,0.06491488218307495
102,-0.091285095,-0.063592196,"('eminent', 'low')",-0.0912850946187973,-0.06359219551086426,0.027692899107933044
57,-0.0841634,-0.21299747,"('able', 'unable')",-0.08416339755058289,-0.2129974663257599,-0.128834068775177
96,-0.067097664,0.037604645,"('powerful', 'powerless')",-0.06709766387939453,0.037604644894599915,0.10470230877399445
56,-0.032284014,-0.2252417,"('intelligent', 'dumb')",-0.03228401392698288,-0.22524170577526093,-0.19295769184827805
97,-0.0063790083,0.024478272,"('superior', 'inferior')",-0.0063790082931518555,0.02447827160358429,0.030857279896736145
