,harley_male,harley_female,tuple,davidson_male,davidson_female,average_male,average_female,female-male
75,7.7589116,7.7764435,"('confident', 'shy')",5.2755713,5.0108185,6.517241477966309,6.3936309814453125,-0.1236104965209961
95,-5.4340267,-6.0672245,"('rich', 'poor')",-3.7856297,-3.5312862,-4.609827995300293,-4.79925537109375,-0.18942737579345703
27,-5.3058558,-6.075556,"('sincere', 'insincere')",-4.26358,-3.8254569,-4.784717559814453,-4.950506210327148,-0.1657886505126953
6,5.158794,5.8530817,"('liked', 'disliked')",3.0037625,2.654432,4.081278324127197,4.253756999969482,0.17247867584228516
40,-5.0171127,-5.633951,"('honorable', 'mean')",-3.1333613,-3.2011003,-4.075237274169922,-4.417525768280029,-0.3422884941101074
53,-4.6874256,-4.665772,"('smart', 'stupid')",-3.4840887,-3.2182674,-4.085757255554199,-3.9420197010040283,0.1437375545501709
48,3.3733797,3.5807173,"('reliable', 'unreliable')",2.9739037,2.6194632,3.1736416816711426,3.100090265274048,-0.07355141639709473
109,2.7539062,1.6077248,"('conservative', 'liberal')",1.9745282,2.1245055,2.3642172813415527,1.8661150932312012,-0.49810218811035156
108,2.7539062,1.6077248,"('conservative', 'liberal')",1.9745282,2.1245055,2.3642172813415527,1.8661150932312012,-0.49810218811035156
1,-2.7085032,-2.159111,"('friendly', 'unfriendly')",-2.2583454,-2.1906514,-2.483424186706543,-2.1748812198638916,0.30854296684265137
86,2.691245,2.7135305,"('self-reliant', 'helpless')",1.8070482,1.4895939,2.2491466999053955,2.101562261581421,-0.1475844383239746
66,2.6715574,3.4153361,"('imaginative', 'unimaginative')",1.3748317,1.6772597,2.0231945514678955,2.546298027038574,0.5231034755706787
94,2.5692422,1.8131559,"('aggressive', 'submissive')",1.3752104,1.658066,1.9722263813018799,1.7356109619140625,-0.23661541938781738
11,-2.457673,-2.5220933,"('caring', 'unaffectionate')",-2.1703632,-2.0405605,-2.3140182495117188,-2.2813267707824707,0.03269147872924805
32,-2.2944696,-1.5290235,"('benevolent', 'hardhearted')",-1.6925534,-1.4318069,-1.993511438369751,-1.4804152250289917,0.5130962133407593
3,2.2321086,2.1647947,"('likable', 'unlikable')",1.7882974,1.7667568,2.0102028846740723,1.965775728225708,-0.04442715644836426
10,-2.0659761,-1.5221853,"('affectionate', 'unaffectionate')",-1.4398361,-1.3356181,-1.752906084060669,-1.4289016723632812,0.3240044116973877
25,1.9542193,0.7852324,"('moral', 'immoral')",0.40029395,0.2472086,1.1772565841674805,0.5162205100059509,-0.6610360741615295
33,-1.9539853,-1.8345158,"('softhearted', 'hardhearted')",-0.5537103,-0.446437,-1.2538478374481201,-1.1404764652252197,0.11337137222290039
90,1.8575077,0.9704114,"('motivated', 'unmotivated')",0.5592846,0.20527667,1.2083961963653564,0.5878440141677856,-0.6205521821975708
104,-1.8179139,-1.0096508,"('conventional', 'unconventional')",-1.5573808,-1.5689423,-1.6876473426818848,-1.2892966270446777,0.39835071563720703
15,1.811899,1.2093446,"('polite', 'impolite')",1.47664,1.9085557,1.6442694664001465,1.5589501857757568,-0.08531928062438965
16,1.7779058,1.573946,"('social', 'antisocial')",1.4829583,1.9226533,1.63043212890625,1.7482995986938477,0.11786746978759766
46,1.7228521,1.9984078,"('generous', 'stingy')",1.1069572,0.9183382,1.4149045944213867,1.4583730697631836,0.043468475341796875
99,-1.715462,-1.0673273,"('prestigious', 'insignificant')",-1.9795513,-2.2933986,-1.8475066423416138,-1.6803629398345947,0.16714370250701904
71,1.7038108,0.30287433,"('efficient', 'inefficient')",1.4963063,1.6544769,1.6000585556030273,0.9786756038665771,-0.6213829517364502
8,-1.6915985,-1.1529906,"('open', 'distant')",-0.9805577,-1.41752,-1.33607816696167,-1.2852553129196167,0.05082285404205322
14,1.6855755,1.2783421,"('supportive', 'unsupportive')",0.5333832,0.46515012,1.109479308128357,0.8717461228370667,-0.23773318529129028
103,1.6728904,1.1340144,"('traditional', 'modern')",0.50715184,0.43125945,1.0900211334228516,0.7826368808746338,-0.3073842525482178
76,1.6121942,1.3356198,"('secure', 'insecure')",1.4680184,1.689033,1.5401062965393066,1.5123264789581299,-0.027779817581176758
63,-1.528724,-1.5898255,"('capable', 'incapable')",-1.0608399,-1.2316408,-1.2947819232940674,-1.4107332229614258,-0.1159512996673584
28,-1.520058,-1.8166878,"('honest', 'dishonest')",-0.9456485,-0.88262224,-1.2328532934188843,-1.349655032157898,-0.11680173873901367
50,1.5045888,1.584338,"('unprejudiced', 'prejudiced')",1.3269501,0.9394921,1.4157694578170776,1.2619149684906006,-0.15385448932647705
98,-1.4936947,-1.0159297,"('prestigious', 'insignificant')",-1.71774,-2.0233738,-1.605717420578003,-1.5196517705917358,0.08606564998626709
105,-1.4696114,-1.4279387,"('conventional', 'modern')",-1.467706,-1.3586029,-1.468658685684204,-1.39327073097229,0.07538795471191406
52,1.4199941,1.1150533,"('competitive', 'uncompetitive')",0.98997974,1.6166599,1.2049869298934937,1.365856647491455,0.16086971759796143
41,-1.4166566,-0.25302958,"('incorrupt', 'corrupt')",-0.96370023,-1.0000747,-1.190178394317627,-0.626552164554596,0.563626229763031
107,1.392514,0.9845828,"('conventional', 'modern')",1.570302,1.989089,1.4814079999923706,1.4868359565734863,0.005427956581115723
58,-1.369087,-1.3400776,"('able', 'clumsy')",-0.5534417,-0.39960325,-0.9612643718719482,-0.8698404431343079,0.09142392873764038
13,-1.36206,-1.9031799,"('helpful', 'unhelpful')",-1.6841025,-1.1906819,-1.5230813026428223,-1.5469309091567993,-0.02384960651397705
34,-1.343824,-1.2914588,"('loyal', 'disloyal')",-1.53987,-1.0622958,-1.4418470859527588,-1.1768772602081299,0.2649698257446289
68,-1.3357904,-1.0098255,"('clever', 'inept')",-0.630599,-0.8737409,-0.9831947088241577,-0.9417831897735596,0.041411519050598145
42,-1.330837,-0.34280348,"('amicable', 'hostile')",-0.61805856,-0.87819105,-0.9744477868080139,-0.610497236251831,0.36395055055618286
2,1.2528536,0.5738108,"('friendly', 'unfriendly')",0.98074913,1.3689082,1.116801381111145,0.9713594913482666,-0.14544188976287842
5,1.2197295,0.9833057,"('pleasant', 'repellent')",1.0151461,0.98033607,1.1174378395080566,0.9818208813667297,-0.1356169581413269
92,-1.2032241,-0.70126903,"('unwavering', 'wavering')",-1.3223653,-1.4744078,-1.2627947330474854,-1.0878384113311768,0.1749563217163086
62,-1.1862273,-0.7054316,"('creative', 'uncreative')",-1.5562968,-1.3771976,-1.3712620735168457,-1.0413146018981934,0.32994747161865234
93,1.1434209,1.1342404,"('dominating', 'dominated')",0.58912235,0.8554874,0.8662716150283813,0.9948638677597046,0.12859225273132324
7,-1.1234246,-0.7927875,"('outgoing', 'distant')",-0.7667005,-1.1912367,-0.9450625777244568,-0.9920121431350708,-0.046949565410614014
31,-1.116991,-0.80190325,"('altruistic', 'egoistic')",-0.35619408,-0.45160446,-0.7365925312042236,-0.6267538666725159,0.10983866453170776
60,1.0885007,0.31288368,"('educated', 'uneducated')",-0.13890499,0.010600686,0.4747978746891022,0.1617421805858612,-0.31305569410324097
78,1.0660696,0.8865461,"('active', 'inactive')",1.3324387,0.9437644,1.1992541551589966,0.9151552319526672,-0.28409892320632935
97,-1.0490739,-0.758929,"('superior', 'inferior')",-0.7540798,-0.5129354,-0.9015768766403198,-0.635932207107544,0.2656446695327759
69,-1.0040935,-0.46642023,"('wise', 'foolish')",-0.74837035,-0.9518224,-0.8762319087982178,-0.7091213464736938,0.16711056232452393
0,0.98724765,0.8840468,"('sociable', 'unsociable')",0.5307817,0.9824389,0.7590146660804749,0.9332428574562073,0.17422819137573242
26,0.9845048,1.0927687,"('trustworthy', 'untrustworthy')",1.1192918,1.1946977,1.0518982410430908,1.143733263015747,0.09183502197265625
80,0.94266653,0.5999599,"('independent', 'dependent')",1.0591578,0.9942325,1.0009121894836426,0.7970961928367615,-0.2038159966468811
84,-0.93223035,-0.5457938,"('self-confident', 'diffident')",-1.2665656,-1.2959564,-1.099397897720337,-0.920875072479248,0.17852282524108887
64,0.9097091,0.31027758,"('clever', 'incompetent')",0.8076681,1.0533484,0.8586885929107666,0.6818130016326904,-0.17687559127807617
44,-0.8622242,-1.2224703,"('truthful', 'untruthful')",-1.233683,-1.0593836,-1.0479536056518555,-1.1409269571304321,-0.09297335147857666
61,-0.8014676,-0.08352569,"('rational', 'irrational')",-0.45116252,-0.5102412,-0.6263150572776794,-0.2968834638595581,0.32943159341812134
89,0.7879741,0.56650656,"('daring', 'anxious')",1.0971576,1.3505297,0.9425658583641052,0.9585181474685669,0.01595228910446167
54,0.7755024,0.42871106,"('smart', 'stupid')",0.7678392,0.36255607,0.7716708183288574,0.3956335783004761,-0.37603724002838135
65,0.7677492,-0.05470416,"('practical', 'impractical')",-0.12230587,0.16388679,0.3227216601371765,0.05459131300449371,-0.2681303471326828
22,0.75409245,0.39268553,"('welcoming', 'disagreeable')",1.2450957,0.9152067,0.9995940923690796,0.6539461016654968,-0.34564799070358276
79,0.7526615,0.43058637,"('determined', 'doubtful')",0.47226214,0.41329953,0.6124618053436279,0.42194294929504395,-0.19051885604858398
17,0.7424339,0.87176985,"('social', 'antisocial')",0.71832705,1.1341988,0.7303804755210876,1.0029842853546143,0.2726038098335266
23,-0.7238956,-0.89414763,"('hospitable', 'inhospitable')",-0.7850386,-1.2421905,-0.7544671297073364,-1.068169116973877,-0.3137019872665405
49,-0.7223309,-1.0149137,"('responsible', 'irresponsible')",-0.22270739,0.03238356,-0.4725191593170166,-0.49126505851745605,-0.018745899200439453
39,-0.6903677,-0.6384846,"('right', 'wrong')",-0.810737,-0.94658595,-0.7505523562431335,-0.7925353050231934,-0.041982948780059814
73,0.6682059,-0.43237355,"('brilliant', 'incompetent')",-0.020460308,-0.04373139,0.32387280464172363,-0.23805247247219086,-0.5619252771139145
56,0.6020092,1.0971777,"('intelligent', 'dumb')",0.18692502,0.007976219,0.3944671154022217,0.5525769591331482,0.1581098437309265
19,-0.5658621,-0.30066574,"('funny', 'boring')",-0.3882168,-0.18031198,-0.4770394563674927,-0.24048885703086853,0.23655059933662415
96,0.51655596,0.37386084,"('powerful', 'powerless')",0.15937626,0.23296471,0.33796611428260803,0.3034127652645111,-0.034553349018096924
38,-0.5085027,-0.7823303,"('kind', 'unkind')",-0.6159853,-0.17328596,-0.5622439980506897,-0.4778081178665161,0.08443588018417358
35,-0.50753444,-3.5464764e-06,"('fair', 'unfair')",0.8380767,1.0406082,0.16527113318443298,0.5203022956848145,0.35503116250038147
12,0.45159447,0.077812016,"('sympathetic', 'unsympathetic')",-0.009775519,0.17614639,0.2209094762802124,0.12697920203208923,-0.09393027424812317
47,-0.43895924,-0.4407894,"('forgiving', 'unforgiving')",-0.13630223,0.011284098,-0.28763073682785034,-0.21475264430046082,0.07287809252738953
24,-0.4252265,-0.1824966,"('thoughtful', 'rough')",-0.87016094,-0.9336465,-0.6476937532424927,-0.5580715537071228,0.08962219953536987
20,-0.41840535,-0.054988116,"('popular', 'unpopular')",0.22580522,0.022322685,-0.09630006551742554,-0.0163327157497406,0.07996734976768494
81,0.4058789,0.86048555,"('industrious', 'lazy')",0.18249303,-0.27540004,0.29418596625328064,0.2925427556037903,-0.0016432106494903564
72,-0.39256144,-0.22716,"('logical', 'illogical')",-0.38204086,-0.08296266,-0.38730114698410034,-0.15506133437156677,0.23223981261253357
83,0.35987312,0.21687296,"('energetic', 'lethargic')",-0.021585435,0.090431094,0.16914384067058563,0.15365202724933624,-0.01549181342124939
59,0.3548826,0.5960908,"('skillful', 'clumsy')",0.14521205,0.17898476,0.25004732608795166,0.38753777742385864,0.13749045133590698
45,0.35303843,0.020725086,"('cooperative', 'exploitative')",0.3799328,0.114177674,0.366485595703125,0.06745138019323349,-0.2990342155098915
88,-0.33212453,0.21268913,"('impulsive', 'meek')",-0.025055341,-0.13359024,-0.17858994007110596,0.03954944759607315,0.2181393876671791
70,-0.30075088,0.069418356,"('wise', 'unwise')",-0.11079368,-0.030164152,-0.2057722806930542,0.019627101719379425,0.22539938241243362
21,0.27517295,0.48323417,"('nice', 'nasty')",0.97389483,0.91366696,0.6245338916778564,0.6984505653381348,0.07391667366027832
57,-0.262878,-0.40341648,"('able', 'unable')",0.40140957,0.37401396,0.06926578283309937,-0.01470126211643219,-0.08396704494953156
110,-0.25166488,-0.028632589,"('narrow-minded', 'open-minded')",-0.07720954,-0.22609761,-0.1644372045993805,-0.1273650974035263,0.03707210719585419
82,-0.24185854,0.07878053,"('industrious', 'meek')",-0.6720439,-0.9843117,-0.45695123076438904,-0.4527655839920044,0.0041856467723846436
100,0.23782295,0.10987139,"('influential', 'uninfluential')",-0.46162927,-0.080459714,-0.11190316081047058,0.014705836772918701,0.12660899758338928
43,-0.23154049,-0.4590247,"('genuine', 'fake')",-0.6842769,-0.64955163,-0.4579086899757385,-0.5542881488800049,-0.09637945890426636
9,-0.2086969,-0.5418301,"('sensitive', 'insensitive')",0.09434229,0.09831458,-0.05717730522155762,-0.22175776958465576,-0.16458046436309814
102,0.18859985,-0.056127943,"('eminent', 'low')",-0.4127002,-0.46459982,-0.11205017566680908,-0.2603638768196106,-0.1483137011528015
91,0.18773654,0.30809844,"('resilient', 'nonresilient')",-0.4043173,-0.3083285,-0.10829037427902222,-0.0001150369644165039,0.10817533731460571
18,0.14465496,0.0027793944,"('social', 'asocial')",-0.29043692,-0.066256344,-0.0728909820318222,-0.03173847496509552,0.041152507066726685
67,-0.12171541,0.057928182,"('discriminating', 'undiscriminating')",-0.54960585,-0.28698385,-0.3356606364250183,-0.11452783644199371,0.2211327999830246
36,0.12099686,-0.6368164,"('tolerant', 'intolerant')",0.1596707,0.17462216,0.14033377170562744,-0.23109710216522217,-0.3714308738708496
85,0.097418725,-0.20990008,"('ambitious', 'unambitious')",0.33375078,0.42093366,0.21558475494384766,0.10551679134368896,-0.11006796360015869
29,-0.09684622,-0.6684973,"('honest', 'immoral')",0.05077988,0.09612331,-0.023033171892166138,-0.28618699312210083,-0.2631538212299347
106,0.088763565,-0.008569494,"('conventional', 'unconventional')",-0.04826197,0.10494006,0.020250797271728516,0.048185281455516815,0.0279344841837883
74,0.08726542,-0.20954764,"('insightful', 'unperceptive')",-0.67825264,-0.49883896,-0.29549360275268555,-0.3541933000087738,-0.05869969725608826
55,-0.07682347,-0.48095667,"('intelligent', 'unintelligent')",-0.3593722,-0.19510786,-0.21809783577919006,-0.3380322754383087,-0.11993443965911865
101,0.06692143,0.1397866,"('successful', 'unsuccessful')",-0.31219828,-0.08079754,-0.12263842672109604,0.029494531452655792,0.15213295817375183
51,0.064722,0.1735416,"('competent', 'incompetent')",0.09428382,0.37315488,0.07950291037559509,0.27334824204444885,0.19384533166885376
87,0.04860907,0.042066827,"('dedicated', 'undedicated')",-1.0339167,-0.7998688,-0.49265381693840027,-0.37890100479125977,0.1137528121471405
