,citizens_male,citizens_female,tuple,financial_male,financial_female,group_male,group_female,average_male,average_female,female-male
90,0.3695867,0.1654554,"('motivated', 'unmotivated')",0.04893878,-0.053839922,0.1419695,0.14157754,0.18683167298634848,0.08439767360687256,-0.10243399937947592
56,0.35430416,0.30346036,"('intelligent', 'dumb')",0.60544145,0.4226772,1.733365,1.6238256,0.8977035681406657,0.7833210627237955,-0.11438250541687012
21,-0.33341444,-0.24824965,"('nice', 'nasty')",0.27870905,0.2795707,1.1140192,0.8075779,0.3531045913696289,0.2796329855918884,-0.07347160577774048
79,-0.3170345,-0.17222318,"('determined', 'doubtful')",0.04192637,0.03153926,-0.38879615,-0.3186389,-0.22130143642425537,-0.15310760339101157,0.0681938330332438
20,0.31226358,0.60114765,"('popular', 'unpopular')",-0.6268598,-0.34390366,1.0082709,1.0216434,0.2312248945236206,0.42629579703013104,0.19507090250651044
109,-0.29241627,-0.41888025,"('conservative', 'liberal')",0.013299957,0.1294553,-1.1766788,-1.1526232,-0.48526501655578613,-0.4806826909383138,0.004582325617472349
108,-0.29241627,-0.41888025,"('conservative', 'liberal')",0.013299957,0.1294553,-1.1766788,-1.1526232,-0.48526501655578613,-0.4806826909383138,0.004582325617472349
33,-0.25587085,-0.46570316,"('softhearted', 'hardhearted')",-0.08153415,0.02501604,-1.077182,-0.89437354,-0.4715290069580078,-0.4450201988220215,0.026508808135986328
98,0.20359749,0.15940997,"('prestigious', 'insignificant')",-1.0523567,-1.0312445,0.9237452,0.6020702,0.02499532699584961,-0.08992143472035725,-0.11491676171620686
92,-0.14761412,-0.17234157,"('unwavering', 'wavering')",0.033091843,-0.013285071,1.0815783,0.86477125,0.32235199213027954,0.22638154029846191,-0.09597045183181763
14,-0.12331185,-0.12638782,"('supportive', 'unsupportive')",-0.32596123,-0.37409168,0.23018403,-0.03547913,-0.07302968204021454,-0.17865288257598877,-0.10562320053577423
23,0.11691094,-0.011058807,"('hospitable', 'inhospitable')",0.11622083,0.091177136,0.8936063,0.6695029,0.3755793571472168,0.24987375736236572,-0.12570559978485107
67,-0.10658714,0.055625767,"('discriminating', 'undiscriminating')",-1.1249168,-1.0701456,-1.3161902,-1.0050048,-0.8492314020792643,-0.6731748580932617,0.17605654398600257
91,-0.10582501,-0.267446,"('resilient', 'nonresilient')",-0.5978586,-0.46623564,-0.565452,-0.3666001,-0.42304519812266034,-0.3667605717976888,0.056284626324971554
104,-0.10202134,-0.21625206,"('conventional', 'unconventional')",-1.1656477,-1.1315076,-0.20041429,0.0846716,-0.48936112721761066,-0.4210293690363566,0.06833175818125403
97,-0.079429865,-0.21367592,"('superior', 'inferior')",-0.85602176,-0.9204483,-0.6158573,-0.5000367,-0.5171029567718506,-0.5447203318277994,-0.027617375055948856
62,-0.07191002,-0.21532217,"('creative', 'uncreative')",-1.1973898,-1.2964354,-0.27544188,-0.40071613,-0.5149139165878296,-0.6374912261962891,-0.12257730960845947
19,-0.06508881,0.14617205,"('funny', 'boring')",-0.15019345,-0.07388365,0.2915444,0.2404201,0.02542071541150411,0.10423616568247478,0.07881545027097067
59,-0.0408123,0.18448834,"('skillful', 'clumsy')",-0.60844713,-0.36686772,0.77878106,0.86766374,0.04317386945088705,0.22842812538146973,0.18525425593058267
17,-0.006888613,0.38045233,"('social', 'antisocial')",-0.87001455,-0.6542443,-1.47078,-1.2230585,-0.7825610637664795,-0.49895016352335614,0.28361090024312335
