,southwest_male,southwest_female,tuple,airlines_male,airlines_female,average_male,average_female,female-male
75,7.0432777,6.9660583,"('confident', 'shy')",4.994152,4.887745,6.018714904785156,5.926901817321777,-0.0918130874633789
27,-6.4065943,-6.1026726,"('sincere', 'insincere')",-4.126815,-4.059114,-5.266704559326172,-5.080893516540527,0.18581104278564453
6,5.703547,5.4702625,"('liked', 'disliked')",3.2715547,3.2589746,4.487550735473633,4.364618301391602,-0.12293243408203125
95,-4.959719,-4.7862983,"('rich', 'poor')",-4.5809946,-4.5450172,-4.770357131958008,-4.665657997131348,0.10469913482666016
40,-4.695863,-4.754977,"('honorable', 'mean')",-4.163783,-4.2634506,-4.42982292175293,-4.509213924407959,-0.0793910026550293
53,-3.5474806,-3.3500123,"('smart', 'stupid')",-3.7264647,-3.8441093,-3.636972665786743,-3.5970606803894043,0.03991198539733887
86,3.153492,2.9875028,"('self-reliant', 'helpless')",1.8880352,1.7376714,2.520763635635376,2.3625869750976562,-0.15817666053771973
66,2.5555136,2.5390003,"('imaginative', 'unimaginative')",1.7206076,1.8169724,2.1380605697631836,2.1779863834381104,0.03992581367492676
3,2.2777429,2.3028703,"('likable', 'unlikable')",1.224086,1.2637081,1.750914454460144,1.7832891941070557,0.03237473964691162
50,2.1579397,2.1202953,"('unprejudiced', 'prejudiced')",2.0202618,1.9220688,2.0891008377075195,2.021182060241699,-0.06791877746582031
33,-2.1246088,-2.1658602,"('softhearted', 'hardhearted')",-0.93001306,-0.9294754,-1.527310848236084,-1.5476677417755127,-0.02035689353942871
38,-1.9679253,-1.5879538,"('kind', 'unkind')",-1.6078336,-1.3642454,-1.787879467010498,-1.4760996103286743,0.31177985668182373
48,1.9343537,1.8079276,"('reliable', 'unreliable')",2.408529,2.166922,2.1714413166046143,1.9874248504638672,-0.18401646614074707
88,1.9201392,1.8304768,"('impulsive', 'meek')",0.5489022,0.5549107,1.234520673751831,1.1926937103271484,-0.04182696342468262
29,-1.9186423,-1.8821526,"('honest', 'immoral')",-0.7332855,-0.7105569,-1.3259638547897339,-1.2963547706604004,0.029609084129333496
13,-1.8140376,-1.5685945,"('helpful', 'unhelpful')",-2.1171331,-2.084669,-1.9655853509902954,-1.826631784439087,0.1389535665512085
28,-1.8043715,-1.7551857,"('honest', 'dishonest')",-1.2639561,-1.3507951,-1.5341637134552002,-1.552990436553955,-0.018826723098754883
11,-1.779073,-1.8777833,"('caring', 'unaffectionate')",-1.4316468,-1.476099,-1.6053599119186401,-1.676941156387329,-0.07158124446868896
46,1.7741448,1.7379789,"('generous', 'stingy')",1.6106696,1.5722533,1.6924071311950684,1.655116081237793,-0.03729104995727539
1,-1.7482092,-1.8699663,"('friendly', 'unfriendly')",-1.4466498,-1.4698943,-1.5974295139312744,-1.6699302196502686,-0.07250070571899414
74,-1.740104,-1.6769135,"('insightful', 'unperceptive')",-1.4484427,-1.41669,-1.594273328781128,-1.5468018054962158,0.04747152328491211
34,-1.6059027,-1.4185932,"('loyal', 'disloyal')",-1.2140868,-0.9757494,-1.4099947214126587,-1.1971712112426758,0.2128235101699829
104,-1.5518141,-1.5727828,"('conventional', 'unconventional')",-0.10065253,0.003990799,-0.8262333273887634,-0.7843959927558899,0.041837334632873535
41,1.445874,1.3572026,"('incorrupt', 'corrupt')",0.62312543,0.653682,1.0344996452331543,1.0054423809051514,-0.02905726432800293
9,-1.4133902,-1.3329515,"('sensitive', 'insensitive')",-1.2929144,-1.2669744,-1.3531522750854492,-1.2999629974365234,0.05318927764892578
21,1.3970678,1.2829189,"('nice', 'nasty')",0.37295783,0.40741837,0.8850128054618835,0.8451686501502991,-0.03984415531158447
16,1.396446,1.6056557,"('social', 'antisocial')",0.07225126,0.28693777,0.7343486547470093,0.9462966918945312,0.21194803714752197
105,-1.3566886,-1.3453814,"('conventional', 'modern')",-0.5902313,-0.6117564,-0.9734599590301514,-0.9785689115524292,-0.005108952522277832
37,1.3528347,0.97201383,"('good', 'evil')",1.3156524,1.1993443,1.3342435359954834,1.085679054260254,-0.2485644817352295
94,1.2709774,1.5946544,"('aggressive', 'submissive')",0.5400059,0.62528026,0.9054916501045227,1.1099673509597778,0.20447570085525513
56,1.2066092,1.2901235,"('intelligent', 'dumb')",0.73869276,0.702441,0.9726510047912598,0.9962822198867798,0.02363121509552002
42,1.1921754,1.0186894,"('amicable', 'hostile')",0.33418697,0.37479556,0.763181209564209,0.6967424750328064,-0.06643873453140259
61,1.1900173,1.1843438,"('rational', 'irrational')",0.35465685,0.40734294,0.7723370790481567,0.7958433628082275,0.0235062837600708
63,-1.1760913,-1.2683219,"('capable', 'incapable')",-0.5030846,-0.58369005,-0.839587926864624,-0.9260059595108032,-0.0864180326461792
81,1.1665137,0.8196056,"('industrious', 'lazy')",1.2119199,1.0987457,1.1892168521881104,0.9591756463050842,-0.23004120588302612
