,conocophillips_male,conocophillips_female,tuple,average_male,average_female,female-male
12,2.3812613,2.5049095,"('sympathetic', 'unsympathetic')",2.3812613487243652,2.5049095153808594,0.12364816665649414
52,1.7596292,1.7870483,"('competitive', 'uncompetitive')",1.759629249572754,1.78704833984375,0.027419090270996094
2,1.7287524,2.003601,"('friendly', 'unfriendly')",1.7287523746490479,2.00360107421875,0.27484869956970215
75,1.6930888,1.5496385,"('confident', 'shy')",1.6930887699127197,1.5496385097503662,-0.14345026016235352
64,1.6547686,1.6283121,"('clever', 'incompetent')",1.6547685861587524,1.628312110900879,-0.026456475257873535
51,1.6033728,1.5901904,"('competent', 'incompetent')",1.6033728122711182,1.5901904106140137,-0.013182401657104492
81,-1.5178709,-1.9568851,"('industrious', 'lazy')",-1.5178709030151367,-1.9568850994110107,-0.439014196395874
66,1.5049964,1.6297354,"('imaginative', 'unimaginative')",1.504996418952942,1.6297353506088257,0.12473893165588379
71,1.4832685,1.3260258,"('efficient', 'inefficient')",1.4832684993743896,1.3260258436203003,-0.15724265575408936
94,1.4750983,1.7997564,"('aggressive', 'submissive')",1.4750982522964478,1.799756407737732,0.3246581554412842
15,1.4605759,1.7462552,"('polite', 'impolite')",1.4605759382247925,1.7462551593780518,0.2856792211532593
76,1.434984,1.5185498,"('secure', 'insecure')",1.4349839687347412,1.5185497999191284,0.08356583118438721
16,1.4292352,1.6302607,"('social', 'antisocial')",1.4292352199554443,1.630260705947876,0.20102548599243164
98,-1.4253733,-1.526163,"('prestigious', 'insignificant')",-1.4253733158111572,-1.5261629819869995,-0.10078966617584229
99,-1.395191,-1.5628908,"('prestigious', 'insignificant')",-1.395190954208374,-1.5628907680511475,-0.16769981384277344
8,-1.3550701,-1.6980196,"('open', 'distant')",-1.3550701141357422,-1.6980196237564087,-0.3429495096206665
7,-1.3194815,-1.5675755,"('outgoing', 'distant')",-1.3194814920425415,-1.567575454711914,-0.24809396266937256
55,1.2069569,1.2634138,"('intelligent', 'unintelligent')",1.2069568634033203,1.2634137868881226,0.056456923484802246
0,1.1540335,1.3780395,"('sociable', 'unsociable')",1.1540335416793823,1.3780394792556763,0.22400593757629395
73,1.1075896,1.0506334,"('brilliant', 'incompetent')",1.107589602470398,1.050633430480957,-0.05695617198944092
