,merck_male,merck_female,tuple,&_male,&_female,co_male,co_female,inc_male,inc_female,new_male,new_female,average_male,average_female,female-male
99,-3.0005918,-3.1604066,"('prestigious', 'insignificant')",-0.7048128,-1.1830682,0.28756195,0.29070893,-0.7684872,-0.946124,0.7842057,0.64763576,-0.6804248332977295,-0.8702507972717285,-0.18982596397399898
107,2.6608324,3.00188,"('conventional', 'modern')",0.44311655,0.51828825,0.13644336,0.2839453,0.8527969,0.9750705,1.0958123,1.6039909,1.0378003120422363,1.2766350746154784,0.2388347625732421
1,-2.540625,-2.4894767,"('friendly', 'unfriendly')",-1.8073549,-1.9302442,-1.2031499,-0.6780352,-1.2462616,-1.0772927,0.03334117,0.025989413,-1.3528100967407226,-1.2298118591308593,0.12299823760986328
75,2.1074207,2.0660005,"('confident', 'shy')",4.0087137,4.0352073,5.673871,5.3735704,7.114957,7.069081,4.247345,4.725128,4.630461502075195,4.65379753112793,0.023336029052734908
4,-1.9658868,-2.0157182,"('likable', 'unlikable')",-0.74760413,-1.01613,-0.6198826,-0.8506645,-0.3510114,-0.3623963,0.38617718,0.37986428,-0.6596415519714356,-0.773008918762207,-0.11336736679077142
19,-1.8468181,-1.7563114,"('funny', 'boring')",0.20886248,0.038226932,-0.26417708,0.12090409,0.2134397,0.17407435,-0.057115197,0.104435325,-0.3491616487503052,-0.26373412609100344,0.08542752265930176
41,-1.8086108,-2.219704,"('incorrupt', 'corrupt')",0.18403721,0.1262362,0.6628226,1.1682702,0.44234085,0.5492189,2.200282,2.1927314,0.33617439270019533,0.3633505582809448,0.02717616558074948
32,-1.7574649,-1.5453492,"('benevolent', 'hardhearted')",-1.297818,-0.9707644,-1.6258562,-1.2549678,-1.3800055,-1.1813879,-0.5565795,-0.20947967,-1.3235447883605957,-1.0323898315429687,0.29115495681762704
63,-1.7404093,-1.7925272,"('capable', 'incapable')",-0.80940247,-1.0181079,-0.7462546,-0.5378588,-1.2111347,-1.1462419,-0.33474922,-0.53823125,-0.9683900833129883,-1.0065934181213378,-0.03820333480834959
52,1.7080765,1.9590901,"('competitive', 'uncompetitive')",-0.019819617,0.035560608,-0.508064,-0.52339315,0.38248724,0.41615582,-0.82447207,-0.5201275,0.14764163494110108,0.2734571933746338,0.12581555843353273
5,1.6770997,1.7566799,"('pleasant', 'repellent')",0.30515563,0.32166058,-0.24824771,-0.5681621,-0.71238893,-0.63735604,-0.097297505,-0.30082503,0.18486422300338745,0.11439948081970215,-0.0704647421836853
39,-1.6600897,-1.8241535,"('right', 'wrong')",0.75070196,0.51270443,0.26770708,0.47093648,0.47954395,0.5493243,0.26922962,0.41019645,0.02141857147216797,0.023801630735397337,0.0023830592632293687
61,-1.6387806,-1.6866552,"('rational', 'irrational')",0.19487056,0.09538987,0.88578176,1.1951038,1.1500916,1.084322,1.4804657,1.715029,0.41448583602905276,0.4806378841400146,0.06615204811096187
81,-1.6323733,-2.1445453,"('industrious', 'lazy')",1.1508373,0.8324736,1.6869613,1.6113973,1.177786,1.0300014,2.0022373,2.030965,0.8770896911621093,0.672058391571045,-0.20503129959106436
94,1.6167612,1.8072343,"('aggressive', 'submissive')",0.45391607,0.68634987,0.04461415,-0.012519062,0.718829,0.68567276,-0.6174553,-0.32319823,0.44333300590515134,0.5687078952789306,0.12537488937377927
2,1.5276786,1.8194318,"('friendly', 'unfriendly')",0.10653454,0.399545,-1.2083181,-1.2855213,-0.308474,-0.26902443,-1.6722184,-1.4798024,-0.3109594821929932,-0.163074266910553,0.1478852152824402
98,-1.5261619,-1.5920246,"('prestigious', 'insignificant')",-1.0710076,-1.416075,-0.015828907,0.08016443,-0.79852724,-0.9195298,0.27524158,0.15429056,-0.6272567749023438,-0.7386348724365235,-0.11137809753417971
69,-1.5132353,-1.5096349,"('wise', 'foolish')",-0.6729833,-0.9875402,-0.17045052,-0.113667496,0.12908188,-0.020111531,0.5438058,0.65526724,-0.3367562770843506,-0.395137357711792,-0.058381080627441406
85,1.5032997,1.5557919,"('ambitious', 'unambitious')",0.2667089,0.29304048,-0.1777403,0.0057177544,0.30843267,0.3568042,0.013987601,0.106343,0.38293771743774413,0.46353945732116697,0.08060173988342284
104,-1.490178,-1.5171547,"('conventional', 'unconventional')",-0.45263612,-0.33058608,-0.6476408,-0.3523348,-0.620734,-0.5084797,0.09214801,-0.08103579,-0.6238081932067872,-0.5579182147979737,0.0658899784088135
42,-1.4871058,-1.6909888,"('amicable', 'hostile')",0.81864345,0.653674,0.7725611,1.1056316,0.31362426,0.4431113,1.8091202,1.8213055,0.4453686237335205,0.46654672622680665,0.021178102493286166
15,1.4803493,1.6797023,"('polite', 'impolite')",0.7157667,0.84402835,0.12108457,0.4388826,1.210203,1.3912718,-0.60293305,-0.018667951,0.5848941802978516,0.867043399810791,0.2821492195129395
53,-1.3924059,-1.2386415,"('smart', 'stupid')",-2.785178,-2.6608834,-4.3112946,-4.362272,-4.380875,-4.512508,-3.3546703,-3.2368484,-3.244884490966797,-3.2022308349609374,0.042653656005859464
