,kraft_male,kraft_female,tuple,heinz_male,heinz_female,average_male,average_female,female-male
55,-0.3546288,-0.26078176,"('intelligent', 'unintelligent')",-0.09549779,-0.2021746,-0.225063294172287,-0.23147818446159363,-0.006414890289306641
64,-0.34785202,-0.26317334,"('clever', 'incompetent')",0.5316129,0.2656346,0.0918804258108139,0.0012306272983551025,-0.0906497985124588
4,-0.33085614,-0.31473565,"('likable', 'unlikable')",-0.39996454,-0.58993244,-0.36541032791137695,-0.45233404636383057,-0.08692371845245361
92,0.33067513,0.1698035,"('unwavering', 'wavering')",-1.0026667,-0.88743556,-0.33599579334259033,-0.3588160276412964,-0.022820234298706055
101,-0.31168592,-0.31786087,"('successful', 'unsuccessful')",-0.3548923,-0.23812968,-0.33328911662101746,-0.2779952883720398,0.05529382824897766
42,0.30064923,0.15396559,"('amicable', 'hostile')",-1.2780944,-0.94607455,-0.4887225925922394,-0.3960544764995575,0.09266811609268188
26,0.29839656,0.39069062,"('trustworthy', 'untrustworthy')",0.7499131,0.57346046,0.5241548418998718,0.4820755422115326,-0.04207929968833923
59,0.29739854,0.4398772,"('skillful', 'clumsy')",0.29024738,0.46624416,0.2938229441642761,0.45306068658828735,0.15923774242401123
30,-0.29708475,-0.056093097,"('honest', 'dishonest')",-0.3998614,-0.52769816,-0.34847307205200195,-0.29189562797546387,0.056577444076538086
99,-0.29252967,-0.46292165,"('prestigious', 'insignificant')",-2.0578334,-1.9304959,-1.17518150806427,-1.1967087984085083,-0.02152729034423828
67,0.27046025,0.21855173,"('discriminating', 'undiscriminating')",-0.13635738,0.08078752,0.06705143302679062,0.1496696174144745,0.08261818438768387
57,0.24387929,0.15146574,"('able', 'unable')",-0.18438506,-0.35906747,0.029747113585472107,-0.10380086302757263,-0.13354797661304474
91,-0.23626965,-0.21817014,"('resilient', 'nonresilient')",0.33838165,0.35313794,0.05105599761009216,0.06748390197753906,0.0164279043674469
98,0.23545939,0.16083077,"('prestigious', 'insignificant')",-1.6408737,-1.6321366,-0.7027071714401245,-0.7356529235839844,-0.03294575214385986
2,-0.23322552,0.018561393,"('friendly', 'unfriendly')",0.85528094,0.5484502,0.3110277056694031,0.28350579738616943,-0.027521908283233643
83,-0.2253226,-0.20032579,"('energetic', 'lethargic')",0.39458144,0.1236237,0.08462941646575928,-0.038351044058799744,-0.12298046052455902
16,0.22412069,0.41726047,"('social', 'antisocial')",1.2653697,1.1157873,0.7447451949119568,0.7665238380432129,0.021778643131256104
52,-0.18810064,0.028733611,"('competitive', 'uncompetitive')",1.0993001,0.9185984,0.45559975504875183,0.4736660122871399,0.01806625723838806
110,-0.13603501,-0.09590116,"('narrow-minded', 'open-minded')",-0.09840065,-0.28474694,-0.11721783131361008,-0.19032405316829681,-0.07310622185468674
68,0.12977502,-0.008620411,"('clever', 'inept')",-0.4540007,-0.71950984,-0.16211284697055817,-0.36406511068344116,-0.201952263712883
51,0.1295119,0.22317827,"('competent', 'incompetent')",0.53803766,0.4533627,0.33377477526664734,0.33827048540115356,0.004495710134506226
89,0.12627596,0.2132711,"('daring', 'anxious')",0.59910417,0.36148515,0.3626900613307953,0.28737813234329224,-0.07531192898750305
106,0.11156124,0.21801493,"('conventional', 'unconventional')",-0.25970125,-0.06624371,-0.07407000660896301,0.07588560879230499,0.149955615401268
79,-0.10856655,-0.059702963,"('determined', 'doubtful')",-0.03221801,-0.012443185,-0.07039228081703186,-0.036073073744773865,0.034319207072257996
0,0.1080146,0.35264483,"('sociable', 'unsociable')",0.72217584,0.838084,0.4150952100753784,0.5953643918037415,0.18026918172836304
76,0.10512434,0.18475564,"('secure', 'insecure')",1.019079,0.67260283,0.5621016621589661,0.4286792278289795,-0.13342243432998657
93,-0.089223206,0.19935086,"('dominating', 'dominated')",0.23322414,0.076930314,0.07200046628713608,0.13814058899879456,0.06614012271165848
82,0.0556795,-0.016593054,"('industrious', 'meek')",-0.58215564,-0.40611464,-0.2632380723953247,-0.2113538384437561,0.051884233951568604
72,-0.049346898,0.089012414,"('logical', 'illogical')",-0.24047512,-0.20100364,-0.1449110060930252,-0.05599561333656311,0.0889153927564621
60,0.024533972,0.14416066,"('educated', 'uneducated')",0.12998044,0.022452429,0.07725720852613449,0.08330654352903366,0.00604933500289917
19,-0.019161105,-0.0614295,"('funny', 'boring')",-1.0115693,-0.87226045,-0.5153651833534241,-0.46684497594833374,0.04852020740509033
69,0.015689373,-0.041980863,"('wise', 'foolish')",-1.5485854,-1.423773,-0.7664480209350586,-0.7328769564628601,0.033571064472198486
