,kraft_male,kraft_female,tuple,heinz_male,heinz_female,average_male,average_female,female-male
75,6.022234,6.2474203,"('confident', 'shy')",7.150972,7.055502,6.586603164672852,6.651461124420166,0.06485795974731445
27,-5.7186995,-5.817272,"('sincere', 'insincere')",-6.0754733,-6.1838126,-5.897086143493652,-6.000542640686035,-0.10345649719238281
6,5.700623,5.950506,"('liked', 'disliked')",6.1697764,6.3199034,5.935199737548828,6.135204792022705,0.20000505447387695
95,-4.738614,-5.123458,"('rich', 'poor')",-5.2986956,-5.4069767,-5.018654823303223,-5.265217304229736,-0.24656248092651367
53,-4.0946507,-4.5398626,"('smart', 'stupid')",-5.1246805,-5.367035,-4.609665870666504,-4.95344877243042,-0.343782901763916
40,-3.5986052,-4.0387363,"('honorable', 'mean')",-5.016371,-5.242658,-4.307487964630127,-4.640697479248047,-0.3332095146179199
86,2.812665,2.9399536,"('self-reliant', 'helpless')",3.0754442,3.1480122,2.94405460357666,3.043982982635498,0.09992837905883789
66,2.5618997,2.747118,"('imaginative', 'unimaginative')",3.1156564,3.0688782,2.838778018951416,2.9079980850219727,0.06922006607055664
48,2.4882665,2.6155233,"('reliable', 'unreliable')",3.6253254,3.4272773,3.056796073913574,3.0214004516601562,-0.03539562225341797
78,2.2415018,1.8982751,"('active', 'inactive')",1.5325153,1.4925548,1.887008547782898,1.6954150199890137,-0.19159352779388428
3,2.005443,2.1289065,"('likable', 'unlikable')",2.125331,2.0720124,2.065387010574341,2.100459575653076,0.03507256507873535
1,-1.9235922,-1.9518948,"('friendly', 'unfriendly')",-2.4885385,-2.2420459,-2.2060654163360596,-2.096970319747925,0.10909509658813477
28,-1.8473692,-1.7707651,"('honest', 'dishonest')",-1.9205047,-2.0527527,-1.883936882019043,-1.9117588996887207,-0.027822017669677734
37,1.8253896,1.5755186,"('good', 'evil')",0.68362707,0.9003622,1.254508376121521,1.2379404306411743,-0.01656794548034668
11,-1.7954814,-1.8308184,"('caring', 'unaffectionate')",-2.3818688,-2.1876519,-2.088675022125244,-2.009235143661499,0.07943987846374512
29,-1.7384112,-1.7835727,"('honest', 'immoral')",-1.1806744,-1.1723988,-1.4595427513122559,-1.4779857397079468,-0.018442988395690918
88,1.7176671,1.7218273,"('impulsive', 'meek')",0.06044954,0.24436355,0.8890583515167236,0.9830954074859619,0.09403705596923828
38,-1.6823843,-1.538935,"('kind', 'unkind')",-1.311376,-1.2580369,-1.496880054473877,-1.3984858989715576,0.09839415550231934
32,-1.6557589,-1.6506875,"('benevolent', 'hardhearted')",-1.8155601,-1.8794026,-1.7356594800949097,-1.7650450468063354,-0.02938556671142578
13,-1.5600985,-1.4778972,"('helpful', 'unhelpful')",-1.3969183,-1.5009185,-1.478508472442627,-1.4894077777862549,-0.01089930534362793
50,1.5465112,1.4689274,"('unprejudiced', 'prejudiced')",2.1979928,2.0964837,1.8722519874572754,1.782705545425415,-0.08954644203186035
46,1.4407088,1.7258519,"('generous', 'stingy')",1.7513441,1.8126075,1.5960264205932617,1.7692296504974365,0.1732032299041748
21,1.437276,1.4305391,"('nice', 'nasty')",1.0802354,0.9960615,1.2587556838989258,1.213300347328186,-0.045455336570739746
45,-1.3841679,-1.3287315,"('cooperative', 'exploitative')",-0.6424272,-1.01619,-1.0132975578308105,-1.1724607944488525,-0.159163236618042
34,-1.311836,-1.1259177,"('loyal', 'disloyal')",-1.3850086,-1.3094429,-1.3484222888946533,-1.2176802158355713,0.13074207305908203
31,-1.3064363,-1.4067438,"('altruistic', 'egoistic')",-1.5043423,-1.4571054,-1.4053893089294434,-1.43192458152771,-0.0265352725982666
14,1.2227987,1.3183689,"('supportive', 'unsupportive')",1.7797984,1.5405341,1.5012985467910767,1.4294514656066895,-0.07184708118438721
77,1.2141173,1.1428121,"('active', 'inactive')",-0.3717339,-0.1763761,0.4211916923522949,0.4832180142402649,0.06202632188796997
43,-1.2096629,-1.2803419,"('genuine', 'fake')",-0.65105706,-0.6957956,-0.930359959602356,-0.988068699836731,-0.057708740234375
35,1.2031505,1.272385,"('fair', 'unfair')",0.8798509,1.1304802,1.0415006875991821,1.2014325857162476,0.15993189811706543
65,-1.1738089,-1.091054,"('practical', 'impractical')",0.22942314,0.045948744,-0.4721928834915161,-0.5225526094436646,-0.05035972595214844
56,1.1676724,1.1743975,"('intelligent', 'dumb')",0.5189685,0.53062576,0.8433204889297485,0.8525116443634033,0.009191155433654785
80,1.0354803,1.0567474,"('independent', 'dependent')",1.1292424,1.3138951,1.0823613405227661,1.18532133102417,0.10295999050140381
58,-1.0317655,-1.0045646,"('able', 'clumsy')",-1.7021085,-1.830834,-1.3669369220733643,-1.4176993370056152,-0.05076241493225098
104,-1.0238442,-0.9548029,"('conventional', 'unconventional')",-1.8837757,-1.6232014,-1.4538099765777588,-1.2890021800994873,0.16480779647827148
33,-1.0173318,-0.9301566,"('softhearted', 'hardhearted')",-1.09423,-0.9713148,-1.0557808876037598,-0.9507356882095337,0.10504519939422607
24,-1.0118802,-1.0139387,"('thoughtful', 'rough')",-0.66888726,-0.7565087,-0.8403837084770203,-0.8852236866950989,-0.04483997821807861
105,-0.994929,-1.1664871,"('conventional', 'modern')",-0.9946873,-0.77589476,-0.9948081970214844,-0.9711909294128418,0.023617267608642578
54,0.9754406,0.6345101,"('smart', 'stupid')",0.486417,0.24829397,0.7309287786483765,0.44140201807022095,-0.2895267605781555
18,-0.9433091,-0.8401413,"('social', 'asocial')",0.13476188,0.04244572,-0.4042736291885376,-0.3988477885723114,0.005425840616226196
87,-0.9242116,-0.7974708,"('dedicated', 'undedicated')",-0.60211337,-0.69826925,-0.7631624937057495,-0.7478700280189514,0.015292465686798096
63,-0.8860748,-1.1111581,"('capable', 'incapable')",-1.7665777,-1.7259265,-1.3263262510299683,-1.4185423851013184,-0.0922161340713501
81,0.8732618,0.67341703,"('industrious', 'lazy')",0.82922995,0.7769277,0.8512458801269531,0.7251724004745483,-0.12607347965240479
109,0.8730632,1.0325329,"('conservative', 'liberal')",2.2172973,2.046812,1.545180320739746,1.5396724939346313,-0.005507826805114746
108,0.8730632,1.0325329,"('conservative', 'liberal')",2.2172973,2.046812,1.545180320739746,1.5396724939346313,-0.005507826805114746
97,-0.86066663,-0.87000275,"('superior', 'inferior')",-0.7933272,-0.80607426,-0.826996922492981,-0.8380385041236877,-0.011041581630706787
84,-0.85425425,-0.83374536,"('self-confident', 'diffident')",-0.4815568,-0.3276118,-0.6679055094718933,-0.5806785821914673,0.08722692728042603
36,-0.84494257,-0.60936695,"('tolerant', 'intolerant')",-0.08908817,-0.2813109,-0.4670153856277466,-0.4453389048576355,0.021676480770111084
71,-0.83942926,-0.76474714,"('efficient', 'inefficient')",1.6025734,1.1567198,0.38157206773757935,0.1959863305091858,-0.18558573722839355
7,0.82748735,0.56021035,"('outgoing', 'distant')",-0.462964,-0.25578338,0.18226167559623718,0.15221348404884338,-0.0300481915473938
10,-0.821947,-0.8256492,"('affectionate', 'unaffectionate')",-2.0623105,-1.8861442,-1.4421286582946777,-1.3558967113494873,0.08623194694519043
103,0.80996585,0.7358754,"('traditional', 'modern')",0.7971089,0.91409576,0.8035373687744141,0.8249856233596802,0.021448254585266113
44,-0.7904719,-0.6634803,"('truthful', 'untruthful')",-0.37912917,-0.33590826,-0.5848005414009094,-0.499694287776947,0.0851062536239624
100,-0.77844834,-0.51714134,"('influential', 'uninfluential')",5.197525e-05,0.029141247,-0.3891981840133667,-0.24400004744529724,0.14519813656806946
22,0.76861113,0.7473373,"('welcoming', 'disagreeable')",0.4211957,0.44062257,0.5949034094810486,0.5939799547195435,-0.000923454761505127
102,-0.7029499,-0.8097937,"('eminent', 'low')",-0.49206316,-0.529482,-0.5975065231323242,-0.6696378588676453,-0.07213133573532104
74,-0.6886947,-0.6821004,"('insightful', 'unperceptive')",0.059122622,-0.030835927,-0.31478604674339294,-0.35646817088127136,-0.04168212413787842
15,0.65538067,0.9413382,"('polite', 'impolite')",1.1013105,1.1264405,0.8783456087112427,1.0338892936706543,0.15554368495941162
62,-0.64745694,-0.7684956,"('creative', 'uncreative')",-0.867904,-0.7619129,-0.7576804757118225,-0.7652042508125305,-0.007523775100708008
94,0.6266097,0.88592476,"('aggressive', 'submissive')",1.6758227,1.403672,1.1512162685394287,1.1447983980178833,-0.00641787052154541
107,0.6163641,0.7622696,"('conventional', 'modern')",1.2798072,1.3330681,0.9480856657028198,1.0476689338684082,0.09958326816558838
85,-0.61602587,-0.6407681,"('ambitious', 'unambitious')",0.4986404,0.4553392,-0.05869273841381073,-0.09271445870399475,-0.03402172029018402
49,-0.59166837,-0.6435703,"('responsible', 'irresponsible')",-0.60949516,-0.8466766,-0.6005817651748657,-0.7451234459877014,-0.1445416808128357
5,0.5800022,0.57541233,"('pleasant', 'repellent')",0.956377,0.7167209,0.7681896090507507,0.6460666060447693,-0.12212300300598145
12,-0.5665129,-0.5147792,"('sympathetic', 'unsympathetic')",0.46458763,0.040132344,-0.050962626934051514,-0.23732343316078186,-0.18636080622673035
73,-0.5533126,-0.64616823,"('brilliant', 'incompetent')",0.06821787,-0.28017533,-0.24254736304283142,-0.4631717801094055,-0.2206244170665741
96,-0.5246047,-0.36875868,"('powerful', 'powerless')",0.17722067,0.22275889,-0.1736920028924942,-0.07299989461898804,0.10069210827350616
90,0.5178734,0.4332231,"('motivated', 'unmotivated')",0.9040208,0.5955638,0.7109470963478088,0.5143934488296509,-0.19655364751815796
17,-0.5026722,-0.2270399,"('social', 'antisocial')",0.44466102,0.6966356,-0.029005587100982666,0.23479785025119781,0.2638034373521805
70,0.48808822,0.47372916,"('wise', 'unwise')",0.28536534,0.27054,0.3867267966270447,0.37213456630706787,-0.014592230319976807
61,0.485151,0.4687675,"('rational', 'irrational')",-0.8778043,-0.6399524,-0.19632664322853088,-0.08559246361255646,0.11073417961597443
41,0.47918057,0.4411959,"('incorrupt', 'corrupt')",-0.9169468,-0.60051024,-0.21888312697410583,-0.0796571671962738,0.13922595977783203
47,-0.46530908,-0.3142673,"('forgiving', 'unforgiving')",-0.39873633,-0.47074452,-0.43202269077301025,-0.3925059139728546,0.03951677680015564
20,0.4528276,0.5144988,"('popular', 'unpopular')",-0.63906837,-0.25536048,-0.09312038123607635,0.1295691430568695,0.22268952429294586
39,-0.45102254,-0.33820456,"('right', 'wrong')",-0.39300448,-0.16397476,-0.422013521194458,-0.2510896623134613,0.1709238588809967
9,-0.43091956,-0.4309723,"('sensitive', 'insensitive')",0.12921345,-0.11620462,-0.15085305273532867,-0.27358847856521606,-0.12273542582988739
23,0.4266001,0.1738109,"('hospitable', 'inhospitable')",-0.21597111,-0.15072638,0.10531449317932129,0.011542260646820068,-0.09377223253250122
25,-0.4169414,-0.35910147,"('moral', 'immoral')",0.5525618,0.20594633,0.06781020760536194,-0.0765775740146637,-0.14438778162002563
8,0.37228996,0.027265906,"('open', 'distant')",-1.0583895,-0.9489528,-0.3430497944355011,-0.46084344387054443,-0.11779364943504333
