,aetna_male,aetna_female,tuple,inc_male,inc_female,new_male,new_female,average_male,average_female,female-male
75,2.4116228,1.9857846,"('confident', 'shy')",7.114957,7.069081,4.247345,4.725128,4.5913082758585615,4.593331336975098,0.0020230611165361623
12,2.333005,2.106422,"('sympathetic', 'unsympathetic')",-0.5738509,-0.48446804,-1.2802973,-1.1208498,0.1596189339955648,0.1670347054799398,0.007415771484375
15,2.1703205,1.8907436,"('polite', 'impolite')",1.210203,1.3912718,-0.60293305,-0.018667951,0.9258635838826498,1.0877824624379475,0.16191887855529774
2,2.1029985,1.7508112,"('friendly', 'unfriendly')",-0.308474,-0.26902443,-1.6722184,-1.4798024,0.04076866308848063,0.0006614526112874349,-0.04010721047719319
16,1.8192751,1.3015751,"('social', 'antisocial')",0.5543021,0.54720175,-0.8021402,-0.50254613,0.5238122940063477,0.4487435817718506,-0.07506871223449707
95,-1.7019662,-1.8882322,"('rich', 'poor')",-5.305249,-5.3836365,-2.7676091,-3.1545284,-3.258274714152018,-3.475465774536133,-0.21719106038411473
90,1.6881241,1.1869671,"('motivated', 'unmotivated')",0.5110009,0.47775382,-0.115985096,-0.5120882,0.6943798859914144,0.3842109441757202,-0.3101689418156942
71,1.6825061,1.131649,"('efficient', 'inefficient')",-0.70843303,-0.62070835,-1.2771156,-1.4559102,-0.10101417700449626,-0.3149898449579875,-0.2139756679534912
99,-1.6756086,-1.2125947,"('prestigious', 'insignificant')",-0.7684872,-0.946124,0.7842057,0.64763576,-0.5532967249552408,-0.5036943753560384,0.0496023495992024
5,1.6607571,1.2608767,"('pleasant', 'repellent')",-0.71238893,-0.63735604,-0.097297505,-0.30082503,0.2836902141571045,0.10756519436836243,-0.17612501978874207
109,1.5572219,1.1159836,"('conservative', 'liberal')",0.24487284,0.32331946,-1.097023,-1.0688727,0.23502389589945474,0.12347678343454997,-0.11154711246490477
108,1.5572219,1.1159836,"('conservative', 'liberal')",0.24487284,0.32331946,-1.097023,-1.0688727,0.23502389589945474,0.12347678343454997,-0.11154711246490477
36,1.5122681,1.131425,"('tolerant', 'intolerant')",-1.2572566,-1.1976933,-0.8488381,-0.593192,-0.1979422171910604,-0.21982010205586752,-0.02187788486480713
52,1.5098107,1.4747493,"('competitive', 'uncompetitive')",0.38248724,0.41615582,-0.82447207,-0.5201275,0.35594197114308673,0.4569258689880371,0.10098389784495038
76,1.4992574,0.9775344,"('secure', 'insecure')",0.83827037,0.84754825,-0.46814716,-0.3669712,0.6231268644332886,0.4860371748606364,-0.13708968957265216
45,1.4768364,0.92655176,"('cooperative', 'exploitative')",-1.0656619,-1.0753219,-1.0277846,-0.9165996,-0.20553668340047201,-0.35512324174245197,-0.14958655834197995
93,1.432107,1.1199995,"('dominating', 'dominated')",1.0385966,1.0270972,-1.2408098,-0.70492834,0.4099646011988322,0.48072274525960285,0.07075814406077063
73,1.4145126,0.71907926,"('brilliant', 'incompetent')",-1.2511837,-1.3133317,-1.3390191,-1.6772346,-0.39189672470092773,-0.7571624120076498,-0.36526568730672204
17,1.3595234,1.3148628,"('social', 'antisocial')",0.18423264,0.27764946,-0.42820126,-0.10149157,0.3718516031901042,0.49700693289438885,0.12515532970428467
25,1.2736393,0.8203522,"('moral', 'immoral')",-0.35382932,-0.41679206,-1.4564099,-1.4396524,-0.17886664470036825,-0.3453640937805176,-0.16649744908014932
0,1.2360958,1.1793259,"('sociable', 'unsociable')",0.068446994,0.23471743,-0.76800233,-0.5637635,0.17884681622187296,0.2834266424179077,0.10457982619603476
107,1.2154254,0.9018799,"('conventional', 'modern')",0.8527969,0.9750705,1.0958123,1.6039909,1.054678201675415,1.1603137652079265,0.10563556353251147
51,1.201343,1.1746039,"('competent', 'incompetent')",0.58854914,0.5889384,0.07464939,0.2558064,0.621513843536377,0.6731162865956625,0.05160244305928552
98,-1.1914539,-1.0195725,"('prestigious', 'insignificant')",-0.79852724,-0.9195298,0.27524158,0.15429056,-0.5715798536936442,-0.594937245051066,-0.023357391357421875
63,-1.1755487,-0.9997928,"('capable', 'incapable')",-1.2111347,-1.1462419,-0.33474922,-0.53823125,-0.9071442286173502,-0.8947553634643555,0.012388865152994755
66,1.1679506,1.5184158,"('imaginative', 'unimaginative')",2.4963121,2.4620016,0.34587073,0.7209271,1.3367112477620442,1.5671148300170898,0.23040358225504565
105,-1.1641334,-0.68817014,"('conventional', 'modern')",-0.64386576,-0.51640195,0.8306431,0.5736888,-0.3257853388786316,-0.2102944254875183,0.11549091339111328
32,-1.1249818,-0.97092205,"('benevolent', 'hardhearted')",-1.3800055,-1.1813879,-0.5565795,-0.20947967,-1.0205222765604656,-0.7872631549835205,0.23325912157694506
64,1.1231198,0.77759373,"('clever', 'incompetent')",-0.21611145,-0.17537993,-1.4687406,-1.580534,-0.18724405765533447,-0.3261067271232605,-0.13886266946792603
81,-1.0757382,-1.193052,"('industrious', 'lazy')",1.177786,1.0300014,2.0022373,2.030965,0.7014284133911133,0.6226381460825602,-0.0787902673085531
60,1.0721989,0.8013123,"('educated', 'uneducated')",-0.63778424,-0.54161096,-0.794942,-0.4889455,-0.12017579873402913,-0.07641471425692241,0.04376108447710672
92,-1.0572731,-0.699307,"('unwavering', 'wavering')",-0.35777384,-0.49932325,1.0242958,0.81975317,-0.1302503744761149,-0.12629238764444986,0.003957986831665039
49,1.0522941,0.9059751,"('responsible', 'irresponsible')",-0.63123447,-0.66606617,-1.0568249,-1.0981494,-0.21192175149917603,-0.2860801617304484,-0.0741584102312724
96,1.0454602,0.8685215,"('powerful', 'powerless')",-0.10113749,0.006606996,-0.45298013,-0.42514718,0.16378085811932883,0.14999377727508545,-0.013787080844243377
41,-1.0329074,-0.6313313,"('incorrupt', 'corrupt')",0.44234085,0.5492189,2.200282,2.1927314,0.5365718603134155,0.7035396893819174,0.16696782906850183
4,-1.0125803,-1.1959271,"('likable', 'unlikable')",-0.3510114,-0.3623963,0.38617718,0.37986428,-0.32580482959747314,-0.39281972249348956,-0.06701489289601642
