,pepco_male,pepco_female,tuple,holdings_male,holdings_female,average_male,average_female,female-male
81,0.7620654,-0.053166687,"('industrious', 'lazy')",2.638926,2.9089966,1.700495719909668,1.4279149770736694,-0.27258074283599854
71,-0.7592968,-0.57571256,"('efficient', 'inefficient')",-2.176484,-2.4020324,-1.4678905010223389,-1.4888725280761719,-0.020982027053833008
7,0.75185597,0.1391829,"('outgoing', 'distant')",1.4993908,1.3998266,1.1256234645843506,0.7695047855377197,-0.35611867904663086
25,-0.7464129,-0.5889946,"('moral', 'immoral')",-1.6408509,-1.881067,-1.193631887435913,-1.2350308895111084,-0.04139900207519531
99,0.727631,0.14221212,"('prestigious', 'insignificant')",1.2655886,1.2435471,0.9966098070144653,0.6928796172142029,-0.30373018980026245
21,0.72141516,0.2476742,"('nice', 'nasty')",0.77133566,0.8175553,0.7463754415512085,0.5326147675514221,-0.21376067399978638
45,-0.72030884,-0.8833054,"('cooperative', 'exploitative')",-0.2448701,-0.18831658,-0.4825894832611084,-0.5358109474182129,-0.05322146415710449
16,0.70485365,1.0651194,"('social', 'antisocial')",-0.9312005,-0.6903181,-0.11317342519760132,0.18740063905715942,0.30057406425476074
28,-0.6988162,-0.46554628,"('honest', 'dishonest')",-1.9167614,-1.9680886,-1.3077888488769531,-1.2168174982070923,0.09097135066986084
101,-0.69842935,-0.7670825,"('successful', 'unsuccessful')",-1.8813348,-2.034066,-1.2898820638656616,-1.4005742073059082,-0.11069214344024658
4,-0.6716847,-0.82652813,"('likable', 'unlikable')",-0.6982112,-0.484102,-0.6849479675292969,-0.6553150415420532,0.029632925987243652
87,-0.65553063,-0.4818158,"('dedicated', 'undedicated')",-0.9940319,-0.89585793,-0.8247812986373901,-0.6888368725776672,0.1359444260597229
98,0.632707,0.17060041,"('prestigious', 'insignificant')",0.5292704,0.28390616,0.5809887051582336,0.2272532880306244,-0.35373541712760925
56,0.6306047,0.41437602,"('intelligent', 'dumb')",1.1403407,1.1971219,0.8854726552963257,0.8057489395141602,-0.07972371578216553
83,-0.6006131,-0.29120064,"('energetic', 'lethargic')",-1.1224997,-1.2530756,-0.8615564107894897,-0.7721381187438965,0.08941829204559326
62,0.5974606,0.48539382,"('creative', 'uncreative')",-0.76439476,-0.64673364,-0.08346706628799438,-0.08066990971565247,0.002797156572341919
82,0.5906719,0.018259514,"('industrious', 'meek')",1.4596344,1.6289227,1.0251531600952148,0.8235911130905151,-0.2015620470046997
78,0.5879373,-0.27690113,"('active', 'inactive')",1.5063173,1.2957523,1.0471272468566895,0.5094255805015564,-0.5377016663551331
100,0.5875294,0.62928176,"('influential', 'uninfluential')",-1.2892718,-1.0903666,-0.350871205329895,-0.23054242134094238,0.12032878398895264
93,-0.5734497,-0.1556918,"('dominating', 'dominated')",-0.84856683,-0.81774426,-0.7110082507133484,-0.4867180287837982,0.22429022192955017
61,0.5731453,0.42894524,"('rational', 'irrational')",1.5563276,1.7502799,1.0647363662719727,1.089612603187561,0.02487623691558838
74,-0.5705471,-0.75811625,"('insightful', 'unperceptive')",-2.0934055,-2.1803398,-1.331976294517517,-1.4692280292510986,-0.13725173473358154
10,0.5279831,0.39737153,"('affectionate', 'unaffectionate')",-0.5137048,-0.071733,0.0071391761302948,0.1628192663192749,0.1556800901889801
36,-0.52209437,-0.09473874,"('tolerant', 'intolerant')",-1.5423541,-1.3843503,-1.032224178314209,-0.7395445108413696,0.29267966747283936
80,0.49629563,0.38824958,"('independent', 'dependent')",0.57112694,0.26032668,0.533711314201355,0.32428812980651855,-0.20942318439483643
34,0.46364594,0.6571616,"('loyal', 'disloyal')",-2.0474734,-2.0751586,-0.7919137477874756,-0.7089985013008118,0.08291524648666382
103,0.43856508,0.76437837,"('traditional', 'modern')",0.35770303,0.016626373,0.3981340527534485,0.39050236344337463,-0.0076316893100738525
20,0.4235686,0.18603909,"('popular', 'unpopular')",0.4957329,0.14628363,0.45965075492858887,0.16616135835647583,-0.29348939657211304
86,0.4214145,0.33985168,"('self-reliant', 'helpless')",3.5907848,3.8159852,2.0060997009277344,2.077918529510498,0.07181882858276367
2,-0.41099998,0.13125518,"('friendly', 'unfriendly')",-1.967452,-2.1467884,-1.1892260313034058,-1.007766604423523,0.1814594268798828
54,0.40575832,-0.24020642,"('smart', 'stupid')",-0.08050594,0.05355376,0.16262619197368622,-0.09332633018493652,-0.25595252215862274
109,-0.4033179,-0.013303414,"('conservative', 'liberal')",-0.5183059,-0.70227265,-0.46081191301345825,-0.3577880263328552,0.10302388668060303
108,-0.4033179,-0.013303414,"('conservative', 'liberal')",-0.5183059,-0.70227265,-0.46081191301345825,-0.3577880263328552,0.10302388668060303
110,-0.3909794,-0.13706753,"('narrow-minded', 'open-minded')",0.3848725,0.41422546,-0.0030534565448760986,0.13857896625995636,0.14163242280483246
14,0.38973323,0.16719559,"('supportive', 'unsupportive')",0.6490345,0.9883406,0.5193838477134705,0.577768087387085,0.0583842396736145
57,0.38469177,0.086216785,"('able', 'unable')",-0.6606281,-1.0480552,-0.13796815276145935,-0.4809191823005676,-0.3429510295391083
58,-0.3841169,0.16225585,"('able', 'clumsy')",-1.9926922,-2.0978327,-1.1884045600891113,-0.9677883982658386,0.2206161618232727
96,0.37622333,0.5527951,"('powerful', 'powerless')",-0.7962618,-0.46324554,-0.21001923084259033,0.04477478563785553,0.25479401648044586
72,-0.37415016,-0.33690935,"('logical', 'illogical')",-1.4612262,-1.3648791,-0.9176881909370422,-0.8508942127227783,0.06679397821426392
107,0.3543224,0.85411984,"('conventional', 'modern')",0.10567477,0.018637389,0.22999858856201172,0.4363785982131958,0.20638000965118408
29,-0.35154375,-0.43832386,"('honest', 'immoral')",-1.7887039,-2.2403114,-1.0701237916946411,-1.3393175601959229,-0.26919376850128174
26,-0.3268589,-0.0138757825,"('trustworthy', 'untrustworthy')",0.41538066,0.39705262,0.04426087439060211,0.1915884166955948,0.14732754230499268
94,-0.32680985,0.002611488,"('aggressive', 'submissive')",-0.4937843,-0.637865,-0.41029709577560425,-0.3176267743110657,0.09267032146453857
18,-0.32354248,-0.10411645,"('social', 'asocial')",-0.66804034,-0.44425464,-0.49579140543937683,-0.27418553829193115,0.22160586714744568
63,-0.32305184,-0.31333125,"('capable', 'incapable')",-0.72232276,-1.0001471,-0.5226873159408569,-0.6567391753196716,-0.1340518593788147
44,-0.29361546,-0.40533122,"('truthful', 'untruthful')",-0.82398236,-0.77641314,-0.5587989091873169,-0.5908721685409546,-0.032073259353637695
17,0.28793848,0.2574863,"('social', 'antisocial')",-0.89735305,-0.5213167,-0.30470728874206543,-0.13191519677639008,0.17279209196567535
102,-0.27656204,-0.21777266,"('eminent', 'low')",-0.29962468,-0.47791386,-0.28809335827827454,-0.3478432595729828,-0.05974990129470825
49,-0.2674994,-0.2809804,"('responsible', 'irresponsible')",-1.8007641,-1.7896037,-1.0341317653656006,-1.0352920293807983,-0.001160264015197754
89,-0.25275594,0.17875573,"('daring', 'anxious')",-1.0429957,-1.3931843,-0.6478757858276367,-0.6072142720222473,0.040661513805389404
3,0.24121222,0.27106297,"('likable', 'unlikable')",1.212531,1.376033,0.7268716096878052,0.8235479593276978,0.09667634963989258
51,0.23682359,0.09465313,"('competent', 'incompetent')",-1.2937353,-1.301471,-0.5284558534622192,-0.603408932685852,-0.07495307922363281
67,-0.22027962,-0.009831652,"('discriminating', 'undiscriminating')",-0.95261633,-0.67132825,-0.5864479541778564,-0.34057995676994324,0.2458679974079132
64,-0.20194429,-0.03847559,"('clever', 'incompetent')",-2.019369,-2.135729,-1.1106566190719604,-1.0871022939682007,0.023554325103759766
11,0.2011898,0.045473993,"('caring', 'unaffectionate')",-1.9007652,-1.7334057,-0.849787712097168,-0.8439658880233765,0.005821824073791504
76,0.1926116,0.55928016,"('secure', 'insecure')",-0.8251557,-0.9229028,-0.3162720203399658,-0.18181133270263672,0.1344606876373291
39,-0.18722755,-0.40935153,"('right', 'wrong')",0.5891806,0.95958763,0.20097652077674866,0.27511805295944214,0.07414153218269348
33,-0.18567167,-0.3116289,"('softhearted', 'hardhearted')",-1.4536307,-1.3283123,-0.819651186466217,-0.8199706077575684,-0.00031942129135131836
59,0.18527076,0.18671711,"('skillful', 'clumsy')",0.20886241,0.08008616,0.19706657528877258,0.13340163230895996,-0.06366494297981262
19,-0.17522591,-0.13344534,"('funny', 'boring')",0.87662005,1.088836,0.3506970703601837,0.4776953160762787,0.12699824571609497
97,0.16354877,0.090795085,"('superior', 'inferior')",-0.78949255,-0.78319675,-0.31297188997268677,-0.3462008237838745,-0.033228933811187744
60,-0.16090655,0.3871733,"('educated', 'uneducated')",-0.8248145,-0.94968426,-0.4928605258464813,-0.28125548362731934,0.211605042219162
88,0.15874192,0.018527545,"('impulsive', 'meek')",2.0203009,2.0743499,1.0895214080810547,1.0464386940002441,-0.04308271408081055
90,0.14621893,-0.0030652583,"('motivated', 'unmotivated')",0.28536385,-0.008630931,0.21579138934612274,-0.005848094820976257,-0.221639484167099
12,0.13813898,0.4095839,"('sympathetic', 'unsympathetic')",-2.2423363,-2.435833,-1.0520986318588257,-1.0131245851516724,0.03897404670715332
30,-0.12091561,-0.22432774,"('honest', 'dishonest')",-0.9276968,-0.9717084,-0.5243062376976013,-0.5980180501937866,-0.0737118124961853
35,0.120479465,0.20112501,"('fair', 'unfair')",0.8743042,0.99464476,0.49739181995391846,0.5978848934173584,0.10049307346343994
68,-0.11339179,-0.6473514,"('clever', 'inept')",-1.1536158,-1.3113605,-0.633503794670105,-0.9793559312820435,-0.3458521366119385
24,-0.11320627,-0.13593823,"('thoughtful', 'rough')",-1.1258268,-1.2599579,-0.6195165514945984,-0.6979480981826782,-0.07843154668807983
15,0.10691014,0.45572847,"('polite', 'impolite')",-0.11679274,-0.06047392,-0.004941299557685852,0.19762727618217468,0.20256857573986053
52,0.10640393,0.24600136,"('competitive', 'uncompetitive')",-2.1735342,-2.1972377,-1.0335651636123657,-0.9756181836128235,0.057946979999542236
43,0.09829795,0.03788796,"('genuine', 'fake')",-1.1232972,-0.98662543,-0.5124996304512024,-0.47436875104904175,0.038130879402160645
47,-0.098002285,-0.0022630394,"('forgiving', 'unforgiving')",-0.2631046,0.008577332,-0.18055343627929688,0.0031571462750434875,0.18371058255434036
32,0.09784008,0.28409708,"('benevolent', 'hardhearted')",-0.8464395,-0.33411533,-0.37429970502853394,-0.025009125471115112,0.3492905795574188
31,0.0840036,-0.2109425,"('altruistic', 'egoistic')",-0.23184443,-0.1798492,-0.07392041385173798,-0.19539585709571838,-0.12147544324398041
1,-0.07984577,-0.116291076,"('friendly', 'unfriendly')",-0.8443091,-0.73054564,-0.46207743883132935,-0.4234183430671692,0.038659095764160156
55,-0.070810735,0.01871232,"('intelligent', 'unintelligent')",-1.2213461,-1.3420808,-0.6460784673690796,-0.6616842746734619,-0.015605807304382324
0,-0.067504734,0.18773033,"('sociable', 'unsociable')",-0.70911974,-0.61730325,-0.3883122205734253,-0.21478646993637085,0.17352575063705444
85,0.05765584,0.2276927,"('ambitious', 'unambitious')",-0.8545263,-0.6296688,-0.39843523502349854,-0.2009880393743515,0.19744719564914703
5,0.052742183,0.3577646,"('pleasant', 'repellent')",-0.8428028,-1.1062654,-0.39503031969070435,-0.3742504119873047,0.020779907703399658
50,0.04380747,-0.06273386,"('unprejudiced', 'prejudiced')",2.525052,2.5821576,1.2844297885894775,1.2597118616104126,-0.02471792697906494
48,0.034355875,0.22474149,"('reliable', 'unreliable')",2.2076168,2.184045,1.1209863424301147,1.2043932676315308,0.08340692520141602
106,-0.026145697,0.039108664,"('conventional', 'unconventional')",-0.6882695,-0.5743922,-0.35720759630203247,-0.2676417827606201,0.08956581354141235
105,-0.025120407,0.20037365,"('conventional', 'modern')",-0.4158132,-0.3566156,-0.22046680748462677,-0.07812097668647766,0.1423458307981491
69,0.020576723,-0.37323892,"('wise', 'foolish')",1.0331184,1.1519731,0.5268475413322449,0.38936710357666016,-0.13748043775558472
104,-0.008984283,-0.1445925,"('conventional', 'unconventional')",-0.6435943,-0.62254924,-0.3262892961502075,-0.3835708498954773,-0.057281553745269775
79,-0.0038846657,0.15582928,"('determined', 'doubtful')",-0.24506077,-0.03441322,-0.1244727224111557,0.06070803105831146,0.18518075346946716
