,Dimension,P-Value M vs. F Firm Embedding,P-Value Delta Firm vs. Delta Random Embedding,Mean Firm,Mean Random,Mean Firm vs. Mean Random,Dictionary
0,"('unsociable', 'sociable')",0.0,0.0,-0.8501326081841432,-0.8689272608749999,0.018794652690856783,Sociability
1,"('unfriendly', 'friendly')",0.0,0.0,0.17109669782608694,0.22157339499999998,-0.05047669717391304,Sociability
2,"('unlikable', 'likable')",0.0,0.0,-0.7774919152173912,-0.733732820125,-0.04375909509239129,Sociability
3,"('repellent', 'pleasant')",0.0,0.0,0.058976358951406654,0.120423952875,-0.06144759392359335,Sociability
4,"('disliked', 'liked')",0.0,0.0,0.5346039823529412,0.549107021625,-0.01450303927205887,Sociability
5,"('distant', 'outgoing')",0.0,0.0,0.29332408171355495,0.249109455125,0.04421462658855496,Sociability
6,"('distant', 'open')",0.0,0.0,0.34770757621483384,0.32399169175,0.02371588446483386,Sociability
7,"('insensitive', 'sensitive')",0.0,0.0,-0.11888123772378517,-0.09237628425000001,-0.02650495347378516,Sociability
8,"('unaffectionate', 'affectionate')",0.0,0.03476,0.2614674786445013,0.26678731575000003,-0.005319837105498715,Sociability
9,"('unaffectionate', 'caring')",0.0,0.00128,0.3918118571611254,0.39954109275,-0.007729235588874617,Sociability
10,"('unsympathetic', 'sympathetic')",0.0,0.0,-0.8006508574168797,-0.767774867875,-0.03287598954187965,Sociability
11,"('unhelpful', 'helpful')",0.0,0.0,-0.4066022717391304,-0.348531362125,-0.05807090961413036,Sociability
12,"('unsupportive', 'supportive')",0.0,0.0,0.5022332260869565,0.4033087555,0.09892447058695653,Sociability
13,"('impolite', 'polite')",0.0,0.0,-0.3522644076726342,-0.28229075125,-0.0699736564226342,Sociability
14,"('antisocial', 'social')",0.0,0.0,0.3725896826086956,0.32762092025,0.044968762358695624,Sociability
15,"('boring', 'funny')",0.0,0.0,-0.20085581457800514,-0.233814865,0.03295905042199487,Sociability
16,"('unpopular', 'popular')",0.00925,0.0,0.01989703145780051,0.128846285625,-0.1089492541671995,Sociability
17,"('nasty', 'nice')",0.0,0.0,0.3113104122762148,0.27743123787499996,0.03387917440121485,Sociability
18,"('disagreeable', 'welcoming')",0.0,0.0,0.5994188962915601,0.54300889675,0.05640999954156012,Sociability
19,"('inhospitable', 'hospitable')",0.0,0.0,-0.13750328695652175,-0.063185527875,-0.07431775908152176,Sociability
20,"('rough', 'thoughtful')",0.0,0.0,0.2291290945012788,0.29308947687500003,-0.06396038237372123,Sociability
21,"('immoral', 'moral')",0.0,0.0,-0.8178509331202046,-0.7530485535,-0.06480237962020463,Morality
22,"('untrustworthy', 'trustworthy')",0.0,0.0,-0.08705692698209716,-0.13640067412499998,0.04934374714290282,Morality
23,"('insincere', 'sincere')",0.0,0.0,-0.2984370556265985,-0.272979196125,-0.025457859501598512,Morality
24,"('dishonest', 'honest')",0.0,0.0,-0.32985899015345266,-0.254537347625,-0.07532164252845264,Morality
25,"('egoistic', 'altruistic')",0.0,0.0,0.13677236342711,0.16533686699999997,-0.028564503572889977,Morality
26,"('hardhearted', 'benevolent')",0.0,0.0,0.4305043700767263,0.342122779875,0.08838159020172631,Morality
27,"('hardhearted', 'softhearted')",0.0,0.0,0.6813479707161125,0.66599235175,0.015355618966112483,Morality
28,"('disloyal', 'loyal')",0.0,0.0,-0.3169033612531969,-0.265880731875,-0.051022629378196904,Morality
29,"('unfair', 'fair')",0.0,0.0,0.4028830257033248,0.412541697625,-0.009658671921675188,Morality
30,"('intolerant', 'tolerant')",0.0,0.0,-0.3318965544757033,-0.36384872862500006,0.03195217414929674,Morality
31,"('evil', 'good')",0.0,0.0,0.2943016301790281,0.22600303700000002,0.06829859317902809,Morality
32,"('unkind', 'kind')",0.0,0.0,-0.1366747168797954,-0.030867276750000006,-0.1058074401297954,Morality
33,"('wrong', 'right')",0.0,0.0,0.6738643042199488,0.661151225875,0.012713078344948836,Morality
34,"('mean', 'honorable')",0.0,0.0,-0.43833869539641945,-0.358928897625,-0.07940979777141943,Morality
35,"('corrupt', 'incorrupt')",0.0,0.0,0.6431302452685422,0.735946735375,-0.09281649010645776,Morality
36,"('hostile', 'amicable')",0.0,0.0,0.48527757097186697,0.579775283125,-0.09449771215313307,Morality
37,"('fake', 'genuine')",0.0,0.0,-0.16034455869565217,-0.117956748875,-0.04238780982065217,Morality
38,"('untruthful', 'truthful')",0.0,0.0,0.04286780959079283,0.070170882875,-0.027303073284207176,Morality
39,"('exploitative', 'cooperative')",0.0,0.0,0.5588222214833759,0.5822651066250001,-0.02344288514162418,Morality
40,"('stingy', 'generous')",0.0,2e-05,-0.45396110690537084,-0.46559691174999995,0.011635804844629116,Morality
41,"('unforgiving', 'forgiving')",0.0,0.0,-0.4785247984654732,-0.49155876025,0.013033961784526815,Morality
42,"('unreliable', 'reliable')",0.0,0.06604,0.2117436672634271,0.215682209125,-0.003938541861572886,Morality
43,"('irresponsible', 'responsible')",0.0,0.0,-0.1315990176470588,-0.14168649,0.01008747235294119,Morality
44,"('prejudiced', 'unprejudiced')",0.0,0.0,-0.1632019280051151,-0.11642396025,-0.0467779677551151,Morality
45,"('incompetent', 'competent')",0.0,0.0,-0.046025769693094624,-0.089911826625,0.04388605693190537,Ability
46,"('uncompetitive', 'competitive')",0.0,0.0,-0.2499071512787724,-0.21272862625,-0.03717852502877239,Ability
47,"('stupid', 'smart')",0.0,0.00293,-0.3114814800511509,-0.30300127062500004,-0.008480209426150853,Ability
48,"('unintelligent', 'intelligent')",0.0,0.00354,-0.42927371074168796,-0.43660181425000005,0.007328103508312089,Ability
49,"('unable', 'able')",0.0,0.0,0.6587705887468032,0.5965526225,0.0622179662468032,Ability
50,"('clumsy', 'skillful')",0.0,0.0,0.3057582413043478,0.35469240462499996,-0.048934163320652146,Ability
51,"('uneducated', 'educated')",0.0,0.0,-0.3269705469309463,-0.22489103700000002,-0.10207950993094628,Ability
52,"('irrational', 'rational')",0.0,0.0,0.15153197007672636,0.180910825125,-0.029378855048273644,Ability
53,"('uncreative', 'creative')",0.0,0.0,0.22824136291560101,0.251495210625,-0.023253847709399006,Ability
54,"('incapable', 'capable')",0.0,0.0,-0.573376583887468,-0.55346434275,-0.019912241137468034,Ability
55,"('incompetent', 'clever')",0.0,0.0,-0.3008240374680307,-0.3312727235,0.030448686031969263,Ability
56,"('impractical', 'practical')",0.0,0.0,0.14467837455242966,0.08566252099999999,0.059015853552429665,Ability
57,"('unimaginative', 'imaginative')",0.0,0.0,-0.4840375016624041,-0.455711415625,-0.028326086037404108,Ability
58,"('undiscriminating', 'discriminating')",0.0,0.0,-0.4947560239130435,-0.51407742125,0.01932139733695648,Ability
59,"('foolish', 'wise')",0.0,0.0,0.17183954757033248,0.143905693,0.027933854570332484,Ability
60,"('inefficient', 'efficient')",0.0,0.0,0.10510531048593351,0.05921602312499999,0.04588928736093352,Ability
61,"('illogical', 'logical')",0.0,0.001,0.37524227455242964,0.36964169537499997,0.0056005791774296765,Ability
62,"('incompetent', 'brilliant')",0.0,0.0,-0.09210358631713554,-0.176305795875,0.08420220955786446,Ability
63,"('unperceptive', 'insightful')",0.0,0.25014,-0.2631238138107417,-0.26593336349999996,0.002809549689258284,Ability
64,"('shy', 'confident')",0.0,0.07588,-0.4441079991048593,-0.448430177,0.004322177895140666,Agency
65,"('insecure', 'secure')",0.0,0.0,-0.8732530506393862,-0.8260881666250001,-0.04716488401438612,Agency
