,Dimension,P-Value M vs. F Firm Embedding,P-Value Delta Firm vs. Delta Random Embedding,Mean Firm,Mean Random,Mean Firm vs. Mean Random,Dictionary
0,"('unsociable', 'sociable')",0.0,2e-05,-0.12525247570332482,-0.113296538875,-0.011955936828324812,Sociability
1,"('unfriendly', 'friendly')",0.00335,0.0,-0.07817887314578005,-0.025628580125000005,-0.05255029302078004,Sociability
2,"('unlikable', 'likable')",0.44039,0.0,0.013984888235294117,0.029465962374999998,-0.015481074139705881,Sociability
3,"('repellent', 'pleasant')",0.11205,0.0,0.03397662749360614,-0.024413071000000005,0.058389698493606146,Sociability
4,"('disliked', 'liked')",0.79447,1e-05,-0.012240226342710997,0.0012412944999999748,-0.01348152084271097,Sociability
5,"('distant', 'outgoing')",0.7662,0.0,-0.008600888491048592,-0.03879948175000001,0.03019859325895142,Sociability
6,"('distant', 'open')",0.9319,0.0,0.002700118670076722,-0.022071524625,0.02477164329507672,Sociability
7,"('insensitive', 'sensitive')",0.5202,0.0,0.016189856777493607,-0.010494099874999998,0.026683956652493603,Sociability
8,"('unaffectionate', 'affectionate')",0.00724,0.54232,-0.060898682225063935,-0.059229952499999995,-0.0016687297250639402,Sociability
9,"('unaffectionate', 'caring')",0.60421,0.0,-0.012774153580562659,0.013529153999999996,-0.026303307580562655,Sociability
10,"('unsympathetic', 'sympathetic')",0.21346,0.0,-0.042587481585677746,-0.000326105375000003,-0.04226137621067774,Sociability
11,"('unhelpful', 'helpful')",0.32563,0.0,-0.02745688849104859,0.01093172225,-0.03838861074104859,Sociability
12,"('unsupportive', 'supportive')",0.02197,0.0,0.0686664384910486,0.05353160725,0.015134831241048599,Sociability
13,"('impolite', 'polite')",0.074,0.0,-0.05176851432225064,-0.017285831625,-0.03448268269725063,Sociability
14,"('antisocial', 'social')",0.28189,0.31337,-0.03258025383631714,-0.029163709500000003,-0.0034165443363171344,Sociability
15,"('boring', 'funny')",0.0,0.0,-0.07200701265984655,-0.096135851375,0.02412883871515345,Sociability
16,"('unpopular', 'popular')",0.70379,0.00012,0.0076231918158567785,0.01591496975,-0.008291777934143221,Sociability
17,"('nasty', 'nice')",0.14514,0.0,0.02014117672634271,-0.0026559977499999985,0.022797174476342708,Sociability
18,"('disagreeable', 'welcoming')",0.05052,0.00251,0.029726106138107417,0.023319753375000002,0.006406352763107415,Sociability
19,"('inhospitable', 'hospitable')",0.25212,0.0,-0.02442193964194373,0.018163573125,-0.04258551276694373,Sociability
20,"('rough', 'thoughtful')",0.06654,0.0,0.03319873670076726,-0.050410428125000004,0.08360916482576727,Sociability
21,"('immoral', 'moral')",0.91224,0.0,-0.0032651030690537073,0.065010897,-0.06827600006905371,Morality
22,"('untrustworthy', 'trustworthy')",0.41463,0.0,-0.01914983887468031,-0.003065403374999999,-0.016084435499680312,Morality
23,"('insincere', 'sincere')",0.06901,0.0,-0.08225207915601022,-0.06092462700000002,-0.0213274521560102,Morality
24,"('dishonest', 'honest')",0.89601,0.0,-0.003139061381074169,0.036854816,-0.03999387738107417,Morality
25,"('egoistic', 'altruistic')",0.52232,0.0,-0.012490359335038361,-0.038166137125,0.025675777789961638,Morality
26,"('hardhearted', 'benevolent')",0.00017,0.0,-0.07728395230179029,-0.017382175000000003,-0.05990177730179029,Morality
27,"('hardhearted', 'softhearted')",0.70471,0.0,0.00809100703324808,-0.08416475887500001,0.09225576590824809,Morality
28,"('disloyal', 'loyal')",1e-05,0.0,-0.08962569667519182,-0.033151709875000004,-0.05647398680019182,Morality
29,"('unfair', 'fair')",0.0,3e-05,-0.06883892621483376,-0.061724168875000006,-0.007114757339833751,Morality
30,"('intolerant', 'tolerant')",0.14578,0.0,-0.04192373657289003,-0.0024153198750000047,-0.03950841669789003,Morality
31,"('evil', 'good')",0.62792,0.0,0.014133180562659846,0.036351107125000004,-0.02221792656234016,Morality
32,"('unkind', 'kind')",0.00872,0.0,-0.0545711368286445,-0.0071288407500000005,-0.0474422960786445,Morality
33,"('wrong', 'right')",0.62749,0.0,-0.009214785294117647,0.036363708625,-0.04557849391911764,Morality
34,"('mean', 'honorable')",0.14224,0.0,0.05348401918158568,0.09197430037499998,-0.03849028119341431,Morality
35,"('corrupt', 'incorrupt')",0.83969,0.0012,-0.006567165856777498,-0.017654508750000006,0.011087342893222508,Morality
