,Dimension,P-Value M vs. F Firm Embedding,P-Value Delta Firm vs. Delta Random Embedding,Mean Firm,Mean Random,Mean Firm vs. Mean Random,Dictionary
0,"('unsociable', 'sociable')",0.0,0.0,-0.1589677557544757,-0.127801797,-0.031165958754475698,Sociability
1,"('unfriendly', 'friendly')",0.00056,0.0,-0.09269638350383631,-0.062993395375,-0.029702988128836316,Sociability
2,"('unlikable', 'likable')",0.18137,0.5935,0.02392433746803069,0.024904130125,-0.000979792656969309,Sociability
3,"('repellent', 'pleasant')",0.25178,0.0,0.024061649999999997,-0.032832675375,0.056894325375,Sociability
4,"('disliked', 'liked')",0.93662,0.0,-0.0036231428388746882,-0.021790462624999993,0.018167319786125305,Sociability
5,"('distant', 'outgoing')",0.86227,0.0,-0.004899645524296676,-0.056669264000000004,0.05176961847570333,Sociability
6,"('distant', 'open')",0.73905,0.0,0.010301419820971868,-0.039108726,0.04941014582097187,Sociability
7,"('insensitive', 'sensitive')",0.81782,0.00046,0.005714612531969313,-0.0031067103750000023,0.008821322906969315,Sociability
8,"('unaffectionate', 'affectionate')",0.00218,0.0124,-0.0695787800511509,-0.07688833375,0.0073095536988491,Sociability
9,"('unaffectionate', 'caring')",0.285,0.0,-0.026232473401534527,0.004090408124999998,-0.030322881526534524,Sociability
10,"('unsympathetic', 'sympathetic')",0.02737,0.0,-0.0752294172634271,0.023998628,-0.0992280452634271,Sociability
11,"('unhelpful', 'helpful')",0.13119,0.0,-0.040959915984654746,0.0405551685,-0.08151508448465475,Sociability
12,"('unsupportive', 'supportive')",0.05022,0.00075,0.057468057800511514,0.049928753874999995,0.007539303925511519,Sociability
13,"('impolite', 'polite')",0.00913,0.0,-0.0763181993606138,-0.008446359749999998,-0.06787183961061381,Sociability
14,"('antisocial', 'social')",0.1605,0.0,-0.04223244181585678,-0.013316684249999999,-0.028915757565856782,Sociability
15,"('boring', 'funny')",1e-05,0.0,-0.06852830652173914,-0.10312648512499999,0.03459817860326085,Sociability
16,"('unpopular', 'popular')",0.21326,0.0,0.024470145524296674,-0.009217023125000003,0.033687168649296675,Sociability
17,"('nasty', 'nice')",0.02536,0.0,0.03174611355498721,0.00028010050000000215,0.0314660130549872,Sociability
18,"('disagreeable', 'welcoming')",0.00647,0.0,0.041038036700767264,0.006750295875000002,0.034287740825767264,Sociability
19,"('inhospitable', 'hospitable')",0.79585,0.0,-0.005598818797953966,0.038454502875000005,-0.04405332167295397,Sociability
20,"('rough', 'thoughtful')",0.10833,0.0,0.028010512659846547,-0.064334609875,0.09234512253484656,Sociability
21,"('immoral', 'moral')",0.87032,0.0,-0.004793516879795397,0.10373356687499999,-0.10852708375479539,Morality
22,"('untrustworthy', 'trustworthy')",0.39906,0.0,-0.01942332519181586,0.015425247625000003,-0.03484857281681586,Morality
23,"('insincere', 'sincere')",0.01899,0.0,-0.10523174347826088,-0.044323074375000014,-0.060908669103260864,Morality
24,"('dishonest', 'honest')",0.52815,0.0,-0.015276787212276217,0.05225378625,-0.06753057346227623,Morality
25,"('egoistic', 'altruistic')",0.77483,0.0,-0.005653908312020461,-0.06444384900000001,0.05878994068797955,Morality
26,"('hardhearted', 'benevolent')",1e-05,0.0,-0.09257411214833759,-0.028996574749999997,-0.0635775373983376,Morality
27,"('hardhearted', 'softhearted')",0.91944,0.0,0.002139690409207161,-0.105942185625,0.10808187603420716,Morality
28,"('disloyal', 'loyal')",0.0,0.0,-0.09965825626598465,-0.018272145750000003,-0.08138611051598466,Morality
