,Dimension,P-Value M vs. F Firm Embedding,P-Value Delta Firm vs. Delta Random Embedding,Mean Firm,Mean Random,Mean Firm vs. Mean Random,Dictionary
0,"('unsociable', 'sociable')",0.0,0.0,-0.12980551406649618,-0.1159043065,-0.013901207566496182,Sociability
1,"('unfriendly', 'friendly')",0.00063,0.0,-0.09064412148337596,-0.033896786624999994,-0.056747334858375964,Sociability
2,"('unlikable', 'likable')",0.13669,0.0,0.027063044373401537,0.053247475375000006,-0.02618443100159847,Sociability
3,"('repellent', 'pleasant')",0.25195,0.0,0.024253322378516618,-0.028777616749999995,0.05303093912851661,Sociability
4,"('disliked', 'liked')",0.78108,0.0,-0.012946051406649617,0.015179282499999985,-0.0281253339066496,Sociability
5,"('distant', 'outgoing')",0.6406,0.0,-0.013323481457800511,-0.030701263500000003,0.017377782042199492,Sociability
6,"('distant', 'open')",0.84518,8e-05,-0.006099543478260872,-0.019683856875000003,0.013584313396739132,Sociability
7,"('insensitive', 'sensitive')",0.49674,1e-05,0.017075834782608695,0.007102559875000003,0.009973274907608692,Sociability
8,"('unaffectionate', 'affectionate')",0.00098,0.48413,-0.07348463299232737,-0.07165997125000001,-0.0018246617423273576,Sociability
9,"('unaffectionate', 'caring')",0.31653,0.0,-0.02435305421994885,0.007358118499999999,-0.031711172719948846,Sociability
10,"('unsympathetic', 'sympathetic')",0.13174,0.0,-0.05147088976982097,-0.0033717060000000017,-0.04809918376982097,Sociability
11,"('unhelpful', 'helpful')",0.27057,0.0,-0.030788144117647055,0.013814540624999996,-0.04460268474264705,Sociability
12,"('unsupportive', 'supportive')",0.0564,0.01198,0.05671381713554988,0.051544281375,0.005169535760549876,Sociability
13,"('impolite', 'polite')",0.06765,0.0,-0.05277920447570333,-0.021372301875000003,-0.03140690260070332,Sociability
14,"('antisocial', 'social')",0.31464,0.06822,-0.030407286061381076,-0.02447563575,-0.005931650311381077,Sociability
15,"('boring', 'funny')",0.0,0.0,-0.07088156035805628,-0.100836793375,0.029955233016943722,Sociability
16,"('unpopular', 'popular')",0.31542,0.0,0.020418147186700764,0.0301805245,-0.009762377313299236,Sociability
17,"('nasty', 'nice')",0.11082,0.0,0.02194180805626599,-0.000671029125000001,0.02261283718126599,Sociability
18,"('disagreeable', 'welcoming')",0.04414,0.01314,0.030656365473145788,0.025455894625000003,0.005200470848145785,Sociability
19,"('inhospitable', 'hospitable')",0.37197,0.0,-0.019135348976982103,0.038846019499999995,-0.0579813684769821,Sociability
20,"('rough', 'thoughtful')",0.17666,0.0,0.024247760869565215,-0.063833359875,0.08808112074456521,Sociability
