,Dimension,P-Value M vs. F Firm Embedding,P-Value Delta Firm vs. Delta Random Embedding,Mean Firm,Mean Random,Mean Firm vs. Mean Random,Dictionary
21,"('immoral', 'moral')",0.88736,0.0,0.00421477442455243,0.075541436125,-0.07132666170044757,Morality
22,"('untrustworthy', 'trustworthy')",0.283,0.0,-0.025651944117647058,0.018039306999999997,-0.04369125111764706,Morality
23,"('insincere', 'sincere')",0.04817,0.0,-0.08906361636828647,-0.054853964999999984,-0.034209651368286485,Morality
24,"('dishonest', 'honest')",0.82979,0.0,-0.00519120306905371,0.047900046625000005,-0.05309124969405372,Morality
25,"('egoistic', 'altruistic')",0.62414,0.0,-0.009687287212276217,-0.04097243875,0.03128515153772378,Morality
26,"('hardhearted', 'benevolent')",2e-05,0.0,-0.088065829028133,-0.046508866125000006,-0.04155696290313299,Morality
27,"('hardhearted', 'softhearted')",0.91146,0.0,-0.002358657544757033,-0.08302933249999998,0.08067067495524295,Morality
28,"('disloyal', 'loyal')",1e-05,0.0,-0.0893759152173913,-0.036614796,-0.0527611192173913,Morality
29,"('unfair', 'fair')",0.0,0.0,-0.07186268120204603,-0.062360980499999996,-0.009501700702046034,Morality
30,"('intolerant', 'tolerant')",0.14034,0.0,-0.04276902544757033,-0.012164003875000001,-0.030605021572570328,Morality
31,"('evil', 'good')",0.68942,0.00419,0.011637520076726342,0.021288308249999995,-0.009650788173273653,Morality
32,"('unkind', 'kind')",0.01834,0.0,-0.04868266035805627,0.0037801632500000003,-0.05246282360805627,Morality
33,"('wrong', 'right')",0.46806,0.0,-0.013618537851662402,0.041068241375,-0.0546867792266624,Morality
34,"('mean', 'honorable')",0.08569,0.0,0.06288935677749362,0.10574238887500002,-0.042853032097506405,Morality
35,"('corrupt', 'incorrupt')",0.98835,0.01817,-0.0004754190537084393,-0.008164541375,0.0076891223212915616,Morality
36,"('hostile', 'amicable')",0.02469,0.0,-0.07212318222506393,-0.04792004775,-0.024203134475063934,Morality
37,"('fake', 'genuine')",0.85181,0.0,0.0031629088235294116,-0.021129800874999997,0.024292709698529407,Morality
38,"('untruthful', 'truthful')",0.93953,0.0,-0.0012690959079283896,0.013175388125,-0.01444448403292839,Morality
39,"('exploitative', 'cooperative')",0.05351,0.48624,0.038059900895140664,0.039278080624999996,-0.0012181797298593325,Morality
40,"('stingy', 'generous')",0.36387,0.0,0.017459813810741687,-0.07389722712499999,0.09135704093574168,Morality
41,"('unforgiving', 'forgiving')",0.04564,0.0,-0.0338687726342711,-0.017625281,-0.0162434916342711,Morality
42,"('unreliable', 'reliable')",0.25144,0.00112,0.03923699910485934,0.031677173875,0.007559825229859339,Morality
43,"('irresponsible', 'responsible')",0.82103,0.0,0.006753804731457801,-0.012768681875000003,0.019522486606457806,Morality
44,"('prejudiced', 'unprejudiced')",0.27329,0.0,0.02221579437340154,-0.011917184624999999,0.034132978998401536,Morality
45,"('incompetent', 'competent')",0.03224,0.0,-0.061866469565217394,-0.027824597375,-0.0340418721902174,Ability
46,"('uncompetitive', 'competitive')",0.7243,0.0,-0.011020350639386188,0.00929296825,-0.020313318889386187,Ability
47,"('stupid', 'smart')",0.88606,0.0,0.004804782097186702,0.031174708374999978,-0.026369926277813274,Ability
48,"('unintelligent', 'intelligent')",0.07263,0.00465,-0.05029255166240409,-0.056881333874999995,0.0065887822125959075,Ability
49,"('unable', 'able')",0.0282,0.0,0.03964397979539642,0.051418619000000006,-0.011774639204603587,Ability
50,"('clumsy', 'skillful')",0.70517,0.0,0.007283251662404092,-0.00279722375,0.010080475412404092,Ability
51,"('uneducated', 'educated')",0.0,0.0,-0.11697008989769819,-0.028889852750000004,-0.08808023714769819,Ability
52,"('irrational', 'rational')",5e-05,0.0,-0.0906681726342711,-0.062968457375,-0.027699715259271104,Ability
53,"('uncreative', 'creative')",0.13827,0.00354,-0.029110474040920715,-0.022611799499999998,-0.006498674540920717,Ability
54,"('incapable', 'capable')",0.00225,0.0,-0.053934075959079286,0.073195135875,-0.12712921183407927,Ability
55,"('incompetent', 'clever')",0.33321,0.10482,-0.030642178260869565,-0.036160153,0.005517974739130436,Ability
56,"('impractical', 'practical')",0.68958,0.0,-0.01244536061381074,0.0028697547499999974,-0.015315115363810736,Ability
57,"('unimaginative', 'imaginative')",0.01259,0.0,-0.07206180562659847,-0.026380828875000005,-0.04568097675159847,Ability
58,"('undiscriminating', 'discriminating')",0.00047,0.0358,-0.05755479757033249,-0.05356273375,-0.0039920638203324865,Ability
59,"('foolish', 'wise')",0.75715,0.0,-0.0059603503836317155,0.032738689375,-0.03869903975863171,Ability
60,"('inefficient', 'efficient')",0.66506,2e-05,0.01560241572890026,-0.0007945798750000002,0.01639699560390026,Ability
61,"('illogical', 'logical')",0.0,0.0,-0.08993702173913044,-0.07431071962500001,-0.015626302114130436,Ability
62,"('incompetent', 'brilliant')",0.12063,0.0,0.045227110358056266,0.027118743750000004,0.018108366608056262,Ability
63,"('unperceptive', 'insightful')",0.87398,0.36149,-0.0036899773657289026,-0.00591377375,0.0022237963842710977,Ability
64,"('shy', 'confident')",0.80368,0.0,0.011137367519181582,0.05874835950000001,-0.047610991980818425,Agency
65,"('insecure', 'secure')",0.01807,0.00242,-0.06582006624040922,-0.056074460125,-0.009745606115409214,Agency
66,"('inactive', 'active')",0.97907,0.0,-0.0007203437340153436,-0.016756288500000004,0.01603594476598466,Agency
67,"('doubtful', 'determined')",0.68527,0.0,-0.006775707672634274,0.026044753499999997,-0.03282046117263427,Agency
68,"('dependent', 'independent')",0.22996,0.0,-0.019424359079283887,0.004572409125000002,-0.02399676820428389,Agency
69,"('lazy', 'industrious')",0.02267,6e-05,0.06839477583120204,0.056446776625000014,0.011947999206202028,Agency
70,"('lethargic', 'energetic')",0.48524,0.0,-0.021010326086956525,-0.07375596649999999,0.05274564041304347,Agency
71,"('diffident', 'self-confident')",0.90284,0.0,0.0027887828644501274,0.025441968875000002,-0.022653186010549876,Agency
72,"('unambitious', 'ambitious')",0.82057,0.0,-0.004673751023017904,0.0048913544999999985,-0.009565105523017902,Agency
73,"('helpless', 'self-reliant')",0.03921,0.0,0.04920222327365729,0.033381930000000004,0.015820293273657283,Agency
74,"('undedicated', 'dedicated')",0.12785,0.0,-0.029877680051150893,-0.059183377,0.02930569694884911,Agency
75,"('meek', 'impulsive')",0.16346,0.0,0.029785057161125318,0.049411825624999996,-0.019626768463874678,Agency
76,"('anxious', 'daring')",0.65242,0.0,0.010665517519181584,-0.07210504849999999,0.08277056601918158,Agency
77,"('unmotivated', 'motivated')",0.1737,0.0,0.02648723465473146,0.06449998537499999,-0.03801275072026852,Agency
78,"('nonresilient', 'resilient')",0.00019,0.0,0.06807674475703324,-0.009823319625000002,0.07790006438203324,Agency
79,"('wavering', 'unwavering')",0.05584,0.68185,-0.04551504923273657,-0.046585559000000006,0.0010705097672634376,Agency
80,"('dominated', 'dominating')",0.0506,0.0,0.046072675831202045,0.021931351499999998,0.024141324331202047,Agency
81,"('submissive', 'aggressive')",0.08513,0.0,-0.05448112468030691,-0.0018437346249999998,-0.052637390055306904,Agency
82,"('poor', 'rich')",0.2154,0.0,-0.049314722122762146,-0.001180947125,-0.04813377499776215,Status
83,"('powerless', 'powerful')",0.0046,0.0,-0.045925863810741686,-0.027611712875000003,-0.018314150935741683,Status
84,"('inferior', 'superior')",0.10191,0.0,-0.02584025805626599,0.00936153475,-0.035201792806265994,Status
85,"('insignificant', 'prestigious')",0.49769,0.1417,-0.024930150895140658,-0.01958086762500001,-0.005349283270140649,Status
86,"('uninfluential', 'influential')",0.0,0.0,-0.12688074603580562,-0.057102541875,-0.06977820416080563,Status
87,"('unsuccessful', 'successful')",0.44943,0.0,-0.014199886445012789,0.048859524125,-0.06305941057001278,Status
88,"('low', 'eminent')",0.0,0.0,-0.08461305409207162,-0.022537570374999996,-0.062075483717071625,Status
