,Dimension,P-Value M vs. F Firm Embedding,P-Value Delta Firm vs. Delta Random Embedding,Mean Firm,Mean Random,Mean Firm vs. Mean Random,Dictionary
0,"('unsociable', 'sociable')",1e-05,0.04584,-0.12114715051150896,-0.115594728125,-0.005552422386508951,Sociability
1,"('unfriendly', 'friendly')",0.00369,0.0,-0.07738529475703324,-0.028842164500000003,-0.04854313025703323,Sociability
2,"('unlikable', 'likable')",0.30648,0.0,0.0184692452685422,0.041945703749999994,-0.023476458481457792,Sociability
3,"('repellent', 'pleasant')",0.13326,0.0,0.03199903721227621,-0.019809205624999996,0.05180824283727621,Sociability
4,"('disliked', 'liked')",0.71398,0.0,-0.017246012404092077,0.0039013276250000105,-0.021147340029092087,Sociability
5,"('distant', 'outgoing')",0.6098,0.0,-0.014781157928388746,-0.040333992624999995,0.02555283469661125,Sociability
6,"('distant', 'open')",0.92832,0.0,-0.0028426111253196927,-0.025756735375000003,0.02291412424968031,Sociability
7,"('insensitive', 'sensitive')",0.42069,0.0,0.02033303900255754,-0.0015425626250000002,0.021875601627557542,Sociability
8,"('unaffectionate', 'affectionate')",0.01187,0.07778,-0.05671460792838874,-0.061367765250000005,0.0046531573216112634,Sociability
9,"('unaffectionate', 'caring')",0.68305,0.0,-0.009973273657289002,0.015034363499999998,-0.025007637157289,Sociability
10,"('unsympathetic', 'sympathetic')",0.32103,0.0,-0.03421675332480818,-0.005510705,-0.02870604832480818,Sociability
11,"('unhelpful', 'helpful')",0.47157,0.0,-0.020346103069053715,0.01572842375,-0.036074526819053716,Sociability
12,"('unsupportive', 'supportive')",0.02707,0.0,0.06628830959079283,0.052012631625,0.014275677965792835,Sociability
13,"('impolite', 'polite')",0.09288,0.0,-0.04867791189258312,-0.01556863125,-0.033109280642583123,Sociability
14,"('antisocial', 'social')",0.28539,0.01591,-0.03244178554987213,-0.024110615749999998,-0.00833116979987213,Sociability
15,"('boring', 'funny')",0.0,0.0,-0.07086643874680307,-0.10679559637499998,0.035929157628196914,Sociability
16,"('unpopular', 'popular')",0.40637,0.0,0.0168316368286445,0.029250192874999997,-0.012418556046355497,Sociability
17,"('nasty', 'nice')",0.08867,0.0,0.023377588746803065,-0.006534276749999999,0.029911865496803063,Sociability
18,"('disagreeable', 'welcoming')",0.02915,0.00093,0.03330604539641944,0.026706643500000002,0.0065994018964194365,Sociability
19,"('inhospitable', 'hospitable')",0.30572,0.0,-0.02197341355498721,0.019294686875,-0.041268100429987215,Sociability
20,"('rough', 'thoughtful')",0.06066,0.0,0.033998238618925834,-0.04617893125,0.08017716986892584,Sociability
21,"('immoral', 'moral')",0.80073,0.0,0.007546359335038365,0.07139215500000001,-0.06384579566496165,Morality
22,"('untrustworthy', 'trustworthy')",0.38368,0.0,-0.020615683120204602,0.002342445,-0.0229581281202046,Morality
23,"('insincere', 'sincere')",0.08985,0.0,-0.07714263401534527,-0.049904635750000016,-0.027237998265345252,Morality
24,"('dishonest', 'honest')",0.96752,0.0,-0.0009882654731457796,0.04392178500000001,-0.04491005047314579,Morality
25,"('egoistic', 'altruistic')",0.69219,0.0,-0.00781718925831202,-0.035177198375,0.027360009116687983,Morality
26,"('hardhearted', 'benevolent')",0.00019,0.0,-0.076733020971867,-0.036730654375,-0.040002366596867005,Morality
27,"('hardhearted', 'softhearted')",0.76634,0.0,0.0063641007672634265,-0.08160738825,0.08797148901726343,Morality
28,"('disloyal', 'loyal')",5e-05,0.0,-0.08227844232736573,-0.02818752275,-0.054090919577365726,Morality
29,"('unfair', 'fair')",0.0,0.0,-0.07535699181585678,-0.067239237375,-0.008117754440856786,Morality
