,Dimension,P-Value M vs. F Firm Embedding,P-Value Delta Firm vs. Delta Random Embedding,Mean Firm,Mean Random,Mean Firm vs. Mean Random,Dictionary
19,"('inhospitable', 'hospitable')",0.39822,0.0,-0.018206466496163684,0.028517500125,-0.04672396662116368,Sociability
20,"('rough', 'thoughtful')",0.05363,0.0,0.03433457314578005,-0.052138285624999996,0.08647285877078004,Sociability
21,"('immoral', 'moral')",0.96847,0.0,-0.001174845140664959,0.09181060275,-0.09298544789066496,Morality
22,"('untrustworthy', 'trustworthy')",0.60122,0.0,-0.01216717544757033,0.013409809624999998,-0.025576985072570328,Morality
23,"('insincere', 'sincere')",0.04456,0.0,-0.09080538017902814,-0.063144797375,-0.02766058280402814,Morality
24,"('dishonest', 'honest')",0.86063,0.0,-0.004234007416879794,0.03750736325000001,-0.0417413706668798,Morality
25,"('egoistic', 'altruistic')",0.75761,0.0,-0.006100106393861895,-0.040625058875,0.034524952481138106,Morality
26,"('hardhearted', 'benevolent')",9e-05,0.0,-0.08052646457800512,-0.01601995425,-0.06450651032800513,Morality
27,"('hardhearted', 'softhearted')",0.73014,0.0,0.007280774680306906,-0.102094079625,0.10937485430530691,Morality
28,"('disloyal', 'loyal')",0.0,0.0,-0.09637663823529412,-0.021396592125,-0.07498004611029412,Morality
29,"('unfair', 'fair')",0.0,0.0,-0.0788660841432225,-0.067025419875,-0.0118406642682225,Morality
30,"('intolerant', 'tolerant')",0.15755,0.0,-0.04040108567774936,0.010177546625000002,-0.050578632302749366,Morality
31,"('evil', 'good')",0.79722,3e-05,0.007645341432225066,0.02272132750000001,-0.015075986067774945,Morality
32,"('unkind', 'kind')",0.00767,0.0,-0.055135012915601016,-0.0012808733750000023,-0.05385413954060101,Morality
33,"('wrong', 'right')",0.78012,0.0,-0.005257953708439898,0.041519783624999994,-0.046777737333439894,Morality
34,"('mean', 'honorable')",0.10031,0.0,0.059975528772378515,0.109547351125,-0.04957182235262148,Morality
35,"('corrupt', 'incorrupt')",0.87234,0.0,0.005254407416879797,-0.013279782375,0.018534189791879797,Morality
36,"('hostile', 'amicable')",0.0253,0.0,-0.07192015319693094,-0.038959179875,-0.032960973321930945,Morality
37,"('fake', 'genuine')",0.74439,0.0,0.005546755115089514,-0.012613880750000002,0.018160635865089515,Morality
38,"('untruthful', 'truthful')",0.61902,0.00778,0.008272990153452684,0.013438260625,-0.005165270471547316,Morality
39,"('exploitative', 'cooperative')",0.0097,0.00403,0.05068538695652174,0.04511207987500001,0.005573307081521733,Morality
40,"('stingy', 'generous')",0.37526,0.0,0.017216239002557542,-0.09771320225,0.11492944125255755,Morality
41,"('unforgiving', 'forgiving')",0.01112,0.0,-0.04256019641943735,-0.007802028125,-0.03475816829443735,Morality
42,"('unreliable', 'reliable')",0.08116,0.0,0.05849642071611253,0.030533009874999996,0.027963410841112535,Morality
43,"('irresponsible', 'responsible')",0.9323,0.0,0.0025535204603580565,-0.017835979749999998,0.020389500210358055,Morality
44,"('prejudiced', 'unprejudiced')",0.27014,0.0,0.02237309987212276,-0.010880500999999997,0.03325360087212276,Morality
45,"('incompetent', 'competent')",0.01863,0.0,-0.06790905626598466,-0.032484072125,-0.03542498414098466,Ability
46,"('uncompetitive', 'competitive')",0.78365,6e-05,-0.008801573529411766,0.006015330875,-0.014816904404411767,Ability
47,"('stupid', 'smart')",0.92518,0.0,0.003191220460358063,0.04121266237500001,-0.03802144191464194,Ability
48,"('unintelligent', 'intelligent')",0.01497,0.02076,-0.06706616803069053,-0.06104848325000001,-0.0060176847806905215,Ability
49,"('unable', 'able')",0.00643,0.00614,0.049820267902813305,0.054663085874999996,-0.0048428179721866915,Ability
50,"('clumsy', 'skillful')",0.39845,0.0,0.016364820076726343,-0.013556162874999998,0.029920982951726342,Ability
51,"('uneducated', 'educated')",0.0,0.0,-0.11812638465473146,-0.02618459925,-0.09194178540473147,Ability
52,"('irrational', 'rational')",3e-05,0.0,-0.09355521023017901,-0.065434471875,-0.028120738355179017,Ability
53,"('uncreative', 'creative')",0.26924,0.0916,-0.021681771227621483,-0.025689259249999995,0.004007488022378512,Ability
54,"('incapable', 'capable')",0.00286,0.0,-0.05297033337595908,0.0651439415,-0.11811427487595907,Ability
55,"('incompetent', 'clever')",0.29034,0.55648,-0.0337564753196931,-0.03595964449999999,0.0022031691803068923,Ability
56,"('impractical', 'practical')",0.65393,0.0,-0.013964333120204604,0.01108036475,-0.025044697870204604,Ability
57,"('unimaginative', 'imaginative')",0.02212,0.0,-0.06658464181585677,-0.015892687125000006,-0.050691954690856765,Ability
58,"('undiscriminating', 'discriminating')",0.0016,0.04308,-0.052532189769820964,-0.048561851875000006,-0.003970337894820958,Ability
59,"('foolish', 'wise')",0.95373,0.0,0.001126852941176471,0.02909425025,-0.027967397308823527,Ability
60,"('inefficient', 'efficient')",0.71889,8e-05,0.01313392583120205,-0.003260328999999996,0.016394254831202045,Ability
61,"('illogical', 'logical')",0.0,0.0,-0.097793184398977,-0.0811931465,-0.016600037898977002,Ability
62,"('incompetent', 'brilliant')",0.08439,0.0,0.05108726956521739,0.008481074999999996,0.042606194565217394,Ability
63,"('unperceptive', 'insightful')",0.98466,0.0,-0.00044924437340153556,-0.015760849125000004,0.015311604751598469,Ability
64,"('shy', 'confident')",0.99511,0.0,0.00027201585677749717,0.045384629625000006,-0.04511261376822251,Agency
65,"('insecure', 'secure')",0.00634,0.0,-0.07678259654731458,-0.058122174750000005,-0.018660421797314572,Agency
66,"('inactive', 'active')",0.61707,0.0,-0.01373274590792839,-0.0456746535,0.03194190759207161,Agency
67,"('doubtful', 'determined')",0.19964,0.0,-0.020980558439897698,0.027370923624999998,-0.0483514820648977,Agency
68,"('dependent', 'independent')",0.08407,0.0,-0.02806946483375959,-0.0011110489999999985,-0.026958415833759592,Agency
69,"('lazy', 'industrious')",0.01892,0.00155,0.07042981253196931,0.060315933999999995,0.010113878531969316,Agency
70,"('lethargic', 'energetic')",0.50371,0.0,-0.020074241943734014,-0.094355613375,0.07428137143126598,Agency
71,"('diffident', 'self-confident')",0.73889,0.0,-0.007556624552429668,0.006227534625,-0.013784159177429669,Agency
72,"('unambitious', 'ambitious')",0.73539,0.32145,-0.0069486882352941155,-0.004813036125000002,-0.0021356521102941133,Agency
73,"('helpless', 'self-reliant')",0.00853,0.0,0.06334224680306905,0.03937079312499999,0.023971453678069056,Agency
74,"('undedicated', 'dedicated')",0.48429,0.0,-0.013857947058823532,-0.0673048195,0.05344687244117647,Agency
75,"('meek', 'impulsive')",0.22858,0.0,0.025769880051150898,0.038505371749999996,-0.012735491698849098,Agency
76,"('anxious', 'daring')",0.48834,0.0,0.01632080255754476,-0.07042675262499999,0.08674755518254475,Agency
77,"('unmotivated', 'motivated')",0.26533,0.0,0.021992497442455246,0.063902723875,-0.04191022643254475,Agency
78,"('nonresilient', 'resilient')",0.00013,0.0,0.0697987601023018,-0.018361169625000003,0.0881599297273018,Agency
79,"('wavering', 'unwavering')",0.05501,0.42078,-0.04621379015345269,-0.043896603874999995,-0.0023171862784526973,Agency
80,"('dominated', 'dominating')",0.04275,0.0,0.04840462173913043,0.0202806135,0.028124008239130433,Agency
81,"('submissive', 'aggressive')",0.02167,0.0,-0.07307171764705883,0.010892594000000004,-0.08396431164705884,Agency
82,"('poor', 'rich')",0.15606,0.0,-0.056753264194373404,-0.013494434125000008,-0.043258830069373394,Status
83,"('powerless', 'powerful')",0.02024,0.0,-0.03739233503836317,-0.009110174625,-0.02828216041336317,Status
84,"('inferior', 'superior')",0.02179,0.0,-0.03557939578005115,-0.001567492625000001,-0.03401190315505115,Status
85,"('insignificant', 'prestigious')",0.58371,0.5103,-0.020306024552429674,-0.017700434125,-0.002605590427429673,Status
86,"('uninfluential', 'influential')",0.0,0.0,-0.1265911232736573,-0.055167796874999994,-0.0714233263986573,Status
87,"('unsuccessful', 'successful')",0.12015,0.0,-0.02915131994884911,0.0254442485,-0.05459556844884911,Status
88,"('low', 'eminent')",0.0,0.0,-0.08070309744245524,-0.00937839725,-0.07132470019245524,Status
