,viavi_male,viavi_female,tuple,solutions_male,solutions_female,inc_male,inc_female,average_male,average_female,female-male
0,-0.4877566,-0.5787964,"('unsociable', 'sociable')",0.9061343,0.7430114,-0.71172315,-0.8767122,-0.0977818,-0.2374991,-0.1397173
1,-0.73947376,-0.7463639,"('unfriendly', 'friendly')",0.7203487,0.55919963,2.1368408,2.03179,0.7059053,0.6148752,-0.0910301
2,0.64846647,0.698948,"('unlikable', 'likable')",1.0003182,1.1256405,0.66396886,0.82347536,0.7709178,0.882688,0.1117702
3,-0.39121175,-0.29623613,"('repellent', 'pleasant')",0.32475019,0.3936037,-0.09312608,-0.06993044,-0.0531959,0.0091457,0.0623416
4,-0.63998294,-0.7006576,"('disliked', 'liked')",-0.7062759,-0.74224174,-6.2130632,-6.2881856,-2.5197741,-2.5770283,-0.0572542
5,-1.2588087,-1.1720967,"('distant', 'outgoing')",-0.2738609,-0.23990951,0.1166933,0.16669588,-0.4719921,-0.4151035,0.0568886
6,-1.2530981,-1.107888,"('distant', 'open')",-0.35921612,-0.31710738,0.7352228,0.775699,-0.2923638,-0.2164321,0.0759317
7,0.32064608,0.38351738,"('insensitive', 'sensitive')",0.57348263,0.6204048,0.60873115,0.61825114,0.5009533,0.5407244,0.0397711
8,-0.9772983,-0.94005704,"('unaffectionate', 'affectionate')",-0.8175963,-0.75826263,1.2026769,1.150932,-0.1974059,-0.1824626,0.0149433
9,-0.54878235,-0.51155454,"('unaffectionate', 'caring')",0.4620788,0.46628252,1.4209895,1.390773,0.444762,0.4485004,0.0037384
10,-0.25910994,-0.20630604,"('unsympathetic', 'sympathetic')",0.26597723,0.25984237,-0.7267389,-0.75775313,-0.2399572,-0.2347389,0.0052183
11,0.28324687,0.32883298,"('unhelpful', 'helpful')",1.2183515,1.2558615,1.3241547,1.4447544,0.9419177,1.0098163,0.0678986
12,0.2467246,0.45928657,"('unsupportive', 'supportive')",1.1403843,1.3024409,-1.6891857,-1.6691661,-0.1006923,0.0308538,0.1315461
13,0.30818698,0.29303733,"('impolite', 'polite')",0.6232002,0.58219606,-0.5053133,-0.5267193,0.1420246,0.1161714,-0.0258532
14,0.80290616,0.8183061,"('antisocial', 'social')",1.0030587,0.98535824,-0.9267984,-0.99401027,0.2930555,0.2698847,-0.0231708
15,-0.11736375,-0.28991705,"('boring', 'funny')",0.20517406,0.15591332,0.7239456,0.68156415,0.2705853,0.1825202,-0.0880651
16,-0.79174083,-0.7624422,"('unpopular', 'popular')",-0.5773474,-0.50643253,0.32752016,0.37571314,-0.3471893,-0.2977205,0.0494688
17,-0.18590985,-0.10550623,"('nasty', 'nice')",-0.5015354,-0.40192047,-0.5452265,-0.49101257,-0.4108906,-0.3328131,0.0780775
18,0.12679765,0.2644914,"('disagreeable', 'welcoming')",0.04554093,0.16937198,-0.1018489,-0.10186185,0.0234966,0.1106672,0.0871706
19,-1.0236757,-0.92382336,"('inhospitable', 'hospitable')",-1.2916459,-1.1754526,0.28137094,0.4307735,-0.6779835,-0.5561675,0.121816
20,0.7120718,0.75055575,"('rough', 'thoughtful')",1.0748572,1.1508148,0.9644632,0.9080715,0.9171307,0.9364807,0.01935
21,0.5926012,0.5045878,"('immoral', 'moral')",0.94944483,0.87021965,-0.8216687,-0.8275218,0.2401258,0.1824286,-0.0576972
22,1.0963035,1.1585975,"('untrustworthy', 'trustworthy')",0.9291789,0.85397637,-0.58290285,-0.66582286,0.4808598,0.448917,-0.0319428
23,0.25166672,0.31508794,"('insincere', 'sincere')",1.2268797,1.1902437,5.3002706,5.2718296,2.2596057,2.2590537,-0.000552
24,0.71926874,0.76364285,"('dishonest', 'honest')",-0.4549974,-0.504531,0.7103428,0.6567275,0.3248714,0.3052798,-0.0195916
25,-0.23874803,-0.27207187,"('egoistic', 'altruistic')",0.9807914,0.92415786,2.015383,1.9375865,0.9191421,0.8632242,-0.0559179
26,0.47122875,0.46793294,"('hardhearted', 'benevolent')",1.2578648,1.289903,1.781839,1.692793,1.1703108,1.1502097,-0.0201011
27,0.26951626,0.40774512,"('hardhearted', 'softhearted')",0.6567056,0.7796449,1.8312591,1.7311821,0.9191604,0.9728574,0.053697
28,0.137993,0.03997555,"('disloyal', 'loyal')",0.5283473,0.395477,0.939149,0.7901886,0.5351631,0.408547,-0.1266161
29,-0.29486987,-0.39507127,"('unfair', 'fair')",-0.16480602,-0.30167294,-0.27510762,-0.43284938,-0.2449278,-0.3765312,-0.1316034
30,0.88968855,0.90846694,"('intolerant', 'tolerant')",2.0302312,2.009264,1.0881567,1.0543829,1.3360256,1.3240379,-0.0119877
31,-1.41582,-1.3081197,"('evil', 'good')",-0.6847529,-0.67164046,-0.35936758,-0.44247353,-0.8199801,-0.8074112,0.0125689
32,0.39428353,0.35336372,"('unkind', 'kind')",0.44269258,0.4439842,0.8734685,0.70484465,0.5701482,0.5007308,-0.0694174
33,0.68838584,0.6884837,"('wrong', 'right')",0.88347614,0.84791803,0.16968912,0.08908127,0.5805171,0.5418277,-0.0386894
34,-0.6429923,-0.47429365,"('mean', 'honorable')",0.12126484,0.23557925,5.807508,6.007168,1.7619268,1.9228179,0.1608911
35,-0.58965933,-0.6773094,"('corrupt', 'incorrupt')",-0.7326863,-0.78584605,0.5718294,0.41782928,-0.2501721,-0.3484421,-0.09827
36,-1.2175984,-1.3148112,"('hostile', 'amicable')",-0.85331565,-0.95894367,1.114933,0.88745177,-0.3186603,-0.462101,-0.1434407
37,0.35524374,0.3985003,"('fake', 'genuine')",0.56106,0.609558,0.53419465,0.57574934,0.4834994,0.5279359,0.0444365
38,-0.64529574,-0.5493253,"('untruthful', 'truthful')",-0.22856666,-0.21873896,-0.07784861,-0.0039839074,-0.317237,-0.2573494,0.0598876
39,1.5215513,1.6038564,"('exploitative', 'cooperative')",1.4303116,1.4447681,0.32868302,0.28965822,1.0935152,1.1127609,0.0192457
40,0.55730414,0.5802886,"('stingy', 'generous')",0.27106127,0.26412505,-1.1661977,-1.2981188,-0.1126107,-0.1512351,-0.0386244
