,south_male,south_female,tuple,average_male,average_female,female-male
0,0.20129341,-0.093637094,"('unsociable', 'sociable')",0.2012934,-0.0936371,-0.2949305
1,0.8527512,1.0570743,"('unfriendly', 'friendly')",0.8527512,1.0570743,0.2043231
2,0.14989942,0.35380363,"('unlikable', 'likable')",0.1498994,0.3538036,0.2039042
3,0.66422385,0.8420729,"('repellent', 'pleasant')",0.6642238,0.8420729,0.1778491
4,-7.3081245,-7.4695735,"('disliked', 'liked')",-7.3081245,-7.4695735,-0.161449
5,-0.7917682,-0.38233075,"('distant', 'outgoing')",-0.7917682,-0.3823307,0.4094375
6,-0.44889545,-0.12749222,"('distant', 'open')",-0.4488955,-0.1274922,0.3214033
7,1.2290447,1.1254594,"('insensitive', 'sensitive')",1.2290447,1.1254594,-0.1035853
8,0.5928023,0.7872361,"('unaffectionate', 'affectionate')",0.5928023,0.7872361,0.1944338
9,1.2549458,1.4394981,"('unaffectionate', 'caring')",1.2549458,1.4394981,0.1845523
10,0.9531414,0.8795656,"('unsympathetic', 'sympathetic')",0.9531414,0.8795656,-0.0735758
11,2.110818,2.1454203,"('unhelpful', 'helpful')",2.1108179,2.1454203,0.0346024
12,-1.4103017,-1.4395943,"('unsupportive', 'supportive')",-1.4103017,-1.4395943,-0.0292926
13,0.17214349,0.14248529,"('impolite', 'polite')",0.1721435,0.1424853,-0.0296582
14,0.14191382,-0.063844755,"('antisocial', 'social')",0.1419138,-0.0638448,-0.2057586
15,0.45739022,0.43764186,"('boring', 'funny')",0.4573902,0.4376419,-0.0197483
16,-0.77394235,-0.6112896,"('unpopular', 'popular')",-0.7739424,-0.6112896,0.1626528
17,-0.25036284,-0.1164021,"('nasty', 'nice')",-0.2503628,-0.1164021,0.1339607
18,-0.7157004,-0.66281545,"('disagreeable', 'welcoming')",-0.7157004,-0.6628155,0.0528849
19,-0.4883663,-0.19124463,"('inhospitable', 'hospitable')",-0.4883663,-0.1912446,0.2971217
20,0.75687385,0.6024414,"('rough', 'thoughtful')",0.7568738,0.6024414,-0.1544324
21,0.2193971,0.19511473,"('immoral', 'moral')",0.2193971,0.1951147,-0.0242824
22,-0.057728693,-0.19455007,"('untrustworthy', 'trustworthy')",-0.0577287,-0.1945501,-0.1368214
23,6.201331,6.495763,"('insincere', 'sincere')",6.2013311,6.4957628,0.2944317
24,1.5732918,1.676444,"('dishonest', 'honest')",1.5732918,1.6764441,0.1031523
25,0.39416832,0.41495335,"('egoistic', 'altruistic')",0.3941683,0.4149534,0.0207851
26,0.14446656,-0.15115461,"('hardhearted', 'benevolent')",0.1444666,-0.1511546,-0.2956212
27,1.3526236,1.4207904,"('hardhearted', 'softhearted')",1.3526236,1.4207904,0.0681668
28,0.66741,0.80847734,"('disloyal', 'loyal')",0.66741,0.8084773,0.1410673
29,-0.50590795,-0.52336496,"('unfair', 'fair')",-0.505908,-0.523365,-0.017457
30,0.8531008,0.8832232,"('intolerant', 'tolerant')",0.8531008,0.8832232,0.0301224
31,-2.071458,-1.8013237,"('evil', 'good')",-2.0714581,-1.8013237,0.2701344
32,0.8955023,0.7500775,"('unkind', 'kind')",0.8955023,0.7500775,-0.1454248
33,-0.34299734,-0.25414273,"('wrong', 'right')",-0.3429973,-0.2541427,0.0888546
34,4.2998986,4.730644,"('mean', 'honorable')",4.2998986,4.7306442,0.4307456
35,-1.1075982,-1.043783,"('corrupt', 'incorrupt')",-1.1075982,-1.0437829,0.0638153
36,-0.8719206,-0.72757435,"('hostile', 'amicable')",-0.8719206,-0.7275743,0.1443463
37,0.97896945,0.92582405,"('fake', 'genuine')",0.9789695,0.925824,-0.0531455
38,0.24622558,0.17424062,"('untruthful', 'truthful')",0.2462256,0.1742406,-0.071985
39,-0.16112351,-0.25801402,"('exploitative', 'cooperative')",-0.1611235,-0.258014,-0.0968905
40,-1.964302,-1.9218608,"('stingy', 'generous')",-1.9643019,-1.9218608,0.0424411
41,0.078385085,-0.055601884,"('unforgiving', 'forgiving')",0.0783851,-0.0556019,-0.133987
42,-2.0843525,-2.1258218,"('unreliable', 'reliable')",-2.0843525,-2.1258218,-0.0414693
43,1.4302691,1.3427356,"('irresponsible', 'responsible')",1.4302691,1.3427356,-0.0875335
