,cardinal_male,cardinal_female,tuple,health_male,health_female,inc_male,inc_female,average_male,average_female,female-male
0,0.33908257,0.36455506,"('unsociable', 'sociable')",0.638012,0.4940735,-0.28701788,-0.43267003,0.2300255,0.1419862,-0.0880393
1,-0.5746891,-0.5844818,"('unfriendly', 'friendly')",0.5536199,0.4945451,1.484629,1.416275,0.4878533,0.4421128,-0.0457405
2,0.8552772,0.85966474,"('unlikable', 'likable')",1.5125742,1.5344174,0.49568418,0.57751125,0.9545118,0.9905311,0.0360193
3,-0.5424708,-0.3315686,"('repellent', 'pleasant')",-0.95780504,-0.78192705,0.10513583,0.17675924,-0.4650467,-0.3122454,0.1528013
4,-1.0477777,-1.0886763,"('disliked', 'liked')",0.45828706,0.4758721,-6.5162024,-6.3805633,-2.3685643,-2.3311226,0.0374417
5,-1.066158,-1.1450539,"('distant', 'outgoing')",-0.17608146,-0.145928,-0.3943378,-0.3825957,-0.5455257,-0.5578592,-0.0123335
6,-1.4144678,-1.4645654,"('distant', 'open')",-0.22536501,-0.17670146,0.2711421,0.25565672,-0.4562302,-0.46187,-0.0056398
7,0.97723573,1.0811018,"('insensitive', 'sensitive')",0.11811644,0.25029275,0.9592294,0.9799981,0.6848605,0.7704643,0.0856038
8,-0.8002051,-0.89224625,"('unaffectionate', 'affectionate')",-0.59352946,-0.65148735,0.4657191,0.39223453,-0.3093385,-0.383833,-0.0744945
9,0.057230376,0.08432232,"('unaffectionate', 'caring')",0.6760887,0.6946041,1.1501602,1.130678,0.6278264,0.6365348,0.0087084
10,0.9227661,1.1761175,"('unsympathetic', 'sympathetic')",0.34006298,0.47682503,0.13590506,0.085480414,0.4662447,0.5794743,0.1132296
11,0.78753835,0.94829804,"('unhelpful', 'helpful')",0.46753997,0.5476894,1.8936005,1.896731,1.0495596,1.1309061,0.0813465
12,1.4938282,1.708302,"('unsupportive', 'supportive')",2.0996404,2.3051143,-1.6298074,-1.5329723,0.6545538,0.8268147,0.1722609
13,0.5683193,0.6004675,"('impolite', 'polite')",0.7229555,0.660689,-0.21991572,-0.29754075,0.3571197,0.3212053,-0.0359144
14,0.1799232,0.25993255,"('antisocial', 'social')",0.37956434,0.3548928,-0.3425784,-0.38020262,0.0723031,0.0782076,0.0059045
15,-0.1842476,-0.37048668,"('boring', 'funny')",0.33592287,0.15616432,0.503888,0.45381257,0.2185211,0.0798301,-0.138691
16,-1.8072813,-1.8250351,"('unpopular', 'popular')",-0.46070772,-0.34552586,0.27625665,0.3014497,-0.6639107,-0.6230371,0.0408736
17,-0.8071447,-0.7567172,"('nasty', 'nice')",-0.29508165,-0.08967766,-0.075314865,0.0022240896,-0.3925138,-0.2813903,0.1111235
18,1.1943903,1.1297837,"('disagreeable', 'welcoming')",-0.41360834,-0.36822352,-0.28002632,-0.22820951,0.1669186,0.1777836,0.010865
19,-0.43952107,-0.39853752,"('inhospitable', 'hospitable')",0.2568951,0.30851892,-0.10966591,-0.036104605,-0.0974306,-0.0420411,0.0553895
20,0.21568927,0.31196174,"('rough', 'thoughtful')",-0.17660053,-0.11081311,0.9718894,0.9485809,0.3369927,0.3832432,0.0462505
21,2.5669692,2.597144,"('immoral', 'moral')",1.6904949,1.7003539,-0.32771188,-0.25402373,1.3099174,1.3478247,0.0379073
22,0.70791173,0.6934645,"('untrustworthy', 'trustworthy')",0.38228673,0.36508852,-0.817353,-0.83919644,0.0909485,0.0731188,-0.0178297
23,1.5049593,1.6245284,"('insincere', 'sincere')",0.4318866,0.4756034,6.184627,6.0095277,2.7071578,2.7032197,-0.0039381
24,0.8624046,0.8360591,"('dishonest', 'honest')",0.5418208,0.53482175,1.1426991,1.0182722,0.8489749,0.7963843,-0.0525906
25,-0.6697446,-0.7489473,"('egoistic', 'altruistic')",-0.20078065,-0.23530743,1.4771037,1.4650517,0.2021928,0.1602656,-0.0419272
26,1.2384866,1.0978314,"('hardhearted', 'benevolent')",1.3508561,1.3535017,1.7042227,1.7218142,1.4311884,1.3910491,-0.0401393
27,0.41726336,0.4481494,"('hardhearted', 'softhearted')",0.71191925,0.79370993,1.7063156,1.6510478,0.9451661,0.9643024,0.0191363
28,0.30773437,0.30839652,"('disloyal', 'loyal')",-0.22422305,-0.29582953,0.91959053,0.7909781,0.3343673,0.2678484,-0.0665189
29,0.038602374,0.004592687,"('unfair', 'fair')",-0.056469746,-0.071709804,-0.47067267,-0.6090388,-0.1628467,-0.2253853,-0.0625386
