,anthem_male,anthem_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,0.6656789,0.5952883,"('unsociable', 'sociable')",0.0033930326,-0.09786449,0.334536,0.2487119,-0.0858241
1,-0.15961324,-0.15625899,"('unfriendly', 'friendly')",1.4453615,1.3272629,0.6428741,0.585502,-0.0573721
2,0.09849502,0.1841458,"('unlikable', 'likable')",0.42124847,0.45602784,0.2598718,0.3200868,0.060215
3,0.24542578,0.40036315,"('repellent', 'pleasant')",0.010055723,0.03569141,0.1277408,0.2180273,0.0902865
4,-1.4903955,-1.611965,"('disliked', 'liked')",-6.0768585,-6.0285783,-3.783627,-3.8202715,-0.0366445
5,-0.92759573,-0.9205881,"('distant', 'outgoing')",-0.48699367,-0.5231448,-0.7072947,-0.7218664,-0.0145717
6,-1.3198779,-1.2822815,"('distant', 'open')",-0.39609802,-0.49352992,-0.8579879,-0.8879057,-0.0299178
7,1.7700677,1.8411642,"('insensitive', 'sensitive')",0.7234606,0.7834918,1.2467642,1.312328,0.0655638
8,0.02243439,0.064810574,"('unaffectionate', 'affectionate')",0.4799922,0.38338557,0.2512133,0.2240981,-0.0271152
9,0.903671,0.9554739,"('unaffectionate', 'caring')",0.7366584,0.69470215,0.8201647,0.825088,0.0049233
10,1.370918,1.4798336,"('unsympathetic', 'sympathetic')",-0.30503199,-0.28143737,0.532943,0.5991981,0.0662551
11,0.557118,0.6191408,"('unhelpful', 'helpful')",2.0441053,2.0740614,1.3006116,1.3466011,0.0459895
12,0.7866733,0.90865517,"('unsupportive', 'supportive')",-1.5424978,-1.4487889,-0.3779122,-0.2700669,0.1078453
13,1.1611997,1.0208251,"('impolite', 'polite')",-0.6188012,-0.6628473,0.2711993,0.1789889,-0.0922104
14,1.1559603,1.0919113,"('antisocial', 'social')",-0.50335085,-0.4567129,0.3263047,0.3175992,-0.0087055
15,-0.38237366,-0.4990958,"('boring', 'funny')",0.16915882,0.14072248,-0.1066074,-0.1791867,-0.0725793
16,-1.5056132,-1.5129577,"('unpopular', 'popular')",0.09981107,0.114342764,-0.7029011,-0.6993074,0.0035937
17,-0.44336247,-0.43062165,"('nasty', 'nice')",-0.3147203,-0.28798527,-0.3790414,-0.3593035,0.0197379
18,0.02405776,0.027893469,"('disagreeable', 'welcoming')",-0.3356469,-0.4240879,-0.1557946,-0.1980972,-0.0423026
19,-1.085321,-0.9610462,"('inhospitable', 'hospitable')",0.10557761,0.11977994,-0.4898717,-0.4206331,0.0692386
20,0.72070754,0.7252359,"('rough', 'thoughtful')",1.3066815,1.2495015,1.0136945,0.9873687,-0.0263258
21,1.0694716,1.1313007,"('immoral', 'moral')",-0.070325166,0.0421221,0.4995732,0.5867114,0.0871382
22,-0.06939958,-0.0825288,"('untrustworthy', 'trustworthy')",-0.84480995,-0.89461327,-0.4571048,-0.488571,-0.0314662
23,1.9669716,2.0182471,"('insincere', 'sincere')",5.591417,5.456649,3.7791944,3.737448,-0.0417464
24,1.6207241,1.6040831,"('dishonest', 'honest')",0.6951861,0.59441864,1.1579551,1.0992508,-0.0587043
25,-0.117690034,-0.16520382,"('egoistic', 'altruistic')",1.3002089,1.2829024,0.5912594,0.5588493,-0.0324101
26,0.6880771,0.60128,"('hardhearted', 'benevolent')",1.5749661,1.5678114,1.1315216,1.0845456,-0.046976
