,howmet_male,howmet_female,tuple,aerospace_male,aerospace_female,inc_male,inc_female,average_male,average_female,female-male
0,-1.1057167,-1.1845223,"('unsociable', 'sociable')",0.02595995,-0.07099543,-0.715628,-0.8410781,-0.5984616,-0.6988653,-0.1004037
1,-0.79600376,-0.9035806,"('unfriendly', 'friendly')",1.521806,1.3275543,2.3422127,2.234965,1.0226716,0.886313,-0.1363586
2,0.55372524,0.649725,"('unlikable', 'likable')",0.27715826,0.3835347,0.6799389,0.8452362,0.5036075,0.6261653,0.1225578
3,-0.7610241,-0.7306739,"('repellent', 'pleasant')",-0.7045328,-0.66070014,0.123404235,0.19305047,-0.4473842,-0.3994412,0.047943
4,0.91444874,0.8564825,"('disliked', 'liked')",0.0892897,-0.0032760026,-6.024919,-6.1524506,-1.6737269,-1.7664146,-0.0926877
5,0.42020857,0.43742603,"('distant', 'outgoing')",-0.1381326,-0.24140544,0.26776215,0.30194512,0.1832794,0.1659886,-0.0172908
6,-0.027363203,0.009829389,"('distant', 'open')",-0.51253384,-0.62356263,0.88548684,0.93453217,0.1151966,0.106933,-0.0082636
7,-0.36644983,-0.3558325,"('insensitive', 'sensitive')",0.8699131,0.90903205,0.503324,0.5694918,0.3355958,0.3742305,0.0386347
8,-0.4850877,-0.48955238,"('unaffectionate', 'affectionate')",0.52442276,0.49671605,1.0771118,1.0498079,0.372149,0.3523238,-0.0198252
9,-0.6518767,-0.67398703,"('unaffectionate', 'caring')",1.0646764,0.9656437,1.2791258,1.3120756,0.5639752,0.5345774,-0.0293978
10,-1.0808698,-1.1255845,"('unsympathetic', 'sympathetic')",-0.20235032,-0.19777808,-0.7743389,-0.7650816,-0.685853,-0.6961481,-0.0102951
11,-0.87679285,-0.8102771,"('unhelpful', 'helpful')",0.6235549,0.6528671,1.0646744,1.1823657,0.2704788,0.3416519,0.0711731
12,-0.46033025,-0.4305513,"('unsupportive', 'supportive')",0.49529734,0.62003475,-1.8813514,-1.8289986,-0.6154614,-0.5465051,0.0689563
13,-0.35887316,-0.36839664,"('impolite', 'polite')",0.2512353,0.2422536,-0.6114914,-0.67777514,-0.2397097,-0.2679727,-0.028263
14,-0.30028334,-0.32954302,"('antisocial', 'social')",0.27296364,0.31689426,-1.0130767,-1.089937,-0.3467988,-0.3675286,-0.0207298
15,0.29306924,0.27547264,"('boring', 'funny')",0.55388284,0.42859775,0.558,0.4721405,0.4683173,0.3920703,-0.076247
16,-0.1624425,-0.1458413,"('unpopular', 'popular')",0.15856916,0.07623114,1.0228416,1.0116721,0.3396561,0.3140207,-0.0256354
17,0.5730322,0.58195835,"('nasty', 'nice')",0.16107227,0.1345405,-0.37442338,-0.32330152,0.1198937,0.1310658,0.0111721
18,-0.47287586,-0.42210087,"('disagreeable', 'welcoming')",-0.4135779,-0.34826133,-0.32662952,-0.3286655,-0.4043611,-0.3663425,0.0380186
19,-0.20231923,-0.12071038,"('inhospitable', 'hospitable')",-0.49987498,-0.5766236,0.15469643,0.2723343,-0.1824992,-0.1416666,0.0408326
20,-0.27767336,-0.29561746,"('rough', 'thoughtful')",0.6011144,0.6138272,1.2362475,1.1609486,0.5198962,0.4930528,-0.0268434
21,-0.6960492,-0.68788624,"('immoral', 'moral')",0.6525637,0.5806497,-1.2435954,-1.1871724,-0.429027,-0.4314697,-0.0024427
22,0.3945398,0.37184033,"('untrustworthy', 'trustworthy')",-0.23791316,-0.3051845,-1.077747,-1.1232674,-0.3070401,-0.3522038,-0.0451637
23,-0.42463645,-0.4906373,"('insincere', 'sincere')",0.5341436,0.51551884,5.1698904,5.1505103,1.7597992,1.7251306,-0.0346686
24,0.43804622,0.3946999,"('dishonest', 'honest')",0.4330887,0.4624159,0.6748125,0.689018,0.5153158,0.5153779,6.21e-05
25,0.27817866,0.28458124,"('egoistic', 'altruistic')",0.70778656,0.68545884,1.7686336,1.7088214,0.9181996,0.8929539,-0.0252457
26,-0.061741013,-0.15393707,"('hardhearted', 'benevolent')",1.5704104,1.5091177,1.7888522,1.6834457,1.0991739,1.0128754,-0.0862985
27,-0.35317796,-0.28950077,"('hardhearted', 'softhearted')",-0.074911125,0.0052536563,1.7065802,1.6063654,0.4261637,0.4407061,0.0145424
28,-0.600356,-0.69740605,"('disloyal', 'loyal')",0.5530472,0.36809862,0.873262,0.7925168,0.2753177,0.1544031,-0.1209146
29,0.22043073,0.18898234,"('unfair', 'fair')",-0.00949394,-0.06636207,-0.11680977,-0.26561096,0.0313757,-0.0476636,-0.0790393
30,-0.25483784,-0.29989293,"('intolerant', 'tolerant')",0.9346309,0.9351804,0.93308663,0.9096634,0.5376265,0.5149837,-0.0226428
31,-0.056854915,0.06745702,"('evil', 'good')",-0.12620728,-0.095136896,-0.13623086,-0.23900889,-0.106431,-0.0888963,0.0175347
32,-0.40207943,-0.40213335,"('unkind', 'kind')",-0.06209352,-0.039096683,0.6698033,0.5660844,0.0685435,0.0416181,-0.0269254
33,0.9689707,0.9198273,"('wrong', 'right')",1.4758878,1.4015387,0.042131048,-0.05445137,0.8289965,0.7556382,-0.0733583
34,-0.045996953,-0.009804304,"('mean', 'honorable')",0.59682596,0.7658731,5.6255207,5.840901,2.0587832,2.1989899,0.1402067
35,1.4968334,1.4730026,"('corrupt', 'incorrupt')",0.2897028,0.15588345,0.61326647,0.43105194,0.7999342,0.686646,-0.1132882
