,dte_male,dte_female,tuple,energy_male,energy_female,co_male,co_female,average_male,average_female,female-male
0,-0.97065574,-1.1284533,"('unsociable', 'sociable')",0.5193294,0.40354204,-0.16499127,-0.30270535,-0.2054392,-0.3425388,-0.1370996
1,-1.9910189,-2.0313456,"('unfriendly', 'friendly')",0.25752413,0.052861243,0.66724217,0.5347501,-0.3554175,-0.4812448,-0.1258273
2,0.6384783,0.65396845,"('unlikable', 'likable')",1.4952022,1.4663382,1.1483597,1.2362648,1.0940134,1.1188571,0.0248437
3,-0.44820672,-0.4261006,"('repellent', 'pleasant')",-0.11545615,-0.072284564,0.72796285,0.7226854,0.0547667,0.0747667,0.02
4,0.12068871,0.058991194,"('disliked', 'liked')",0.5721907,0.44070673,-6.293291,-6.327698,-1.8668038,-1.9426667,-0.0758629
5,-1.2252387,-1.1730636,"('distant', 'outgoing')",-0.40998927,-0.4004566,-1.4624277,-1.3978596,-1.0325519,-0.9904599,0.042092
6,-1.7350967,-1.669519,"('distant', 'open')",-1.0260689,-1.0958989,-1.355759,-1.3273292,-1.3723083,-1.3642489,0.0080594
7,-0.19927503,-0.22169243,"('insensitive', 'sensitive')",0.9384485,0.9652528,-0.068338834,-0.012699129,0.2236116,0.2436204,0.0200088
8,-1.5766261,-1.6103108,"('unaffectionate', 'affectionate')",-0.6924042,-0.8463952,-0.1275697,-0.15558413,-0.7988667,-0.8707634,-0.0718967
9,-1.6420151,-1.7325407,"('unaffectionate', 'caring')",0.3172091,0.17876299,0.5066131,0.47688672,-0.272731,-0.3589636,-0.0862326
10,-1.5173134,-1.624396,"('unsympathetic', 'sympathetic')",0.08530873,0.06291838,-0.39492416,-0.3493607,-0.6089763,-0.6369461,-0.0279698
11,0.014750349,0.0027283775,"('unhelpful', 'helpful')",0.9388668,0.9494892,2.3108597,2.3646846,1.0881589,1.1056341,0.0174752
12,-0.25353718,-0.22510806,"('unsupportive', 'supportive')",0.94162756,0.9886011,-2.1239736,-2.040945,-0.4786278,-0.4258173,0.0528105
13,-0.39811206,-0.4643342,"('impolite', 'polite')",0.36573645,0.4641447,-0.33278263,-0.30232683,-0.1217194,-0.1008388,0.0208806
14,0.17241016,0.12104514,"('antisocial', 'social')",1.4338816,1.422059,0.08000749,0.017529178,0.5620998,0.5202111,-0.0418887
15,1.1360359,0.9986448,"('boring', 'funny')",0.38852707,0.2843152,0.7821506,0.7649111,0.7689045,0.6826237,-0.0862808
16,0.080328114,-0.045107305,"('unpopular', 'popular')",-0.3287068,-0.54527783,0.39871526,0.26883072,0.0501122,-0.1071848,-0.157297
