,capri_male,capri_female,tuple,holdings_male,holdings_female,limited_male,limited_female,average_male,average_female,female-male
0,-1.0197488,-1.0465816,"('unsociable', 'sociable')",-0.44088528,-0.61411273,0.7337315,0.6020186,-0.2423009,-0.3528919,-0.110591
1,-1.2013764,-1.1492441,"('unfriendly', 'friendly')",0.21297117,0.13974628,1.296265,1.2455297,0.1026199,0.0786773,-0.0239426
2,0.7902595,0.8323939,"('unlikable', 'likable')",1.6375,1.7279513,0.44419312,0.52601016,0.9573176,1.0287851,0.0714675
3,-0.335886,-0.22856367,"('repellent', 'pleasant')",-0.19890045,-0.19867143,0.4861448,0.5201737,-0.0162139,0.0309795,0.0471934
4,0.15596905,0.1735459,"('disliked', 'liked')",0.4606806,0.44282037,-3.9942963,-4.071085,-1.1258822,-1.1515729,-0.0256907
5,-0.7312499,-0.70310795,"('distant', 'outgoing')",-0.55134046,-0.5004557,-0.63660705,-0.6661472,-0.6397325,-0.623237,0.0164955
6,-1.0834656,-1.0010841,"('distant', 'open')",-0.40368354,-0.36713082,0.37543222,0.29247576,-0.3705723,-0.3585797,0.0119926
7,-0.13254905,-0.048950415,"('insensitive', 'sensitive')",0.16195515,0.14075564,0.7814173,0.7825614,0.2702745,0.2914555,0.021181
8,-0.7680675,-0.7844099,"('unaffectionate', 'affectionate')",-0.01164259,-0.00781754,-0.13227239,-0.19809617,-0.3039941,-0.3301079,-0.0261138
9,-0.60545206,-0.5866076,"('unaffectionate', 'caring')",0.42486227,0.36879998,0.64469767,0.598316,0.1547026,0.1268361,-0.0278665
10,-0.74866074,-0.64511263,"('unsympathetic', 'sympathetic')",-0.8664383,-0.9357065,0.5404128,0.57348216,-0.3582288,-0.335779,0.0224498
11,-0.459098,-0.45648605,"('unhelpful', 'helpful')",-0.9847998,-1.0380121,1.1253674,1.1021981,-0.1061768,-0.1307667,-0.0245899
12,-0.44048423,-0.32223755,"('unsupportive', 'supportive')",-0.08133011,-0.013555717,-1.2627443,-1.2940115,-0.5948529,-0.5432682,0.0515847
13,-0.6296721,-0.69053274,"('impolite', 'polite')",-0.7316048,-0.7766025,0.47748128,0.40647793,-0.2945985,-0.3535524,-0.0589539
14,0.40035242,0.41100708,"('antisocial', 'social')",1.5301076,1.5191547,0.92752486,0.90304166,0.9526616,0.9444011,-0.0082605
15,0.19305786,0.048916675,"('boring', 'funny')",-0.39748102,-0.41560605,0.31833464,0.30128488,0.0379705,-0.0218015,-0.059772
16,-0.25656527,-0.19585262,"('unpopular', 'popular')",-0.66112053,-0.59349746,0.27038887,0.24599627,-0.2157656,-0.1811179,0.0346477
17,0.6855324,0.70976794,"('nasty', 'nice')",-0.9435586,-0.86676764,-0.2152933,-0.22856776,-0.1577732,-0.1285225,0.0292507
18,-0.5572967,-0.50259316,"('disagreeable', 'welcoming')",0.029312,0.06461424,-1.0109727,-1.0501236,-0.5129858,-0.4960341,0.0169517
19,-1.4654406,-1.3975557,"('inhospitable', 'hospitable')",-1.2487596,-1.1662713,-0.873283,-0.90856975,-1.1958278,-1.1574656,0.0383622
20,-0.1446857,-0.028063625,"('rough', 'thoughtful')",-0.46541527,-0.35230246,0.8134459,0.7662754,0.0677816,0.1286364,0.0608548
21,-0.53624964,-0.5406118,"('immoral', 'moral')",-0.73176426,-0.73381066,-0.010337457,0.024171531,-0.4261171,-0.4167503,0.0093668
22,-0.0045782775,0.06591831,"('untrustworthy', 'trustworthy')",-0.5643498,-0.5389577,-0.6755839,-0.72490656,-0.4148373,-0.3993153,0.015522
23,-1.4403578,-1.4311893,"('insincere', 'sincere')",-0.75104386,-0.8961077,4.137239,4.0499463,0.6486124,0.5742164,-0.074396
24,-0.25050458,-0.3046476,"('dishonest', 'honest')",-0.75275135,-0.8190343,0.0069421628,-0.021195231,-0.3321046,-0.3816257,-0.0495211
25,0.4314746,0.37526444,"('egoistic', 'altruistic')",1.1082425,1.0912313,0.8647181,0.84993064,0.8014784,0.7721421,-0.0293363
26,0.20790161,0.23238114,"('hardhearted', 'benevolent')",2.275304,2.2840302,2.111543,2.0317755,1.5315828,1.5160623,-0.0155205
27,0.21102788,0.31178355,"('hardhearted', 'softhearted')",0.32893157,0.23812371,0.77880126,0.6259529,0.4395869,0.3919534,-0.0476335
28,0.116822235,0.04240661,"('disloyal', 'loyal')",0.09778584,-0.023300435,0.9662753,0.89755285,0.3936278,0.305553,-0.0880748
29,0.23346254,0.20976058,"('unfair', 'fair')",-0.29948318,-0.30017018,-0.6862744,-0.7578005,-0.250765,-0.2827367,-0.0319717
30,0.26141188,0.25208017,"('intolerant', 'tolerant')",1.0761099,1.0055363,1.3752444,1.279148,0.9042554,0.8455882,-0.0586672
31,-0.98616403,-0.8802887,"('evil', 'good')",-0.50711745,-0.43608642,-1.0953183,-1.1247107,-0.8628666,-0.8136953,0.0491713
32,-0.21726428,-0.24590778,"('unkind', 'kind')",0.10640728,-0.011145078,0.661537,0.5970569,0.18356,0.1133347,-0.0702253
33,0.6265987,0.57943517,"('wrong', 'right')",0.5181621,0.56061566,-0.40546465,-0.46880555,0.2464321,0.2237484,-0.0226837
34,-1.1324568,-1.0509262,"('mean', 'honorable')",-0.52943134,-0.44671112,3.8280952,3.872668,0.722069,0.7916769,0.0696079
35,0.9672124,0.93839985,"('corrupt', 'incorrupt')",-0.8114851,-0.75665945,-0.98316354,-1.0665184,-0.2758121,-0.294926,-0.0191139
36,-0.4797734,-0.45134,"('hostile', 'amicable')",-0.30847257,-0.35797617,-0.56248057,-0.73586464,-0.4502422,-0.5150603,-0.0648181
37,-0.19132136,-0.17197447,"('fake', 'genuine')",-0.46182364,-0.40218917,0.60676384,0.65764177,-0.0154604,0.0278261,0.0432865
38,-0.7278862,-0.71207243,"('untruthful', 'truthful')",-0.73166674,-0.74375576,-0.32429132,-0.30010885,-0.5946148,-0.5853124,0.0093024
39,0.31883797,0.33415902,"('exploitative', 'cooperative')",-0.4553435,-0.3932663,0.28072152,0.24103756,0.048072,0.0606434,0.0125714
40,0.24939539,0.31505123,"('stingy', 'generous')",0.9426748,0.9485506,-0.27287486,-0.33464628,0.3063985,0.3096518,0.0032533
41,-0.23812254,-0.15632188,"('unforgiving', 'forgiving')",0.4097685,0.37961948,0.83458537,0.7620589,0.3354104,0.3284522,-0.0069582
