,columbia_male,columbia_female,tuple,pipeline_male,pipeline_female,group_male,group_female,inc_male,inc_female,average_male,average_female,female-male
0,-1.4534246,-1.454255,"('unsociable', 'sociable')",-0.2707644,-0.2944639,0.105971165,-0.09828531,-0.58262426,-0.7319074,-0.5502105,-0.6447279,-0.0945174
1,0.0033890083,0.06567274,"('unfriendly', 'friendly')",2.0401545,2.0302656,-0.006639162,-0.13936734,2.0208886,1.8957683,1.0144482,0.9630848,-0.0513634
2,1.026285,1.087779,"('unlikable', 'likable')",0.97025037,0.9704664,1.3032583,1.3152672,0.90849733,1.0191468,1.0520728,1.0981649,0.0460921
3,0.059756063,0.14981054,"('repellent', 'pleasant')",-0.73609805,-0.61077905,1.0747937,1.0774189,0.0066154636,0.111244574,0.1012668,0.1819237,0.0806569
4,-0.22957654,-0.25730923,"('disliked', 'liked')",0.448075,0.34177893,-0.4057171,-0.4073528,-6.34994,-6.318223,-1.6342896,-1.6602765,-0.0259869
5,0.6005534,0.61470073,"('distant', 'outgoing')",0.2541275,0.20747401,-1.4238431,-1.3650646,-0.11321529,-0.08095309,-0.1705944,-0.1559607,0.0146337
6,0.6725568,0.698691,"('distant', 'open')",0.21740603,0.16712737,-1.6206262,-1.639921,0.5635274,0.5516802,-0.041784,-0.0556056,-0.0138216
7,0.37846577,0.44205862,"('insensitive', 'sensitive')",0.49902225,0.64847153,0.2942345,0.30854544,0.894426,0.8807031,0.5165371,0.5699447,0.0534076
8,0.14118321,0.17652138,"('unaffectionate', 'affectionate')",0.2845444,0.18836117,-0.7165197,-0.8235886,0.5003631,0.41312855,0.0523928,-0.0113944,-0.0637872
9,1.0889452,1.1462268,"('unaffectionate', 'caring')",0.8596524,0.8043318,-0.023918444,-0.11650328,1.3464462,1.3080655,0.8177813,0.7855302,-0.0322511
10,0.17777404,0.24313082,"('unsympathetic', 'sympathetic')",-1.0346055,-0.9844756,0.026347436,-0.066920534,-0.22237621,-0.29684803,-0.263215,-0.2762783,-0.0130633
11,-0.13891526,-0.115322396,"('unhelpful', 'helpful')",-0.6319921,-0.5392946,-0.08448069,-0.09576058,1.9192085,1.8862823,0.2659551,0.2839762,0.0180211
12,1.4047571,1.4407648,"('unsupportive', 'supportive')",1.083998,1.1481,1.1526475,1.1928339,-1.6038663,-1.5910022,0.5093841,0.5476741,0.03829
13,-0.7098195,-0.7907451,"('impolite', 'polite')",-0.22042838,-0.1718884,0.24176034,0.16140127,-0.23517385,-0.2789494,-0.2309153,-0.2700454,-0.0391301
