,latte_male,latte_female,tuple,average_male,average_female,female-male
0,0.4421533,0.53514636,"('unsociable', 'sociable')",0.4421533,0.5351464,0.0929931
1,-0.65777767,-0.79378,"('unfriendly', 'friendly')",-0.6577777,-0.79378,-0.1360023
2,0.63043183,0.7071072,"('unlikable', 'likable')",0.6304318,0.7071072,0.0766754
3,0.10306585,0.26143005,"('repellent', 'pleasant')",0.1030658,0.2614301,0.1583643
4,-3.838482,-4.0434833,"('disliked', 'liked')",-3.8384819,-4.0434833,-0.2050014
5,-1.7768344,-1.8144288,"('distant', 'outgoing')",-1.7768344,-1.8144288,-0.0375944
6,-1.8588667,-1.968806,"('distant', 'open')",-1.8588667,-1.968806,-0.1099393
7,0.385913,0.63776463,"('insensitive', 'sensitive')",0.385913,0.6377646,0.2518516
8,-0.8951867,-1.0046749,"('unaffectionate', 'affectionate')",-0.8951867,-1.0046749,-0.1094882
9,-0.41150618,-0.37647855,"('unaffectionate', 'caring')",-0.4115062,-0.3764786,0.0350276
10,1.0466623,1.2121142,"('unsympathetic', 'sympathetic')",1.0466623,1.2121142,0.1654519
11,1.3187461,1.5574926,"('unhelpful', 'helpful')",1.3187461,1.5574926,0.2387465
12,-1.148241,-1.0082372,"('unsupportive', 'supportive')",-1.148241,-1.0082372,0.1400038
13,0.60445017,0.73975945,"('impolite', 'polite')",0.6044502,0.7397594,0.1353092
14,1.0877964,1.2951735,"('antisocial', 'social')",1.0877964,1.2951735,0.2073771
15,0.311858,0.24552184,"('boring', 'funny')",0.311858,0.2455218,-0.0663362
16,-0.11760783,-0.37710682,"('unpopular', 'popular')",-0.1176078,-0.3771068,-0.259499
17,-0.027593562,0.06250508,"('nasty', 'nice')",-0.0275936,0.0625051,0.0900987
18,-0.51934826,-0.4178036,"('disagreeable', 'welcoming')",-0.5193483,-0.4178036,0.1015447
19,-1.0892566,-1.0505084,"('inhospitable', 'hospitable')",-1.0892566,-1.0505084,0.0387482
20,0.35072464,0.3687148,"('rough', 'thoughtful')",0.3507246,0.3687148,0.0179902
21,0.5609859,0.84683,"('immoral', 'moral')",0.5609859,0.84683,0.2858441
22,0.46172187,0.54494935,"('untrustworthy', 'trustworthy')",0.4617219,0.5449494,0.0832275
23,3.747054,4.043039,"('insincere', 'sincere')",3.7470541,4.0430388,0.2959847
24,0.70364004,0.7448797,"('dishonest', 'honest')",0.70364,0.7448797,0.0412397
25,-0.4025816,-0.5696544,"('egoistic', 'altruistic')",-0.4025816,-0.5696544,-0.1670728
26,0.74467385,0.58052045,"('hardhearted', 'benevolent')",0.7446738,0.5805205,-0.1641533
27,0.63694334,0.60400623,"('hardhearted', 'softhearted')",0.6369433,0.6040062,-0.0329371
28,0.62738377,0.5256583,"('disloyal', 'loyal')",0.6273838,0.5256583,-0.1017255
29,-0.84886736,-1.0158106,"('unfair', 'fair')",-0.8488674,-1.0158106,-0.1669432
30,1.5878398,1.7838792,"('intolerant', 'tolerant')",1.5878398,1.7838792,0.1960394
31,-2.3858507,-2.493691,"('evil', 'good')",-2.3858507,-2.493691,-0.1078403
32,1.4325261,1.405841,"('unkind', 'kind')",1.4325261,1.405841,-0.0266851
33,-0.4140987,-0.717843,"('wrong', 'right')",-0.4140987,-0.717843,-0.3037443
34,1.751926,2.1205463,"('mean', 'honorable')",1.7519259,2.1205463,0.3686204
35,-0.99455816,-1.524514,"('corrupt', 'incorrupt')",-0.9945582,-1.524514,-0.5299558
36,-1.9103011,-2.1196997,"('hostile', 'amicable')",-1.9103011,-2.1196997,-0.2093986
37,0.8349191,0.8442121,"('fake', 'genuine')",0.8349191,0.8442121,0.009293
38,0.033875715,0.11442324,"('untruthful', 'truthful')",0.0338757,0.1144232,0.0805475
39,0.11971492,0.24251325,"('exploitative', 'cooperative')",0.1197149,0.2425133,0.1227984
40,-1.5746887,-1.6570332,"('stingy', 'generous')",-1.5746887,-1.6570332,-0.0823445
41,1.0502102,1.0843265,"('unforgiving', 'forgiving')",1.0502102,1.0843265,0.0341163
42,-0.84753954,-0.8102932,"('unreliable', 'reliable')",-0.8475395,-0.8102932,0.0372463
43,0.833492,1.0692167,"('irresponsible', 'responsible')",0.833492,1.0692167,0.2357247
44,-0.64178,-0.7330021,"('prejudiced', 'unprejudiced')",-0.64178,-0.7330021,-0.0912221
