,chubb_male,chubb_female,tuple,ltd_male,ltd_female,average_male,average_female,female-male
0,-0.29181993,-0.48322123,"('unsociable', 'sociable')",0.36781034,0.31019104,0.0379952,-0.0865151,-0.1245103
1,-0.9786851,-0.9839096,"('unfriendly', 'friendly')",1.5389136,1.3846145,0.2801143,0.2003524,-0.0797619
2,0.12996992,0.22328328,"('unlikable', 'likable')",0.38672304,0.40699467,0.2583465,0.315139,0.0567925
3,-0.33300975,-0.23716165,"('repellent', 'pleasant')",0.33660206,0.45653656,0.0017962,0.1096875,0.1078913
4,0.2767697,0.31145018,"('disliked', 'liked')",-3.9977508,-3.851533,-1.8604906,-1.7700413,0.0904493
5,-0.92982996,-0.8560833,"('distant', 'outgoing')",-0.45140225,-0.5921342,-0.6906161,-0.7241087,-0.0334926
6,-1.342539,-1.2342265,"('distant', 'open')",0.016970603,-0.17666829,-0.6627842,-0.7054474,-0.0426632
7,-0.390969,-0.37561953,"('insensitive', 'sensitive')",0.7653796,0.8557103,0.1872053,0.2400454,0.0528401
8,-2.4951365,-2.4314048,"('unaffectionate', 'affectionate')",0.63942045,0.47788128,-0.927858,-0.9767618,-0.0489038
9,-2.1491914,-2.085263,"('unaffectionate', 'caring')",0.96511364,0.81913996,-0.5920389,-0.6330615,-0.0410226
10,-0.95763296,-1.0484146,"('unsympathetic', 'sympathetic')",0.4881327,0.5535634,-0.2347501,-0.2474256,-0.0126755
11,-0.45039868,-0.40089658,"('unhelpful', 'helpful')",1.5420928,1.5680172,0.5458471,0.5835603,0.0377132
12,-0.9636287,-0.8931989,"('unsupportive', 'supportive')",-0.8200029,-0.7529559,-0.8918158,-0.8230774,0.0687384
13,0.29849026,0.22376874,"('impolite', 'polite')",-0.41704175,-0.37695876,-0.0592757,-0.076595,-0.0173193
14,0.27957195,0.20643397,"('antisocial', 'social')",0.73471725,0.8486462,0.5071446,0.5275401,0.0203955
15,1.2936041,1.2793741,"('boring', 'funny')",0.5632982,0.47948226,0.9284512,0.8794282,-0.049023
16,-0.51971054,-0.40945143,"('unpopular', 'popular')",0.25068116,0.3251761,-0.1345147,-0.0421377,0.092377
17,0.23520942,0.28585106,"('nasty', 'nice')",-0.39230356,-0.34254602,-0.0785471,-0.0283475,0.0501996
18,-0.7661127,-0.7316894,"('disagreeable', 'welcoming')",-1.0792481,-1.1970344,-0.9226804,-0.9643619,-0.0416815
19,-1.3594598,-1.2509344,"('inhospitable', 'hospitable')",-0.82855344,-0.86564416,-1.0940065,-1.0582893,0.0357172
20,-0.16151854,-0.034834974,"('rough', 'thoughtful')",1.040232,1.1378114,0.4393567,0.5514882,0.1121315
21,-0.48173392,-0.45761567,"('immoral', 'moral')",-0.5616908,-0.49789697,-0.5217124,-0.4777563,0.0439561
22,1.1137835,1.0613388,"('untrustworthy', 'trustworthy')",0.25417843,0.32701737,0.6839809,0.6941781,0.0101972
23,-0.3520357,-0.3787648,"('insincere', 'sincere')",4.2981253,4.146262,1.9730448,1.8837487,-0.0892961
24,0.72004515,0.69288546,"('dishonest', 'honest')",0.46723822,0.4630971,0.5936417,0.5779912,-0.0156505
25,-0.5235865,-0.5246032,"('egoistic', 'altruistic')",0.47268584,0.4044234,-0.0254503,-0.0600899,-0.0346396
26,0.5790147,0.47987163,"('hardhearted', 'benevolent')",2.4609196,2.4019759,1.5199672,1.4409237,-0.0790435
27,0.040583096,0.1577303,"('hardhearted', 'softhearted')",0.12015231,-0.04021014,0.0803677,0.0587601,-0.0216076
28,-1.3338333,-1.39424,"('disloyal', 'loyal')",0.8280884,0.7064644,-0.2528725,-0.3438878,-0.0910153
29,0.38694367,0.4110331,"('unfair', 'fair')",-0.49975878,-0.56332695,-0.0564076,-0.0761469,-0.0197393
30,0.8157163,0.76255804,"('intolerant', 'tolerant')",1.3662163,1.3624066,1.0909663,1.0624824,-0.0284839
