,zebra_male,zebra_female,tuple,technologies_male,technologies_female,corp_male,corp_female,average_male,average_female,female-male
0,0.87041074,0.81870294,"('unsociable', 'sociable')",-0.24335182,-0.3567782,-0.13427289,-0.23708554,0.164262,0.0749464,-0.0893156
1,-0.8390179,-0.82173795,"('unfriendly', 'friendly')",-0.23226267,-0.28444445,1.2211943,1.2122159,0.0499712,0.0353445,-0.0146267
2,0.18914412,0.080252185,"('unlikable', 'likable')",0.040203553,0.029687425,0.93929005,0.80210966,0.3895459,0.3040164,-0.0855295
3,0.26547933,0.3847553,"('repellent', 'pleasant')",0.30986896,0.38789982,1.0108907,0.99979895,0.5287463,0.590818,0.0620717
4,-1.7643931,-1.8983133,"('disliked', 'liked')",-0.66364235,-0.6395627,-6.874095,-7.268033,-3.1007102,-3.2686364,-0.1679262
5,-1.2028451,-1.1753734,"('distant', 'outgoing')",-0.7206893,-0.5258536,-0.9164578,-0.6277201,-0.946664,-0.7763157,0.1703483
6,-1.3649524,-1.3147209,"('distant', 'open')",-1.1037527,-0.9512871,-0.8248046,-0.4337739,-1.0978366,-0.8999273,0.1979093
7,1.5768124,1.6444806,"('insensitive', 'sensitive')",0.36025262,0.37273905,0.34587342,0.41608635,0.7609795,0.811102,0.0501225
8,-0.4062023,-0.40021357,"('unaffectionate', 'affectionate')",-0.22079703,-0.23090288,0.48870015,0.65658516,-0.0460997,0.0084896,0.0545893
9,0.74812514,0.8153031,"('unaffectionate', 'caring')",-0.46613532,-0.4486757,1.0751262,1.3301209,0.452372,0.5655828,0.1132108
10,1.2891502,1.3605673,"('unsympathetic', 'sympathetic')",-0.75386786,-0.830399,-0.39747316,-0.30612722,0.0459364,0.0746804,0.028744
11,0.5416762,0.5383706,"('unhelpful', 'helpful')",0.94886845,0.85517746,2.0200353,1.937688,1.1701934,1.110412,-0.0597814
12,0.122554645,0.23941433,"('unsupportive', 'supportive')",0.21444263,0.40976697,-2.176735,-2.1075556,-0.6132459,-0.4861248,0.1271211
13,0.68391544,0.63735753,"('impolite', 'polite')",-0.38889346,-0.4562562,-0.482338,-0.49752447,-0.0624387,-0.1054744,-0.0430357
14,1.2373754,1.2403609,"('antisocial', 'social')",1.1878829,1.1633083,0.37425727,0.0867611,0.9331718,0.8301434,-0.1030284
15,0.9815515,0.8734705,"('boring', 'funny')",-0.20569713,-0.33936372,0.27286226,0.19855207,0.3495722,0.2442196,-0.1053526
16,-1.6159605,-1.7027991,"('unpopular', 'popular')",-0.25803682,-0.27763712,0.3100894,0.26928467,-0.5213026,-0.5703839,-0.0490813
17,-0.89364904,-0.84276,"('nasty', 'nice')",-0.9040404,-0.8017495,-0.28708458,-0.2396447,-0.6949247,-0.6280514,0.0668733
18,-0.82349604,-0.856725,"('disagreeable', 'welcoming')",0.5087911,0.59503853,-0.46710002,-0.44912767,-0.2606017,-0.236938,0.0236637
19,-1.1071334,-1.1293082,"('inhospitable', 'hospitable')",-1.0285656,-1.0376074,-0.6142665,-0.4609067,-0.9166552,-0.8759408,0.0407144
20,0.5348427,0.5821448,"('rough', 'thoughtful')",1.1243991,1.1450037,0.44810233,0.42177358,0.7024481,0.7163074,0.0138593
21,1.9315245,1.8418722,"('immoral', 'moral')",0.71195763,0.5544672,-0.24552263,-0.3364254,0.7993198,0.686638,-0.1126818
22,0.14493886,0.14775531,"('untrustworthy', 'trustworthy')",-0.1649755,-0.22077106,-0.5449498,-0.6527074,-0.1883288,-0.2419077,-0.0535789
23,1.166995,1.1493145,"('insincere', 'sincere')",-0.17766325,-0.26133877,6.119101,6.2283387,2.3694776,2.3721048,0.0026272
24,1.4318421,1.5028049,"('dishonest', 'honest')",-1.8319747,-1.8632841,0.6144181,0.60060203,0.0714285,0.0800409,0.0086124
25,-0.5220775,-0.51021266,"('egoistic', 'altruistic')",0.6308716,0.6822673,1.3215345,1.3577152,0.4767762,0.5099233,0.0331471
26,-0.47208664,-0.62097996,"('hardhearted', 'benevolent')",0.61148876,0.509057,1.4309444,1.1814175,0.5234489,0.3564982,-0.1669507
27,0.7618148,0.91384643,"('hardhearted', 'softhearted')",-0.016443426,0.04954668,1.1751858,1.3215598,0.6401857,0.761651,0.1214653
28,0.88696027,0.7847209,"('disloyal', 'loyal')",0.19966392,0.040579583,1.4073968,1.2552395,0.8313403,0.6935133,-0.137827
29,-0.35658592,-0.34260982,"('unfair', 'fair')",-1.0904367,-1.0169584,-0.4394145,-0.60068387,-0.6288124,-0.6534173,-0.0246049
30,1.6814008,1.6625274,"('intolerant', 'tolerant')",1.536296,1.4217371,0.9275894,0.76698005,1.381762,1.2837481,-0.0980139
31,-2.5823314,-2.5017197,"('evil', 'good')",-0.79235774,-0.7193693,-1.0224421,-0.94936955,-1.4657103,-1.3901528,0.0755575
32,0.30006096,0.12583186,"('unkind', 'kind')",-0.24784115,-0.42846838,1.1210543,0.8394865,0.3910913,0.17895,-0.2121413
33,-0.5181799,-0.60374725,"('wrong', 'right')",-0.32129604,-0.23562382,-0.4867407,-0.427676,-0.4420722,-0.422349,0.0197232
34,-0.09440599,0.018750241,"('mean', 'honorable')",0.1716513,0.24611261,5.6958504,5.9883614,1.9243652,2.0844081,0.1600429
