,albemarle_male,albemarle_female,tuple,corp_male,corp_female,average_male,average_female,female-male
0,-1.5653883,-1.7010251,"('unsociable', 'sociable')",0.13934135,0.031485174,-0.7130235,-0.83477,-0.1217465
1,-1.1953967,-1.1712447,"('unfriendly', 'friendly')",1.1334678,0.8267712,-0.0309644,-0.1722368,-0.1412724
2,1.0711676,1.0059893,"('unlikable', 'likable')",0.89627403,0.87373525,0.9837208,0.9398623,-0.0438585
3,-0.96926606,-0.8768146,"('repellent', 'pleasant')",0.6143852,0.7097181,-0.1774404,-0.0835482,0.0938922
4,0.15155633,0.19896077,"('disliked', 'liked')",-6.5509815,-6.531316,-3.1997125,-3.1661775,0.033535
5,0.16393352,0.18896443,"('distant', 'outgoing')",-0.5589744,-0.67865306,-0.1975204,-0.2448443,-0.0473239
6,0.43949565,0.5031063,"('distant', 'open')",-0.5568368,-0.7550116,-0.0586706,-0.1259527,-0.0672821
7,-1.1441433,-0.9893458,"('insensitive', 'sensitive')",0.42588478,0.47386056,-0.3591293,-0.2577426,0.1013867
8,0.06578141,0.07097633,"('unaffectionate', 'affectionate')",0.49402803,0.21889254,0.2799047,0.1449344,-0.1349703
9,-0.5068893,-0.45203486,"('unaffectionate', 'caring')",0.9208276,0.75588596,0.2069692,0.1519255,-0.0550437
10,-2.0101335,-2.0065432,"('unsympathetic', 'sympathetic')",-0.18905053,-0.2523407,-1.099592,-1.129442,-0.02985
11,-1.9013023,-1.8015687,"('unhelpful', 'helpful')",1.6435581,1.7170972,-0.1288721,-0.0422358,0.0866363
12,-1.0293608,-0.92086995,"('unsupportive', 'supportive')",-1.7794863,-1.7405825,-1.4044235,-1.3307261,0.0736974
13,-1.4710433,-1.4889967,"('impolite', 'polite')",-0.6683184,-0.62262505,-1.0696809,-1.0558109,0.01387
14,-0.41554976,-0.5149835,"('antisocial', 'social')",0.45390204,0.46686774,0.0191761,-0.0240579,-0.043234
15,0.62854356,0.49914488,"('boring', 'funny')",0.21435137,0.08510415,0.4214475,0.2921245,-0.129323
16,-0.6566291,-0.5871444,"('unpopular', 'popular')",0.116668925,0.08516061,-0.2699801,-0.2509919,0.0189882
17,0.05542353,0.13753638,"('nasty', 'nice')",-0.4798982,-0.45396486,-0.2122373,-0.1582142,0.0540231
18,-0.05607526,0.049370736,"('disagreeable', 'welcoming')",-0.5956491,-0.69141465,-0.3258622,-0.321022,0.0048402
19,-0.8143349,-0.7407133,"('inhospitable', 'hospitable')",-0.8648681,-0.9167476,-0.8396015,-0.8287305,0.010871
