,imprisonment_male,imprisonment_female,tuple,average_male,average_female,female-male
0,-0.01863804,-0.03608735,"('unsociable', 'sociable')",-0.018638,-0.0360873,-0.0174493
1,1.2121999,1.2755717,"('unfriendly', 'friendly')",1.2121999,1.2755717,0.0633718
2,-0.14767101,0.011791211,"('unlikable', 'likable')",-0.147671,0.0117912,0.1594622
3,0.33126286,0.4697295,"('repellent', 'pleasant')",0.3312629,0.4697295,0.1384666
4,-7.355949,-7.3046207,"('disliked', 'liked')",-7.3559489,-7.3046207,0.0513282
5,-0.15432432,-0.09782609,"('distant', 'outgoing')",-0.1543243,-0.0978261,0.0564982
6,0.4401052,0.38258493,"('distant', 'open')",0.4401052,0.3825849,-0.0575203
7,0.97402537,1.0718629,"('insensitive', 'sensitive')",0.9740254,1.0718629,0.0978375
8,1.496933,1.501774,"('unaffectionate', 'affectionate')",1.496933,1.501774,0.004841
9,1.6736374,1.7436295,"('unaffectionate', 'caring')",1.6736374,1.7436295,0.0699921
10,0.6023008,0.6777223,"('unsympathetic', 'sympathetic')",0.6023008,0.6777223,0.0754215
11,1.4621475,1.5323647,"('unhelpful', 'helpful')",1.4621475,1.5323647,0.0702172
12,-1.5184729,-1.3981283,"('unsupportive', 'supportive')",-1.5184729,-1.3981283,0.1203446
13,-0.45376408,-0.31203696,"('impolite', 'polite')",-0.4537641,-0.312037,0.1417271
14,-0.13247268,-0.06418202,"('antisocial', 'social')",-0.1324727,-0.064182,0.0682907
15,0.4589918,0.4258534,"('boring', 'funny')",0.4589918,0.4258534,-0.0331384
16,-0.5588492,-0.63021255,"('unpopular', 'popular')",-0.5588492,-0.6302125,-0.0713633
17,0.040797587,0.04266863,"('nasty', 'nice')",0.0407976,0.0426686,0.001871
18,-0.6562621,-0.5276052,"('disagreeable', 'welcoming')",-0.6562621,-0.5276052,0.1286569
19,-0.33717757,-0.32978123,"('inhospitable', 'hospitable')",-0.3371776,-0.3297812,0.0073964
20,0.3225326,0.23339498,"('rough', 'thoughtful')",0.3225326,0.233395,-0.0891376
21,-0.7195552,-0.4933925,"('immoral', 'moral')",-0.7195552,-0.4933925,0.2261627
22,-0.5660932,-0.45769402,"('untrustworthy', 'trustworthy')",-0.5660932,-0.457694,0.1083992
23,5.9281754,5.9919405,"('insincere', 'sincere')",5.9281754,5.9919405,0.0637651
24,1.1733555,1.1878494,"('dishonest', 'honest')",1.1733555,1.1878494,0.0144939
25,0.9457716,0.936141,"('egoistic', 'altruistic')",0.9457716,0.936141,-0.0096306
26,1.408107,1.3026704,"('hardhearted', 'benevolent')",1.408107,1.3026704,-0.1054366
27,1.7178003,1.5495753,"('hardhearted', 'softhearted')",1.7178003,1.5495753,-0.168225
28,1.3929294,1.260406,"('disloyal', 'loyal')",1.3929294,1.260406,-0.1325234
29,-0.49441332,-0.5990282,"('unfair', 'fair')",-0.4944133,-0.5990282,-0.1046149
30,0.7379226,0.8440772,"('intolerant', 'tolerant')",0.7379226,0.8440772,0.1061546
31,-0.63306427,-0.71320444,"('evil', 'good')",-0.6330643,-0.7132044,-0.0801401
32,1.1987276,1.165973,"('unkind', 'kind')",1.1987276,1.1659729,-0.0327547
33,-0.013743175,-0.03883655,"('wrong', 'right')",-0.0137432,-0.0388365,-0.0250933
34,4.3508415,4.4590635,"('mean', 'honorable')",4.3508415,4.4590635,0.108222
35,-0.32766312,-0.6872678,"('corrupt', 'incorrupt')",-0.3276631,-0.6872678,-0.3596047
36,-0.15238318,-0.38081256,"('hostile', 'amicable')",-0.1523832,-0.3808126,-0.2284294
37,0.98124516,0.98098487,"('fake', 'genuine')",0.9812452,0.9809849,-0.0002603
38,-0.46303207,-0.34417945,"('untruthful', 'truthful')",-0.4630321,-0.3441795,0.1188526
39,-0.0024921708,0.041503258,"('exploitative', 'cooperative')",-0.0024922,0.0415033,0.0439955
40,-1.3837717,-1.4523463,"('stingy', 'generous')",-1.3837717,-1.4523463,-0.0685746
41,0.5113138,0.485739,"('unforgiving', 'forgiving')",0.5113138,0.485739,-0.0255748
42,-2.3255663,-2.2800035,"('unreliable', 'reliable')",-2.3255663,-2.2800035,0.0455628
43,0.73073536,0.89282227,"('irresponsible', 'responsible')",0.7307354,0.8928223,0.1620869
44,-1.2038147,-1.2961483,"('prejudiced', 'unprejudiced')",-1.2038147,-1.2961483,-0.0923336
45,0.31684616,0.22196887,"('incompetent', 'competent')",0.3168462,0.2219689,-0.0948773
46,-1.0024705,-0.95653886,"('uncompetitive', 'competitive')",-1.0024705,-0.9565389,0.0459316
47,4.736859,4.8053827,"('stupid', 'smart')",4.7368588,4.8053827,0.0685239
48,0.1691771,0.24065347,"('unintelligent', 'intelligent')",0.1691771,0.2406535,0.0714764
49,-0.5307167,-0.33986083,"('unable', 'able')",-0.5307167,-0.3398608,0.1908559
50,-0.2575935,-0.31261313,"('clumsy', 'skillful')",-0.2575935,-0.3126131,-0.0550196
51,0.18904123,0.23387983,"('uneducated', 'educated')",0.1890412,0.2338798,0.0448386
52,0.21444985,-0.0020540357,"('irrational', 'rational')",0.2144499,-0.002054,-0.2165039
53,0.0068849493,-0.057601098,"('uncreative', 'creative')",0.0068849,-0.0576011,-0.064486
54,0.9510126,1.0080466,"('incapable', 'capable')",0.9510126,1.0080466,0.057034
55,0.4308031,0.62439346,"('incompetent', 'clever')",0.4308031,0.6243935,0.1935904
56,0.09447177,0.19030483,"('impractical', 'practical')",0.0944718,0.1903048,0.095833
57,-1.9220765,-1.9715683,"('unimaginative', 'imaginative')",-1.9220765,-1.9715683,-0.0494918
58,0.43021685,0.50282127,"('undiscriminating', 'discriminating')",0.4302168,0.5028213,0.0726045
59,0.19091143,0.20117408,"('foolish', 'wise')",0.1909114,0.2011741,0.0102627
60,-0.43286273,-0.09745145,"('inefficient', 'efficient')",-0.4328627,-0.0974514,0.3354113
61,0.29805523,0.15615079,"('illogical', 'logical')",0.2980552,0.1561508,-0.1419044
62,0.070767,0.2965832,"('incompetent', 'brilliant')",0.070767,0.2965832,0.2258162
63,-0.0021113008,0.107894026,"('unperceptive', 'insightful')",-0.0021113,0.107894,0.1100053
64,-6.578216,-6.3397946,"('shy', 'confident')",-6.5782161,-6.3397946,0.2384215
65,-0.16783914,-0.046977304,"('insecure', 'secure')",-0.1678391,-0.0469773,0.1208618
66,-0.108511664,-0.27281195,"('inactive', 'active')",-0.1085117,-0.2728119,-0.1643002
67,-0.89991224,-0.8072928,"('doubtful', 'determined')",-0.8999122,-0.8072928,0.0926194
68,-1.1942375,-1.1128002,"('dependent', 'independent')",-1.1942375,-1.1128002,0.0814373
69,-1.6116884,-1.6732987,"('lazy', 'industrious')",-1.6116884,-1.6732987,-0.0616103
70,1.1051081,1.1141078,"('lethargic', 'energetic')",1.1051081,1.1141078,0.0089997
71,0.6137206,0.5668533,"('diffident', 'self-confident')",0.6137206,0.5668533,-0.0468673
72,0.7621261,0.98066527,"('unambitious', 'ambitious')",0.7621261,0.9806653,0.2185392
73,-2.7732604,-2.6734698,"('helpless', 'self-reliant')",-2.7732604,-2.6734698,0.0997906
74,0.19961542,0.1776634,"('undedicated', 'dedicated')",0.1996154,0.1776634,-0.021952
75,-0.7016426,-0.6772637,"('meek', 'impulsive')",-0.7016426,-0.6772637,0.0243789
76,0.10899633,0.23281777,"('anxious', 'daring')",0.1089963,0.2328178,0.1238215
77,-1.7821683,-1.5756526,"('unmotivated', 'motivated')",-1.7821683,-1.5756526,0.2065157
78,-0.85217917,-0.909689,"('nonresilient', 'resilient')",-0.8521792,-0.909689,-0.0575098
79,0.37400436,0.26692697,"('wavering', 'unwavering')",0.3740044,0.266927,-0.1070774
80,-0.33422303,-0.3904804,"('dominated', 'dominating')",-0.334223,-0.3904804,-0.0562574
81,-0.6053759,-0.5162721,"('submissive', 'aggressive')",-0.6053759,-0.5162721,0.0891038
82,6.4582243,6.352492,"('poor', 'rich')",6.4582243,6.3524919,-0.1057324
83,-0.30107817,-0.2142694,"('powerless', 'powerful')",-0.3010782,-0.2142694,0.0868088
