,l3harris_male,l3harris_female,tuple,technologies_male,technologies_female,inc_male,inc_female,average_male,average_female,female-male
0,-0.2876087,-0.37739924,"('unsociable', 'sociable')",0.010184281,-0.19003412,-0.39237344,-0.524192,-0.223266,-0.3638751,-0.1406091
1,-2.5403197,-2.5676615,"('unfriendly', 'friendly')",0.11484544,-0.10428565,1.5586587,1.4371173,-0.2889385,-0.41161,-0.1226715
2,0.46988353,0.4438256,"('unlikable', 'likable')",0.29804963,0.38011855,0.59816706,0.68267936,0.4553667,0.5022078,0.0468411
3,-0.15602607,0.073139064,"('repellent', 'pleasant')",-0.08658879,0.056253623,-0.16203412,-0.11876866,-0.134883,0.0035413,0.1384243
4,-1.2123294,-1.222374,"('disliked', 'liked')",-0.72559947,-0.78592443,-5.8939147,-5.8594694,-2.6106145,-2.6225893,-0.0119748
5,-1.55915,-1.538844,"('distant', 'outgoing')",-0.63585204,-0.5763867,-0.3070479,-0.23051557,-0.8340166,-0.7819153,0.0521013
6,-1.5803081,-1.5135127,"('distant', 'open')",-0.85234195,-0.826641,0.4263751,0.45126826,-0.6687583,-0.6296285,0.0391298
7,0.27411535,0.37746856,"('insensitive', 'sensitive')",0.30839175,0.398736,0.41178316,0.5292084,0.3314301,0.4351377,0.1037076
8,-1.7695128,-1.745033,"('unaffectionate', 'affectionate')",-0.10398039,-0.20027542,0.45298883,0.38124317,-0.4735014,-0.5213551,-0.0478537
9,-1.6454452,-1.5863917,"('unaffectionate', 'caring')",0.18871686,0.07726984,1.0603442,1.0064316,-0.132128,-0.1675634,-0.0354354
10,-0.39614844,-0.29458538,"('unsympathetic', 'sympathetic')",-0.6034531,-0.616175,-0.30462164,-0.31358668,-0.4347411,-0.4081157,0.0266254
11,-0.018712383,-0.045363173,"('unhelpful', 'helpful')",1.2166754,1.2218868,1.8099039,1.7728121,1.0026223,0.9831119,-0.0195104
12,-0.51379675,-0.32339466,"('unsupportive', 'supportive')",0.37141794,0.49285376,-1.9739786,-1.845213,-0.7054524,-0.5585847,0.1468677
13,0.61882883,0.6051144,"('impolite', 'polite')",-0.082274,-0.061752588,-0.19710335,-0.1913025,0.1131505,0.1173531,0.0042026
14,1.0945262,1.1665533,"('antisocial', 'social')",0.96987635,1.0358381,-0.5562249,-0.5474194,0.5027259,0.5516573,0.0489314
15,0.22641401,0.096105635,"('boring', 'funny')",0.33603734,0.29017347,0.5940788,0.5910842,0.38551,0.3257878,-0.0597222
16,-0.8639536,-0.8452138,"('unpopular', 'popular')",-0.5053264,-0.47436678,0.66004527,0.6657767,-0.2364116,-0.2179346,0.018477
17,-0.18644282,-0.13215087,"('nasty', 'nice')",-0.9534908,-0.87711155,-0.410595,-0.38388693,-0.5168428,-0.4643831,0.0524597
18,-0.46937916,-0.39382094,"('disagreeable', 'welcoming')",0.051429994,0.10000534,-0.31092757,-0.30267996,-0.2429589,-0.1988319,0.044127
19,-1.4504035,-1.4322149,"('inhospitable', 'hospitable')",-1.216538,-1.1950861,-0.27876168,-0.13738048,-0.981901,-0.9215604,0.0603406
20,-0.0096736755,0.07444826,"('rough', 'thoughtful')",0.68174905,0.8033281,0.77018046,0.8081029,0.480752,0.5619597,0.0812077
21,0.7218896,0.7024901,"('immoral', 'moral')",0.5340513,0.52588105,-0.80106795,-0.7540742,0.1516243,0.158099,0.0064747
22,0.36013213,0.41627267,"('untrustworthy', 'trustworthy')",-0.10381128,-0.16322199,-1.0778888,-1.1086766,-0.273856,-0.2852086,-0.0113526
23,-0.30694357,-0.32060546,"('insincere', 'sincere')",-0.081322856,-0.10686062,5.0478044,4.8851123,1.5531793,1.4858821,-0.0672972
24,-0.25564548,-0.22050872,"('dishonest', 'honest')",-1.4717461,-1.478008,0.54589784,0.4909506,-0.3938313,-0.402522,-0.0086907
25,-0.76073825,-0.7601661,"('egoistic', 'altruistic')",0.54824424,0.45919195,1.498241,1.4570347,0.4285823,0.3853535,-0.0432288
26,-0.8719725,-0.906694,"('hardhearted', 'benevolent')",0.56612706,0.543077,1.6542547,1.564737,0.4494697,0.4003733,-0.0490964
27,-0.407827,-0.25116166,"('hardhearted', 'softhearted')",0.29227495,0.35352495,1.2621518,1.2926826,0.3821999,0.4650153,0.0828154
28,-0.5840747,-0.6768406,"('disloyal', 'loyal')",0.13963464,0.010290811,0.90073615,0.7145343,0.1520987,0.0159948,-0.1361039
29,-0.53584176,-0.5290491,"('unfair', 'fair')",-0.9710162,-0.9456181,-0.93830204,-1.0339811,-0.8150533,-0.8362161,-0.0211628
30,1.1053959,1.0798084,"('intolerant', 'tolerant')",1.946591,1.894253,1.3382372,1.3316483,1.463408,1.4352366,-0.0281714
31,-1.8706743,-1.8517872,"('evil', 'good')",-0.9916448,-1.0747654,-1.0648618,-1.0942459,-1.3090603,-1.3402662,-0.0312059
32,0.2409443,0.26086974,"('unkind', 'kind')",0.19351418,0.1771656,0.7546889,0.660755,0.3963825,0.3662634,-0.0301191
33,-0.08921025,-0.07091722,"('wrong', 'right')",0.07839715,0.108408995,-0.3828961,-0.37867212,-0.1312364,-0.1137268,0.0175096
34,-0.36865434,-0.33002022,"('mean', 'honorable')",-0.017285557,0.085871786,5.9437747,6.0511885,1.8526115,1.9356801,0.0830686
35,-0.4277353,-0.5242413,"('corrupt', 'incorrupt')",-0.51661384,-0.58313394,0.095159955,-0.039058443,-0.2830631,-0.3821446,-0.0990815
36,-1.7362112,-1.8154904,"('hostile', 'amicable')",-1.0459118,-1.2434039,0.4301642,0.29099238,-0.7839863,-0.922634,-0.1386477
37,0.41781226,0.50752795,"('fake', 'genuine')",-0.21186116,-0.1213325,0.24591419,0.32837096,0.1506218,0.2381888,0.087567
38,-1.1566328,-1.0960238,"('untruthful', 'truthful')",-0.8006293,-0.7879897,0.015854878,0.00554551,-0.6471357,-0.626156,0.0209797
39,1.2606025,1.2438989,"('exploitative', 'cooperative')",0.8238457,0.82447785,0.24022149,0.21408206,0.7748899,0.7608196,-0.0140703
40,-0.47562522,-0.40751487,"('stingy', 'generous')",0.20330474,0.23793527,-1.4446288,-1.3678298,-0.5723164,-0.5124698,0.0598466
41,-0.38824698,-0.4042448,"('unforgiving', 'forgiving')",-0.29318762,-0.24192214,0.332049,0.26135287,-0.1164619,-0.1282714,-0.0118095
42,0.8334409,1.0390643,"('unreliable', 'reliable')",-0.8623627,-0.6010807,-3.032985,-2.8369484,-1.0206356,-0.799655,0.2209806
43,0.23317768,0.32564145,"('irresponsible', 'responsible')",-0.22257674,-0.07036211,0.13658608,0.1614815,0.0490623,0.1389203,0.089858
44,0.5996958,0.5590815,"('prejudiced', 'unprejudiced')",-0.40496752,-0.28606862,-1.0152436,-1.0183278,-0.2735051,-0.2484383,0.0250668
45,-0.07041652,0.029068451,"('incompetent', 'competent')",-0.416975,-0.37276182,-0.46370208,-0.46167833,-0.3170312,-0.2684572,0.048574
46,-0.11206471,-0.008165769,"('uncompetitive', 'competitive')",0.43255872,0.4964814,-0.7408243,-0.7075855,-0.1401101,-0.07309,0.0670201
47,0.78511804,0.81808096,"('stupid', 'smart')",1.2653581,1.339686,5.371773,5.3777065,2.4740829,2.5118246,0.0377417
48,0.068931386,-0.026361175,"('unintelligent', 'intelligent')",0.98289233,0.8489229,0.52344304,0.47282058,0.5250889,0.4317941,-0.0932948
49,0.048620813,0.14147274,"('unable', 'able')",0.619903,0.73887426,-0.032349207,0.12070957,0.2120582,0.3336855,0.1216273
50,0.2963794,0.41964796,"('clumsy', 'skillful')",0.35035616,0.48391894,0.08866048,0.1371133,0.245132,0.3468934,0.1017614
51,0.1827769,0.10348272,"('uneducated', 'educated')",-0.08849923,-0.22807592,0.33964035,0.276936,0.1446393,0.0507809,-0.0938584
52,-0.8167143,-1.0001379,"('irrational', 'rational')",-0.3868881,-0.5744912,0.10387986,-0.03693392,-0.3665742,-0.5371877,-0.1706135
53,-1.5047256,-1.4934703,"('uncreative', 'creative')",0.95728344,0.8998668,0.90694606,0.91516995,0.1198346,0.1071888,-0.0126458
54,-0.6727461,-0.784012,"('incapable', 'capable')",0.14898485,0.05323311,1.0536997,1.090901,0.1766462,0.1200407,-0.0566055
55,1.25313,1.2763706,"('incompetent', 'clever')",0.6143886,0.5736491,-0.16879481,-0.18963565,0.5662413,0.5534614,-0.0127799
56,1.1268456,1.1660752,"('impractical', 'practical')",0.2939745,0.3296768,-0.2735282,-0.27095252,0.3824306,0.4082665,0.0258359
57,-0.6342555,-0.6679864,"('unimaginative', 'imaginative')",0.75172085,0.66329324,-2.25147,-2.2728698,-0.7113349,-0.7591877,-0.0478528
58,-0.62507594,-0.5858229,"('undiscriminating', 'discriminating')",-0.059709225,-0.064224854,-0.21619792,-0.19613686,-0.3003277,-0.2820615,0.0182662
59,-0.053996384,-0.10164124,"('foolish', 'wise')",0.22851054,0.22047225,0.26590568,0.26100367,0.1468066,0.1266116,-0.020195
60,1.5362923,1.632233,"('inefficient', 'efficient')",1.337363,1.4380391,-0.10950783,-0.003696417,0.9213825,1.0221918,0.1008093
61,-0.41973698,-0.49250466,"('illogical', 'logical')",0.39269075,0.22000754,-0.03271757,-0.14964473,-0.0199213,-0.1407139,-0.1207926
62,0.7940693,0.88418144,"('incompetent', 'brilliant')",0.80668235,0.90412354,-0.13854876,-0.018038271,0.487401,0.5900889,0.1026879
63,-0.37027127,-0.24841467,"('unperceptive', 'insightful')",0.5949965,0.73207545,0.5947728,0.79443586,0.273166,0.4260322,0.1528662
64,0.4606494,0.41408616,"('shy', 'confident')",-0.33182684,-0.2777953,-6.4358783,-6.40478,-2.1023518,-2.0894963,0.0128555
65,0.8313667,0.73481613,"('insecure', 'secure')",-0.10623935,-0.17142932,-0.73091274,-0.71816474,-0.0019285,-0.0515926,-0.0496641
66,-0.8279277,-0.807275,"('inactive', 'active')",-0.9799067,-0.92050135,1.033009,1.0958343,-0.2582751,-0.2106473,0.0476278
67,1.2425841,1.1600821,"('doubtful', 'determined')",0.54249024,0.6342623,-0.32098508,-0.21338725,0.4880298,0.5269857,0.0389559
68,0.123462126,0.090634264,"('dependent', 'independent')",-0.27324474,-0.2883865,-0.72310996,-0.66001344,-0.2909642,-0.2859219,0.0050423
69,0.19759916,0.24675976,"('lazy', 'industrious')",0.90776294,1.1006069,-0.06588374,0.042604007,0.3464928,0.4633236,0.1168308
70,0.3590029,0.48156178,"('lethargic', 'energetic')",0.2716998,0.41456902,0.59547234,0.7390096,0.408725,0.5450468,0.1363218
71,-0.4916547,-0.5150602,"('diffident', 'self-confident')",0.59623957,0.61404485,0.3271541,0.36509654,0.143913,0.1546937,0.0107807
72,-0.63704413,-0.62807083,"('unambitious', 'ambitious')",-0.8572978,-0.87447864,-1.3858477,-1.3434857,-0.9600631,-0.9486783,0.0113848
73,0.53956884,0.5741845,"('helpless', 'self-reliant')",0.29789367,0.2870995,-3.1694033,-3.0640795,-0.7773136,-0.7342652,0.0430484
74,-0.14298621,0.029415429,"('undedicated', 'dedicated')",0.45879522,0.5775787,0.036096945,0.09526007,0.117302,0.2340847,0.1167827
75,-0.4164123,-0.48769674,"('meek', 'impulsive')",-0.089605585,-0.11335082,-0.20744655,-0.12509859,-0.2378215,-0.2420487,-0.0042272
76,0.83495146,0.9255884,"('anxious', 'daring')",0.40732962,0.593686,0.43598452,0.5205183,0.5594219,0.6799309,0.120509
77,-0.23347208,-0.27105147,"('unmotivated', 'motivated')",0.7932528,0.76712674,-1.0299611,-0.9485939,-0.1567268,-0.1508395,0.0058873
78,-1.3873483,-1.2058482,"('nonresilient', 'resilient')",0.9913668,1.127794,0.09020917,0.26610133,-0.1019241,0.0626824,0.1646065
79,-1.6519622,-1.6610295,"('wavering', 'unwavering')",-1.5225372,-1.5780439,-0.014459871,-0.031539563,-1.0629865,-1.0902043,-0.0272178
80,0.771114,0.81428385,"('dominated', 'dominating')",-0.031839658,0.109339535,-1.3053341,-1.2077131,-0.1886866,-0.0946966,0.09399
81,1.3956102,1.1836452,"('submissive', 'aggressive')",1.0641135,0.95809186,-0.628559,-0.57413125,0.6103882,0.5225352,-0.087853
82,-0.15247259,-0.16898933,"('poor', 'rich')",0.45626998,0.3721916,5.9091334,5.8841314,2.0709769,2.0291112,-0.0418657
83,-0.15140398,-0.18601866,"('powerless', 'powerful')",-0.1886325,-0.19640595,-1.0331677,-1.0989809,-0.4577347,-0.4938018,-0.0360671
84,-0.13883023,-0.23139277,"('inferior', 'superior')",0.43662336,0.43444702,0.8638223,0.92632383,0.3872051,0.3764594,-0.0107457
85,-1.7111685,-1.7421454,"('insignificant', 'prestigious')",0.18093657,0.13745502,0.9802757,0.982069,-0.1833188,-0.2075405,-0.0242217
86,-1.1080003,-1.1215957,"('uninfluential', 'influential')",-0.05210172,-0.2899467,-0.5061807,-0.5682318,-0.5554276,-0.6599247,-0.1044971
87,-0.11327259,-0.2161458,"('unsuccessful', 'successful')",0.27242547,0.25770473,0.48567516,0.54384387,0.2149427,0.1951343,-0.0198084
88,-0.52300376,-0.62183917,"('low', 'eminent')",0.34578285,0.23734932,0.41957435,0.34228644,0.0807845,-0.0140678,-0.0948523
