,huntington_male,huntington_female,tuple,ingalls_male,ingalls_female,inds_male,inds_female,inc_male,inc_female,average_male,average_female,female-male
0,-0.12592092,-0.019482207,"('unsociable', 'sociable')",-1.6876265,-1.7577578,-0.58011806,-0.6259135,-0.39315447,-0.5716345,-0.6967049,-0.743697,-0.0469921
1,-0.11530696,-0.024971768,"('unfriendly', 'friendly')",-1.7152424,-1.82133,-1.7335283,-1.8205477,1.4141827,1.2976457,-0.5374737,-0.5923009,-0.0548272
2,0.4297009,0.61430067,"('unlikable', 'likable')",0.3933303,0.48755667,0.4321742,0.5504678,0.23086172,0.38697737,0.3715168,0.5098256,0.1383088
3,0.03828724,0.33310217,"('repellent', 'pleasant')",-1.1462091,-1.167352,0.30475622,0.29451773,0.32332885,0.3487613,-0.1199592,-0.0477427,0.0722165
4,-1.5277084,-1.5680987,"('disliked', 'liked')",-0.2098422,-0.29468608,-1.0059894,-1.121738,-6.419264,-6.442105,-2.2907009,-2.356657,-0.0659561
5,-1.0242977,-1.1029953,"('distant', 'outgoing')",0.047489397,0.01793079,-1.432357,-1.4611813,-0.70024097,-0.59608495,-0.7773516,-0.7855827,-0.0082311
6,-1.3221782,-1.3298521,"('distant', 'open')",0.14210059,0.16039865,-0.9169382,-0.9763297,0.07464409,0.14471243,-0.5055929,-0.5002677,0.0053252
7,1.7815462,1.9902292,"('insensitive', 'sensitive')",-0.61325884,-0.6292253,-0.0647671,-0.053289436,0.5153225,0.4505586,0.4047107,0.4395683,0.0348576
8,0.34072378,0.32462525,"('unaffectionate', 'affectionate')",-0.24593307,-0.28038195,-2.1034222,-2.1491168,0.21989167,0.11651309,-0.447185,-0.4970901,-0.0499051
9,0.8070705,0.8049364,"('unaffectionate', 'caring')",-0.47860277,-0.58697087,-1.3039553,-1.4196619,0.88486457,0.7843935,-0.0226558,-0.1043257,-0.0816699
10,0.97089934,1.2349213,"('unsympathetic', 'sympathetic')",-2.3542254,-2.4083292,-0.52992237,-0.582359,0.06711543,-0.097234115,-0.4615332,-0.4632502,-0.001717
11,-0.26097727,-0.21393746,"('unhelpful', 'helpful')",-0.92775154,-1.0135967,-0.4450382,-0.5367255,1.966293,1.9281172,0.0831315,0.0409644,-0.0421671
12,0.7927188,1.0034615,"('unsupportive', 'supportive')",-0.86541706,-0.8554711,-1.464762,-1.4406768,-2.1300552,-2.1390853,-0.9168788,-0.8579429,0.0589359
13,-0.02465218,-0.03532596,"('impolite', 'polite')",-1.2217333,-1.2720731,0.8120373,0.8627265,-0.10059285,-0.13319097,-0.1337353,-0.1444659,-0.0107306
14,0.6061529,0.7445376,"('antisocial', 'social')",-0.8001452,-0.70503926,0.8260099,0.94511306,-0.6949494,-0.7206924,-0.0157329,0.0659797,0.0817126
15,-0.686366,-0.8668323,"('boring', 'funny')",-0.033138826,-0.03261282,0.61670446,0.58537936,0.09481752,0.17802134,-0.0019957,-0.0340111,-0.0320154
16,-1.0902903,-1.0344912,"('unpopular', 'popular')",-0.046511695,-0.07706754,-0.5327996,-0.59533155,0.5386856,0.5890211,-0.282729,-0.2794673,0.0032617
17,0.31869107,0.3304074,"('nasty', 'nice')",0.03817708,0.065564826,-0.14504194,-0.0812377,-0.81457895,-0.6975514,-0.1506882,-0.0957042,0.054984
18,0.46636274,0.55529785,"('disagreeable', 'welcoming')",-0.38142937,-0.23924544,-0.6689917,-0.57583994,-0.41637263,-0.3726624,-0.2501077,-0.1581125,0.0919952
