,accelerant_male,accelerant_female,tuple,average_male,average_female,female-male
0,-0.37388757,-0.6046293,"('unsociable', 'sociable')",-0.3738876,-0.6046293,-0.2307417
1,-1.2159941,-1.4279356,"('unfriendly', 'friendly')",-1.2159941,-1.4279356,-0.2119415
2,0.8886492,0.902518,"('unlikable', 'likable')",0.8886492,0.902518,0.0138688
3,-1.0621188,-0.88504887,"('repellent', 'pleasant')",-1.0621188,-0.8850489,0.1770699
4,-2.2196362,-2.218525,"('disliked', 'liked')",-2.2196362,-2.2185249,0.0011113
5,-0.78182644,-0.9158702,"('distant', 'outgoing')",-0.7818264,-0.9158702,-0.1340438
6,-1.1715207,-1.3543156,"('distant', 'open')",-1.1715207,-1.3543156,-0.1827949
7,0.5221044,0.58446527,"('insensitive', 'sensitive')",0.5221044,0.5844653,0.0623609
8,-1.0875587,-1.2348849,"('unaffectionate', 'affectionate')",-1.0875587,-1.2348849,-0.1473262
9,-1.089818,-1.1682628,"('unaffectionate', 'caring')",-1.089818,-1.1682628,-0.0784448
10,-0.93724984,-0.98134035,"('unsympathetic', 'sympathetic')",-0.9372498,-0.9813403,-0.0440905
11,0.27480182,0.34704328,"('unhelpful', 'helpful')",0.2748018,0.3470433,0.0722415
12,-1.2861009,-1.2171855,"('unsupportive', 'supportive')",-1.2861009,-1.2171855,0.0689154
13,-0.13647696,-0.21144155,"('impolite', 'polite')",-0.136477,-0.2114415,-0.0749645
14,0.3002148,0.25436994,"('antisocial', 'social')",0.3002148,0.2543699,-0.0458449
15,0.69242114,0.5315026,"('boring', 'funny')",0.6924211,0.5315026,-0.1609185
16,-0.29915315,-0.10424686,"('unpopular', 'popular')",-0.2991531,-0.1042469,0.1949062
17,-0.35632983,-0.29072532,"('nasty', 'nice')",-0.3563298,-0.2907253,0.0656045
18,-0.56079483,-0.45816714,"('disagreeable', 'welcoming')",-0.5607948,-0.4581671,0.1026277
19,-1.3850887,-1.4209046,"('inhospitable', 'hospitable')",-1.3850887,-1.4209046,-0.0358159
20,0.62412983,0.66807324,"('rough', 'thoughtful')",0.6241298,0.6680732,0.0439434
21,-0.20904629,-0.03816303,"('immoral', 'moral')",-0.2090463,-0.038163,0.1708833
22,0.21992534,0.094515756,"('untrustworthy', 'trustworthy')",0.2199253,0.0945158,-0.1254095
23,1.3756409,1.402199,"('insincere', 'sincere')",1.3756409,1.402199,0.0265581
24,-0.17846191,-0.32279372,"('dishonest', 'honest')",-0.1784619,-0.3227937,-0.1443318
25,0.10708369,0.17202014,"('egoistic', 'altruistic')",0.1070837,0.1720201,0.0649364
26,0.6622923,0.4553466,"('hardhearted', 'benevolent')",0.6622923,0.4553466,-0.2069457
27,0.5717027,0.5432004,"('hardhearted', 'softhearted')",0.5717027,0.5432004,-0.0285023
28,-0.66310066,-0.6925705,"('disloyal', 'loyal')",-0.6631007,-0.6925705,-0.0294698
29,-0.42205697,-0.59498495,"('unfair', 'fair')",-0.422057,-0.5949849,-0.1729279
30,0.2563605,0.23176754,"('intolerant', 'tolerant')",0.2563605,0.2317675,-0.024593
31,-1.0578376,-1.163965,"('evil', 'good')",-1.0578376,-1.163965,-0.1061274
32,0.6767077,0.5592786,"('unkind', 'kind')",0.6767077,0.5592786,-0.1174291
33,-0.23451388,-0.3175008,"('wrong', 'right')",-0.2345139,-0.3175008,-0.0829869
34,1.8904439,2.1481912,"('mean', 'honorable')",1.8904439,2.1481912,0.2577473
35,0.16847776,0.01758231,"('corrupt', 'incorrupt')",0.1684778,0.0175823,-0.1508955
36,-0.7250523,-0.8459931,"('hostile', 'amicable')",-0.7250523,-0.8459931,-0.1209408
37,0.12716779,0.04459081,"('fake', 'genuine')",0.1271678,0.0445908,-0.082577
38,-0.063812956,-0.1655634,"('untruthful', 'truthful')",-0.063813,-0.1655634,-0.1017504
39,0.5656542,0.6387538,"('exploitative', 'cooperative')",0.5656542,0.6387538,0.0730996
40,-0.67462033,-0.66891706,"('stingy', 'generous')",-0.6746203,-0.6689171,0.0057032
41,-0.084603444,-0.24502783,"('unforgiving', 'forgiving')",-0.0846034,-0.2450278,-0.1604244
42,-0.28938398,-0.23057538,"('unreliable', 'reliable')",-0.289384,-0.2305754,0.0588086
43,0.2138348,0.16659048,"('irresponsible', 'responsible')",0.2138348,0.1665905,-0.0472443
44,0.4785077,0.5051748,"('prejudiced', 'unprejudiced')",0.4785077,0.5051748,0.0266671
45,0.07801899,-0.008660559,"('incompetent', 'competent')",0.078019,-0.0086606,-0.0866796
46,-0.46247026,-0.31176224,"('uncompetitive', 'competitive')",-0.4624703,-0.3117622,0.1507081
47,2.0583193,2.0698981,"('stupid', 'smart')",2.0583193,2.0698981,0.0115788
48,-0.097874545,0.020552456,"('unintelligent', 'intelligent')",-0.0978745,0.0205525,0.118427
49,0.06912942,0.39586186,"('unable', 'able')",0.0691294,0.3958619,0.3267325
50,0.8152006,1.0808837,"('clumsy', 'skillful')",0.8152006,1.0808837,0.2656831
51,0.058697753,0.10270157,"('uneducated', 'educated')",0.0586978,0.1027016,0.0440038
52,-0.8540648,-1.0527805,"('irrational', 'rational')",-0.8540648,-1.0527805,-0.1987157
53,-1.4192697,-1.4102144,"('uncreative', 'creative')",-1.4192697,-1.4102144,0.0090553
54,0.099903814,0.13663827,"('incapable', 'capable')",0.0999038,0.1366383,0.0367345
55,0.24512452,0.3920913,"('incompetent', 'clever')",0.2451245,0.3920913,0.1469668
56,0.21744105,0.104366116,"('impractical', 'practical')",0.2174411,0.1043661,-0.113075
57,-1.6583868,-1.7489741,"('unimaginative', 'imaginative')",-1.6583868,-1.7489741,-0.0905873
58,0.18787584,0.14425428,"('undiscriminating', 'discriminating')",0.1878758,0.1442543,-0.0436215
59,-0.23451085,-0.21985856,"('foolish', 'wise')",-0.2345109,-0.2198586,0.0146523
60,0.8877633,1.0686269,"('inefficient', 'efficient')",0.8877633,1.0686269,0.1808636
61,-0.017323617,-0.14220439,"('illogical', 'logical')",-0.0173236,-0.1422044,-0.1248808
62,0.79632884,1.0001943,"('incompetent', 'brilliant')",0.7963288,1.0001943,0.2038655
63,-0.23441124,-0.14183344,"('unperceptive', 'insightful')",-0.2344112,-0.1418334,0.0925778
64,-1.8101834,-1.8530732,"('shy', 'confident')",-1.8101834,-1.8530732,-0.0428898
65,0.5765749,0.6206124,"('insecure', 'secure')",0.5765749,0.6206124,0.0440375
66,-0.7699407,-0.8869664,"('inactive', 'active')",-0.7699407,-0.8869664,-0.1170257
67,0.07711951,0.093081385,"('doubtful', 'determined')",0.0771195,0.0930814,0.0159619
68,-0.3058041,-0.10684616,"('dependent', 'independent')",-0.3058041,-0.1068462,0.1989579
69,0.5860499,0.6015349,"('lazy', 'industrious')",0.5860499,0.6015349,0.015485
70,0.74005526,0.7973666,"('lethargic', 'energetic')",0.7400553,0.7973666,0.0573113
71,0.16029166,0.30033794,"('diffident', 'self-confident')",0.1602917,0.3003379,0.1400462
72,0.009937307,-0.10159038,"('unambitious', 'ambitious')",0.0099373,-0.1015904,-0.1115277
73,-0.45761925,-0.35298085,"('helpless', 'self-reliant')",-0.4576192,-0.3529809,0.1046383
74,-0.09644403,-0.10961154,"('undedicated', 'dedicated')",-0.096444,-0.1096115,-0.0131675
75,0.505599,0.49863192,"('meek', 'impulsive')",0.505599,0.4986319,-0.0069671
76,-0.09202698,0.07382162,"('anxious', 'daring')",-0.092027,0.0738216,0.1658486
77,-0.7082547,-0.43126813,"('unmotivated', 'motivated')",-0.7082547,-0.4312681,0.2769866
78,-0.24904358,0.021716118,"('nonresilient', 'resilient')",-0.2490436,0.0217161,0.2707597
79,-0.50547516,-0.5692486,"('wavering', 'unwavering')",-0.5054752,-0.5692486,-0.0637734
80,0.43869376,0.50827354,"('dominated', 'dominating')",0.4386938,0.5082735,0.0695797
81,0.3113885,0.3261952,"('submissive', 'aggressive')",0.3113885,0.3261952,0.0148067
82,1.6886705,1.7645073,"('poor', 'rich')",1.6886705,1.7645073,0.0758368
83,0.20968951,0.18942223,"('powerless', 'powerful')",0.2096895,0.1894222,-0.0202673
84,-0.056195006,-0.07139005,"('inferior', 'superior')",-0.056195,-0.07139,-0.015195
85,-0.8621555,-0.84973735,"('insignificant', 'prestigious')",-0.8621555,-0.8497373,0.0124182
86,-1.221881,-1.3097502,"('uninfluential', 'influential')",-1.221881,-1.3097502,-0.0878692
87,0.32015848,0.42216086,"('unsuccessful', 'successful')",0.3201585,0.4221609,0.1020024
88,-0.15221995,-0.15341175,"('low', 'eminent')",-0.15222,-0.1534117,-0.0011917
