,united_male,united_female,tuple,airlines_male,airlines_female,holdings_male,holdings_female,inc_male,inc_female,average_male,average_female,female-male
0,-0.39902398,-0.53815776,"('unsociable', 'sociable')",-1.037921,-1.0687656,-0.23398095,-0.4645875,-0.3138495,-0.46642998,-0.4961938,-0.6344852,-0.1382914
1,-0.43124056,-0.39312997,"('unfriendly', 'friendly')",1.1400381,1.2410413,0.12810874,0.0045656227,1.4183071,1.3287159,0.5638033,0.5452982,-0.0185051
2,0.53861034,0.7421415,"('unlikable', 'likable')",0.41744313,0.5351417,1.6524093,1.7770274,0.7437748,0.86065555,0.8380594,0.9787415,0.1406821
3,-0.5810127,-0.4380204,"('repellent', 'pleasant')",-0.6385685,-0.5797042,0.51588917,0.56860167,0.5187737,0.5458081,-0.0462296,0.0241713,0.0704009
4,-0.05017732,-0.13284981,"('disliked', 'liked')",0.48479232,0.41118717,0.11815624,0.0060288515,-6.0632505,-6.0852203,-1.3776199,-1.4502136,-0.0725937
5,0.36725453,0.46716902,"('distant', 'outgoing')",0.96054006,1.0630184,-0.84388125,-0.76718307,-0.33564907,-0.2639078,0.0370661,0.1247742,0.0877081
6,0.24617441,0.3867064,"('distant', 'open')",0.8965875,1.0024135,-0.8739696,-0.81496525,0.5266258,0.5696355,0.1988545,0.2859475,0.087093
7,0.29623878,0.27403474,"('insensitive', 'sensitive')",0.21840294,0.24337095,0.8612602,0.77174115,0.8586245,0.7734775,0.5586316,0.5156561,-0.0429755
8,-0.019149479,0.07878272,"('unaffectionate', 'affectionate')",0.45485306,0.45421934,-0.44986704,-0.45728946,0.5291208,0.482947,0.1287393,0.1396649,0.0109256
9,0.41466957,0.48994163,"('unaffectionate', 'caring')",0.49351233,0.47834307,0.17889372,0.108090945,1.0367646,1.0090203,0.5309601,0.521349,-0.0096111
10,0.3626191,0.3713026,"('unsympathetic', 'sympathetic')",-1.3383522,-1.3083118,-0.3183271,-0.43985903,-0.047390565,-0.12381226,-0.3353627,-0.3751701,-0.0398074
11,-0.35145167,-0.2646226,"('unhelpful', 'helpful')",-0.58492917,-0.5072831,-0.61171967,-0.65616286,1.730492,1.7663918,0.0455979,0.0845808,0.0389829
12,0.42282116,0.57398045,"('unsupportive', 'supportive')",-0.2073097,-0.08129221,0.029308286,0.09800432,-1.7390392,-1.7569665,-0.3735549,-0.2915685,0.0819864
13,-0.4133561,-0.49048108,"('impolite', 'polite')",-0.47073367,-0.43889004,0.16452383,0.09004286,0.07791036,-0.001591675,-0.1604139,-0.21023,-0.0498161
14,0.4768126,0.34339118,"('antisocial', 'social')",-0.78444433,-0.821086,2.0797207,2.0020742,-0.38288754,-0.48331738,0.3473004,0.2602655,-0.0870349
15,-0.29083547,-0.40394735,"('boring', 'funny')",0.40419126,0.33281082,-1.4684403,-1.5561004,0.15327844,0.11496398,-0.3004515,-0.3780682,-0.0776167
16,-0.7327826,-0.697683,"('unpopular', 'popular')",0.21814536,0.18265013,-1.1542292,-1.0654297,0.30525774,0.33324236,-0.3409021,-0.311805,0.0290971
17,-0.112286024,-0.08929414,"('nasty', 'nice')",0.40281487,0.38274005,-0.98625046,-0.95344734,-0.5008105,-0.43645826,-0.299133,-0.2741149,0.0250181
18,0.43465495,0.60139966,"('disagreeable', 'welcoming')",0.5863112,0.71759576,-0.19135296,-0.12092304,-0.29784474,-0.32872748,0.1329421,0.2173362,0.0843941
19,0.049696602,0.19709906,"('inhospitable', 'hospitable')",0.08030511,0.105097994,-0.7401698,-0.67275715,-0.23360588,-0.14671934,-0.2109435,-0.1293199,0.0816236
20,-0.27619883,-0.22659819,"('rough', 'thoughtful')",-0.6681877,-0.6517571,-0.11881914,-0.0446596,1.2518263,1.217055,0.0471552,0.07351,0.0263548
21,-0.02134542,-0.1499765,"('immoral', 'moral')",-1.0165949,-1.0390123,0.25195256,0.14607106,-0.56696254,-0.62918454,-0.3382376,-0.4180256,-0.079788
22,-0.33898032,-0.43807325,"('untrustworthy', 'trustworthy')",-0.42381567,-0.424372,-0.0077636074,-0.07965212,-0.68420863,-0.76863205,-0.363692,-0.4276823,-0.0639903
23,-0.07222876,0.0053577274,"('insincere', 'sincere')",-0.84192467,-0.7761875,-0.2428995,-0.37603042,5.337379,5.197343,1.0450815,1.0126207,-0.0324608
24,1.3165385,1.2957271,"('dishonest', 'honest')",0.05648648,0.06695044,-0.2577489,-0.3378096,0.7608214,0.65952253,0.4690244,0.4210976,-0.0479268
25,-0.12136244,-0.15842587,"('egoistic', 'altruistic')",1.2657405,1.2505351,0.848194,0.7920719,1.4783278,1.4439698,0.867725,0.8320377,-0.0356873
26,1.5110599,1.3404887,"('hardhearted', 'benevolent')",2.216534,2.165156,2.0082715,1.9908727,1.7160219,1.6149727,1.8629719,1.7778724,-0.0850995
27,0.40651828,0.4971843,"('hardhearted', 'softhearted')",0.24479812,0.29444662,0.057949774,0.0703483,1.556663,1.4575789,0.5664823,0.5798895,0.0134072
28,0.6422746,0.49092028,"('disloyal', 'loyal')",-0.35246286,-0.37886518,0.14948305,-0.048592675,1.106424,0.9846053,0.3864297,0.2620169,-0.1244128
29,-0.42612484,-0.5175953,"('unfair', 'fair')",0.12252161,0.09528432,-0.37496418,-0.35412353,-0.31692892,-0.43830794,-0.2488741,-0.3036856,-0.0548115
30,0.11877552,0.13940337,"('intolerant', 'tolerant')",-0.4491945,-0.38952962,1.1946639,1.1002419,0.9426835,0.8487719,0.4517321,0.4247219,-0.0270102
31,-0.9546194,-0.83327425,"('evil', 'good')",0.5110701,0.63213664,-1.6185167,-1.5699472,-1.1751949,-1.1859757,-0.8093152,-0.7392651,0.0700501
32,0.57864004,0.56858087,"('unkind', 'kind')",-0.59232396,-0.55319256,0.71650314,0.6066772,0.87652713,0.7553861,0.3948366,0.3443629,-0.0504737
33,0.59314054,0.48799357,"('wrong', 'right')",1.453265,1.420856,0.7266658,0.77338445,-0.38891184,-0.4263797,0.5960399,0.5639636,-0.0320763
34,-0.21612516,0.034083635,"('mean', 'honorable')",0.2540486,0.40980816,-0.03232944,0.12247009,5.9064026,5.998623,1.4779991,1.6412462,0.1632471
35,0.370229,0.25869238,"('corrupt', 'incorrupt')",0.96871895,0.89798075,-0.9562237,-0.92919695,-0.088441044,-0.19592609,0.0735708,0.0078875,-0.0656833
36,-0.87907636,-0.80130595,"('hostile', 'amicable')",0.9190879,0.9466958,-0.47107548,-0.5565004,0.37628382,0.27107126,-0.013695,-0.0350098,-0.0213148
37,0.40353665,0.4812658,"('fake', 'genuine')",-0.2509169,-0.23317797,0.0154770315,0.08012478,0.5688821,0.57969004,0.1842447,0.2269757,0.042731
38,-0.19109118,-0.09707324,"('untruthful', 'truthful')",-0.3479297,-0.2548984,-0.39126167,-0.3888157,-0.14121434,-0.12749526,-0.2678742,-0.2170706,0.0508036
39,1.3729669,1.4157933,"('exploitative', 'cooperative')",1.4501587,1.4515259,0.2490245,0.25502643,0.027648922,0.0044747144,0.7749497,0.781705,0.0067553
40,0.9983442,1.0162958,"('stingy', 'generous')",0.54716045,0.60764277,0.0039017908,-0.06738661,-1.2164721,-1.2735845,0.0832336,0.0707419,-0.0124917
41,-0.13600415,-0.09714556,"('unforgiving', 'forgiving')",0.07595615,0.16068348,0.10456335,0.06315123,0.5163333,0.39891586,0.1402122,0.1314013,-0.0088109
42,1.4204563,1.6130422,"('unreliable', 'reliable')",-0.4101925,-0.26817456,1.5165373,1.6580683,-2.2411666,-2.1796992,0.0714086,0.2058092,0.1344006
43,-0.2254669,-0.023255512,"('irresponsible', 'responsible')",-0.9147441,-0.7958252,-0.59646714,-0.51228786,0.3456751,0.336757,-0.3477508,-0.2486529,0.0990979
44,-0.33233267,-0.23417342,"('prejudiced', 'unprejudiced')",-0.7529845,-0.692057,-0.7467512,-0.639425,-1.4146457,-1.3364232,-0.8116785,-0.7255197,0.0861588
45,-1.3517234,-1.3673756,"('incompetent', 'competent')",-1.4095048,-1.3373606,-0.018231187,-0.21358007,-0.20881769,-0.3801298,-0.7470692,-0.8246115,-0.0775423
46,-0.058909014,-0.066657394,"('uncompetitive', 'competitive')",-0.62528956,-0.5448937,1.039604,1.0054219,-0.17386776,-0.2206702,0.0453844,0.0433002,-0.0020842
47,-0.35002154,-0.28882653,"('stupid', 'smart')",0.12297051,0.18140757,0.48704085,0.55543566,5.3859277,5.3857894,1.4114794,1.4584515,0.0469721
48,0.1870949,0.10211821,"('unintelligent', 'intelligent')",-0.5811007,-0.6321763,-0.71294355,-0.8044069,0.1385808,0.12229362,-0.2420921,-0.3030429,-0.0609508
49,-1.0782673,-1.0036862,"('unable', 'able')",-1.0944257,-0.97710115,-0.91313404,-0.81315196,-0.49724397,-0.3595207,-0.8957677,-0.7883649,0.1074028
50,0.06660717,0.21013942,"('clumsy', 'skillful')",-0.6614538,-0.66746175,-0.056203686,-0.027595408,-0.0841171,-0.07630573,-0.1837918,-0.1403059,0.0434859
51,-0.01607152,-0.19610447,"('uneducated', 'educated')",-0.079007335,-0.17724636,0.8985212,0.76064265,0.29624167,0.2285214,0.274921,0.1539533,-0.1209677
52,0.14040819,0.057575226,"('irrational', 'rational')",1.1686032,1.0070593,-1.0189631,-1.1545068,-0.14914875,-0.27617893,0.0352249,-0.0915128,-0.1267377
53,-0.37086877,-0.28804162,"('uncreative', 'creative')",0.17916828,0.27626473,0.28884345,0.2682889,0.98526955,0.9570101,0.2706031,0.3033805,0.0327774
54,-0.13777205,-0.1553721,"('incapable', 'capable')",-0.0063450933,0.033626284,0.3074912,0.39335766,0.6449727,0.71413606,0.2020867,0.246437,0.0443503
55,-0.8926882,-0.92394227,"('incompetent', 'clever')",-1.7077264,-1.6745307,-0.0787255,-0.17911433,-0.01422007,-0.05747952,-0.67334,-0.7087668,-0.0354268
56,0.35824883,0.30785882,"('impractical', 'practical')",-0.3499395,-0.22646298,0.5452534,0.48294252,-0.20918246,-0.25539315,0.0860951,0.0772363,-0.0088588
57,-0.34776995,-0.4631614,"('unimaginative', 'imaginative')",-1.0242332,-1.006627,-0.35903427,-0.48111427,-2.356085,-2.4250474,-1.0217806,-1.0939875,-0.0722069
58,-0.02528093,0.0159428,"('undiscriminating', 'discriminating')",-0.12860408,-0.057881184,0.82539934,0.8780203,0.09202878,0.06814722,0.1908858,0.2260573,0.0351715
59,0.04056985,-0.015927762,"('foolish', 'wise')",0.6055527,0.5311436,-0.40015578,-0.3577523,0.23918365,0.26197696,0.1212876,0.1048601,-0.0164275
60,-0.09499879,0.030778488,"('inefficient', 'efficient')",-0.9348153,-0.7999769,0.7133063,0.7024987,-0.32621,-0.23665512,-0.1606795,-0.0758387,0.0848408
61,0.0053207977,-0.10469869,"('illogical', 'logical')",-0.19134107,-0.23281306,0.7608191,0.6395984,0.50998425,0.38578376,0.2711958,0.1719676,-0.0992282
62,-0.55934703,-0.4839968,"('incompetent', 'brilliant')",-0.6224916,-0.5212487,0.18620485,0.22107577,-0.21501541,-0.15290712,-0.3026623,-0.2342692,0.0683931
