,fleetcor_male,fleetcor_female,tuple,technologies_male,technologies_female,inc_male,inc_female,average_male,average_female,female-male
0,0.16068344,0.18423876,"('unsociable', 'sociable')",-0.12715639,-0.27696854,-0.62418026,-0.74535835,-0.1968844,-0.2793627,-0.0824783
1,-1.4142234,-1.566316,"('unfriendly', 'friendly')",0.06391452,-0.108848594,1.62908,1.5044054,0.0929237,-0.0569197,-0.1498434
2,0.615799,0.6340198,"('unlikable', 'likable')",0.4294373,0.44661072,0.89845026,0.97625583,0.6478955,0.6856288,0.0377333
3,0.16774699,0.3816861,"('repellent', 'pleasant')",0.30007872,0.35209027,-0.11744587,-0.11123017,0.1167933,0.2075154,0.0907221
4,-0.969699,-1.1344415,"('disliked', 'liked')",-0.6005707,-0.6484118,-5.191845,-5.3919597,-2.2540382,-2.3916044,-0.1375662
5,-1.9478347,-2.0771701,"('distant', 'outgoing')",-0.6459156,-0.59622043,-0.24302576,-0.16929013,-0.9455921,-0.9475602,-0.0019681
6,-2.3615668,-2.4841216,"('distant', 'open')",-1.0374439,-1.0119407,0.37332815,0.38824496,-1.0085608,-1.0359391,-0.0273783
7,0.90540135,1.0280329,"('insensitive', 'sensitive')",0.701886,0.6988014,0.09608288,0.14978004,0.5677901,0.6255381,0.057748
8,-1.0269579,-1.1574515,"('unaffectionate', 'affectionate')",-0.46843958,-0.5330581,0.51603955,0.4729389,-0.3264526,-0.4058569,-0.0794043
9,-0.8412377,-0.9571551,"('unaffectionate', 'caring')",-0.102240056,-0.20929955,0.99609476,0.9780194,0.017539,-0.0628118,-0.0803508
10,0.51895666,0.60100144,"('unsympathetic', 'sympathetic')",-0.37540463,-0.47151184,-0.9432924,-0.9924852,-0.2665801,-0.2876652,-0.0210851
11,0.54764616,0.57098544,"('unhelpful', 'helpful')",0.9754373,0.9612637,1.5643995,1.5862768,1.029161,1.0395087,0.0103477
12,0.38923037,0.511904,"('unsupportive', 'supportive')",0.4708853,0.53704864,-1.9689312,-1.9188986,-0.3696052,-0.289982,0.0796232
13,1.3156562,1.3938224,"('impolite', 'polite')",0.043689698,0.0667955,-0.7285066,-0.742273,0.2102798,0.2394483,0.0291685
14,1.2755191,1.4325404,"('antisocial', 'social')",1.0179226,1.0290042,-0.7146501,-0.7275154,0.5262639,0.5780097,0.0517458
15,0.8025559,0.61264503,"('boring', 'funny')",0.40619954,0.37218085,0.8441498,0.8226577,0.6843018,0.6024945,-0.0818073
16,-1.4441737,-1.5080905,"('unpopular', 'popular')",-0.41420278,-0.4068928,0.460301,0.45991656,-0.4660252,-0.4850222,-0.018997
17,-0.57669437,-0.58243144,"('nasty', 'nice')",-0.802793,-0.73821217,-0.46338233,-0.4195904,-0.6142899,-0.580078,0.0342119
18,-0.30364323,-0.23249066,"('disagreeable', 'welcoming')",0.049115844,0.14250807,-0.34419405,-0.35740092,-0.1995738,-0.1491278,0.050446
19,-1.5481222,-1.6355464,"('inhospitable', 'hospitable')",-0.6310305,-0.68247926,-0.13802847,-0.03411644,-0.7723937,-0.7840474,-0.0116537
20,0.38781917,0.47856748,"('rough', 'thoughtful')",0.8136281,0.88182944,0.6589087,0.6379186,0.6201187,0.6661052,0.0459865
21,1.442179,1.533868,"('immoral', 'moral')",0.84587604,0.7843111,-0.8814086,-0.8877403,0.4688821,0.4768129,0.0079308
22,0.88108605,0.90297586,"('untrustworthy', 'trustworthy')",0.34181854,0.27499762,-0.96801656,-1.0309701,0.0849627,0.0490011,-0.0359616
23,0.36647788,0.37411362,"('insincere', 'sincere')",-0.16900818,-0.22961882,4.578316,4.5765095,1.5919286,1.5736682,-0.0182604
24,0.40227887,0.37428385,"('dishonest', 'honest')",-1.4038248,-1.4396063,0.2678715,0.22387484,-0.2445581,-0.2804825,-0.0359244
25,-0.51845527,-0.59818786,"('egoistic', 'altruistic')",0.13501732,0.15971783,1.6898258,1.6423303,0.4354626,0.4012868,-0.0341758
26,-0.10359666,-0.16099736,"('hardhearted', 'benevolent')",0.58763576,0.5889327,1.8404435,1.7750052,0.7748276,0.7343135,-0.0405141
27,-0.1145394,-0.040380556,"('hardhearted', 'softhearted')",0.66867626,0.69618034,1.211234,1.1771798,0.5884569,0.6109932,0.0225363
28,0.08489347,-0.06708135,"('disloyal', 'loyal')",0.026462005,-0.12748392,0.98403424,0.82282233,0.3651299,0.209419,-0.1557109
29,-0.8405143,-0.880131,"('unfair', 'fair')",-0.8876288,-0.87951976,-0.62485635,-0.69538355,-0.7843331,-0.8183448,-0.0340117
30,1.4154527,1.5176193,"('intolerant', 'tolerant')",2.0827112,1.9899082,0.96246153,0.9425312,1.4868752,1.4833528,-0.0035224
31,-2.45827,-2.4722598,"('evil', 'good')",-0.7105872,-0.70098597,-0.8411114,-0.86592704,-1.3366563,-1.3463909,-0.0097346
32,-0.14476089,-0.20945658,"('unkind', 'kind')",-0.18459357,-0.23663636,0.5579108,0.4778388,0.0761854,0.010582,-0.0656034
33,0.47897217,0.3540094,"('wrong', 'right')",0.17476287,0.16224389,-0.39086333,-0.47038716,0.0876239,0.0152887,-0.0723352
34,-0.4443597,-0.26965308,"('mean', 'honorable')",0.047966126,0.12953581,5.6890297,5.904893,1.764212,1.9215919,0.1573799
35,-1.2306757,-1.4633981,"('corrupt', 'incorrupt')",-0.5463998,-0.5718823,0.37126243,0.24750102,-0.4686044,-0.5959265,-0.1273221
36,-2.0853732,-2.249902,"('hostile', 'amicable')",-0.6424342,-0.7671703,0.99276465,0.8117566,-0.5783475,-0.7351052,-0.1567577
37,0.51111966,0.5071351,"('fake', 'genuine')",0.07635071,0.022928212,-0.122201934,-0.06821205,0.1550895,0.1539504,-0.0011391
38,-1.2466483,-1.3612237,"('untruthful', 'truthful')",-0.9944199,-1.0172563,-0.3556499,-0.35387996,-0.8655727,-0.9107866,-0.0452139
39,1.9354155,2.00189,"('exploitative', 'cooperative')",0.952206,1.0209037,0.13396446,0.124402575,1.0071953,1.0490654,0.0418701
40,0.14012462,0.17215347,"('stingy', 'generous')",-0.15256524,-0.13634084,-1.4830259,-1.6034105,-0.4984888,-0.5225326,-0.0240438
41,-0.36938855,-0.35290918,"('unforgiving', 'forgiving')",-0.48870376,-0.46808743,0.4643165,0.31794974,-0.1312586,-0.1676823,-0.0364237
42,0.24131988,0.36408257,"('unreliable', 'reliable')",-0.93311626,-0.7962589,-3.2142398,-3.2201736,-1.302012,-1.21745,0.084562
43,0.4140268,0.5834658,"('irresponsible', 'responsible')",-0.37961423,-0.330425,-0.19373074,-0.12967797,-0.0531061,0.041121,0.0942271
44,0.15176444,0.1841394,"('prejudiced', 'unprejudiced')",-0.41768092,-0.31301922,-1.0741686,-1.0584298,-0.446695,-0.3957699,0.0509251
45,0.050549198,0.18486041,"('incompetent', 'competent')",-0.07731241,-0.20010716,-0.59937114,-0.6742769,-0.2087114,-0.2298412,-0.0211298
46,1.5847319,1.7452328,"('uncompetitive', 'competitive')",0.88333863,0.8428976,-0.7836051,-0.8226163,0.5614885,0.5885047,0.0270162
47,0.8631288,0.9477981,"('stupid', 'smart')",1.0584403,1.1238849,5.0249457,5.221772,2.315505,2.4311517,0.1156467
48,0.48141524,0.52973026,"('unintelligent', 'intelligent')",0.7747619,0.69730836,0.35936224,0.3201553,0.5385131,0.5157313,-0.0227818
49,-0.37579787,-0.26662076,"('unable', 'able')",0.36643308,0.4662457,-0.11049274,-0.0067548025,-0.0399525,0.0642901,0.1042426
50,-0.5323595,-0.6338379,"('clumsy', 'skillful')",0.27475956,0.29455718,-0.1447825,-0.21191593,-0.1341275,-0.1837322,-0.0496047
51,-0.742647,-0.78892225,"('uneducated', 'educated')",0.0029023103,-0.1675464,0.25305665,0.18675096,-0.1622293,-0.2565726,-0.0943433
52,-0.8049632,-1.1337895,"('irrational', 'rational')",-0.12493457,-0.27607107,0.7013612,0.54827785,-0.0761788,-0.2871943,-0.2110155
53,-0.60288465,-0.6546264,"('uncreative', 'creative')",0.9920085,0.926674,1.011825,0.96323514,0.4669829,0.4117609,-0.055222
54,-0.74737996,-0.90973216,"('incapable', 'capable')",0.14070627,0.039636508,0.9246227,1.0089927,0.105983,0.046299,-0.059684
55,1.4798545,1.6857,"('incompetent', 'clever')",0.7167198,0.65076977,-0.4033755,-0.4199896,0.5977329,0.6388268,0.0410939
56,1.0757613,1.1624281,"('impractical', 'practical')",-0.0834866,-0.09083553,-0.51157975,-0.5008884,0.1602316,0.1902347,0.0300031
57,0.685886,0.66414094,"('unimaginative', 'imaginative')",1.0621188,0.95630485,-2.056003,-2.1828818,-0.1026661,-0.1874787,-0.0848126
58,0.37395462,0.38894445,"('undiscriminating', 'discriminating')",0.43960804,0.40323737,0.06612293,0.047905713,0.2932285,0.2800292,-0.0131993
59,-0.64561254,-0.8321444,"('foolish', 'wise')",0.05876443,0.07806247,0.19546029,0.19152912,-0.1304626,-0.1875176,-0.057055
60,1.7560824,1.9830741,"('inefficient', 'efficient')",1.0529879,1.0793741,-0.6522091,-0.54168874,0.7189538,0.8402531,0.1212993
61,0.3074517,0.23558617,"('illogical', 'logical')",0.77727413,0.63724107,-0.07133405,-0.19677868,0.3377973,0.2253495,-0.1124478
62,0.89924693,1.0292132,"('incompetent', 'brilliant')",0.74493253,0.7660118,-0.5111664,-0.3822176,0.377671,0.4710024,0.0933314
63,-0.40595365,-0.30847472,"('unperceptive', 'insightful')",0.6987212,0.70432395,0.39931482,0.47693148,0.2306941,0.2909269,0.0602328
64,0.9322009,0.92141056,"('shy', 'confident')",-0.068176925,-0.009472718,-5.995252,-6.080319,-1.7104093,-1.7227937,-0.0123844
65,1.448318,1.5142589,"('insecure', 'secure')",0.23760997,0.22048695,-0.7193114,-0.7232156,0.3222055,0.3371768,0.0149713
66,-0.7941749,-0.8483161,"('inactive', 'active')",-0.41623598,-0.4072121,1.1816823,1.1794585,-0.0095762,-0.0253566,-0.0157804
67,1.0341398,0.9996064,"('doubtful', 'determined')",0.44716182,0.49719325,-0.5985959,-0.55655724,0.2942352,0.3134141,0.0191789
68,-0.41457587,-0.3374334,"('dependent', 'independent')",0.04863594,0.03589295,-0.84285975,-0.8349561,-0.4029332,-0.3788322,0.024101
69,-0.7079394,-0.85346746,"('lazy', 'industrious')",0.51136696,0.652717,-0.23676607,-0.1933318,-0.1444462,-0.1313607,0.0130855
70,1.0754471,1.2048241,"('lethargic', 'energetic')",0.5283845,0.5330716,0.1568069,0.2450948,0.5868795,0.6609968,0.0741173
71,0.16383784,0.20272663,"('diffident', 'self-confident')",0.4767687,0.52925205,0.4938765,0.51519465,0.378161,0.4157244,0.0375634
72,-0.7556045,-0.7627601,"('unambitious', 'ambitious')",-1.2234826,-1.2199179,-1.6262091,-1.6031408,-1.2017654,-1.1952729,0.0064925
73,1.0668516,0.9873588,"('helpless', 'self-reliant')",0.3245663,0.31059065,-2.91164,-2.949673,-0.5067406,-0.5505745,-0.0438339
74,0.40245512,0.48836002,"('undedicated', 'dedicated')",0.34775063,0.3401033,0.25572282,0.26044577,0.3353095,0.3629697,0.0276602
